timestamp,STILL,TILTING,ON_FOOT,WALKING,IN_VEHICLE,ON_BICYCLE,UNDEFINED,RUNNING
1680190396009,65.0,,5.0,5.0,20.0,1.0,3.0,
1680190412203,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680190427485,6.0,,,,88.0,,2.0,
1680190442774,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680190458027,16.0,,,,77.0,,1.0,
1680190473270,98.0,,,,1.0,,1.0,
1680190488528,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680190503809,7.0,,1.0,1.0,87.0,,1.0,
1680190519070,97.0,,,,1.0,,2.0,
1680190534328,41.0,,6.0,6.0,28.0,1.0,2.0,
1680190549594,99.0,,,,,,1.0,
1680190564879,99.0,,,,,,1.0,
1680190580152,99.0,,,,,,1.0,
1680190595390,99.0,,,,,,1.0,
1680190610637,99.0,,,,,,1.0,
1680190625924,46.0,,6.0,6.0,24.0,1.0,1.0,
1680190641208,4.0,,,,93.0,,,
1680190656495,99.0,,,,,,1.0,
1680190671761,99.0,,,,,,1.0,
1680190687029,15.0,,2.0,2.0,80.0,,1.0,
1680190702289,99.0,,,,,,1.0,
1680190717567,99.0,,,,,,1.0,
1680190732788,99.0,,,,,,1.0,
1680190748078,48.0,,9.0,9.0,27.0,1.0,2.0,
1680190748432,,100.0,,,,,,
1680190760507,,100.0,,,,,,
1680190760573,98.0,,,,1.0,,1.0,
1680190765869,86.0,,5.0,5.0,5.0,1.0,2.0,
1680190771006,97.0,,1.0,1.0,,,2.0,
1680190776258,,100.0,,,,,,
1680190776297,82.0,,10.0,10.0,1.0,3.0,3.0,
1680190790310,,100.0,,,,,,
1680190790356,100.0,,,,,,,
1680190795610,96.0,,1.0,1.0,1.0,,1.0,
1680190800817,98.0,,,,,,2.0,
1680190807075,96.0,,1.0,1.0,1.0,,1.0,
1680190812397,64.0,,8.0,8.0,18.0,1.0,3.0,
1680190818058,92.0,,2.0,2.0,2.0,,2.0,
1680190823314,71.0,,8.0,8.0,10.0,5.0,2.0,
1680190828601,77.0,,6.0,6.0,9.0,3.0,1.0,
1680190833851,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680190839626,77.0,,11.0,11.0,5.0,2.0,2.0,
1680190846585,96.0,,1.0,1.0,1.0,,1.0,
1680190862666,96.0,,1.0,1.0,1.0,,1.0,
1680190878685,83.0,,4.0,4.0,9.0,,1.0,
1680190895104,99.0,,,,,,1.0,
1680190908729,,100.0,,,,,,
1680190908842,99.0,,,,,,1.0,
1680190915076,97.0,,,,1.0,,2.0,
1680190921147,,100.0,,,,,,
1680190921172,96.0,,1.0,1.0,2.0,,1.0,
1680190927076,97.0,,1.0,1.0,1.0,,1.0,
1680190933119,81.0,,7.0,7.0,5.0,1.0,2.0,
1680190939059,98.0,,,,1.0,,1.0,
1680190945119,97.0,,1.0,1.0,1.0,,1.0,
1680190951016,96.0,,1.0,1.0,1.0,,1.0,
1680190957039,98.0,,,,1.0,,1.0,
1680190963074,99.0,,,,,,1.0,
1680190969104,,100.0,,,,,,
1680190969147,99.0,,,,,,1.0,
1680215933284,100.0,,,,,,,
1680220512584,100.0,,,,,,,
1680167788720,99.0,,,,,,1.0,
1680167803905,99.0,,,,,,1.0,
1680167820163,99.0,,,,,,1.0,
1680167835339,99.0,,,,,,1.0,
1680167850535,99.0,,,,,,1.0,
1680167865775,99.0,,,,,,1.0,
1680167882105,99.0,,,,,,1.0,
1680167898281,99.0,,,,,,1.0,
1680167914271,99.0,,,,,,1.0,
1680167930274,99.0,,,,,,1.0,
1680167946303,99.0,,,,,,1.0,
1680167961923,99.0,,,,,,1.0,
1680167977127,99.0,,,,,,1.0,
1680167992307,99.0,,,,,,1.0,
1680168007477,99.0,,,,,,1.0,
1680168022651,99.0,,,,,,1.0,
1680168037833,99.0,,,,,,1.0,
1680168053047,99.0,,,,,,1.0,
1680168068276,99.0,,,,,,1.0,
1680168102921,100.0,,,,,,,
1680168115065,,100.0,,,,,,
1680168115116,100.0,,,,,,,
1680168142346,99.0,,,,,,1.0,
1680168157591,99.0,,,,,,1.0,
1680168172854,48.0,,31.0,31.0,3.0,13.0,1.0,3.0
1680168189315,62.0,,18.0,18.0,,17.0,3.0,
1680168205411,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168217756,,100.0,,,,,,
1680168217783,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168228509,,100.0,,,,,,
1680168228566,5.0,,84.0,84.0,1.0,7.0,2.0,1.0
1680168243718,1.0,,97.0,97.0,,,2.0,
1680168258945,,100.0,,,,,,
1680168258972,4.0,,93.0,93.0,,1.0,2.0,
1680168272550,,100.0,,,,,,
1680168272612,6.0,,81.0,81.0,3.0,6.0,1.0,1.0
1680168287844,2.0,,92.0,92.0,1.0,1.0,2.0,1.0
1680168303001,,100.0,,,,,,
1680168303035,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168318205,,100.0,,,,,,
1680168318241,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168333939,,100.0,,,,,,
1680168333962,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168348868,,100.0,,,,,,
1680168348900,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168364149,59.0,,20.0,20.0,7.0,8.0,2.0,
1680168379371,,100.0,,,,,,
1680168379428,58.0,,22.0,22.0,5.0,9.0,1.0,1.0
1680168394642,,100.0,,,,,,
1680168394693,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168406301,1.0,,96.0,96.0,,,3.0,
1680168411594,3.0,,92.0,92.0,1.0,1.0,2.0,1.0
1680168426865,2.0,,95.0,95.0,,,2.0,1.0
1680168442107,,100.0,,,,,,
1680168442165,2.0,,88.0,88.0,2.0,2.0,2.0,3.0
1680168457402,,,97.0,97.0,,,3.0,
1680168472638,,100.0,,,,,,
1680168472688,1.0,,96.0,96.0,,1.0,2.0,
1680168487961,1.0,,94.0,94.0,1.0,2.0,2.0,
1680168503219,1.0,,88.0,88.0,2.0,7.0,1.0,1.0
1680168511086,,,96.0,96.0,,2.0,2.0,
1680168517323,,,96.0,96.0,,1.0,3.0,
1680168535463,,,96.0,96.0,,2.0,2.0,
1680168552375,3.0,,87.0,87.0,2.0,4.0,2.0,2.0
1680168569323,,100.0,,,,,,
1680168569360,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168585333,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168601346,53.0,,7.0,7.0,26.0,2.0,2.0,
1680168617304,97.0,,,,1.0,,2.0,
1680168633317,99.0,,,,,,1.0,
1680168648622,99.0,,,,,,1.0,
1680168663822,99.0,,,,,,1.0,
1680168679328,98.0,,,,1.0,,1.0,
1680168695334,40.0,,7.0,7.0,26.0,9.0,2.0,1.0
1680168702201,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168707439,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168712694,45.0,,5.0,5.0,27.0,7.0,2.0,1.0
1680168717956,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168724074,99.0,,,,,,1.0,
1680168739340,65.0,,3.0,3.0,24.0,1.0,1.0,
1680168754554,,100.0,,,,,,
1680168754597,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680168769993,,100.0,,,,,,
1680168770025,60.0,,12.0,12.0,14.0,3.0,2.0,
1680168785286,57.0,,14.0,14.0,19.0,3.0,2.0,
1680168800403,96.0,,1.0,1.0,2.0,,1.0,
1680168815612,89.0,,3.0,3.0,5.0,,2.0,
1680168830807,61.0,,18.0,18.0,13.0,2.0,1.0,
1680168845962,97.0,,1.0,1.0,,,2.0,
1680168861199,85.0,,3.0,3.0,7.0,1.0,1.0,
1680168876420,98.0,,,,1.0,,1.0,
1680168891670,99.0,,,,,,1.0,
1680168906919,71.0,,2.0,2.0,18.0,,2.0,
1680168922121,99.0,,,,,,1.0,
1680168937393,99.0,,,,,,1.0,
1680168952806,99.0,,,,1.0,,,
1680168968231,75.0,,5.0,5.0,12.0,,3.0,
1680168983457,79.0,,5.0,5.0,8.0,1.0,1.0,
1680168995178,73.0,,4.0,4.0,11.0,,2.0,
1680169008850,97.0,,,,2.0,,1.0,
1680169024076,96.0,,1.0,1.0,2.0,,1.0,
1680169039370,90.0,,1.0,1.0,6.0,,1.0,
1680169054662,98.0,,,,1.0,,1.0,
1680169070380,97.0,,,,3.0,,,
1680169092334,99.0,,,,1.0,,,
1680169108332,71.0,,2.0,2.0,18.0,,2.0,
1680169125324,88.0,,,,11.0,,1.0,
1680169141332,98.0,,,,1.0,,1.0,
1680169158309,99.0,,,,,,1.0,
1680169174906,96.0,,1.0,1.0,1.0,,1.0,
1680169183852,78.0,,3.0,3.0,9.0,,2.0,
1680169191831,53.0,,12.0,12.0,29.0,1.0,1.0,
1680169197666,81.0,,5.0,5.0,9.0,1.0,1.0,
1680169212904,98.0,,,,,,2.0,
1680169228171,99.0,,,,,,1.0,
1680169243319,97.0,,1.0,1.0,1.0,,1.0,
1680169260249,97.0,,,,1.0,,2.0,
1680169276936,98.0,,,,1.0,,1.0,
1680169291025,60.0,,10.0,10.0,23.0,1.0,2.0,
1680169306328,40.0,,14.0,14.0,21.0,3.0,2.0,
1680169321533,35.0,,15.0,15.0,26.0,2.0,2.0,
1680169336727,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169351936,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169370294,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169375489,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169380710,61.0,,14.0,14.0,17.0,2.0,2.0,
1680169386000,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169391206,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169406424,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169421621,76.0,,11.0,11.0,9.0,2.0,1.0,
1680169436883,56.0,,14.0,14.0,21.0,5.0,1.0,
1680169452055,96.0,,1.0,1.0,2.0,,1.0,
1680169467216,87.0,,5.0,5.0,4.0,1.0,2.0,
1680169482371,40.0,,27.0,27.0,22.0,3.0,2.0,
1680169497550,58.0,,13.0,13.0,19.0,3.0,2.0,
1680169512771,57.0,,18.0,18.0,15.0,3.0,1.0,
1680169528028,42.0,,30.0,30.0,17.0,3.0,3.0,
1680169543293,53.0,,21.0,21.0,16.0,5.0,2.0,
1680169560153,38.0,,31.0,31.0,20.0,4.0,1.0,
1680169575723,35.0,,25.0,25.0,25.0,2.0,3.0,
1680169590694,68.0,,12.0,12.0,12.0,1.0,2.0,
1680169605856,55.0,,19.0,19.0,17.0,4.0,2.0,
1680169621016,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169636181,58.0,,13.0,13.0,16.0,2.0,3.0,
1680169651415,75.0,,11.0,11.0,7.0,1.0,1.0,
1680169666574,80.0,,13.0,13.0,3.0,1.0,2.0,
1680169681852,55.0,,29.0,29.0,5.0,6.0,2.0,
1680169697359,38.0,,23.0,23.0,19.0,6.0,3.0,
1680169712166,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169727435,100.0,,,,,,,
1680169742593,73.0,,5.0,5.0,18.0,,2.0,
1680169757783,45.0,,17.0,17.0,26.0,3.0,1.0,
1680169772946,55.0,,27.0,27.0,10.0,2.0,2.0,
1680169788106,73.0,,12.0,12.0,6.0,3.0,2.0,
1680169803283,43.0,,22.0,22.0,19.0,3.0,3.0,
1680169818519,77.0,,10.0,10.0,6.0,2.0,2.0,
1680169833764,98.0,,1.0,1.0,,,1.0,
1680169843485,72.0,,9.0,9.0,9.0,2.0,1.0,
1680169860156,69.0,,7.0,7.0,16.0,1.0,2.0,
1680169875293,97.0,,,,1.0,,2.0,
1680169885262,99.0,,,,1.0,,,
1680169901553,96.0,,,,3.0,,1.0,
1680169915677,,100.0,,,,,,
1680169915740,99.0,,,,,,1.0,
1680169932311,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680169948365,81.0,,2.0,2.0,9.0,,1.0,
1680169964334,97.0,,,,1.0,,2.0,
1680169981359,86.0,,2.0,2.0,5.0,4.0,2.0,
1680169997366,92.0,,,,4.0,1.0,1.0,
1680170013334,81.0,,2.0,2.0,8.0,,2.0,
1680170029314,98.0,,,,,,2.0,
1680170044548,98.0,,,,1.0,,1.0,
1680170052327,93.0,,,,3.0,,1.0,
1680170058909,96.0,,,,2.0,,1.0,
1680170074146,,100.0,,,,,,
1680170074197,69.0,,3.0,3.0,19.0,2.0,1.0,
1680170089486,98.0,,,,1.0,,1.0,
1680170104755,37.0,,10.0,10.0,26.0,1.0,2.0,
1680170120032,10.0,,11.0,11.0,72.0,,1.0,
1680170135297,,100.0,,,,,,
1680170135337,97.0,,1.0,1.0,1.0,,,
1680170150590,99.0,,,,,,1.0,
1680170160448,96.0,,,,1.0,,2.0,
1680170176697,,100.0,,,,,,
1680170176733,59.0,,14.0,14.0,14.0,2.0,2.0,
1680170192026,39.0,,22.0,22.0,5.0,27.0,2.0,2.0
1680170198233,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170213400,,100.0,,,,,,
1680170213434,31.0,,24.0,24.0,16.0,17.0,2.0,1.0
1680170228609,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170243778,60.0,,8.0,8.0,23.0,1.0,2.0,
1680170259034,,100.0,,,,,,
1680170259080,94.0,,2.0,2.0,2.0,,1.0,
1680170274347,80.0,,4.0,4.0,8.0,1.0,1.0,
1680170289573,67.0,,9.0,9.0,14.0,2.0,2.0,
1680170304808,65.0,,18.0,18.0,8.0,3.0,3.0,
1680170321616,49.0,,23.0,23.0,15.0,4.0,2.0,
1680170326862,98.0,,,,1.0,,1.0,
1680170342146,83.0,,4.0,4.0,6.0,1.0,1.0,
1680170357388,73.0,,5.0,5.0,16.0,1.0,2.0,
1680170371405,55.0,,8.0,8.0,30.0,1.0,2.0,
1680170386630,92.0,,2.0,2.0,3.0,,2.0,
1680170402178,86.0,,3.0,3.0,8.0,1.0,2.0,
1680170417427,67.0,,2.0,2.0,27.0,,1.0,
1680170432627,97.0,,1.0,1.0,1.0,,1.0,
1680170447870,97.0,,1.0,1.0,1.0,,1.0,
1680170463145,,100.0,,,,,,
1680170463179,96.0,,1.0,1.0,1.0,,2.0,
1680170478394,,100.0,,,,,,
1680170478434,50.0,,30.0,30.0,3.0,12.0,2.0,
1680170493728,,100.0,,,,,,
1680170493765,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170509002,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170523679,6.0,,83.0,83.0,1.0,8.0,1.0,
1680170540436,,,96.0,96.0,,1.0,3.0,
1680170555352,,,97.0,97.0,,1.0,2.0,
1680170571321,1.0,,88.0,88.0,1.0,7.0,2.0,1.0
1680170582865,5.0,,82.0,82.0,2.0,9.0,1.0,1.0
1680170588119,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170603428,2.0,,93.0,93.0,1.0,2.0,2.0,
1680170621284,,,97.0,97.0,,,3.0,
1680170629920,,,97.0,97.0,,1.0,2.0,
1680170646387,1.0,,96.0,96.0,,,2.0,1.0
1680170662313,,,97.0,97.0,,1.0,2.0,
1680170679476,,,97.0,97.0,,1.0,2.0,
1680170695312,3.0,,88.0,88.0,2.0,2.0,2.0,2.0
1680170711323,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170727294,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170743387,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170761305,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170776543,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170787356,,100.0,,,,,,
1680170787402,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1680170804244,,100.0,,,,,,
1680170804270,98.0,,,,,,2.0,
1680170821270,99.0,,,,,,1.0,
1680170837250,99.0,,,,,,1.0,
1680170854315,99.0,,,,,,1.0,
1680170866456,99.0,,,,,,1.0,
1680170872286,99.0,,,,,,1.0,
1680170888236,99.0,,,,,,1.0,
1680170910259,99.0,,,,,,1.0,
1680170926162,99.0,,,,,,1.0,
1680170942259,99.0,,,,,,1.0,
1680170958242,99.0,,,,,,1.0,
1680170973618,99.0,,,,,,1.0,
1680170991283,99.0,,,,,,1.0,
1680171006500,99.0,,,,,,1.0,
1680171022287,99.0,,,,,,1.0,
1680171037424,99.0,,,,,,1.0,
1680171049258,99.0,,,,,,1.0,
1680171055236,99.0,,,,,,1.0,
1680171071262,99.0,,,,,,1.0,
1680171087327,99.0,,,,,,1.0,
1680171109257,99.0,,,,,,1.0,
1680171125258,99.0,,,,,,1.0,
1680171140595,99.0,,,,,,1.0,
1680171155968,99.0,,,,,,1.0,
1680171172222,99.0,,,,,,1.0,
1680171188246,99.0,,,,,,1.0,
1680171204242,99.0,,,,,,1.0,
1680171219387,99.0,,,,,,1.0,
1680171228013,97.0,,2.0,2.0,,,1.0,
1680171243210,81.0,,1.0,1.0,11.0,,1.0,
1680171259276,99.0,,,,,,1.0,
1680171275233,99.0,,,,,,1.0,
1680171291258,99.0,,,,,,1.0,
1680171761158,100.0,,,,,,,
1680171773188,100.0,,,,,,,
1680171785311,100.0,,,,,,,
1680171812323,100.0,,,,,,,
1680171827447,99.0,,,,,,1.0,
1680171848543,99.0,,,,,,1.0,
1680171863627,96.0,,1.0,1.0,1.0,,1.0,
1680171878823,97.0,,1.0,1.0,1.0,,1.0,
1680171895057,99.0,,,,,,1.0,
1680171911257,99.0,,,,,,1.0,
1680171921642,99.0,,,,,,1.0,
1680171930166,96.0,,1.0,1.0,1.0,,1.0,
1680172121221,100.0,,,,,,,
1680172133258,100.0,,,,,,,
1680172156634,100.0,,,,,,,
1680172172272,99.0,,,,,,1.0,
1680172188257,99.0,,,,,,1.0,
1680172205255,99.0,,,,,,1.0,
1680172221284,99.0,,,,,,1.0,
1680172237233,99.0,,,,,,1.0,
1680172253239,99.0,,,,,,1.0,
1680172269242,99.0,,,,,,1.0,
1680172285250,99.0,,,,,,1.0,
1680172301243,99.0,,,,,,1.0,
1681283193180,98.0,,,,,,2.0,
1681283227150,,100.0,,,,,,
1681283227188,,,93.0,93.0,,2.0,2.0,3.0
1681283246375,,,97.0,97.0,,,3.0,
1681283271811,,100.0,,,,,,
1681283271842,1.0,,89.0,89.0,1.0,4.0,2.0,3.0
1681283279574,,,95.0,95.0,1.0,,2.0,2.0
1681283284847,1.0,,95.0,95.0,2.0,,2.0,
1681283290109,,,96.0,96.0,,,3.0,1.0
1681283295224,1.0,,90.0,90.0,3.0,3.0,2.0,
1681283300391,,100.0,,,,,,
1681283300414,1.0,,93.0,93.0,1.0,3.0,2.0,
1681283305620,,,94.0,94.0,1.0,1.0,2.0,1.0
1681283310783,1.0,,92.0,92.0,2.0,2.0,1.0,1.0
1681283315974,1.0,,87.0,87.0,7.0,1.0,2.0,1.0
1681283321153,1.0,,86.0,86.0,8.0,1.0,2.0,
1681283326349,1.0,,86.0,86.0,7.0,,3.0,
1681283331559,1.0,,93.0,93.0,4.0,,1.0,
1681283346735,,,97.0,97.0,,1.0,2.0,
1681283361941,1.0,,96.0,96.0,,1.0,2.0,
1681283377309,,,98.0,98.0,,,2.0,
1681283392479,,,98.0,98.0,,,2.0,
1681283407656,,,97.0,97.0,,,3.0,
1681283424096,,,97.0,97.0,,,3.0,
1681283439276,,,97.0,97.0,,1.0,2.0,
1681283455081,,,96.0,96.0,,1.0,3.0,
1681283470601,,100.0,,,,,,
1681283470624,,,96.0,96.0,1.0,1.0,2.0,
1681283486558,,100.0,,,,,,
1681283486567,2.0,,88.0,88.0,2.0,1.0,3.0,3.0
1681283501059,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681283516248,,100.0,,,,,,
1681283516284,1.0,,90.0,90.0,4.0,1.0,2.0,
1681283532858,,100.0,,,,,,
1681283532895,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681283548094,99.0,,,,,,1.0,
1681283564124,98.0,,1.0,1.0,,,1.0,
1681283580165,96.0,,1.0,1.0,1.0,,1.0,
1681283605810,99.0,,,,,,1.0,
1681286152214,100.0,,,,,,,
1681286152226,100.0,,,,,,,
1681286152272,100.0,,,,,,,
1681289387339,99.0,,,,,,1.0,
1681289399183,99.0,,,,,,1.0,
1681289399309,99.0,,,,,,1.0,
1681289400116,99.0,,,,,,1.0,
1681289404828,99.0,,,,,,1.0,
1681289409965,99.0,,,,,,1.0,
1681289415116,99.0,,,,,,1.0,
1681289420380,99.0,,,,,,1.0,
1681289425630,99.0,,,,,,1.0,
1681289430833,99.0,,,,,,1.0,
1681289436029,99.0,,,,,,1.0,
1681289441263,99.0,,,,,,1.0,
1681289446507,99.0,,,,,,1.0,
1681289451725,99.0,,,,,,1.0,
1681289456944,99.0,,,,,,1.0,
1681289462149,99.0,,,,,,1.0,
1681289467324,99.0,,,,,,1.0,
1681289472566,99.0,,,,,,1.0,
1681289478474,99.0,,,,,,1.0,
1681289485140,99.0,,,,,,1.0,
1681289490346,99.0,,,,,,1.0,
1681289499419,99.0,,,,,,1.0,
1681289514631,99.0,,,,,,1.0,
1681289530151,99.0,,,,,,1.0,
1681289546077,99.0,,,,,,1.0,
1681289561256,99.0,,,,,,1.0,
1681289577045,99.0,,,,,,1.0,
1681290084582,100.0,,,,,,,
1681290084585,100.0,,,,,,,
1681290084594,100.0,,,,,,,
1681290084690,100.0,,,,,,,
1681290091514,100.0,,,,,,,
1681316840515,3.0,,1.0,1.0,93.0,,1.0,
1681316855787,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681316871050,67.0,,2.0,2.0,23.0,,2.0,
1681316886333,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681316901644,97.0,,,,1.0,,2.0,
1681316916879,96.0,,1.0,1.0,2.0,,,
1681316932199,99.0,,,,,,1.0,
1681316947417,99.0,,,,,,1.0,
1681316962674,96.0,,,,4.0,,,
1681316977905,96.0,,,,2.0,,2.0,
1681316993156,99.0,,,,,,1.0,
1681317008383,99.0,,,,,,1.0,
1681317023693,97.0,,,,2.0,,1.0,
1681317038943,99.0,,,,,,1.0,
1681317054203,58.0,,3.0,3.0,31.0,,2.0,
1681317069474,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317084760,11.0,,3.0,3.0,82.0,,1.0,
1681317100043,98.0,,,,1.0,,1.0,
1681317115276,99.0,,,,,,1.0,
1681317130514,99.0,,,,,,1.0,
1681317145773,7.0,,4.0,4.0,85.0,,1.0,
1681317161047,96.0,,1.0,1.0,2.0,,,
1681317176357,6.0,,3.0,3.0,85.0,,2.0,
1681317191618,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317206827,98.0,,,,,,2.0,
1681317208882,,100.0,,,,,,
1681317229349,,100.0,,,,,,
1681317229388,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317234644,,100.0,,,,,,
1681317234714,54.0,,8.0,8.0,18.0,13.0,2.0,
1681317239999,,100.0,,,,,,
1681317240056,70.0,,6.0,6.0,14.0,3.0,3.0,
1681317245307,63.0,,7.0,7.0,15.0,8.0,1.0,
1681317257470,97.0,,,,1.0,,2.0,
1681317262700,94.0,,1.0,1.0,1.0,1.0,2.0,
1681317267970,83.0,,5.0,5.0,8.0,1.0,1.0,
1681317273132,98.0,,,,1.0,,1.0,
1681317278368,87.0,,2.0,2.0,6.0,1.0,2.0,
1681317283604,96.0,,1.0,1.0,1.0,,1.0,
1681317288793,67.0,,9.0,9.0,9.0,4.0,2.0,
1681317294044,80.0,,3.0,3.0,9.0,2.0,2.0,
1681317299304,86.0,,1.0,1.0,6.0,,2.0,
1681317303417,,100.0,,,,,,
1681317303553,65.0,,6.0,6.0,17.0,3.0,2.0,
1681317308809,,100.0,,,,,,
1681317308843,52.0,,9.0,9.0,19.0,4.0,2.0,
1681317314103,,100.0,,,,,,
1681317314156,56.0,,7.0,7.0,22.0,5.0,2.0,
1681317319324,,100.0,,,,,,
1681317319354,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317324499,,100.0,,,,,,
1681317324533,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317329677,,100.0,,,,,,
1681317329703,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317334871,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317350078,,100.0,,,,,,
1681317350135,1.0,,91.0,91.0,1.0,3.0,1.0,2.0
1681317365595,,,97.0,97.0,,,3.0,
1681317380869,,,96.0,96.0,,,2.0,2.0
1681317397376,4.0,,91.0,91.0,,,3.0,2.0
1681317412612,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317417700,,100.0,,,,,,
1681317417755,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317422988,,100.0,,,,,,
1681317423034,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317428428,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317434834,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317440164,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317445468,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317450753,79.0,,18.0,18.0,1.0,1.0,1.0,
1681317456041,90.0,,8.0,8.0,,,2.0,
1681317461328,69.0,,26.0,26.0,1.0,1.0,2.0,
1681317466719,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317471881,,100.0,,,,,,
1681317471917,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317477071,,100.0,,,,,,
1681317477104,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317482255,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317487413,45.0,,28.0,28.0,14.0,9.0,1.0,
1681317492576,48.0,,28.0,28.0,8.0,11.0,1.0,1.0
1681317497733,41.0,,25.0,25.0,7.0,19.0,3.0,
1681317502944,66.0,,16.0,16.0,4.0,9.0,3.0,
1681317508094,75.0,,15.0,15.0,2.0,6.0,1.0,
1681317513242,97.0,,1.0,1.0,,,2.0,
1681317518424,,100.0,,,,,,
1681317518459,83.0,,8.0,8.0,,7.0,2.0,
1681317523664,40.0,,38.0,38.0,4.0,13.0,3.0,
1681317528865,,100.0,,,,,,
1681317528893,55.0,,26.0,26.0,4.0,10.0,3.0,
1681317534084,59.0,,20.0,20.0,9.0,8.0,2.0,
1681317539442,,100.0,,,,,,
1681317539472,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317544692,,100.0,,,,,,
1681317544740,57.0,,26.0,26.0,3.0,10.0,2.0,
1681317549863,,100.0,,,,,,
1681317549886,71.0,,12.0,12.0,7.0,8.0,1.0,
1681317555130,68.0,,16.0,16.0,8.0,4.0,1.0,
1681317560391,39.0,,11.0,11.0,35.0,2.0,2.0,
1681317567036,98.0,,,,1.0,,1.0,
1681317582288,96.0,,1.0,1.0,1.0,,1.0,
1681317598896,98.0,,,,1.0,,1.0,
1681317603785,,100.0,,,,,,
1681317603814,97.0,,1.0,1.0,1.0,,1.0,
1681317609140,,100.0,,,,,,
1681317609170,49.0,,9.0,9.0,21.0,2.0,2.0,
1681317614367,78.0,,7.0,7.0,5.0,3.0,3.0,
1681317619505,76.0,,8.0,8.0,6.0,4.0,1.0,
1681317624715,,100.0,,,,,,
1681317624752,53.0,,19.0,19.0,10.0,7.0,2.0,1.0
1681317629897,,100.0,,,,,,
1681317629921,41.0,,26.0,26.0,7.0,18.0,2.0,1.0
1681317635041,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317640165,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681317645297,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
