timestamp,STILL,TILTING,ON_FOOT,WALKING,IN_VEHICLE,ON_BICYCLE,UNDEFINED,RUNNING
1681985785835,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681985791047,41.0,,27.0,27.0,15.0,3.0,3.0,
1681985796244,93.0,,3.0,3.0,1.0,,2.0,
1681985802547,97.0,,1.0,1.0,1.0,,1.0,
1681985807715,97.0,,,,1.0,,2.0,
1681985812855,96.0,,1.0,1.0,1.0,,1.0,
1681985818060,97.0,,,,1.0,,1.0,
1681985823212,97.0,,1.0,1.0,1.0,,,
1681985828432,98.0,,,,1.0,,1.0,
1681985833630,96.0,,1.0,1.0,1.0,,1.0,
1681985848778,69.0,,4.0,4.0,15.0,1.0,2.0,
1681985864068,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681985880167,36.0,,31.0,31.0,23.0,2.0,3.0,
1681985885403,57.0,,18.0,18.0,19.0,2.0,2.0,
1681985890574,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681985895802,,100.0,,,,,,
1681985895840,45.0,,32.0,32.0,9.0,8.0,1.0,
1681985901028,,100.0,,,,,,
1681985901060,63.0,,14.0,14.0,11.0,3.0,2.0,
1681985906260,34.0,,23.0,23.0,17.0,10.0,3.0,
1681985915425,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681985920706,,100.0,,,,,,
1681985920756,59.0,,10.0,10.0,16.0,7.0,2.0,
1681985925914,37.0,,20.0,20.0,25.0,9.0,2.0,
1681985931136,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681985936659,,100.0,,,,,,
1681985936690,98.0,,,,1.0,,1.0,
1681985943189,68.0,,8.0,8.0,13.0,3.0,2.0,
1681985948326,96.0,,1.0,1.0,1.0,,1.0,
1681985953439,99.0,,,,,,1.0,
1681985958569,98.0,,,,,,2.0,
1681985963710,96.0,,1.0,1.0,1.0,,1.0,
1681985968927,89.0,,2.0,2.0,5.0,,2.0,
1681985974149,98.0,,,,,,2.0,
1681985979294,97.0,,,,1.0,,2.0,
1681985984469,96.0,,,,1.0,,2.0,
1681985989660,92.0,,2.0,2.0,3.0,,2.0,
1681986004841,60.0,,12.0,12.0,17.0,2.0,2.0,
1681986027756,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681986034230,,100.0,,,,,,
1681986034271,40.0,,13.0,13.0,26.0,12.0,1.0,
1681986039468,98.0,,,,,,2.0,
1681986044611,98.0,,,,,,2.0,
1681986049777,98.0,,,,1.0,,1.0,
1681986179453,98.0,,1.0,1.0,,,1.0,
1681986184628,96.0,,1.0,1.0,1.0,,2.0,
1681986199810,98.0,,,,1.0,,1.0,
1681986214958,98.0,,,,1.0,,1.0,
1681986229472,96.0,,1.0,1.0,1.0,,2.0,
1681986244757,,100.0,,,,,,
1681986244800,97.0,,,,1.0,,2.0,
1681986343762,,100.0,,,,,,
1681986343811,69.0,,18.0,18.0,4.0,4.0,2.0,1.0
1681986349018,97.0,,1.0,1.0,1.0,,1.0,
1681986354205,81.0,,1.0,1.0,11.0,,2.0,
1681986432890,100.0,,,,,,,
1681986449962,96.0,,,,2.0,,1.0,
1681986475594,40.0,,16.0,16.0,20.0,5.0,3.0,
1681986484491,74.0,,4.0,4.0,13.0,2.0,1.0,
1681986489655,78.0,,3.0,3.0,9.0,2.0,1.0,
1681986494839,80.0,,4.0,4.0,8.0,1.0,3.0,
1681986500523,59.0,,16.0,16.0,11.0,2.0,3.0,
1681986701368,86.0,,5.0,5.0,5.0,1.0,2.0,
1681987093583,98.0,,,,1.0,,1.0,
1681987110588,100.0,,,,,,,
1681987281081,97.0,,,,1.0,,2.0,
1681987375373,,100.0,,,,,,
1681987375419,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681987380654,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681987386025,,100.0,,,,,,
1681987386055,42.0,,13.0,13.0,26.0,5.0,1.0,
1681987391335,55.0,,16.0,16.0,12.0,4.0,3.0,
1681987396603,96.0,,1.0,1.0,1.0,,1.0,
1681987626527,50.0,,8.0,8.0,19.0,1.0,3.0,
1681987634174,47.0,,31.0,31.0,13.0,2.0,2.0,
1681987639387,43.0,,29.0,29.0,12.0,5.0,3.0,
1681987644583,41.0,,12.0,12.0,28.0,6.0,2.0,
1681987649806,38.0,,18.0,18.0,17.0,8.0,3.0,
1681987654991,51.0,,18.0,18.0,13.0,7.0,3.0,
1681987660193,60.0,,9.0,9.0,17.0,4.0,2.0,
1681987665360,35.0,,11.0,11.0,28.0,5.0,3.0,
1681987670520,67.0,,10.0,10.0,12.0,5.0,2.0,
1681987675689,98.0,,,,1.0,,1.0,
1681987680820,78.0,,6.0,6.0,8.0,1.0,2.0,
1681987685930,97.0,,1.0,1.0,,,2.0,
1681987691126,61.0,,19.0,19.0,8.0,4.0,4.0,
1681987706358,34.0,,22.0,22.0,26.0,7.0,2.0,1.0
1681987721551,70.0,,10.0,10.0,14.0,3.0,1.0,
1681987736760,38.0,,21.0,21.0,23.0,4.0,3.0,
1681987749424,40.0,,16.0,16.0,30.0,2.0,2.0,
1681987754661,61.0,,13.0,13.0,16.0,1.0,3.0,
1681987759820,41.0,,16.0,16.0,26.0,2.0,2.0,
1681987765052,98.0,,,,,,2.0,
1681987770197,89.0,,5.0,5.0,3.0,1.0,1.0,
1681987775351,80.0,,5.0,5.0,6.0,3.0,1.0,
1681987780534,38.0,,27.0,27.0,19.0,4.0,3.0,
1681987785694,49.0,,14.0,14.0,23.0,2.0,1.0,
1681987790917,37.0,,25.0,25.0,20.0,3.0,2.0,
1681987796159,46.0,,16.0,16.0,19.0,3.0,2.0,
1681987801380,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681987807592,70.0,,10.0,10.0,13.0,2.0,2.0,
1681987813947,43.0,,17.0,17.0,27.0,3.0,1.0,
1681987827575,64.0,,8.0,8.0,23.0,1.0,2.0,
1681987832749,78.0,,9.0,9.0,7.0,1.0,2.0,
1681987837955,98.0,,,,,,2.0,
1681987843256,98.0,,1.0,1.0,,,1.0,
1681987848476,98.0,,1.0,1.0,,,1.0,
1681988091524,96.0,,1.0,1.0,1.0,,1.0,
1681988106652,70.0,,10.0,10.0,15.0,1.0,,
1681988121811,96.0,,1.0,1.0,2.0,,1.0,
1681988136931,99.0,,,,,,1.0,
1681988152112,96.0,,1.0,1.0,2.0,,1.0,
1681988408136,96.0,,1.0,1.0,1.0,,1.0,
1681988718809,,100.0,,,,,,
1681988718857,59.0,,7.0,7.0,18.0,1.0,2.0,
1681988766162,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988773114,,100.0,,,,,,
1681988773155,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988778319,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988783558,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988950039,96.0,,3.0,3.0,,,1.0,
1681988955283,,100.0,,,,,,
1681988955337,56.0,,30.0,30.0,5.0,3.0,2.0,
1681988968527,,100.0,,,,,,
1681988968569,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988973856,,100.0,,,,,,
1681988973911,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988979116,,100.0,,,,,,
1681988979145,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988984404,,100.0,,,,,,
1681988984440,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988989666,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681988994922,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681989000081,39.0,,34.0,34.0,5.0,15.0,2.0,2.0
1681989005266,,100.0,,,,,,
1681989005300,36.0,,17.0,17.0,21.0,15.0,2.0,
1681989010445,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681989015641,37.0,,24.0,24.0,25.0,7.0,2.0,
1681989430462,,100.0,,,,,,
1681989430500,1.0,,92.0,92.0,,,2.0,5.0
1681989445751,,100.0,,,,,,
1681989445804,1.0,,94.0,94.0,,1.0,2.0,2.0
1681989460914,,,96.0,96.0,,1.0,3.0,
1681989476091,,100.0,,,,,,
1681989476124,,,97.0,97.0,,1.0,2.0,
1681989481263,,,96.0,96.0,,1.0,1.0,2.0
1681989496442,,100.0,,,,,,
1681989496476,,,95.0,95.0,,1.0,2.0,2.0
1681989511610,,100.0,,,,,,
1681989511644,,,96.0,96.0,,1.0,2.0,1.0
1681989526809,,100.0,,,,,,
1681989526840,,,93.0,93.0,,,1.0,6.0
1681989531982,,,94.0,94.0,,,1.0,5.0
1681989537124,,,95.0,95.0,,,1.0,4.0
1681989542252,,,96.0,96.0,,,,4.0
1681989547384,,,96.0,96.0,,,,4.0
1681989552520,,,94.0,94.0,,,1.0,5.0
1681989557654,,,93.0,93.0,,,,7.0
1681989562810,,,95.0,95.0,,,,5.0
1681989577957,,,94.0,94.0,,,1.0,5.0
1681989604599,,100.0,,,,,,
1681989604632,1.0,,97.0,97.0,,,2.0,
1681989609849,,,96.0,96.0,,1.0,2.0,1.0
1681989620586,1.0,,96.0,96.0,1.0,,2.0,
1681989635706,,,97.0,97.0,,,3.0,
1681989650874,1.0,,94.0,94.0,1.0,2.0,2.0,
1681989666055,,100.0,,,,,,
1681989666109,97.0,,1.0,1.0,1.0,,1.0,
1681989699000,,100.0,,,,,,
1681989699034,73.0,,8.0,8.0,9.0,1.0,1.0,
1681989708121,79.0,,5.0,5.0,8.0,,2.0,
1681989713829,,100.0,,,,,,
1681989713877,66.0,,5.0,5.0,15.0,1.0,2.0,
1681989723935,74.0,,8.0,8.0,8.0,2.0,2.0,
1681989729216,42.0,,13.0,13.0,19.0,15.0,2.0,1.0
1681989739919,34.0,,24.0,24.0,21.0,6.0,2.0,
1681989755110,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681989770220,98.0,,,,,,2.0,
1681989775377,97.0,,,,,,3.0,
1681989790517,96.0,,1.0,1.0,1.0,,1.0,
1681989805710,82.0,,8.0,8.0,2.0,5.0,1.0,
1681989820858,96.0,,1.0,1.0,1.0,,1.0,
1681989835985,98.0,,,,1.0,,1.0,
1681989851177,77.0,,6.0,6.0,8.0,3.0,2.0,
1681989866333,66.0,,12.0,12.0,9.0,5.0,2.0,
1681989871566,74.0,,7.0,7.0,7.0,3.0,2.0,
1681989876774,72.0,,9.0,9.0,9.0,2.0,2.0,
1681989881971,81.0,,2.0,2.0,11.0,,2.0,
1681989897172,96.0,,1.0,1.0,2.0,,1.0,
1681989915254,,100.0,,,,,,
1681989915310,96.0,,1.0,1.0,1.0,,1.0,
1681990295084,98.0,,,,,,2.0,
1681990390075,96.0,,1.0,1.0,1.0,,1.0,
1681991277626,,100.0,,,,,,
1681991277665,46.0,,11.0,11.0,22.0,2.0,2.0,
1681991294906,100.0,,,,,,,
1681991600223,100.0,,,,,,,
1681991925727,100.0,,,,,,,
1681991946220,,100.0,,,,,,
1681991946284,100.0,,,,,,,
1681992341355,100.0,,,,,,,
1681992354359,,100.0,,,,,,
1681992354394,100.0,,,,,,,
1681992461720,,100.0,,,,,,
1681992461774,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992467009,56.0,,29.0,29.0,3.0,7.0,3.0,
1681992471188,69.0,,18.0,18.0,1.0,9.0,2.0,
1681992490624,,100.0,,,,,,
1681992490663,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992495896,41.0,,26.0,26.0,5.0,24.0,1.0,1.0
1681992501139,40.0,,36.0,36.0,7.0,8.0,1.0,1.0
1681992510557,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992515734,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992520897,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992526515,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992533172,,100.0,,,,,,
1681992533198,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992538427,,100.0,,,,,,
1681992538466,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992543652,,100.0,,,,,,
1681992543689,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992548922,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992555487,,100.0,,,,,,
1681992555533,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992560772,6.0,,86.0,86.0,1.0,3.0,2.0,1.0
1681992566008,2.0,,91.0,91.0,1.0,2.0,3.0,1.0
1681992581266,,100.0,,,,,,
1681992581300,2.0,,95.0,95.0,,,2.0,1.0
1681992604429,,100.0,,,,,,
1681992604476,2.0,,94.0,94.0,1.0,1.0,2.0,
1681992609745,,100.0,,,,,,
1681992609785,1.0,,93.0,93.0,1.0,3.0,2.0,
1681992625003,2.0,,88.0,88.0,2.0,5.0,2.0,1.0
1681992635273,,100.0,,,,,,
1681992635306,3.0,,81.0,81.0,3.0,7.0,2.0,3.0
1681992650514,,100.0,,,,,,
1681992650556,6.0,,84.0,84.0,1.0,3.0,2.0,3.0
1681992698087,,100.0,,,,,,
1681992698129,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992706531,1.0,,92.0,92.0,1.0,1.0,2.0,2.0
1681992711826,1.0,,93.0,93.0,1.0,2.0,3.0,
1681992727036,2.0,,93.0,93.0,1.0,1.0,3.0,
1681992735011,1.0,,93.0,93.0,1.0,2.0,1.0,1.0
1681992740247,1.0,,95.0,95.0,1.0,1.0,1.0,
1681992753522,,,96.0,96.0,,1.0,3.0,
1681992785713,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992790729,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992795864,,100.0,,,,,,
1681992795958,6.0,,81.0,81.0,5.0,3.0,2.0,
1681992800889,,100.0,,,,,,
1681992800916,5.0,,84.0,84.0,3.0,4.0,2.0,1.0
1681992805923,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992810942,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992905911,,100.0,,,,,,
1681992906108,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992924434,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992929580,,100.0,,,,,,
1681992929610,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992935011,3.0,,87.0,87.0,2.0,2.0,1.0,4.0
1681992945417,,100.0,,,,,,
1681992945461,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681992950630,3.0,,88.0,88.0,1.0,4.0,2.0,2.0
1681992965855,1.0,,95.0,95.0,,1.0,2.0,1.0
1681993001610,,100.0,,,,,,
1681993001705,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681993006969,48.0,,23.0,23.0,11.0,7.0,2.0,
1681993012124,,100.0,,,,,,
1681993012160,31.0,,27.0,27.0,18.0,14.0,3.0,
1681993017986,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681993046985,,100.0,,,,,,
1681993047062,3.0,,87.0,87.0,3.0,2.0,2.0,1.0
1681993483296,,100.0,,,,,,
1681993483310,97.0,,,,1.0,,1.0,
1681993500218,98.0,,,,,,2.0,
1681995489328,,100.0,,,,,,
1681995489503,60.0,,5.0,5.0,17.0,,2.0,
1681995707483,97.0,,,,1.0,,2.0,
1681996496554,,100.0,,,,,,
1681996496561,71.0,,15.0,15.0,4.0,7.0,2.0,
1681996748078,100.0,,,,,,,
1681996760138,,100.0,,,,,,
1681996760185,100.0,,,,,,,
1681998521459,100.0,,,,,,,
1681998542178,,100.0,,,,,,
1681998542234,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681998578356,,100.0,,,,,,
1681998578398,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681998688757,,100.0,,,,,,
1681998688802,1.0,,93.0,93.0,,2.0,3.0,1.0
1681999192999,,100.0,,,,,,
1681999193092,64.0,,23.0,23.0,3.0,5.0,4.0,
1681999202788,,100.0,,,,,,
1681999202845,47.0,,25.0,25.0,10.0,9.0,2.0,
1681999208084,52.0,,22.0,22.0,8.0,8.0,2.0,
1681999215267,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681999220477,96.0,,2.0,2.0,,,2.0,
1681972782652,100.0,,,,,,,
1681973070932,,100.0,,,,,,
1681973070972,100.0,,,,,,,
1681973186583,100.0,,,,,,,
1681973207225,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681973234231,99.0,,,,,,1.0,
1681973249440,87.0,,1.0,1.0,6.0,,2.0,
1681973264580,56.0,,12.0,12.0,17.0,6.0,1.0,
1681973280160,53.0,,12.0,12.0,23.0,3.0,1.0,
1681973300080,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681973315263,2.0,,88.0,88.0,2.0,3.0,2.0,2.0
1681973330398,,,96.0,96.0,1.0,1.0,2.0,
1681973345603,,,95.0,95.0,2.0,,2.0,
1681973360804,1.0,,93.0,93.0,2.0,1.0,2.0,
1681973371575,1.0,,96.0,96.0,1.0,,2.0,
1681973376769,1.0,,96.0,96.0,1.0,,2.0,
1681973387569,1.0,,95.0,95.0,1.0,,3.0,
1681973402694,1.0,,96.0,96.0,1.0,,2.0,
1681973417824,,,95.0,95.0,1.0,1.0,2.0,
1681973432974,1.0,,96.0,96.0,1.0,,2.0,
1681973448117,,,96.0,96.0,1.0,,3.0,
1681973463283,1.0,,96.0,96.0,,1.0,2.0,
1681973479658,,,96.0,96.0,,1.0,3.0,
1681973494626,,100.0,,,,,,
1681973494661,,,97.0,97.0,,,2.0,1.0
1681973509815,,,96.0,96.0,,,3.0,1.0
1681973514084,,100.0,,,,,,
1681973514121,,,97.0,97.0,,,1.0,2.0
1681973529655,,100.0,,,,,,
1681973529896,,,96.0,96.0,,,2.0,2.0
1681973546820,1.0,,95.0,95.0,,,3.0,1.0
1681973561952,,,96.0,96.0,,,3.0,1.0
1681973577134,,,96.0,96.0,2.0,,1.0,
1681973587235,1.0,,96.0,96.0,,,2.0,1.0
1681973592417,,,97.0,97.0,2.0,,1.0,
1681973603802,,,96.0,96.0,,1.0,3.0,
1681973608922,,,97.0,97.0,,,3.0,
1681973618317,,,96.0,96.0,,1.0,2.0,1.0
1681973633455,,,96.0,96.0,,1.0,3.0,
1681973648593,1.0,,96.0,96.0,1.0,1.0,1.0,
1681973663768,,,97.0,97.0,,,3.0,
1681973683382,1.0,,96.0,96.0,1.0,,2.0,
1681973688609,1.0,,96.0,96.0,,,3.0,
1681973700117,1.0,,96.0,96.0,,,3.0,
1681973715255,,,97.0,97.0,,1.0,2.0,
1681973730415,1.0,,96.0,96.0,,,3.0,
1681973745620,1.0,,96.0,96.0,1.0,1.0,1.0,
1681973762390,,,96.0,96.0,1.0,,3.0,
1681973779270,,,97.0,97.0,,1.0,2.0,
1681973794411,1.0,,96.0,96.0,1.0,,2.0,
1681973809539,1.0,,96.0,96.0,1.0,1.0,1.0,
1681973824694,1.0,,96.0,96.0,1.0,,2.0,
1681973917173,,,96.0,96.0,,,3.0,1.0
1681973927745,,100.0,,,,,,
1681973927794,,,96.0,96.0,1.0,1.0,2.0,
1681973933007,,100.0,,,,,,
1681973933038,,,93.0,93.0,,,3.0,4.0
1681973942668,1.0,,95.0,95.0,,1.0,1.0,2.0
1681973995125,,100.0,,,,,,
1681973995153,,,97.0,97.0,,1.0,2.0,
1681974000340,,,96.0,96.0,,1.0,2.0,1.0
1681974197337,,100.0,,,,,,
1681974197399,,,93.0,93.0,1.0,4.0,2.0,
1681974220434,,100.0,,,,,,
1681974220480,80.0,,10.0,10.0,5.0,1.0,2.0,
1681974235652,99.0,,,,,,1.0,
1681974247740,97.0,,1.0,1.0,1.0,,1.0,
1681974259026,97.0,,1.0,1.0,1.0,,1.0,
1681974274233,99.0,,,,,,1.0,
1681974289425,99.0,,,,,,1.0,
1681974304578,96.0,,1.0,1.0,1.0,,2.0,
1681974319710,96.0,,1.0,1.0,1.0,,1.0,
1681974334856,98.0,,,,1.0,,1.0,
1681974349960,97.0,,,,1.0,,2.0,
1681974365085,97.0,,1.0,1.0,1.0,,1.0,
1681974380197,98.0,,,,,,2.0,
1681974395331,99.0,,,,,,1.0,
1681974410476,99.0,,,,,,1.0,
1681974425599,97.0,,1.0,1.0,1.0,,1.0,
1681974440583,98.0,,1.0,1.0,,,1.0,
1681974455703,97.0,,1.0,1.0,1.0,,1.0,
1681974465043,97.0,,1.0,1.0,1.0,,1.0,
1681974480172,99.0,,,,,,1.0,
1681974495364,,100.0,,,,,,
1681974495408,98.0,,,,,,2.0,
1681974510535,98.0,,,,1.0,,1.0,
1681974525709,98.0,,,,,,2.0,
1681974540857,97.0,,,,1.0,,2.0,
1681974555970,99.0,,,,,,1.0,
1681974571126,98.0,,1.0,1.0,,,1.0,
1681974586303,99.0,,,,,,1.0,
1681974602327,98.0,,,,,,2.0,
1681974620542,99.0,,,,,,1.0,
1681974625674,97.0,,1.0,1.0,1.0,,1.0,
1681974635030,97.0,,1.0,1.0,1.0,,1.0,
1681974650199,97.0,,,,,,3.0,
1681974665355,98.0,,,,,,2.0,
1681974680503,97.0,,,,1.0,,2.0,
1681974695649,98.0,,,,1.0,,1.0,
1681974710771,96.0,,1.0,1.0,1.0,,1.0,
1681976063333,,100.0,,,,,,
1681976063374,100.0,,,,,,,
1681976076297,100.0,,,,,,,
1681976237897,98.0,,,,,,2.0,
1681976257405,96.0,,1.0,1.0,1.0,,2.0,
1681976272639,92.0,,2.0,2.0,3.0,1.0,1.0,
1681976742139,100.0,,,,,,,
1681977147891,100.0,,,,,,,
1681977159863,,100.0,,,,,,
1681977159907,100.0,,,,,,,
1681977186993,,100.0,,,,,,
1681977187050,100.0,,,,,,,
1681977551207,99.0,,,,,,1.0,
1681978020324,100.0,,,,,,,
1681978041548,,100.0,,,,,,
1681978041596,100.0,,,,,,,
1681978118458,97.0,,,,1.0,,2.0,
1681978219521,100.0,,,,,,,
1681978245280,,100.0,,,,,,
1681978245319,2.0,,19.0,19.0,7.0,66.0,2.0,
1681978269045,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978356473,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978504257,,100.0,,,,,,
1681978504316,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978523266,,100.0,,,,,,
1681978523388,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978534602,,100.0,,,,,,
1681978534657,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978539702,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978544684,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978549661,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978554699,99.0,,,,,,1.0,
1681978559754,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978564839,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978580069,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978591413,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978596653,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978601877,1.0,,,,88.0,,1.0,
1681978607126,4.0,,3.0,3.0,83.0,,2.0,
1681978622311,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978637500,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978651835,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978657116,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978662374,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978689210,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978694359,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978699496,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978704734,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978709967,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978715197,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978720349,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978725503,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978730679,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978735853,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978741084,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978746307,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978751523,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978756717,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978761981,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978767141,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978772339,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978777490,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978782681,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978792955,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978798168,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978803401,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978808603,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978814244,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978821028,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978826204,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978831377,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978836646,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978841848,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978847015,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978852253,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978857455,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978862697,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978867863,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978873112,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978878300,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978883497,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978888744,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978893956,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978899125,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978904420,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978914292,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978919523,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978924773,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978929992,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978937702,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978942962,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978948126,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978953343,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978958543,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978963719,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978968898,43.0,,21.0,21.0,19.0,4.0,2.0,
1681978974117,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978979365,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978984539,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978989735,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681978995491,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979000678,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979005841,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979011081,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979016305,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979021505,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
1681979026658,10.0,,10.0,10.0,10.0,10.0,40.0,10.0
