timestamp,Type,isEntered
1682483558549,STILL,False
1682483558549,WALKING,True
1682483668398,WALKING,False
1682483668398,STILL,True
1682483932737,STILL,False
1682483932737,WALKING,True
1682484994626,WALKING,False
1682484994626,STILL,True
1682485135837,STILL,False
1682485135837,WALKING,True
1682485429192,WALKING,False
1682485429192,STILL,True
1682486368945,STILL,False
1682486368945,WALKING,True
1682486494023,WALKING,False
1682486494023,STILL,True
1682486634108,STILL,False
1682486634108,IN_VEHICLE,True
1682486885455,IN_VEHICLE,False
1682486885455,WALKING,True
1682487212584,WALKING,False
1682487212584,STILL,True
1682491400049,STILL,False
1682491400049,WALKING,True
1682491635831,WALKING,False
1682491635831,STILL,True
1682491651061,STILL,False
1682491651061,IN_VEHICLE,True
1682492936168,IN_VEHICLE,False
1682492936168,STILL,True
1682493091909,STILL,False
1682493091909,ON_BICYCLE,True
1682493234930,ON_BICYCLE,False
1682493234930,WALKING,True
1682493618418,WALKING,False
1682493618418,STILL,True
1682497843399,STILL,False
1682497843399,WALKING,True
1682498702610,WALKING,False
1682498702610,STILL,True
1682498792062,STILL,False
1682498792062,WALKING,True
1682499337369,WALKING,False
1682499337369,STILL,True
1682499355286,STILL,False
1682499355286,WALKING,True
1682499608347,WALKING,False
1682499608347,STILL,True
1682503323060,STILL,False
1682503323060,WALKING,True
1682504024276,WALKING,False
1682504024276,STILL,True
1682504425993,STILL,False
1682504425993,WALKING,True
1682504497492,WALKING,False
1682504497492,STILL,True
1682509028249,STILL,False
1682509028249,WALKING,True
1682509185921,WALKING,False
1682509185921,STILL,True
1682509283256,STILL,False
1682509283256,ON_BICYCLE,True
1682509475720,ON_BICYCLE,False
1682509475720,STILL,True
1682509526101,STILL,False
1682509526101,ON_BICYCLE,True
1682509557592,ON_BICYCLE,False
1682509557592,IN_VEHICLE,True
1682509661097,IN_VEHICLE,False
1682509661097,WALKING,True
1682509947413,WALKING,False
1682509947413,STILL,True
1682512924175,STILL,False
1682512924175,WALKING,True
1682513099440,WALKING,False
1682513099440,STILL,True
1682553485475,STILL,False
1682553485475,WALKING,True
1682380917279,WALKING,False
1682380917279,STILL,True
1682385659968,STILL,False
1682385659968,WALKING,True
1682388816534,WALKING,False
1682388816534,STILL,True
1682392456437,STILL,False
1682392456437,WALKING,True
1682392643187,WALKING,False
1682392643187,ON_BICYCLE,True
1682392790537,ON_BICYCLE,False
1682392790537,WALKING,True
1682393243943,WALKING,False
1682393243943,STILL,True
1682394437555,STILL,False
1682394437555,WALKING,True
1682394507960,WALKING,False
1682394507960,STILL,True
1682394640609,STILL,False
1682394640609,WALKING,True
1682394970032,WALKING,False
1682394970032,STILL,True
1682399762382,STILL,False
1682399762382,WALKING,True
1682400306906,WALKING,False
1682400306906,STILL,True
1682405568206,STILL,False
1682405568206,WALKING,True
1682406087574,WALKING,False
1682406087574,STILL,True
1682426499714,STILL,False
1682426499714,WALKING,True
1682426659382,WALKING,False
1682426659382,IN_VEHICLE,True
1682426845681,IN_VEHICLE,False
1682426845681,WALKING,True
1682427439858,WALKING,False
1682427439858,STILL,True
1682430128167,STILL,False
1682430128167,WALKING,True
1682430195758,WALKING,False
1682430195758,STILL,True
1682441253945,STILL,False
1682441253945,WALKING,True
1682441313109,WALKING,False
1682441313109,STILL,True
1682441827766,STILL,False
1682441827766,WALKING,True
1682441927032,WALKING,False
1682441927032,STILL,True
1682443829985,STILL,False
1682443829985,WALKING,True
1682444146996,WALKING,False
1682444146996,STILL,True
1682444330354,STILL,False
1682444330354,WALKING,True
1682445123006,WALKING,False
1682445123006,STILL,True
1682064231012,STILL,False
1682064231012,WALKING,True
1682064468881,WALKING,False
1682064468881,STILL,True
1682066175649,STILL,False
1682066175649,WALKING,True
1682066206167,WALKING,False
1682066206167,STILL,True
1682071488950,STILL,False
1682071488950,WALKING,True
1682071582301,WALKING,False
1682071582301,STILL,True
1682071706658,STILL,False
1682071706658,WALKING,True
1682072112125,WALKING,False
1682072112125,STILL,True
1682073795686,STILL,False
1682073795686,WALKING,True
1682073868707,WALKING,False
1682073868707,STILL,True
1682074157997,STILL,False
1682074157997,WALKING,True
1682074981086,WALKING,False
1682074981086,STILL,True
1682074996954,STILL,False
1682074996954,WALKING,True
1682075777150,WALKING,False
1682075777150,STILL,True
1682076249778,STILL,False
1682076249778,IN_VEHICLE,True
1682076527751,IN_VEHICLE,False
1682076527751,IN_VEHICLE,True
1682076642959,IN_VEHICLE,False
1682076642959,IN_VEHICLE,True
1682076759250,IN_VEHICLE,False
1682076759250,IN_VEHICLE,True
1682076769621,IN_VEHICLE,False
1682076769621,IN_VEHICLE,True
1682076795872,IN_VEHICLE,False
1682076795872,IN_VEHICLE,True
1682076871019,IN_VEHICLE,False
1682076871019,IN_VEHICLE,True
1682076944243,IN_VEHICLE,False
1682076944243,WALKING,True
1682077265616,WALKING,False
1682077265616,STILL,True
1682077707826,STILL,False
1682077707826,WALKING,True
1682082951089,WALKING,False
1682082951089,STILL,True
1682098427135,STILL,False
1682098427135,WALKING,True
1682098519654,WALKING,False
1682098519654,RUNNING,True
1682098550029,RUNNING,False
1682098550029,WALKING,True
1682098732112,WALKING,False
1682098732112,STILL,True
1682098766866,STILL,False
1682098766866,IN_VEHICLE,True
1682099273302,IN_VEHICLE,False
1682099273302,STILL,True
1680835333008,STILL,False
1680835333008,IN_VEHICLE,True
1680835665631,IN_VEHICLE,False
1680835665631,WALKING,True
1680835767397,WALKING,False
1680835767397,STILL,True
1680836836199,STILL,False
1680836836199,WALKING,True
1680837060589,WALKING,False
1680837060589,ON_BICYCLE,True
1680837129289,ON_BICYCLE,False
1680837129289,WALKING,True
1680837217524,WALKING,False
1680837217524,STILL,True
1680837606482,STILL,False
1680837606482,IN_VEHICLE,True
1680838471238,IN_VEHICLE,False
1680838471238,WALKING,True
1680838547718,WALKING,False
1680838547718,STILL,True
1680838723480,STILL,False
1680838723480,WALKING,True
1680838788372,WALKING,False
1680838788372,STILL,True
1680839221413,STILL,False
1680839221413,WALKING,True
1680839427392,WALKING,False
1680839427392,STILL,True
1680841116310,STILL,False
1680841116310,WALKING,True
1680841558507,WALKING,False
1680841558507,STILL,True
1680843405457,STILL,False
1680843405457,IN_VEHICLE,True
1680843585959,IN_VEHICLE,False
1680843585959,WALKING,True
1680844309357,WALKING,False
1680844309357,STILL,True
1680844647774,STILL,False
1680844647774,WALKING,True
1680845102378,WALKING,False
1680845102378,STILL,True
1680845508475,STILL,False
1680845508475,WALKING,True
1680845549127,WALKING,False
1680845549127,STILL,True
1680845650137,STILL,False
1680845650137,WALKING,True
1680845879057,WALKING,False
1680845879057,STILL,True
1680846009047,STILL,False
1680846009047,IN_VEHICLE,True
1680847404521,IN_VEHICLE,False
1680847404521,WALKING,True
1680847546153,WALKING,False
1680847546153,STILL,True
1680848479979,STILL,False
1680848479979,IN_VEHICLE,True
1680848980333,IN_VEHICLE,False
1680848980333,IN_VEHICLE,True
1680850538336,IN_VEHICLE,False
1680850538336,WALKING,True
1680850812314,WALKING,False
1680850812314,STILL,True
1680855478783,STILL,False
1680855478783,WALKING,True
1680855541621,WALKING,False
1680855541621,STILL,True
1680855562631,STILL,False
1680855562631,WALKING,True
1680856276344,WALKING,False
1680856276344,STILL,True
1680856432478,STILL,False
