timestamp,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,STILL,TILTING
1680602110058,3.0,,1.0,88.0,88.0,6.0,2.0,
1680602129277,3.0,,,96.0,96.0,,1.0,
1680602146221,2.0,,,96.0,96.0,1.0,1.0,
1680602163169,2.0,,,96.0,96.0,1.0,1.0,
1680602180167,3.0,,,97.0,97.0,,,
1680602197161,2.0,,1.0,96.0,96.0,1.0,,
1680602214128,2.0,,1.0,97.0,97.0,,,
1680602231128,2.0,,,96.0,96.0,1.0,1.0,
1680602248082,2.0,,1.0,96.0,96.0,1.0,,
1680602265032,2.0,,1.0,96.0,96.0,,1.0,
1680602288429,2.0,,1.0,96.0,96.0,,1.0,
1680602305367,1.0,,1.0,97.0,97.0,,1.0,
1680602322372,3.0,,1.0,96.0,96.0,,,
1680602339379,2.0,1.0,1.0,96.0,96.0,,,
1680602356317,3.0,,,96.0,96.0,,1.0,
1680602382098,2.0,,3.0,93.0,93.0,1.0,1.0,
1680602399105,,,,,,,,100.0
1680602399124,1.0,1.0,1.0,89.0,89.0,,8.0,
1680602416136,2.0,,2.0,91.0,91.0,1.0,4.0,
1680602433153,2.0,,1.0,94.0,94.0,,3.0,
1680602450150,2.0,,,95.0,95.0,1.0,2.0,
1680602467824,,,,,,,,100.0
1680602467834,1.0,,1.0,92.0,92.0,4.0,2.0,
1680602484359,2.0,,,97.0,97.0,,1.0,
1680602501449,2.0,1.0,1.0,96.0,96.0,,,
1680602518622,2.0,,,96.0,96.0,1.0,1.0,
1680602537035,1.0,,,96.0,96.0,3.0,,
1680602561874,1.0,,,95.0,95.0,3.0,1.0,
1680602579942,2.0,,,96.0,96.0,1.0,1.0,
1680602597116,1.0,,,94.0,94.0,2.0,3.0,
1680602614084,,,,,,,,100.0
1680602614126,1.0,,1.0,96.0,96.0,1.0,1.0,
1680602637220,2.0,1.0,1.0,94.0,94.0,1.0,1.0,
1680602654204,1.0,,2.0,96.0,96.0,1.0,,
1680602671157,2.0,,1.0,96.0,96.0,1.0,,
1680602688148,2.0,,1.0,96.0,96.0,1.0,,
1680602704058,2.0,,1.0,96.0,96.0,1.0,,
1680602721035,3.0,,1.0,96.0,96.0,,,
1680602737996,2.0,,1.0,96.0,96.0,,1.0,
1680602754950,2.0,,1.0,96.0,96.0,,1.0,
1680602771913,2.0,,1.0,96.0,96.0,1.0,,
1680602788891,3.0,,1.0,93.0,93.0,3.0,,
1680602805829,2.0,1.0,1.0,96.0,96.0,,,
1680602829649,2.0,,,97.0,97.0,,1.0,
1680602846605,2.0,,1.0,95.0,95.0,2.0,,
1680602863595,2.0,,1.0,96.0,96.0,1.0,,
1680602880593,3.0,,1.0,95.0,95.0,1.0,,
1680602897557,1.0,,2.0,93.0,93.0,4.0,,
1680602914504,2.0,,1.0,97.0,97.0,,,
1680602939261,1.0,,,97.0,97.0,1.0,1.0,
1680602960145,2.0,,1.0,95.0,95.0,1.0,1.0,
1680602977142,1.0,,1.0,96.0,96.0,1.0,1.0,
1680602994111,2.0,,2.0,91.0,91.0,4.0,1.0,
1680603011075,3.0,,1.0,96.0,96.0,,,
1680603028051,,,,,,,,100.0
1680603028078,2.0,,1.0,96.0,96.0,,1.0,
1680603050465,,,,,,,,100.0
1680603050485,2.0,,,96.0,96.0,1.0,1.0,
1680603067428,2.0,1.0,1.0,96.0,96.0,,,
1680603084407,2.0,,1.0,97.0,97.0,,,
1680619389801,,,,,,,,100.0
1680619389826,1.0,1.0,1.0,,,,96.0,
1680621677650,,,,,,,100.0,
1680621677688,,,,,,,100.0,
1680634311117,,,,,,,100.0,
1680641585002,,,,,,,100.0,
1680648366915,,,,,,,100.0,
1680566917195,,,,,,,,100.0
1680566917237,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680566954627,1.0,1.0,1.0,93.0,93.0,1.0,2.0,
1680566971667,,,,,,,,100.0
1680566971686,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680566988650,,,,,,,,100.0
1680566988675,1.0,1.0,,1.0,1.0,,97.0,
1680567005670,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680567022628,1.0,1.0,,1.0,1.0,,96.0,
1680567039604,1.0,,,,,,99.0,
1680567056598,3.0,16.0,3.0,4.0,4.0,,69.0,
1680567077184,3.0,15.0,10.0,12.0,12.0,,55.0,
1680567094190,1.0,5.0,2.0,3.0,3.0,,86.0,
1680567111183,2.0,1.0,,,,,97.0,
1680567128164,2.0,,,,,,98.0,
1680567145145,1.0,1.0,,,,,98.0,
1680567162159,1.0,,1.0,,,,98.0,
1680567179159,2.0,3.0,2.0,2.0,2.0,,89.0,
1680567196146,1.0,,,,,,99.0,
1680567213131,2.0,,,2.0,2.0,,96.0,
1680567230150,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680567247143,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680567270365,1.0,,,,,,99.0,
1680567286257,1.0,,,,,,99.0,
1680567303270,1.0,,,,,,99.0,
1680567320258,1.0,,,,,,99.0,
1680567337224,1.0,,,,,,99.0,
1680567354214,1.0,,,,,,99.0,
1680567371186,1.0,,,,,,99.0,
1680567388187,2.0,7.0,4.0,31.0,31.0,1.0,52.0,
1680567405182,3.0,1.0,1.0,89.0,89.0,,6.0,
1680567422159,,,,,,,,100.0
1680567422184,2.0,18.0,11.0,22.0,22.0,,42.0,
1680567445131,,,,,,,,100.0
1680567445161,3.0,4.0,12.0,15.0,15.0,,64.0,
1680567462133,1.0,,,,,,99.0,
1680567479104,2.0,,,,,,98.0,
1680567496072,2.0,,,,,,98.0,
1680567513061,1.0,,,,,,99.0,
1680567530051,1.0,,,,,,99.0,
1680567547033,,1.0,1.0,1.0,1.0,,96.0,
1680567564025,2.0,,1.0,1.0,1.0,,96.0,
1680567581029,1.0,,,,,,99.0,
1680567597982,1.0,,,,,,99.0,
1680567614984,2.0,,2.0,,,,96.0,
1680567628005,2.0,1.0,1.0,,,,96.0,
1680567644996,1.0,4.0,,1.0,1.0,,90.0,
1680567661978,2.0,1.0,,,,,97.0,
1680567678975,2.0,,,,,,98.0,
1680567695945,1.0,1.0,,,,,98.0,
1680567712903,1.0,1.0,,1.0,1.0,,97.0,
1680567729854,,,,,,,100.0,
1680567746837,2.0,,,,,,98.0,
1680567763832,1.0,,1.0,1.0,1.0,,97.0,
1680567780819,1.0,2.0,3.0,2.0,2.0,,90.0,
1680567798038,2.0,12.0,16.0,6.0,6.0,,54.0,
1680567810995,3.0,8.0,9.0,8.0,8.0,,65.0,
1680567827983,,,,,,,,100.0
1680567827987,2.0,,,,,,98.0,
1680567844963,2.0,5.0,1.0,1.0,1.0,,88.0,
1680567861950,2.0,,,1.0,1.0,,97.0,
1680567878935,1.0,1.0,,1.0,1.0,,96.0,
1680567895933,1.0,1.0,,1.0,1.0,,96.0,
1680567912942,2.0,5.0,3.0,6.0,6.0,,80.0,
1680567929926,2.0,1.0,,1.0,1.0,,96.0,
1680568036966,,,,,,,,100.0
1680568036997,,,,,,,100.0,
1680569678204,,,,,,,100.0,
1680569698499,,,,,,,100.0,
1680570965605,,,,,,,,100.0
1680570965644,1.0,,,,,,99.0,
1680571020060,,,,,,,,100.0
1680571020084,2.0,8.0,5.0,35.0,35.0,1.0,42.0,
1680571039537,1.0,11.0,4.0,36.0,36.0,,40.0,
1680571056538,2.0,9.0,2.0,41.0,41.0,,42.0,
1680571073534,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680571090553,,,,,,,,100.0
1680571090574,2.0,,,95.0,95.0,2.0,1.0,
1680571107987,2.0,,,97.0,97.0,,1.0,
1680571126337,2.0,1.0,11.0,83.0,83.0,,3.0,
1680571144160,,,,,,,,100.0
1680571144189,2.0,,97.0,1.0,1.0,,,
1680571162176,1.0,,99.0,,,,,
1680571180185,1.0,,99.0,,,,,
1680571197228,2.0,,98.0,,,,,
1680571214304,,1.0,99.0,,,,,
1680571231468,1.0,22.0,77.0,,,,,
1680571248533,1.0,1.0,98.0,,,,,
1680571265591,1.0,,98.0,1.0,1.0,,,
1680571282684,1.0,,99.0,,,,,
1680571301240,1.0,,98.0,1.0,1.0,,,
1680571318576,2.0,,92.0,6.0,6.0,,,
1680571343311,,,,,,,,100.0
1680571343332,1.0,,1.0,95.0,95.0,2.0,1.0,
1680571360347,3.0,,1.0,94.0,94.0,1.0,1.0,
1680571377361,2.0,1.0,7.0,84.0,84.0,1.0,4.0,
1680571394291,2.0,,,2.0,2.0,,96.0,
1680571415591,2.0,,,1.0,1.0,,97.0,
1680571432542,2.0,,,,,,98.0,
1680571449476,2.0,1.0,,1.0,1.0,,96.0,
1680571466448,1.0,1.0,,1.0,1.0,,97.0,
1680571483381,1.0,1.0,,,,,98.0,
1680571500377,1.0,,,,,,99.0,
1680571517358,2.0,,,,,,98.0,
1680571534316,2.0,1.0,,1.0,1.0,,96.0,
1680571551248,1.0,2.0,,1.0,1.0,,96.0,
1680571568184,1.0,1.0,,1.0,1.0,,97.0,
1680571585172,1.0,5.0,,2.0,2.0,,91.0,
1680571602087,2.0,3.0,3.0,86.0,86.0,1.0,4.0,
1680571619099,1.0,,3.0,93.0,93.0,3.0,,
1680571636051,2.0,1.0,11.0,84.0,84.0,2.0,,
1680571653177,2.0,,1.0,96.0,96.0,1.0,,
1680571670172,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680571687122,4.0,18.0,5.0,22.0,22.0,,47.0,
1680571704064,1.0,1.0,,,,,98.0,
1680571721009,1.0,5.0,,2.0,2.0,,91.0,
1680571737954,1.0,10.0,2.0,10.0,10.0,,75.0,
1680571754971,2.0,10.0,4.0,14.0,14.0,,68.0,
1680571771924,1.0,,,1.0,1.0,,98.0,
1680571784984,1.0,,,2.0,2.0,,97.0,
1680571801957,2.0,3.0,6.0,16.0,16.0,,71.0,
1680571825164,,,,,,,,100.0
1680571825186,1.0,10.0,12.0,34.0,34.0,1.0,37.0,
1680571842331,1.0,5.0,14.0,38.0,38.0,2.0,39.0,
1680571859478,2.0,,2.0,94.0,94.0,1.0,1.0,
1680571877215,2.0,,1.0,96.0,96.0,,1.0,
1680571895295,,,,,,,,100.0
1680571895324,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680571913289,1.0,17.0,2.0,16.0,16.0,,62.0,
1680571930278,,,,,,,,100.0
1680571930310,2.0,,,,,,98.0,
1680571948168,,,,,,,,100.0
1680571948189,1.0,,,,,,99.0,
1680571965278,1.0,,,,,,99.0,
1680571982364,1.0,,,,,,99.0,
1680572002252,1.0,,,,,,99.0,
1680572020239,1.0,,,,,,99.0,
1680572037352,1.0,,,,,,99.0,
1680572056216,1.0,,,,,,99.0,
1680572074219,1.0,,,,,,99.0,
1680572091414,1.0,,,,,,99.0,
1680572108509,1.0,,,,,,99.0,
1680572125606,1.0,,,,,,99.0,
1680572142698,1.0,,,,,,99.0,
1680572161305,1.0,,,,,,99.0,
1680572180226,1.0,,,,,,99.0,
1680572199269,1.0,,,,,,99.0,
1680572217234,1.0,,,,,,99.0,
1680572235242,1.0,,,,,,99.0,
1680572253216,1.0,,,,,,99.0,
1680572272245,1.0,,,,,,99.0,
1680572290230,1.0,,,,,,99.0,
1680572308213,1.0,,,,,,99.0,
1680572325289,1.0,,,,,,99.0,
1680572347366,1.0,,,,,,99.0,
1680572366258,1.0,,,,,,99.0,
1680572383373,1.0,,,,,,99.0,
1680572400455,1.0,,,,,,99.0,
1680579347206,,,,,,,,100.0
1680579347221,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579369897,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579386852,2.0,14.0,4.0,15.0,15.0,,60.0,
1680579403847,1.0,4.0,,5.0,5.0,,89.0,
1680579420838,1.0,1.0,,2.0,2.0,,96.0,
1680579437783,,1.0,,1.0,1.0,,98.0,
1680579454796,2.0,,,2.0,2.0,,96.0,
1680579471797,1.0,,,1.0,1.0,,98.0,
1680579488738,1.0,1.0,,1.0,1.0,,97.0,
1680579505692,2.0,8.0,2.0,12.0,12.0,,74.0,
1680579522631,2.0,5.0,2.0,17.0,17.0,,72.0,
1680579545428,,,,,,,,100.0
1680579545440,2.0,16.0,3.0,14.0,14.0,,60.0,
1680579562386,2.0,2.0,3.0,88.0,88.0,,4.0,
1680579579411,,,,,,,,100.0
1680579579429,2.0,,,95.0,95.0,1.0,2.0,
1680579596400,1.0,,1.0,96.0,96.0,1.0,1.0,
1680579613402,3.0,2.0,4.0,86.0,86.0,1.0,4.0,
1680579630378,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579647404,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579664428,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579681595,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680579698758,2.0,2.0,5.0,89.0,89.0,1.0,1.0,
1680579715761,,,,,,,,100.0
1680579715791,2.0,2.0,10.0,83.0,83.0,,3.0,
1680579732744,,,,,,,,100.0
1680579732762,1.0,6.0,25.0,17.0,17.0,,49.0,
1680579749709,1.0,,,,,,99.0,
1680579770559,2.0,1.0,,1.0,1.0,,96.0,
1680579787495,2.0,,,,,,98.0,
1680579804427,2.0,1.0,,1.0,1.0,,96.0,
1680579821364,1.0,,,,,,99.0,
1680579838325,2.0,,,1.0,1.0,,97.0,
1680579855316,2.0,1.0,,1.0,1.0,,96.0,
1680579872248,2.0,,,1.0,1.0,,97.0,
1680579889212,1.0,,,,,,99.0,
1680579906152,2.0,,,,,,98.0,
1680579923122,1.0,,,,,,99.0,
1680579940054,1.0,1.0,,1.0,1.0,,97.0,
1680579956992,1.0,1.0,,1.0,1.0,,96.0,
1680579973959,2.0,,,,,,98.0,
1680579990887,2.0,,,,,,98.0,
1680580007812,1.0,1.0,,1.0,1.0,,96.0,
1680580024746,2.0,1.0,,,,,97.0,
1680580041728,2.0,1.0,,1.0,1.0,,96.0,
1680580058659,1.0,,,,,,99.0,
1680580075617,1.0,,,,,,99.0,
1680580092559,1.0,,,,,,99.0,
1680580109496,2.0,,,,,,98.0,
1680580126426,2.0,,,,,,98.0,
1680580139895,1.0,,,,,,99.0,
1680580156858,1.0,,,,,,99.0,
1680580173788,1.0,,,1.0,1.0,,98.0,
1680580190718,2.0,,,1.0,1.0,,97.0,
1680580207644,1.0,,,1.0,1.0,,98.0,
1680580224573,1.0,1.0,,1.0,1.0,,96.0,
1680580241498,2.0,,,1.0,1.0,,97.0,
1680603101351,2.0,,,96.0,96.0,2.0,,
1680603118284,3.0,,,97.0,97.0,,,
1680603135228,3.0,,1.0,96.0,96.0,,,
1680603152167,3.0,,1.0,96.0,96.0,,,
1680603169109,1.0,,1.0,97.0,97.0,1.0,,
1680603186044,1.0,,1.0,97.0,97.0,1.0,,
1680603202971,2.0,,1.0,96.0,96.0,,1.0,
1680603219932,1.0,,1.0,97.0,97.0,1.0,,
1680603236876,2.0,,1.0,95.0,95.0,2.0,,
1680603253848,2.0,,1.0,94.0,94.0,2.0,1.0,
1680603279183,,,,,,,,100.0
1680603279215,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603296278,2.0,2.0,2.0,89.0,89.0,,5.0,
1680603313340,2.0,2.0,4.0,84.0,84.0,2.0,6.0,
1680603330463,2.0,1.0,4.0,87.0,87.0,2.0,4.0,
1680603347473,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603364501,,,,,,,,100.0
1680603364531,1.0,2.0,6.0,85.0,85.0,2.0,3.0,
1680603382010,2.0,,2.0,96.0,96.0,,,
1680603401014,2.0,,2.0,95.0,95.0,1.0,,
1680603418310,2.0,,4.0,93.0,93.0,1.0,,
1680603436005,2.0,,9.0,84.0,84.0,4.0,1.0,
1680603460038,2.0,,6.0,86.0,86.0,4.0,2.0,
1680603478012,3.0,,5.0,88.0,88.0,2.0,2.0,
1680603495175,2.0,1.0,10.0,85.0,85.0,1.0,1.0,
1680603513024,2.0,2.0,10.0,84.0,84.0,1.0,1.0,
1680603530204,2.0,1.0,16.0,81.0,81.0,,,
1680603549006,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603568002,2.0,1.0,7.0,88.0,88.0,1.0,1.0,
1680603586030,2.0,1.0,7.0,85.0,85.0,2.0,2.0,
1680603604016,2.0,1.0,10.0,85.0,85.0,1.0,1.0,
1680603623033,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603642935,2.0,1.0,7.0,84.0,84.0,4.0,2.0,
1680603661041,3.0,,8.0,84.0,84.0,3.0,2.0,
1680603678998,1.0,,9.0,83.0,83.0,5.0,2.0,
1680603697004,1.0,,8.0,82.0,82.0,7.0,2.0,
1680603716005,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603734663,2.0,,8.0,81.0,81.0,5.0,4.0,
1680603753012,2.0,,5.0,89.0,89.0,3.0,1.0,
1680603770190,3.0,,6.0,81.0,81.0,8.0,2.0,
1680603789026,1.0,,5.0,91.0,91.0,1.0,2.0,
1680603807097,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603827013,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680603844186,,,,,,,,100.0
1680603844229,3.0,2.0,12.0,33.0,33.0,,49.0,
1680603861270,2.0,,,1.0,1.0,,97.0,
1680603878901,2.0,,,1.0,1.0,,97.0,
1680603897978,,,,,,,100.0,
1680603920564,,,,,,,,100.0
1680603920594,1.0,1.0,,1.0,1.0,,97.0,
1680603937717,1.0,1.0,,,,,97.0,
1680603954840,1.0,,,,,,99.0,
1680603971952,1.0,,,,,,99.0,
1680603989125,1.0,,,,,,99.0,
1680604006299,1.0,,,,,,99.0,
1680604023475,2.0,35.0,,5.0,5.0,,53.0,
1680604040578,1.0,,,,,,99.0,
1680604058675,,,,,,,,100.0
1680604058699,2.0,12.0,1.0,4.0,4.0,,74.0,
1680604075668,2.0,5.0,3.0,6.0,6.0,,84.0,
1680604092660,1.0,,,,,,99.0,
1680604109598,1.0,,,,,,99.0,
1680604126597,1.0,1.0,,,,,98.0,
1680604143568,,,,,,,,100.0
1680604143591,1.0,,,1.0,1.0,,98.0,
1680604160594,1.0,,,,,,99.0,
1680604177621,1.0,,,,,,99.0,
1680604194573,,,,,,,,100.0
1680604194579,1.0,25.0,1.0,5.0,5.0,,56.0,
1680604211523,2.0,1.0,,,,,97.0,
1680604228536,,,,,,,,100.0
1680604228550,1.0,1.0,,,,,98.0,
1680604245021,1.0,,,,,,99.0,
1680604262045,1.0,,,,,,99.0,
1680604279080,1.0,,,,,,99.0,
1680604296078,1.0,,,,,,99.0,
1680604313114,1.0,,,,,,99.0,
1680604330100,1.0,,,,,,99.0,
1680604347098,1.0,,,,,,99.0,
1680606397526,,,,,,,,100.0
1680606397561,2.0,13.0,14.0,28.0,28.0,1.0,34.0,
1680606435006,,,,,,,,100.0
1680606435038,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680606452227,3.0,5.0,9.0,34.0,34.0,,46.0,
1680606469402,2.0,4.0,12.0,15.0,15.0,,66.0,
1680606486564,2.0,3.0,2.0,5.0,5.0,,87.0,
1680606503910,2.0,,,2.0,2.0,,96.0,
1680606521981,1.0,,,2.0,2.0,,97.0,
1680606539172,2.0,1.0,,3.0,3.0,,94.0,
1680606556991,2.0,6.0,5.0,33.0,33.0,,51.0,
1680606574955,1.0,,,3.0,3.0,,96.0,
1680606587282,1.0,,,1.0,1.0,,98.0,
1680606605955,,,,1.0,1.0,,99.0,
1680606624950,1.0,,,3.0,3.0,,96.0,
1680606642527,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680606660982,2.0,1.0,1.0,92.0,92.0,1.0,3.0,
1680606678982,1.0,1.0,1.0,93.0,93.0,1.0,3.0,
1680606697996,2.0,,,95.0,95.0,1.0,2.0,
1680606716002,2.0,,1.0,93.0,93.0,,4.0,
1680606733993,2.0,,,94.0,94.0,1.0,3.0,
1680606751149,3.0,,,93.0,93.0,,4.0,
1680606771058,2.0,1.0,,93.0,93.0,,3.0,
1680606788225,2.0,2.0,1.0,91.0,91.0,,2.0,
1680606805389,2.0,,,95.0,95.0,1.0,2.0,
1680606822465,1.0,1.0,1.0,96.0,96.0,,1.0,
1680606839532,3.0,,,96.0,96.0,,1.0,
1680606856686,2.0,,,94.0,94.0,,4.0,
1680606873849,1.0,1.0,1.0,92.0,92.0,,5.0,
1680606891020,3.0,,1.0,88.0,88.0,3.0,5.0,
1680606908172,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680606925355,2.0,4.0,3.0,86.0,86.0,1.0,2.0,
1680606943969,2.0,3.0,3.0,83.0,83.0,1.0,8.0,
1680606961154,3.0,1.0,2.0,88.0,88.0,1.0,5.0,
1680606979982,2.0,,,93.0,93.0,,5.0,
1680606997974,2.0,,1.0,93.0,93.0,,4.0,
1680607015969,1.0,1.0,1.0,93.0,93.0,1.0,3.0,
1680607033127,2.0,,,94.0,94.0,,4.0,
1680607050936,2.0,,,97.0,97.0,,1.0,
1680607068089,2.0,,,94.0,94.0,1.0,3.0,
1680607086981,1.0,,1.0,89.0,89.0,1.0,8.0,
1680607104998,2.0,1.0,1.0,91.0,91.0,1.0,4.0,
1680607122149,3.0,,,92.0,92.0,,5.0,
1680607144988,3.0,1.0,1.0,90.0,90.0,1.0,4.0,
1680607162976,2.0,2.0,1.0,89.0,89.0,1.0,3.0,
1680607180971,2.0,,,94.0,94.0,,4.0,
1680607199972,2.0,1.0,,91.0,91.0,2.0,3.0,
1680607217999,2.0,,,95.0,95.0,,3.0,
1680607235967,1.0,2.0,2.0,87.0,87.0,1.0,6.0,
1680607253126,,1.0,1.0,90.0,90.0,2.0,5.0,
1680607270309,2.0,,,94.0,94.0,,4.0,
1680607287703,2.0,1.0,,96.0,96.0,,1.0,
1680607304692,1.0,3.0,1.0,93.0,93.0,,1.0,
1680607327898,2.0,,1.0,97.0,97.0,,,
1680607344873,,,,,,,,100.0
1680607344894,2.0,2.0,3.0,92.0,92.0,,,
1680607369211,,,,,,,,100.0
1680607369258,3.0,1.0,2.0,91.0,91.0,1.0,1.0,
1680607386327,1.0,,1.0,96.0,96.0,1.0,1.0,
1680607403467,2.0,,1.0,96.0,96.0,,1.0,
1680607420657,1.0,,1.0,97.0,97.0,,1.0,
1680607437736,2.0,,1.0,97.0,97.0,,,
1680607455111,,,,,,,,100.0
1680607455163,1.0,,1.0,93.0,93.0,3.0,2.0,
1680607472335,,,,,,,,100.0
1680607472359,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680607489319,,,,,,,,100.0
1680607489339,3.0,2.0,7.0,82.0,82.0,,6.0,
1680607506272,,,,,,,,100.0
1680607506294,1.0,,1.0,92.0,92.0,4.0,2.0,
1680607523337,,,,,,,,100.0
1680607523359,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680607540389,2.0,5.0,10.0,37.0,37.0,1.0,42.0,
1680607559031,1.0,3.0,8.0,12.0,12.0,,75.0,
1680607575970,1.0,1.0,,1.0,1.0,,97.0,
1680607592911,1.0,1.0,,1.0,1.0,,97.0,
1680607612321,2.0,1.0,,1.0,1.0,,96.0,
1680607629274,1.0,,,,,,99.0,
1680607646225,1.0,1.0,,1.0,1.0,,97.0,
1680607663171,1.0,14.0,2.0,13.0,13.0,,67.0,
1680607687817,2.0,6.0,1.0,20.0,20.0,,70.0,
1680607704767,1.0,,,2.0,2.0,,97.0,
1680607721713,1.0,2.0,,1.0,1.0,,96.0,
1680607738661,1.0,2.0,,1.0,1.0,,96.0,
1680607755662,1.0,1.0,,1.0,1.0,,97.0,
1680607772623,1.0,6.0,2.0,15.0,15.0,,74.0,
1680607789571,2.0,6.0,1.0,14.0,14.0,,75.0,
1680607806520,2.0,4.0,1.0,22.0,22.0,,69.0,
1680607823472,2.0,4.0,1.0,12.0,12.0,,80.0,
1680607840427,2.0,24.0,2.0,15.0,15.0,,49.0,
1680607857374,1.0,,,2.0,2.0,,97.0,
1680607874304,1.0,1.0,,1.0,1.0,,97.0,
1680607891287,1.0,1.0,,1.0,1.0,,97.0,
1680607908226,2.0,,,2.0,2.0,,96.0,
1680607925163,1.0,1.0,,1.0,1.0,,97.0,
1680607942152,2.0,2.0,,1.0,1.0,,95.0,
1680607959137,1.0,4.0,1.0,6.0,6.0,,87.0,
1680607976122,1.0,2.0,1.0,4.0,4.0,,91.0,
1680607993056,2.0,1.0,,1.0,1.0,,96.0,
1680608010038,2.0,3.0,1.0,5.0,5.0,,89.0,
1680608026991,2.0,12.0,7.0,22.0,22.0,,52.0,
1680608043935,2.0,6.0,4.0,24.0,24.0,,61.0,
1680608362516,,,,,,,,100.0
1680608362558,2.0,,,98.0,98.0,,,
1680608399975,1.0,,1.0,95.0,95.0,1.0,2.0,
1680608417132,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608434168,3.0,,1.0,92.0,92.0,2.0,2.0,
1680608451314,2.0,,,94.0,94.0,3.0,1.0,
1680608468789,1.0,,,90.0,90.0,8.0,1.0,
1680608485883,1.0,,,2.0,2.0,,97.0,
1680608502973,1.0,,,1.0,1.0,,98.0,
1680608524971,,,,,,,,100.0
1680608525003,1.0,2.0,1.0,7.0,7.0,,88.0,
1680608542159,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608559320,3.0,33.0,2.0,15.0,15.0,,36.0,
1680608577963,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608595124,2.0,73.0,2.0,5.0,5.0,,12.0,
1680608613965,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608631946,1.0,71.0,2.0,8.0,8.0,,11.0,
1680608649963,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608667961,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608685966,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608708969,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608726966,1.0,24.0,1.0,6.0,6.0,,61.0,
1680608744901,1.0,1.0,,,,,98.0,
1680608762736,,,,,,,,100.0
1680608762772,3.0,18.0,8.0,13.0,13.0,,52.0,
1680608779946,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680608797112,2.0,,1.0,87.0,87.0,8.0,2.0,
1680608815091,1.0,,,88.0,88.0,8.0,3.0,
1680608832060,,,,,,,,100.0
1680608832071,2.0,,1.0,92.0,92.0,2.0,3.0,
1680608849093,,,,,,,,100.0
1680608849113,2.0,,2.0,96.0,96.0,,,
1680608867793,2.0,,1.0,96.0,96.0,,1.0,
1680608891696,,,,,,,,100.0
1680608891717,3.0,,,97.0,97.0,,,
1680608909826,,,,,,,,100.0
1680608909848,3.0,,1.0,94.0,94.0,1.0,1.0,
1680608927765,1.0,,,,,,99.0,
1680608945761,1.0,,,,,,99.0,
1680608962847,1.0,,,,,,99.0,
1680608979933,1.0,,,,,,99.0,
1680608997016,1.0,,,,,,99.0,
1680609014113,1.0,,,,,,99.0,
1680609031212,1.0,,,,,,99.0,
1680609049151,1.0,,,,,,99.0,
1680609067149,1.0,,,,,,99.0,
1680609085880,1.0,,,,,,99.0,
1680609103883,1.0,,,,,,99.0,
1680609121888,1.0,,,,,,99.0,
1680609138990,1.0,,,,,,99.0,
1680609156074,1.0,,,,,,99.0,
1680609177047,1.0,,,,,,99.0,
1680609194905,1.0,,,,,,99.0,
1680609212210,1.0,,,,,,99.0,
1680609229316,1.0,,,,,,99.0,
1680609246422,1.0,,,,,,99.0,
1680609263497,1.0,,,,,,99.0,
1680609280606,1.0,,,,,,99.0,
1680609297691,1.0,,,,,,99.0,
1680609314775,1.0,,,,,,99.0,
1680609331897,1.0,,,,,,99.0,
1680609351691,2.0,1.0,,1.0,1.0,,96.0,
1680609368858,,,,,,,,100.0
