timestamp,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,STILL,TILTING
1680888504527,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680888521547,2.0,1.0,1.0,93.0,93.0,,2.0,
1680888538523,1.0,,,,,,99.0,
1680888560142,,,,,,,,100.0
1680888560160,1.0,8.0,5.0,30.0,30.0,1.0,49.0,
1680888577118,3.0,2.0,3.0,20.0,20.0,,72.0,
1680888594036,2.0,,,1.0,1.0,,97.0,
1680888611003,1.0,,,,,,99.0,
1680888627927,1.0,1.0,,1.0,1.0,,97.0,
1680888644847,1.0,,,1.0,1.0,,98.0,
1680888661818,1.0,,,1.0,1.0,,98.0,
1680888678739,1.0,1.0,,1.0,1.0,,97.0,
1680888695755,1.0,,,,,,99.0,
1680888712692,2.0,1.0,,,,,97.0,
1680888729663,2.0,,,1.0,1.0,,97.0,
1680888743016,2.0,,,1.0,1.0,,97.0,
1680888759945,2.0,1.0,,1.0,1.0,,96.0,
1680888776871,2.0,1.0,,1.0,1.0,,96.0,
1680888793820,2.0,,,,,,98.0,
1680888810757,2.0,,,,,,98.0,
1680888827682,2.0,,,1.0,1.0,,97.0,
1680888844722,,,,,,,,100.0
1680888844745,2.0,16.0,15.0,19.0,19.0,,41.0,
1680888861739,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680888878782,,,,,,,,100.0
1680888878794,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680888896065,1.0,,,,,,99.0,
1680888912926,,,,,,,,100.0
1680888912951,1.0,1.0,,1.0,1.0,,97.0,
1680888925997,1.0,,,,,,99.0,
1680888943011,2.0,7.0,26.0,10.0,10.0,,49.0,
1680888959998,3.0,1.0,6.0,2.0,2.0,,87.0,
1680888976978,,,,,,,,100.0
1680888976996,2.0,1.0,,1.0,1.0,,96.0,
1680888993933,2.0,,,,,,98.0,
1680889010879,3.0,,1.0,,,,96.0,
1680889027831,2.0,8.0,14.0,13.0,13.0,,58.0,
1680889044778,1.0,,,,,,99.0,
1680889061803,2.0,26.0,10.0,9.0,9.0,,44.0,
1680889078730,2.0,1.0,,1.0,1.0,,96.0,
1680889095669,1.0,,1.0,1.0,1.0,,97.0,
1680889108823,1.0,,1.0,1.0,1.0,,97.0,
1680889125808,2.0,,,,,,98.0,
1680889142758,2.0,10.0,16.0,7.0,7.0,,56.0,
1680889159753,,,,,,,,100.0
1680889159777,1.0,,,,,,99.0,
1680889176878,1.0,,,,,,99.0,
1680889193976,1.0,,,,,,99.0,
1680889211079,1.0,,,,,,99.0,
1680889228183,1.0,,,,,,99.0,
1680889246739,1.0,,,,,,99.0,
1680889264746,1.0,,,,,,99.0,
1680889281831,1.0,,,,,,99.0,
1680889300716,2.0,1.0,,,,,97.0,
1680889318741,1.0,,,,,,99.0,
1680889335822,1.0,,,,,,99.0,
1680889353730,1.0,,,,,,99.0,
1680889370823,1.0,,,,,,99.0,
1680889388762,1.0,,,,,,99.0,
1680895110634,,,,,,,100.0,
1680902602724,,,,,,,100.0,
1680911523543,,,,,,,,100.0
1680911523565,1.0,,,1.0,1.0,,98.0,
1680872456662,,,,,,,,100.0
1680872456662,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680872493987,,,,,,,,100.0
1680872494007,3.0,3.0,,,,,94.0,
1680872511924,,,,,,,,100.0
1680872511964,2.0,26.0,2.0,10.0,10.0,,45.0,
1680872528960,1.0,,,,,,99.0,
1680872545937,1.0,,,,,,99.0,
1680872562930,1.0,2.0,,,,,97.0,
1680872579931,1.0,,,,,,99.0,
1680872596944,1.0,,,,,,99.0,
1680872613963,1.0,7.0,,1.0,1.0,,89.0,
1680872630960,1.0,,,,,,99.0,
1680872646424,1.0,,,,,,99.0,
1680872663467,,,,,,,,100.0
1680872663492,1.0,,,1.0,1.0,,98.0,
1680872680513,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680872697535,3.0,14.0,10.0,22.0,22.0,,40.0,
1680872714511,,,,,,,,100.0
1680872714537,3.0,15.0,3.0,6.0,6.0,,66.0,
1680872731523,1.0,,,,,,99.0,
1680872748519,1.0,,,,,,99.0,
1680872765511,1.0,,,,,,99.0,
1680872783617,,1.0,,1.0,1.0,,97.0,
1680872800633,1.0,22.0,1.0,4.0,4.0,,67.0,
1680872817632,2.0,3.0,,1.0,1.0,,92.0,
1680872829319,1.0,,,,,,99.0,
1680872846321,1.0,,,,,,99.0,
1680872863331,1.0,,,,,,99.0,
1680872880336,1.0,,,,,,99.0,
1680872897361,2.0,27.0,1.0,10.0,10.0,,36.0,
1680872914358,1.0,3.0,,1.0,1.0,,94.0,
1680872931385,2.0,1.0,,,,,97.0,
1680872948393,1.0,,,,,,99.0,
1680872965419,,,,,,,,100.0
1680872965445,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680872982498,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680872999509,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873012204,,,,,,,,100.0
1680873012218,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873029242,1.0,14.0,,2.0,2.0,,72.0,
1680873046231,2.0,1.0,,,,,97.0,
1680873063244,1.0,,,,,,99.0,
1680873080241,1.0,,,,,,99.0,
1680873097271,1.0,,,,,,99.0,
1680873114278,1.0,,,,,,99.0,
1680873131284,1.0,,,,,,99.0,
1680873148276,1.0,,,,,,99.0,
1680873165268,1.0,1.0,,1.0,1.0,,97.0,
1680873182300,,,,,,,,100.0
1680873182342,1.0,14.0,2.0,4.0,4.0,,76.0,
1680873195105,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873212129,2.0,12.0,7.0,8.0,8.0,,69.0,
1680873229120,,9.0,27.0,23.0,23.0,2.0,34.0,
1680873246120,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873263156,1.0,24.0,14.0,8.0,8.0,,47.0,
1680873280112,1.0,,,,,,99.0,
1680873297104,2.0,12.0,14.0,11.0,11.0,1.0,49.0,
1680873314125,,,,,,,,100.0
1680873314141,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873331167,,,,,,,,100.0
1680873331185,3.0,12.0,9.0,24.0,24.0,,42.0,
1680873348140,,,,,,,,100.0
1680873348144,2.0,9.0,11.0,33.0,33.0,,42.0,
1680873365142,2.0,5.0,2.0,22.0,22.0,,66.0,
1680873383318,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873400310,,,,,,,,100.0
1680873400338,2.0,5.0,12.0,31.0,31.0,1.0,46.0,
1680873417337,,,,,,,,100.0
1680873417349,1.0,15.0,3.0,10.0,10.0,,62.0,
1680873434411,1.0,1.0,,,,,98.0,
1680873451413,2.0,20.0,1.0,16.0,16.0,,49.0,
1680873468433,1.0,1.0,,,,,98.0,
1680873485442,2.0,1.0,,,,,97.0,
1680873502428,,,,,,,,100.0
1680873502449,1.0,2.0,,,,,97.0,
1680873519417,,,,,,,,100.0
1680873519436,2.0,21.0,3.0,21.0,21.0,,50.0,
1680873536446,,,,,,,,100.0
1680873536475,2.0,29.0,1.0,27.0,27.0,,33.0,
1680873553498,,,,,,,,100.0
1680873553524,3.0,16.0,3.0,15.0,15.0,,52.0,
1680873570548,,7.0,,1.0,1.0,,91.0,
1680873587551,,,,,,,,100.0
1680873587579,2.0,30.0,1.0,8.0,8.0,,49.0,
1680873604562,,,,,,,,100.0
1680873604581,1.0,1.0,,1.0,1.0,,97.0,
1680873623121,1.0,,,,,,99.0,
1680873640133,1.0,12.0,,2.0,2.0,,76.0,
1680873657156,2.0,10.0,6.0,2.0,2.0,,71.0,
1680873674190,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680873691174,1.0,,,,,,99.0,
1680873708177,1.0,,,,,,99.0,
1680873725168,1.0,,,,,,99.0,
1680873740435,1.0,,,,,,99.0,
1680873757443,1.0,,,,,,99.0,
1680873774465,2.0,20.0,3.0,13.0,13.0,,46.0,
1680873791443,1.0,1.0,,1.0,1.0,,96.0,
1680873808432,1.0,,,,,,99.0,
1680873825436,1.0,,,,,,99.0,
1680873842433,1.0,,,,,,99.0,
1680873859444,,,,,,,,100.0
1680873859467,3.0,27.0,,3.0,3.0,,66.0,
1680873876497,,,,,,,,100.0
1680873876515,2.0,24.0,1.0,8.0,8.0,,62.0,
1680873893504,,,,,,,,100.0
1680873893531,1.0,1.0,,1.0,1.0,,96.0,
1680873910558,,,,,,,,100.0
1680873910585,1.0,17.0,1.0,8.0,8.0,,67.0,
1680873923298,1.0,,,,,,99.0,
1680873941481,,,,,,,,100.0
1680873941504,3.0,38.0,,5.0,5.0,,46.0,
1680873958476,,,,,,,,100.0
1680873958495,,,,,,,100.0,
1680873975481,1.0,,,,,,99.0,
1680873992508,1.0,,,,,,99.0,
1680874009551,,,,,,,,100.0
1680874009579,2.0,37.0,1.0,9.0,9.0,,44.0,
1680874026564,,,,,,,,100.0
1680874026584,2.0,16.0,11.0,19.0,19.0,1.0,39.0,
1680874043562,1.0,,,,,,99.0,
1680874060547,1.0,,,,,,99.0,
1680874077582,,,,,,,,100.0
1680874077607,2.0,8.0,1.0,3.0,3.0,,80.0,
1680874094604,3.0,14.0,10.0,13.0,13.0,,56.0,
1680874111646,,,,,,,,100.0
1680874111671,1.0,11.0,4.0,7.0,7.0,,75.0,
1680874128668,,,,,,,,100.0
1680874128690,3.0,6.0,18.0,30.0,30.0,,39.0,
1680874145660,,,,,,,,100.0
1680874145686,1.0,10.0,13.0,27.0,27.0,,44.0,
1680874162719,2.0,29.0,4.0,13.0,13.0,,36.0,
1680874179723,3.0,6.0,5.0,4.0,4.0,,77.0,
1680874645891,,,,,,,,100.0
1680874645891,,,,,,,100.0,
1680864964946,,,,,,,,100.0
1680864964978,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865003782,,,,,,,,100.0
1680865003826,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865020779,3.0,3.0,9.0,39.0,39.0,,45.0,
1680865037696,1.0,,,1.0,1.0,,98.0,
1680865054638,1.0,1.0,,2.0,2.0,,96.0,
1680865071616,1.0,1.0,,,,,98.0,
1680865088557,2.0,6.0,2.0,6.0,6.0,,82.0,
1680865105493,2.0,1.0,6.0,5.0,5.0,,86.0,
1680865122603,1.0,,2.0,3.0,3.0,,94.0,
1680865139539,1.0,1.0,,2.0,2.0,,96.0,
1680865156519,1.0,,,1.0,1.0,,98.0,
1680865173485,2.0,,,2.0,2.0,,96.0,
1680865191830,1.0,,,,,,99.0,
1680865208998,1.0,,,,,,99.0,
1680865226252,1.0,,,,,,99.0,
1680865243435,1.0,,,,,,99.0,
1680865260486,1.0,,,1.0,1.0,,98.0,
1680865279904,1.0,,,,,,99.0,
1680865295330,1.0,4.0,1.0,2.0,2.0,,90.0,
1680865312286,,,,,,,,100.0
1680865312302,2.0,3.0,4.0,17.0,17.0,,72.0,
1680865330706,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865347688,,,,,,,,100.0
1680865347704,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865365053,,,,,,,,100.0
1680865365123,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865382079,,,,,,,,100.0
1680865382095,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680865398883,,,,,,,,100.0
1680865398917,2.0,9.0,12.0,30.0,30.0,,45.0,
1680865415885,,,,,,,,100.0
1680865415906,2.0,4.0,6.0,32.0,32.0,,53.0,
1680865432903,,,,,,,,100.0
1680865432921,1.0,24.0,7.0,22.0,22.0,1.0,31.0,
1680865451839,1.0,,,,,,99.0,
1680865469960,1.0,,,,,,99.0,
1680865487034,2.0,1.0,,,,,97.0,
1680865504964,1.0,,,,,,99.0,
1680865522964,1.0,,,,,,99.0,
1680865541960,1.0,,,,,,99.0,
1680865560036,1.0,14.0,,2.0,2.0,,72.0,
1680865577088,,,,,,,,100.0
1680865577116,2.0,29.0,3.0,7.0,7.0,,50.0,
1680865594210,,,,,,,,100.0
1680865594252,1.0,,1.0,2.0,2.0,,96.0,
1680865611233,1.0,,,,,,99.0,
1680865626477,,,,,,,,100.0
1680865626490,2.0,,,1.0,1.0,,97.0,
1680865643483,,,,,,,,100.0
1680865643488,1.0,2.0,3.0,5.0,5.0,,87.0,
1680865660451,1.0,,,,,,99.0,
1680865677438,1.0,,,,,,99.0,
1680865694432,1.0,,,,,,99.0,
1680865711444,1.0,,,,,,99.0,
1680865728464,1.0,,,,,,99.0,
1680865745454,1.0,,,,,,99.0,
1680865762414,1.0,,,,,,99.0,
1680865779376,1.0,1.0,,,,,97.0,
1680865796369,1.0,1.0,,,,,97.0,
1680865809422,1.0,,,,,,99.0,
1680865826417,1.0,,,,,,99.0,
1680865843360,,,,,,,,100.0
1680865843374,1.0,4.0,1.0,2.0,2.0,,89.0,
1680865860301,2.0,1.0,,1.0,1.0,,96.0,
1680865877281,1.0,2.0,,1.0,1.0,,96.0,
1680865894236,1.0,1.0,,1.0,1.0,,97.0,
1680865911225,2.0,3.0,,3.0,3.0,,91.0,
1680865928246,1.0,11.0,3.0,18.0,18.0,,63.0,
1680865945192,1.0,1.0,,1.0,1.0,,97.0,
1680869009197,,,,,,,,100.0
1680869009222,1.0,,,,,,99.0,
1680869079712,,,,,,,,100.0
1680869079729,1.0,13.0,5.0,17.0,17.0,,55.0,
1680869117035,,,,,,,,100.0
1680869117054,3.0,22.0,3.0,7.0,7.0,,56.0,
1680869134102,,,,,,,,100.0
1680869134142,2.0,23.0,4.0,11.0,11.0,,44.0,
1680869151128,,,,,,,,100.0
1680869151134,2.0,23.0,1.0,14.0,14.0,,49.0,
1680869168215,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869168215,,,,,,,,100.0
1680869185285,,,,,,,,100.0
1680869185300,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869202309,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869219281,2.0,4.0,2.0,12.0,12.0,,76.0,
1680869236329,3.0,11.0,3.0,11.0,11.0,,67.0,
1680869253350,1.0,1.0,,1.0,1.0,,97.0,
1680869270328,2.0,,,1.0,1.0,,97.0,
1680869287318,,,,,,,,100.0
1680869287336,2.0,2.0,3.0,9.0,9.0,,82.0,
1680869304315,3.0,16.0,5.0,18.0,18.0,,43.0,
1680869321305,,,,,,,,100.0
1680869321316,1.0,21.0,3.0,12.0,12.0,,47.0,
1680869338356,,,,,,,,100.0
1680869338360,2.0,16.0,4.0,14.0,14.0,,49.0,
1680869355395,,,,,,,,100.0
1680869355440,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869373339,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869390319,2.0,18.0,2.0,6.0,6.0,,66.0,
1680869407329,,,,,,,,100.0
1680869407346,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869424340,,,,,,,,100.0
1680869424368,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869441373,,,,,,,,100.0
1680869441393,2.0,14.0,1.0,8.0,8.0,,62.0,
1680869458393,,,,,,,,100.0
1680869458418,2.0,18.0,,3.0,3.0,,66.0,
1680869475384,1.0,7.0,,2.0,2.0,,89.0,
1680869492367,1.0,1.0,,1.0,1.0,,96.0,
1680869509355,1.0,1.0,,1.0,1.0,,96.0,
1680869526609,1.0,1.0,,1.0,1.0,,96.0,
1680869543610,1.0,,,,,,99.0,
1680869556231,1.0,,,,,,99.0,
1680869576527,1.0,1.0,,,,,97.0,
1680869593556,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869610555,1.0,,,,,,99.0,
1680869627558,1.0,,,,,,99.0,
1680869644555,1.0,,,,,,99.0,
1680869661553,1.0,,,,,,99.0,
1680869678544,1.0,,,,,,99.0,
1680869695537,1.0,,,,,,99.0,
1680869712530,1.0,,,,,,99.0,
1680869729568,,,,,,,,100.0
1680869729591,1.0,27.0,1.0,6.0,6.0,,55.0,
1680869751392,,,,,,,,100.0
1680869751418,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680869768417,1.0,,,,,,99.0,
1680869785412,1.0,,,,,,99.0,
1680869802409,1.0,,,,,,99.0,
1680869819415,1.0,,,,,,99.0,
1680869836409,1.0,,,,,,99.0,
1680869853404,1.0,,,,,,99.0,
1680869870404,1.0,,,,,,99.0,
1680869887391,1.0,,,,,,99.0,
1680869904370,1.0,,,,,,99.0,
1680869921366,1.0,,,,,,99.0,
1680869934332,1.0,,,,,,99.0,
1680869951344,1.0,,,,,,99.0,
1680869968316,,,,,,,,100.0
1680869968343,,3.0,,,,,96.0,
1680869985331,,,,,,,,100.0
1680869985356,2.0,,,,,,98.0,
1680870002371,1.0,,,,,,99.0,
1680870019374,1.0,,,,,,99.0,
1680870036370,1.0,,,,,,99.0,
1680870053369,1.0,,,,,,99.0,
1680870070382,1.0,,,,,,99.0,
1680870087385,1.0,,,,,,99.0,
1680870104372,1.0,,,,,,99.0,
1680870121364,1.0,1.0,,1.0,1.0,,96.0,
1680870138352,1.0,,,,,,99.0,
1680870155350,1.0,,,,,,99.0,
1680870172340,1.0,,,,,,99.0,
1680870189358,1.0,,,,,,99.0,
1680870206372,1.0,,,,,,99.0,
1680870223367,1.0,,,,,,99.0,
1680870240356,1.0,1.0,,,,,98.0,
1680870257352,1.0,,,,,,99.0,
1680836814094,2.0,,,,,,98.0,
1680836827354,2.0,1.0,,1.0,1.0,,96.0,
1680836844287,2.0,,,,,,98.0,
1680836861230,2.0,,,,,,98.0,
1680836878167,2.0,1.0,,,,,97.0,
1680836895123,1.0,1.0,,,,,97.0,
1680879902078,,,,,,,,100.0
1680879902099,3.0,15.0,75.0,6.0,6.0,,,
1680879920915,,,,,,,,100.0
1680879920941,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680879938079,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680879955126,,,,,,,,100.0
1680879955150,1.0,4.0,4.0,82.0,82.0,3.0,3.0,
1680879972146,,,,,,,,100.0
1680879972156,2.0,,1.0,92.0,92.0,1.0,4.0,
1680879990754,,,,,,,,100.0
1680879990768,2.0,,1.0,96.0,96.0,1.0,,
1680880007791,1.0,,1.0,97.0,97.0,,1.0,
1680880027023,1.0,,1.0,97.0,97.0,1.0,,
1680880045941,,,,,,,,100.0
1680880045964,1.0,1.0,6.0,90.0,90.0,1.0,1.0,
1680880063918,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880081790,,,,,,,,100.0
1680880081814,3.0,1.0,96.0,,,,,
1680880100771,,,,,,,,100.0
1680880100832,3.0,,96.0,1.0,1.0,,,
1680880117828,2.0,,97.0,1.0,1.0,,,
1680880135739,2.0,,97.0,1.0,1.0,,,
1680880153792,2.0,,97.0,1.0,1.0,,,
1680880171743,2.0,,97.0,1.0,1.0,,,
1680880188789,1.0,1.0,96.0,1.0,1.0,,1.0,
1680880209877,,,99.0,1.0,1.0,,,
1680880228485,1.0,1.0,98.0,,,,,
1680880246787,1.0,,96.0,3.0,3.0,,,
1680880265773,1.0,,99.0,,,,,
1680880282825,2.0,,98.0,,,,,
1680880300764,2.0,,97.0,1.0,1.0,,,
1680880318774,1.0,,98.0,1.0,1.0,,,
1680880336759,2.0,,97.0,1.0,1.0,,,
1680880354795,1.0,1.0,96.0,1.0,1.0,,1.0,
1680880371811,2.0,,97.0,1.0,1.0,,,
1680880392908,2.0,,97.0,1.0,1.0,,,
1680880410012,1.0,1.0,98.0,,,,,
1680880427047,2.0,,97.0,1.0,1.0,,,
1680880445780,1.0,,96.0,3.0,3.0,,,
1680880462794,1.0,,99.0,,,,,
1680880480766,2.0,,97.0,1.0,1.0,,,
1680880499747,1.0,,99.0,,,,,
1680880517751,2.0,,97.0,1.0,1.0,,,
1680880535770,2.0,2.0,96.0,,,,,
1680880553787,1.0,,99.0,,,,,
1680880576876,,,,,,,,100.0
1680880576913,1.0,,98.0,1.0,1.0,,,
1680880594634,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880612880,3.0,3.0,7.0,85.0,85.0,1.0,1.0,
1680880630954,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880648126,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880666894,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880684883,2.0,5.0,3.0,82.0,82.0,2.0,2.0,
1680880702883,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880720057,,,,,,,,100.0
1680880720087,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880737253,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880760912,,,,,,,,100.0
1680880760937,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880778913,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880796874,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880814901,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880832063,,,,,,,,100.0
1680880832088,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880850889,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880868807,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880886893,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880904591,,,,,,,,100.0
1680880904615,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880921795,,,,,,,,100.0
1680880921855,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880945066,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880962877,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880980885,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680880999900,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881017890,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881035992,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881053160,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881070518,,,,,,,,100.0
1680881070621,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881087675,2.0,,98.0,,,,,
1680881104691,2.0,,97.0,1.0,1.0,,,
1680881128728,2.0,,97.0,1.0,1.0,,,
1680881146717,2.0,,97.0,1.0,1.0,,,
1680881164749,1.0,,99.0,,,,,
1680881182737,2.0,,97.0,1.0,1.0,,,
1680881200739,1.0,,98.0,1.0,1.0,,,
1680881217730,2.0,,97.0,1.0,1.0,,,
1680881235817,2.0,1.0,96.0,1.0,1.0,,,
1680881253738,1.0,,98.0,1.0,1.0,,,
1680881270779,1.0,,98.0,1.0,1.0,,,
1680881287810,2.0,,96.0,2.0,2.0,,,
1680881311635,2.0,,97.0,1.0,1.0,,,
1680881328645,1.0,,99.0,,,,,
1680881346732,2.0,,97.0,1.0,1.0,,,
1680881364746,2.0,,96.0,2.0,2.0,,,
1680881381886,,,99.0,1.0,1.0,,,
1680881398887,1.0,,96.0,2.0,2.0,,1.0,
1680881416734,2.0,,97.0,1.0,1.0,,,
1680881434820,1.0,,96.0,3.0,3.0,,,
1680881451976,1.0,2.0,94.0,2.0,2.0,,,
1680881470796,2.0,,97.0,1.0,1.0,,,
1680881495738,2.0,,97.0,1.0,1.0,,,
1680881513750,1.0,,96.0,3.0,3.0,,,
1680881530782,1.0,,98.0,1.0,1.0,,,
1680881548197,2.0,,97.0,1.0,1.0,,,
1680881565217,2.0,,97.0,1.0,1.0,,,
1680881582835,2.0,,97.0,1.0,1.0,,,
1680881599787,2.0,,97.0,1.0,1.0,,,
1680881618762,1.0,,99.0,,,,,
1680881635772,2.0,,97.0,1.0,1.0,,,
1680881653268,1.0,,99.0,,,,,
1680881678668,1.0,,98.0,1.0,1.0,,,
1680881697781,,,,,,,,100.0
1680881697806,1.0,,98.0,1.0,1.0,,,
1680881715911,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881733083,2.0,1.0,13.0,84.0,84.0,,,
1680881750094,2.0,,97.0,1.0,1.0,,,
1680881767753,2.0,,97.0,1.0,1.0,,,
1680881785713,2.0,,97.0,1.0,1.0,,,
1680881803728,2.0,,97.0,1.0,1.0,,,
1680881820713,2.0,,97.0,1.0,1.0,,,
1680881837926,2.0,,97.0,1.0,1.0,,,
1680881861716,1.0,,99.0,,,,,
1680881878799,,,,,,,,100.0
1680881878827,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881895992,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881913887,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881932490,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881949454,,,,,,,,100.0
1680881949470,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680881966412,1.0,,,1.0,1.0,,98.0,
1680881983388,3.0,17.0,12.0,26.0,26.0,,36.0,
1680882000345,1.0,9.0,7.0,28.0,28.0,,53.0,
1680882017301,1.0,6.0,3.0,8.0,8.0,,81.0,
1680882034289,1.0,8.0,16.0,31.0,31.0,1.0,39.0,
1680882051238,3.0,9.0,8.0,18.0,18.0,,60.0,
1680882075796,2.0,22.0,10.0,24.0,24.0,,37.0,
1680882092776,2.0,12.0,13.0,23.0,23.0,,46.0,
1680882109776,,,,,,,,100.0
1680882109792,2.0,9.0,10.0,33.0,33.0,,43.0,
1680882126786,,,,,,,,100.0
1680882126815,1.0,1.0,1.0,96.0,96.0,,1.0,
1680882143790,2.0,,1.0,96.0,96.0,1.0,,
1680882160789,4.0,2.0,1.0,88.0,88.0,3.0,1.0,
1680882177743,2.0,4.0,2.0,88.0,88.0,,3.0,
1680882194731,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680882211746,3.0,2.0,1.0,89.0,89.0,,3.0,
1680882228726,3.0,1.0,3.0,89.0,89.0,1.0,3.0,
1680882245745,,,,,,,,100.0
1680882245769,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680882262749,2.0,2.0,4.0,83.0,83.0,1.0,6.0,
1680882279700,1.0,,,,,,99.0,
1680882296703,,,,,,,,100.0
1680882296716,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680882313735,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680882330730,40.0,10.0,10.0,10.0,10.0,10.0,10.0,
1680882347716,2.0,18.0,4.0,27.0,27.0,,34.0,
1680882364675,1.0,1.0,,1.0,1.0,,97.0,
1680882381654,,,,,,,,100.0
1680882381671,3.0,12.0,,5.0,5.0,,75.0,
1680882398654,2.0,1.0,3.0,9.0,9.0,,85.0,
1680882415641,1.0,4.0,22.0,33.0,33.0,1.0,36.0,
1680882432636,2.0,14.0,19.0,18.0,18.0,,40.0,
1680882449558,1.0,,,1.0,1.0,,98.0,
1680882466491,1.0,,,,,,99.0,
1680882484111,2.0,1.0,,1.0,1.0,,96.0,
1680882501164,1.0,,1.0,2.0,2.0,,96.0,
1680882518692,1.0,,,,,,99.0,
1680882536678,1.0,,,,,,99.0,
1680882554705,1.0,,,,,,99.0,
1680882572685,1.0,,,,,,99.0,
1680882590670,1.0,1.0,,1.0,1.0,,96.0,
1680882607762,1.0,,,,,,99.0,
1680882625810,1.0,,,,,,99.0,
1680882643801,1.0,,,,,,99.0,
1680882667163,1.0,,,,,,99.0,
1680882685827,1.0,,,,,,99.0,
1680882703798,1.0,,,,,,99.0,
1680882721816,1.0,,,,,,99.0,
1680882739791,1.0,,,,,,99.0,
1680882757808,1.0,,,,,,99.0,
1680882776809,1.0,,,,,,99.0,
1680882793936,1.0,,,,,,99.0,
1680882811794,1.0,,,,,,99.0,
1680882829793,1.0,,,,,,99.0,
1680882851859,1.0,,,,,,99.0,
1680885059830,1.0,1.0,,,,,98.0,
1680887943615,2.0,13.0,4.0,17.0,17.0,,53.0,
1680887980917,2.0,1.0,5.0,91.0,91.0,1.0,,
1680887997911,2.0,1.0,,96.0,96.0,,,
