timestamp,stress
1679453875718,2
1679456505151,2
1679459529759,3
1679462202007,5
1679464522701,2
1679471486600,2
1679473692043,3
1679477268089,4
1679479835139,5
1679484279090,4
1679486250609,4
1679488446955,5
1679490360683,3
1679492182119,4
1679497097734,5
1679499049077,3
1679500908772,4
1679526984388,4
1679529614476,3
1679531807752,4
1679534166195,3
1679539570035,5
1679542654267,4
1679545230206,3
1679548943957,3
1679552516413,5
1679554487265,3
1679557139831,2
1679559673599,3
1679561684818,3
1679564067659,2
1679567957141,3
1679570996038,3
1679573624868,2
1679575625721,4
1679578199408,3
1679581128066,5
1679586637508,3
1679588721725,2
1679609769424,3
1679611646950,3
1679613647549,3
1679620265595,4
1679622649856,3
1679626942464,3
1679630702069,3
1679632525207,2
1679634947953,3
1679637341886,3
1679643115049,4
1679645173570,5
1679647075281,4
1679649270288,2
1679651527484,1
1679656294657,1
1679658481620,1
1679662208396,2
1679666771461,4
1679699551035,5
1679701455837,4
1679704237435,2
1679706221129,4
1679708448874,4
1679713867081,2
1679720017804,2
1679723706623,1
1679731248788,2
1679735927525,1
1679739985003,1
1679742433565,1
1679744912120,1
1679747237837,2
1679750171023,2
1679753454737,4
1679755596426,2
1679758224599,2
1679793732702,4
1679796419528,2
1679800283597,4
1679802727584,2
1679808311353,2
1679812215011,5
1679815627532,2
1679820333168,5
1679826336714,4
1679835143547,4
1679840290308,4
1679842276039,4
1679844331105,5
1679869589480,5
1679872830164,5
1679875277406,5
1679878599003,5
1679883286962,2
1679886924579,5
1679889145506,4
1679894233846,4
1679897245552,4
1679904534032,4
1679906606926,4
1679909193053,2
1679911675263,2
1679915103014,2
1679917693205,2
1679921229523,5
1679923611552,4
1679926635185,4
1679929054036,4
1679956180878,4
1679960908639,2
1679964126307,5
1679967016205,5
1679972844844,5
1679974730071,4
1679976578668,4
1679979641681,4
1679981636259,5
1679984997644,5
1679988141624,2
1679990287451,5
1679993437191,4
1679998644970,4
1680003558250,5
1680005745346,5
1680010788480,5
1680013177701,2
1680022740180,5
1680042287956,4
1680047755694,2
1680051105577,4
1680054449095,4
1680059869775,4
1680062270033,4
1680064966437,5
1680067311626,5
1680076302942,3
1680079858458,4
1680084595783,5
1680088110022,4
1680094022333,5
1680096745166,2
1680099377731,2
1680102341227,1
1680106404594,5
1680134229397,5
1680138880795,2
1680141394643,4
1680143290725,5
1680145309719,4
1680148771536,4
1680151327371,5
1680153481453,5
1680155964899,5
1680160106703,2
1680161945850,2
1680163871307,1
1680165922099,2
1680169652566,5
1680171656015,1
1680175773767,4
1680177644945,2
1680180448604,3
1680182759383,3
1680185467505,5
1680187320906,4
1680190179519,2
1680218302203,5
1680224598518,4
1680227108431,4
1680228981785,4
1680231047623,2
1680232958856,2
1680236233159,1
1680242438896,5
1680245757899,5
1680247809008,5
1680250188697,2
1680252781275,3
1680255752059,5
1680258954185,5
1680261924872,5
1680269365870,5
1680271305160,5
1680307435716,5
1680310848940,5
1680312761503,2
1680315395575,3
1680321215295,2
1680323903519,2
1680326630047,5
1680329139360,5
1680334988526,5
1680338486399,2
1680345026340,5
1680347349155,4
1680349827270,2
1680354082322,5
1680360180862,5
1680362347400,5
1680368993647,5
1680394439016,5
1680397430526,5
1680402297005,3
1680411575457,2
1680421991349,1
1680429260461,2
1680438278052,1
1680443670097,1
1680445690972,4
1680450202005,3
1680474542579,4
1680479662171,2
1680482179435,4
1680484684450,4
1680489700889,5
1680495114333,2
1680500756505,5
1680502918720,2
1680505936322,4
1680511649006,4
1680513798432,3
1680515661911,3
1680519311453,2
1680523068225,4
1680525389027,1
1680527789706,2
1680531829122,1
1680533983010,3
1680538633162,3
1680559737447,3
1680563225263,2
1680565501445,4
1680569716643,4
1680571544588,3
1680576975379,2
1680579073499,4
1680582554027,5
1680585858583,5
1680589289305,5
1680592165045,2
1680594175590,4
1680596015905,5
1680599926029,4
1680602289794,4
1680607990158,5
1680614915334,5
1680618761186,4
1680650111494,5
1680654623666,3
1680657883398,5
1680662999486,3
1680665571251,4
1680668262803,5
1680673009891,2
1680681106601,3
1680684261754,2
1680689678618,2
1680695629207,2
1680700249147,5
1680704443048,5
1680709310885,5
1680713894244,5
1680733879436,5
1680737010442,5
1680744068817,5
1680747374400,2
1680749846699,5
1680753711548,3
1680759533698,4
1680764029513,2
1680766512688,2
1680771171997,2
1680773029827,3
1680778547581,2
1680785222964,5
1680793072711,5
1680851846438,1
1680865922046,1
1680873812372,1
1680879454096,2
1680919124931,4
1680923137955,3
1680928641705,3
1680934818496,4
1680936869724,4
1680940813946,2
1680946434232,5
1680952114571,5
1680956237217,4
1680961387923,5
1680964075339,5
1680969155922,2
1680999311839,5
1681004139186,2
1681006952788,1
1681010742656,2
1681013868898,2
1681018302607,3
1681020260487,3
1681023693597,5
1681028422161,5
1681031031023,4
1681034104588,4
1681037003131,4
1681039758481,3
1681042901603,5
1681048317840,2
1681107782875,2
1681109933101,5
1681112655215,5
1681114812828,5
1681117324475,5
1681120229706,2
1681122117029,3
1681124412158,4
1681129340212,2
1681131288274,4
1681135444283,5
1681139568455,1
1681142695009,1
1681174789946,2
1681179217312,5
1681181599994,5
1681187983829,5
1681193468087,5
1681195654614,5
1681197665043,5
1681201657038,1
1681203791948,1
1681206645233,2
1681210085204,5
1681212369133,5
1681215286526,5
1681217106060,5
1681223582950,5
1681228204609,5
1681256961406,5
1681260945564,5
1681263818175,5
1681266555676,5
1681270124572,5
1681272034791,5
1681274914539,5
1681278482235,2
1681285466443,2
1681288597062,2
1681290488312,5
1681303541631,5
1681305824181,5
1681307835184,5
1681311263733,5
1681316923192,1
1681354109536,5
1681357234728,5
1681362298107,5
1681365279534,5
1681369041408,1
1681372358553,4
1681374488876,5
1681377461204,5
