timestamp,STILL,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,TILTING
1680863386237,36.0,2.0,3.0,20.0,34.0,34.0,2.0,
1680863404220,42.0,3.0,2.0,20.0,33.0,33.0,,
1680863421211,,,,,,,,100.0
1680863421259,48.0,3.0,6.0,10.0,29.0,29.0,1.0,
1680863440294,,,,,,,,100.0
1680863440321,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863457495,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863475210,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863493218,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863510796,36.0,1.0,24.0,11.0,17.0,17.0,1.0,
1680863529219,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863546367,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863564209,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863581400,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863600196,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863618261,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863636191,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863654203,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863672214,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863689364,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863707236,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863725232,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863743213,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863761225,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863778379,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863802267,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863819219,,,,,,,,100.0
1680863819240,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863836201,,,,,,,,100.0
1680863836263,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863853443,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863877351,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863896209,,,,,,,,100.0
1680863896236,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863913420,,,,,,,,100.0
1680863913446,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863931217,,,,,,,,100.0
1680863931249,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863949252,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863967228,,,,,,,,100.0
1680863967283,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680863984437,,,,,,,,100.0
1680863984467,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864003233,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864021612,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864038759,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864052064,,,,,,,,100.0
1680864052095,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864071221,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864089258,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864107197,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864126228,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864143369,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864160575,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864179236,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864197216,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864214394,31.0,2.0,22.0,4.0,22.0,22.0,1.0,
1680864236236,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864255208,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864272386,,,,,,,,100.0
1680864272427,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864289595,47.0,2.0,21.0,8.0,14.0,14.0,,
1680864308139,99.0,1.0,,,,,,
1680864325289,54.0,2.0,36.0,,3.0,3.0,,
1680864342379,96.0,1.0,1.0,,1.0,1.0,,
1680864359486,96.0,1.0,1.0,,1.0,1.0,,
1680864378202,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864395469,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864419233,,,,,,,,100.0
1680864419316,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864438192,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864455346,,,,,,,,100.0
1680864455373,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864473248,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864490232,,,,,,,,100.0
1680864490252,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864507239,,,,,,,,100.0
1680864507261,6.0,1.0,2.0,2.0,85.0,85.0,3.0,
1680864530184,,,,,,,,100.0
1680864530247,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864547387,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864564556,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864581730,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864598966,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864616102,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864633252,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864650409,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864668213,2.0,2.0,4.0,2.0,85.0,85.0,1.0,
1680864686227,1.0,2.0,1.0,6.0,88.0,88.0,2.0,
1680864709820,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864727002,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864743948,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680864767173,,,,,,,,100.0
1680864767201,45.0,1.0,34.0,4.0,10.0,10.0,,
1680864784182,79.0,1.0,11.0,1.0,6.0,6.0,,
1680864801169,88.0,1.0,5.0,1.0,4.0,4.0,,
1680864818479,97.0,1.0,1.0,,1.0,1.0,,
1680864835288,98.0,1.0,1.0,,,,,
1680864858183,,,,,,,,100.0
1680864858227,98.0,2.0,,,,,,
1680864876138,99.0,1.0,,,,,,
1680864894150,99.0,1.0,,,,,,
1680864911190,98.0,2.0,,,,,,
1680864925599,98.0,2.0,,,,,,
1680864942665,97.0,1.0,1.0,,1.0,1.0,,
1680864960577,96.0,1.0,1.0,,1.0,1.0,,
1680864977658,99.0,1.0,,,,,,
1680864994774,99.0,1.0,,,,,,
1680865012752,99.0,1.0,,,,,,
1680865031129,99.0,1.0,,,,,,
1680865048205,97.0,2.0,,,1.0,1.0,,
1680865065238,96.0,2.0,1.0,,1.0,1.0,,
1680865082384,,,,,,,,100.0
1680865082411,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680865100205,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680865118164,99.0,1.0,,,,,,
1680865135231,96.0,1.0,1.0,,1.0,1.0,,
1680865157200,95.0,2.0,,2.0,1.0,1.0,,
1680865175188,68.0,2.0,4.0,11.0,13.0,13.0,,
1680865193102,98.0,2.0,,,,,,
1680865211168,98.0,1.0,1.0,,,,,
1680865228355,99.0,1.0,,,,,,
1680865246466,99.0,1.0,,,,,,
1680865263297,99.0,1.0,,,,,,
1680865282118,97.0,1.0,1.0,,1.0,1.0,,
1680865299196,97.0,2.0,1.0,,,,,
1680865317069,97.0,2.0,,,1.0,1.0,,
1680865334118,98.0,2.0,,,,,,
1680865351185,96.0,1.0,1.0,,1.0,1.0,,
1680865368261,96.0,1.0,1.0,,1.0,1.0,,
1680865385313,96.0,1.0,1.0,,1.0,1.0,,
1680865402401,99.0,1.0,,,,,,
1680865419443,97.0,2.0,,,1.0,1.0,,
1680865436507,99.0,1.0,,,,,,
1680865453567,99.0,1.0,,,,,,
1680865470610,97.0,2.0,,,1.0,1.0,,
1680865487707,99.0,1.0,,,,,,
1680865504890,,,,,,,,100.0
1680865505007,99.0,1.0,,,,,,
1680865522117,99.0,1.0,,,,,,
1680865539231,,,,,,,,100.0
1680865539256,97.0,2.0,,,1.0,1.0,,
1680865556592,98.0,2.0,,,,,,
1680865575129,97.0,2.0,,,1.0,1.0,,
1680865593105,99.0,1.0,,,,,,
1680865611111,97.0,2.0,1.0,,,,,
1680866126231,100.0,,,,,,,
1680866972859,,,,,,,,100.0
1680866972899,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680867010172,35.0,1.0,16.0,5.0,28.0,28.0,1.0,
1680867032816,42.0,2.0,15.0,5.0,29.0,29.0,,
1680867049996,,,,,,,,100.0
1680867050023,41.0,2.0,8.0,14.0,30.0,30.0,,
1680867067112,99.0,1.0,,,,,,
1680867084239,96.0,2.0,2.0,,,,,
1680867101330,99.0,1.0,,,,,,
1680867118508,99.0,1.0,,,,,,
1680867135584,99.0,1.0,,,,,,
1680867153778,99.0,1.0,,,,,,
1680867172117,99.0,1.0,,,,,,
1680867190135,99.0,1.0,,,,,,
1680867207227,99.0,1.0,,,,,,
1680867226102,99.0,1.0,,,,,,
1680867243194,99.0,1.0,,,,,,
1680867260332,99.0,1.0,,,,,,
1680867278119,99.0,1.0,,,,,,
1680867297102,99.0,1.0,,,,,,
1680867314228,97.0,3.0,,,,,,
1680867335383,96.0,1.0,1.0,,1.0,1.0,,
1680867358626,96.0,2.0,,1.0,1.0,1.0,,
1680867376119,98.0,1.0,1.0,,,,,
1680867394097,97.0,2.0,1.0,,,,,
1680867412246,95.0,2.0,3.0,,,,,
1680867429365,98.0,2.0,,,,,,
1680867447134,99.0,1.0,,,,,,
1680867465113,99.0,,1.0,,,,,
1680867484136,98.0,1.0,1.0,,,,,
1680867501201,97.0,1.0,1.0,,1.0,1.0,,
1680867518269,99.0,1.0,,,,,,
1680867535416,8.0,2.0,83.0,,3.0,3.0,,
1680867553130,99.0,1.0,,,,,,
1680867570263,99.0,1.0,,,,,,
1680867589079,99.0,1.0,,,,,,
1680867607118,98.0,1.0,1.0,,,,,
1680867625108,99.0,1.0,,,,,,
1680867643079,96.0,2.0,1.0,,1.0,1.0,,
1680867660259,66.0,1.0,4.0,11.0,14.0,14.0,1.0,
1680867677425,80.0,2.0,12.0,2.0,3.0,3.0,,
1680867694510,97.0,1.0,1.0,,1.0,1.0,,
1680867705414,97.0,2.0,,,1.0,1.0,,
1680867729595,97.0,1.0,1.0,,1.0,1.0,,
1680867746686,99.0,1.0,,,,,,
1680867763751,96.0,1.0,1.0,,1.0,1.0,,
1680867781028,97.0,2.0,1.0,,,,,
1680867798108,96.0,1.0,1.0,,1.0,1.0,,
1680867816093,97.0,1.0,1.0,,1.0,1.0,,
1680867834095,97.0,2.0,,,1.0,1.0,,
1680867852095,97.0,1.0,1.0,,1.0,1.0,,
1680867869333,47.0,2.0,18.0,7.0,17.0,17.0,1.0,
1680867886543,31.0,2.0,19.0,14.0,21.0,21.0,1.0,
1680867904411,99.0,1.0,,,,,,
1680867921488,99.0,1.0,,,,,,
1680867938619,98.0,1.0,1.0,,,,,
1680867960588,99.0,1.0,,,,,,
1680867977670,99.0,1.0,,,,,,
1680867994764,99.0,1.0,,,,,,
1680868017776,35.0,3.0,16.0,6.0,26.0,26.0,,
1680868034945,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680868052102,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680868069237,7.0,,2.0,3.0,85.0,85.0,2.0,
1680868086400,4.0,1.0,6.0,,88.0,88.0,,
1680868103547,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680868120674,99.0,1.0,,,,,,
1680868137762,99.0,1.0,,,,,,
1680868154840,98.0,2.0,,,,,,
1680868171874,96.0,2.0,1.0,,1.0,1.0,,
1680868188995,99.0,1.0,,,,,,
1680868206073,97.0,2.0,1.0,,,,,
1680868223148,99.0,1.0,,,,,,
1680868240214,98.0,1.0,1.0,,,,,
1680868257279,97.0,2.0,1.0,,,,,
1680868274367,99.0,1.0,,,,,,
1680868291456,99.0,1.0,,,,,,
1680868308609,95.0,2.0,2.0,,,,,
1680868325683,98.0,1.0,1.0,,,,,
1680868342813,96.0,1.0,3.0,,,,,
1680868359878,99.0,1.0,,,,,,
1680868376763,72.0,2.0,10.0,1.0,12.0,12.0,,
1680868393829,97.0,1.0,1.0,,1.0,1.0,,
1680868410949,97.0,1.0,1.0,,1.0,1.0,,
1680868428077,100.0,,,,,,,
1680868445147,99.0,1.0,,,,,,
1680868462238,98.0,1.0,1.0,,,,,
1680868479389,47.0,2.0,42.0,,7.0,7.0,,
1680868498124,99.0,1.0,,,,,,
1680868516084,96.0,2.0,1.0,,1.0,1.0,,
1680868534078,97.0,2.0,1.0,,,,,
1680868552090,99.0,1.0,,,,,,
1680868570104,99.0,1.0,,,,,,
1680868589156,67.0,2.0,17.0,1.0,7.0,7.0,,
1680868607093,97.0,1.0,1.0,,1.0,1.0,,
1680868677858,100.0,,,,,,,
1680868894014,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680868911555,99.0,1.0,,,,,,
1680868928640,99.0,1.0,,,,,,
1680868945707,97.0,1.0,1.0,,1.0,1.0,,
1680868962679,,,,,,,,100.0
1680868962707,53.0,3.0,8.0,7.0,24.0,24.0,1.0,
1680868979668,82.0,2.0,7.0,1.0,6.0,6.0,,
1680868996625,96.0,1.0,2.0,,1.0,1.0,,
1680869013581,38.0,1.0,21.0,8.0,19.0,19.0,,
1680869034746,,,,,,,,100.0
1680869034777,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869051918,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869069095,10.0,2.0,76.0,1.0,5.0,5.0,,
1680869086263,8.0,1.0,83.0,,1.0,1.0,,
1680869103423,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869120575,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869137740,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869154939,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869172071,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869189036,,,,,,,,100.0
1680869189053,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869206039,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869226019,,,,,,,,100.0
1680869226044,40.0,1.0,8.0,6.0,38.0,38.0,1.0,
1680869242995,,,,,,,,100.0
1680869243018,37.0,3.0,10.0,17.0,29.0,29.0,1.0,
1680869259971,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869278738,,,,,,,,100.0
1680869278833,3.0,2.0,3.0,3.0,86.0,86.0,1.0,
1680869297317,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869316158,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869334173,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869352909,,,,,,,,100.0
1680869352928,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869370089,,,,,,,,100.0
1680869370120,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869387284,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869404433,2.0,2.0,3.0,3.0,87.0,87.0,1.0,
1680869421887,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869439055,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680869456010,,,,,,,,100.0
1680869456030,2.0,2.0,2.0,3.0,87.0,87.0,2.0,
1680869475477,,,,,,,,100.0
1680869475526,1.0,2.0,1.0,1.0,93.0,93.0,1.0,
1680869494175,,3.0,7.0,3.0,85.0,85.0,,
1680869511366,2.0,2.0,3.0,7.0,83.0,83.0,2.0,
1680869528597,1.0,2.0,3.0,6.0,86.0,86.0,1.0,
1680869547068,,3.0,,1.0,96.0,96.0,,
1680869565075,1.0,3.0,,,96.0,96.0,,
1680869582243,1.0,2.0,1.0,1.0,94.0,94.0,1.0,
1680869599420,1.0,3.0,1.0,2.0,91.0,91.0,1.0,
1680869616495,,2.0,1.0,1.0,96.0,96.0,,
1680869634078,,2.0,,1.0,96.0,96.0,1.0,
1680869651121,,2.0,,1.0,97.0,97.0,,
1680869668289,,3.0,,3.0,93.0,93.0,1.0,
1680869686164,,2.0,,2.0,95.0,95.0,1.0,
1680869703639,1.0,1.0,1.0,2.0,94.0,94.0,1.0,
1680869722137,1.0,2.0,,1.0,96.0,96.0,,
1680869740108,1.0,2.0,,1.0,96.0,96.0,,
1680869758073,1.0,1.0,,1.0,97.0,97.0,,
1680869775203,1.0,2.0,,1.0,96.0,96.0,,
1680869794153,1.0,1.0,,1.0,95.0,95.0,2.0,
1680869812161,,2.0,,1.0,97.0,97.0,,
1680869835197,,2.0,1.0,1.0,96.0,96.0,,
1680869852390,1.0,1.0,,2.0,95.0,95.0,1.0,
1680869869566,1.0,2.0,,1.0,96.0,96.0,,
1680869886700,1.0,2.0,,1.0,96.0,96.0,,
1680869903895,1.0,3.0,3.0,4.0,89.0,89.0,,
1680869922164,,2.0,,5.0,93.0,93.0,,
1680869939320,,2.0,,3.0,95.0,95.0,,
1680869958138,,2.0,,1.0,97.0,97.0,,
1680869975357,,3.0,1.0,1.0,95.0,95.0,,
1680869993064,1.0,2.0,,1.0,96.0,96.0,,
1680870018092,,3.0,,3.0,94.0,94.0,,
1680870035388,,2.0,1.0,4.0,93.0,93.0,,
1680870053151,1.0,2.0,1.0,11.0,81.0,81.0,4.0,
1680870070313,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870087476,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870104648,1.0,1.0,2.0,4.0,90.0,90.0,1.0,
1680870121844,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870140167,2.0,2.0,2.0,6.0,85.0,85.0,1.0,
1680870157905,,2.0,1.0,,97.0,97.0,,
1680870174854,,,,,,,,100.0
1680870174863,1.0,2.0,5.0,5.0,83.0,83.0,1.0,
1680870191853,3.0,2.0,1.0,1.0,90.0,90.0,2.0,
1680870208836,1.0,2.0,1.0,1.0,94.0,94.0,1.0,
1680870227214,,,,,,,,100.0
1680870227242,,2.0,,1.0,97.0,97.0,,
1680870244377,,,,,,,,100.0
1680870244413,,3.0,1.0,6.0,89.0,89.0,1.0,
1680870266196,,,,,,,,100.0
1680870266236,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870283435,,,,,,,,100.0
1680870283484,51.0,2.0,6.0,7.0,30.0,30.0,,
1680870300634,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870317801,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870334975,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870352243,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870369396,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870386599,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870405215,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870422374,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870441064,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870458024,,,,,,,,100.0
1680870458062,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870475124,99.0,1.0,,,,,,
1680870492081,93.0,3.0,1.0,,3.0,3.0,,
1680870509071,52.0,3.0,5.0,4.0,31.0,31.0,,
1680870531145,,,,,,,,100.0
1680870531213,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870548394,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870565560,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870582745,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870599947,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870617110,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870634481,1.0,2.0,6.0,7.0,82.0,82.0,,
1680870653180,,1.0,6.0,2.0,87.0,87.0,,
1680870672285,,2.0,7.0,7.0,81.0,81.0,,
1680870691182,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870713218,2.0,2.0,4.0,6.0,83.0,83.0,2.0,
1680870730372,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870749142,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870767164,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870785209,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870803143,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870820298,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870837465,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870856154,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
1680870873317,10.0,40.0,10.0,10.0,10.0,10.0,10.0,
