timestamp,STILL,TILTING,ON_FOOT,WALKING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,RUNNING
1683041949170,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683041968140,,100.0,,,,,,
1683041968160,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683041985313,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042003138,,100.0,,,,,,
1683042003165,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042020304,,100.0,,,,,,
1683042020325,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042037456,,100.0,,,,,,
1683042037475,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042054614,,100.0,,,,,,
1683042054634,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042071796,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042081121,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042098267,,100.0,,,,,,
1683042098286,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042115428,,100.0,,,,,,
1683042115447,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042132588,,100.0,,,,,,
1683042132607,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042149750,,100.0,,,,,,
1683042149772,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042166937,,100.0,,,,,,
1683042166957,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042183970,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042200928,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042218085,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042235248,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042252311,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042269496,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042286655,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042304571,,100.0,,,,,,
1683042304591,7.0,,6.0,6.0,1.0,73.0,1.0,
1683042321509,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042343826,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042362049,96.0,,1.0,1.0,1.0,1.0,,
1683042380026,96.0,,1.0,1.0,1.0,1.0,,
1683042398042,96.0,,2.0,2.0,2.0,,,
1683042415185,,100.0,,,,,,
1683042415203,40.0,,26.0,26.0,3.0,14.0,4.0,
1683042432333,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042449469,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042466619,,100.0,,,,,,
1683042466639,35.0,,33.0,33.0,1.0,13.0,9.0,1.0
1683042483779,,100.0,,,,,,
1683042483801,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042500951,,100.0,,,,,,
1683042500973,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042518120,,100.0,,,,,,
1683042518142,35.0,,23.0,23.0,1.0,18.0,7.0,
1683042537848,,100.0,,,,,,
1683042537869,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042556131,61.0,,12.0,12.0,1.0,9.0,11.0,1.0
1683042574091,50.0,,6.0,6.0,1.0,10.0,24.0,1.0
1683042591244,,100.0,,,,,,
1683042591278,53.0,,27.0,27.0,2.0,9.0,3.0,
1683042610117,98.0,,,,1.0,1.0,,
1683042627248,35.0,,18.0,18.0,3.0,26.0,4.0,
1683042644408,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042661583,,100.0,,,,,,
1683042661602,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042678758,73.0,,17.0,17.0,2.0,3.0,2.0,
1683042697117,,100.0,,,,,,
1683042697137,59.0,,15.0,15.0,2.0,12.0,5.0,
1683042711033,98.0,,,,1.0,1.0,,
1683042729156,,100.0,,,,,,
1683042729172,70.0,,6.0,6.0,3.0,13.0,1.0,
1683042748132,80.0,,4.0,4.0,2.0,8.0,2.0,
1683042765238,99.0,,,,1.0,,,
1683042784017,96.0,,1.0,1.0,2.0,1.0,,
1683042801054,96.0,,1.0,1.0,2.0,1.0,,
1683042818108,,100.0,,,,,,
1683042818136,32.0,,27.0,27.0,3.0,18.0,12.0,
1683042837152,,100.0,,,,,,
1683042837173,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042854316,,100.0,,,,,,
1683042854334,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042872154,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042889129,,100.0,,,,,,
1683042889157,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042907144,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042924298,,100.0,,,,,,
1683042924318,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042941443,,100.0,,,,,,
1683042941464,55.0,,16.0,16.0,2.0,16.0,4.0,
1683042958615,,100.0,,,,,,
1683042958642,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683042977138,60.0,,26.0,26.0,2.0,7.0,2.0,
1683042990098,,100.0,,,,,,
1683042990119,92.0,,3.0,3.0,2.0,2.0,1.0,
1683043007264,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043025136,70.0,,12.0,12.0,2.0,7.0,3.0,
1683043042288,44.0,,32.0,32.0,3.0,9.0,6.0,
1683043059829,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043078042,96.0,,1.0,1.0,,2.0,,
1683043096133,60.0,,5.0,5.0,2.0,17.0,,
1683043114111,,100.0,,,,,,
1683043114134,99.0,,,,1.0,,,
1683043131291,,100.0,,,,,,
1683043131312,63.0,,14.0,14.0,2.0,4.0,14.0,
1683043148468,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043169928,,100.0,,,,,,
1683043169943,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043187094,,100.0,,,,,,
1683043187133,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043204283,,100.0,,,,,,
1683043204306,55.0,,16.0,16.0,3.0,8.0,11.0,
1683043221461,,100.0,,,,,,
1683043221483,53.0,,18.0,18.0,2.0,18.0,4.0,
1683043238644,,100.0,,,,,,
1683043238665,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043255810,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043274167,,100.0,,,,,,
1683043274198,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043292124,27.0,,18.0,18.0,2.0,26.0,4.0,
1683043309257,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043328124,,100.0,,,,,,
1683043328140,76.0,,5.0,5.0,2.0,10.0,2.0,
1683043350119,,100.0,,,,,,
1683043350141,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043367289,,100.0,,,,,,
1683043367309,49.0,,20.0,20.0,2.0,14.0,9.0,
1683043386138,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043404250,,100.0,,,,,,
1683043404310,50.0,,10.0,10.0,1.0,21.0,2.0,
1683043421370,,100.0,,,,,,
1683043421386,99.0,,,,1.0,,,
1683043438515,97.0,,,,2.0,,1.0,
1683043456027,98.0,,,,1.0,1.0,,
1683043473163,,100.0,,,,,,
1683043473185,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043490312,,100.0,,,,,,
1683043490321,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043508109,,100.0,,,,,,
1683043508129,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043530159,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043547321,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043564470,,100.0,,,,,,
1683043564488,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043583120,,100.0,,,,,,
1683043583133,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043601136,,100.0,,,,,,
1683043601152,64.0,,17.0,17.0,3.0,8.0,4.0,
1683043618310,,100.0,,,,,,
1683043618323,69.0,,14.0,14.0,2.0,8.0,5.0,
1683043637122,,100.0,,,,,,
1683043637139,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043656110,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043674106,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043692098,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043710146,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043727285,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043744436,,100.0,,,,,,
1683043744471,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043763117,,100.0,,,,,,
1683043763130,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043781130,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043798431,,100.0,,,,,,
1683043798450,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043816123,,100.0,,,,,,
1683043816150,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043835117,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043853117,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043870254,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043890678,,100.0,,,,,,
1683043890797,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043907944,,100.0,,,,,,
1683043907962,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043926196,,100.0,,,,,,
1683043926213,84.0,,7.0,7.0,2.0,3.0,4.0,
1683043943364,,100.0,,,,,,
1683043943382,41.0,,28.0,28.0,1.0,17.0,5.0,
1683043960517,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683043979066,,100.0,,,,,,
1683043979083,97.0,,1.0,1.0,2.0,,,
1683043997106,,100.0,,,,,,
1683043997123,48.0,,16.0,16.0,3.0,10.0,17.0,
1683044015121,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044032268,,100.0,,,,,,
1683044032290,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044049239,,100.0,,,,,,
1683044049247,53.0,,33.0,33.0,,3.0,8.0,1.0
1683044066385,,100.0,,,,,,
1683044066404,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044083540,,100.0,,,,,,
1683044083559,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044100709,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044117947,,100.0,,,,,,
1683044117966,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044136095,,100.0,,,,,,
1683044136117,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044154093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044171426,,100.0,,,,,,
1683044171441,40.0,,16.0,16.0,2.0,6.0,31.0,
1683044190121,,100.0,,,,,,
1683044190141,75.0,,11.0,11.0,2.0,5.0,3.0,
1683044207275,,100.0,,,,,,
1683044207289,58.0,,6.0,6.0,3.0,18.0,6.0,
1683044224432,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044242404,,100.0,,,,,,
1683044242419,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044259563,,100.0,,,,,,
1683044259584,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044276742,30.0,,25.0,25.0,2.0,13.0,19.0,2.0
1683044295021,,100.0,,,,,,
1683044295036,98.0,,1.0,1.0,1.0,,,
1683044313013,98.0,,,,2.0,,,
1683044331004,97.0,,,,2.0,1.0,,
1683044348073,99.0,,,,1.0,,,
1683044366101,,100.0,,,,,,
1683044366125,77.0,,10.0,10.0,1.0,5.0,3.0,
1683044384121,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044401123,,100.0,,,,,,
1683044401152,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044418304,72.0,,4.0,4.0,1.0,19.0,1.0,
1683044442720,,100.0,,,,,,
1683044442746,70.0,,2.0,2.0,2.0,19.0,4.0,
1683044459480,,100.0,,,,,,
1683044459504,58.0,,21.0,21.0,3.0,9.0,5.0,
1683044476523,,100.0,,,,,,
1683044476555,66.0,,16.0,16.0,1.0,7.0,5.0,
1683044501043,47.0,,13.0,13.0,1.0,25.0,3.0,
1683044519090,,100.0,,,,,,
1683044519114,96.0,,1.0,1.0,1.0,2.0,,
1683044536214,,100.0,,,,,,
1683044536232,98.0,,,,2.0,,,
1683044553333,99.0,,,,1.0,,,
1683044570444,97.0,,,,1.0,1.0,,
1683044588133,,100.0,,,,,,
1683044588160,86.0,,4.0,4.0,,5.0,3.0,
1683044605443,,100.0,,,,,,
1683044605463,44.0,,41.0,41.0,2.0,7.0,3.0,
1683044624109,,100.0,,,,,,
1683044624125,45.0,,26.0,26.0,2.0,8.0,13.0,
1683044641272,,100.0,,,,,,
1683044641293,49.0,,20.0,20.0,2.0,6.0,18.0,
1683044658449,,100.0,,,,,,
1683044658471,40.0,,22.0,22.0,2.0,4.0,30.0,1.0
1683044675069,97.0,,2.0,2.0,1.0,,,
1683044693097,48.0,,11.0,11.0,2.0,4.0,33.0,
1683044710242,,100.0,,,,,,
1683044710262,77.0,,11.0,11.0,3.0,1.0,7.0,
1683044729097,,100.0,,,,,,
1683044729119,34.0,,31.0,31.0,3.0,12.0,9.0,1.0
1683044747090,,100.0,,,,,,
1683044747111,47.0,,22.0,22.0,2.0,12.0,7.0,1.0
1683044765111,,100.0,,,,,,
1683044765136,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044782305,,100.0,,,,,,
1683044782325,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044799465,,100.0,,,,,,
1683044799485,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044816641,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044833809,,100.0,,,,,,
1683044833835,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044856093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044873252,,100.0,,,,,,
1683044873273,45.0,,19.0,19.0,2.0,17.0,5.0,
1683044891098,62.0,,12.0,12.0,2.0,6.0,14.0,
1683044909100,63.0,,13.0,13.0,2.0,6.0,15.0,
1683044927090,,100.0,,,,,,
1683044927109,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044945082,,100.0,,,,,,
1683044945101,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044963078,,100.0,,,,,,
1683044963097,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683044981092,,100.0,,,,,,
1683044981110,34.0,,19.0,19.0,2.0,22.0,16.0,
1683044998055,,100.0,,,,,,
1683044998070,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045016867,,100.0,,,,,,
1683045016894,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045034998,96.0,,1.0,1.0,,2.0,,
1683045052043,,100.0,,,,,,
1683045052070,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045069664,,100.0,,,,,,
1683045069687,62.0,,19.0,19.0,1.0,10.0,5.0,
1683045088153,,100.0,,,,,,
1683045088194,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045106116,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045124110,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045142567,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045160341,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045177314,,100.0,,,,,,
1683045177337,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045190113,,100.0,,,,,,
1683045190139,51.0,,30.0,30.0,3.0,5.0,7.0,1.0
1683045208084,,100.0,,,,,,
1683045208103,93.0,,2.0,2.0,1.0,2.0,1.0,
1683045226080,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045244111,,100.0,,,,,,
1683045244131,8.0,,11.0,11.0,1.0,72.0,2.0,
1683045262094,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045279272,,100.0,,,,,,
1683045279293,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045296444,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045315079,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045332212,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045351056,,100.0,,,,,,
1683045351075,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045371121,49.0,,12.0,12.0,3.0,26.0,1.0,
1683045389099,30.0,,17.0,17.0,2.0,28.0,5.0,
1683045407091,,100.0,,,,,,
1683045407110,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045425103,,100.0,,,,,,
1683045425122,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045442273,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045460098,,100.0,,,,,,
1683045460113,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045478098,,100.0,,,,,,
1683045478118,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045496107,,100.0,,,,,,
1683045496126,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045513274,,100.0,,,,,,
1683045513295,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045531099,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045552093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045570092,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045587984,96.0,,1.0,1.0,1.0,1.0,,
1683045605175,,100.0,,,,,,
1683045605212,87.0,,5.0,5.0,2.0,3.0,1.0,
1683045622364,,100.0,,,,,,
1683045622390,56.0,,20.0,20.0,4.0,7.0,9.0,
1683045640082,41.0,,10.0,10.0,2.0,36.0,,
1683045659089,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045676169,,100.0,,,,,,
1683045676185,96.0,,1.0,1.0,2.0,1.0,,
1683045693217,,100.0,,,,,,
1683045693233,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045710237,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045722545,57.0,,23.0,23.0,2.0,9.0,6.0,
1683045745839,,100.0,,,,,,
1683045745866,49.0,,22.0,22.0,2.0,15.0,6.0,
1683045762834,,100.0,,,,,,
1683045762858,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683045779848,37.0,,26.0,26.0,2.0,19.0,5.0,
1683071406001,100.0,,,,,,,
1683025496083,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025513079,47.0,,4.0,4.0,2.0,42.0,2.0,
1683025530067,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025547025,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025565594,8.0,,2.0,2.0,1.0,82.0,1.0,
1683025581272,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025597792,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025614803,2.0,,,,2.0,92.0,,
1683025633130,1.0,,,,2.0,93.0,,
1683025651089,,100.0,,,,,,
1683025651108,,,,,2.0,96.0,,
1683025669138,5.0,,,,1.0,93.0,,
1683025686136,,100.0,,,,,,
1683025686152,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025703139,3.0,,1.0,1.0,2.0,83.0,,
1683025720115,,,,,1.0,97.0,,
1683025737101,2.0,,,,1.0,94.0,,
1683025754072,,,,,1.0,96.0,,
1683025771061,2.0,,,,1.0,94.0,,
1683025778045,,100.0,,,,,,
1683025778173,3.0,,,,3.0,93.0,,
1683025783822,,100.0,,,,,,
1683025783890,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025788976,,100.0,,,,,,
1683025789000,52.0,,25.0,25.0,3.0,13.0,4.0,
1683025794276,,100.0,,,,,,
1683025794298,50.0,,19.0,19.0,2.0,20.0,5.0,1.0
1683025799585,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025804680,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683025821670,1.0,,94.0,94.0,2.0,1.0,,1.0
1683025833367,2.0,,91.0,91.0,2.0,1.0,1.0,3.0
1683025850396,2.0,,95.0,95.0,1.0,,,2.0
1683025872626,,,96.0,96.0,2.0,,1.0,1.0
1683025896788,,100.0,,,,,,
1683025896846,,,96.0,96.0,3.0,,,1.0
1683025914083,,,97.0,97.0,2.0,,1.0,
1683025931211,,100.0,,,,,,
1683025931237,1.0,,96.0,96.0,3.0,,,
1683025948410,,100.0,,,,,,
1683025948439,2.0,,93.0,93.0,1.0,1.0,2.0,1.0
1683025966293,,,94.0,94.0,2.0,,,4.0
1683025983265,1.0,,96.0,96.0,2.0,,,1.0
1683026000900,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026017952,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026035007,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026052064,44.0,,32.0,32.0,2.0,13.0,3.0,
1683026069123,43.0,,40.0,40.0,1.0,7.0,5.0,
1683026082885,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026099863,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026120712,71.0,,12.0,12.0,2.0,9.0,1.0,
1683026137691,98.0,,,,2.0,,,
1683026154705,63.0,,13.0,13.0,2.0,11.0,4.0,
1683026172518,,100.0,,,,,,
1683026172538,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026189528,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026206566,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026224763,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026242123,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026260106,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026260106,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026277110,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026277110,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026295145,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026295145,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026312117,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026312117,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026329103,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026329103,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026351105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026351105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026368105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026368105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026386125,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026386125,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026404093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026404093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026423090,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026423090,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026440802,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026440802,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026457848,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026457848,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026476142,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026476142,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026494105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026494105,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026511093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026511093,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026523133,1.0,,90.0,90.0,3.0,,1.0,5.0
1683026523133,1.0,,90.0,90.0,3.0,,1.0,5.0
1683026540167,,100.0,,,,,,
1683026540167,,100.0,,,,,,
1683026540184,1.0,,93.0,93.0,3.0,,2.0,1.0
1683026540184,1.0,,93.0,93.0,3.0,,2.0,1.0
1683026557244,4.0,,81.0,81.0,2.0,3.0,9.0,1.0
1683026557244,4.0,,81.0,81.0,2.0,3.0,9.0,1.0
1683026574329,,100.0,,,,,,
1683026574329,,100.0,,,,,,
1683026574360,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026574360,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026592186,,100.0,,,,,,
1683026592186,,100.0,,,,,,
1683026592205,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026592205,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026610115,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026610115,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026628044,,100.0,,,,,,
1683026628044,,100.0,,,,,,
1683026628056,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026628056,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026646105,,100.0,,,,,,
1683026646105,,100.0,,,,,,
1683026646121,34.0,,11.0,11.0,3.0,27.0,5.0,
1683026646121,34.0,,11.0,11.0,3.0,27.0,5.0,
1683026664088,99.0,,,,1.0,,,
1683026664088,99.0,,,,1.0,,,
1683026682037,,100.0,,,,,,
1683026682037,,100.0,,,,,,
1683026682057,67.0,,24.0,24.0,3.0,3.0,1.0,
1683026682057,67.0,,24.0,24.0,3.0,3.0,1.0,
1683026699049,,100.0,,,,,,
1683026699049,,100.0,,,,,,
1683026699080,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026699080,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026713161,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026713161,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1683026730173,,100.0,,,,,,
1683026730173,,100.0,,,,,,
1683026730194,46.0,,34.0,34.0,3.0,7.0,4.0,
1683026730194,46.0,,34.0,34.0,3.0,7.0,4.0,
1683026747307,,100.0,,,,,,
1683026747307,,100.0,,,,,,
1683026747358,38.0,,10.0,10.0,2.0,26.0,1.0,
1683026747358,38.0,,10.0,10.0,2.0,26.0,1.0,
1683026764656,,100.0,,,,,,
1683026764656,,100.0,,,,,,
1683026764680,63.0,,7.0,7.0,3.0,21.0,3.0,
1683026764680,63.0,,7.0,7.0,3.0,21.0,3.0,
1683026781756,99.0,,,,1.0,,,
1683026781756,99.0,,,,1.0,,,
1683026800201,99.0,,,,1.0,,,
1683026800201,99.0,,,,1.0,,,
1683026817375,,100.0,,,,,,
1683026817375,,100.0,,,,,,
1683026817399,68.0,,7.0,7.0,1.0,11.0,2.0,
1683026817399,68.0,,7.0,7.0,1.0,11.0,2.0,
1683026836289,69.0,,18.0,18.0,2.0,4.0,5.0,
1683026836289,69.0,,18.0,18.0,2.0,4.0,5.0,
1683026853417,89.0,,3.0,3.0,1.0,3.0,2.0,
1683026853417,89.0,,3.0,3.0,1.0,3.0,2.0,
1683026870567,,100.0,,,,,,
1683026870567,,100.0,,,,,,
1683026870596,55.0,,12.0,12.0,1.0,16.0,5.0,
1683026870596,55.0,,12.0,12.0,1.0,16.0,5.0,
1683026893378,,100.0,,,,,,
1683026893378,,100.0,,,,,,
1683026893428,97.0,,1.0,1.0,2.0,,,
1683026893428,97.0,,1.0,1.0,2.0,,,
1683026910387,97.0,,2.0,2.0,1.0,,,
1683026910387,97.0,,2.0,2.0,1.0,,,
1683026927450,,100.0,,,,,,
1683026927450,,100.0,,,,,,
1683026927523,98.0,,1.0,1.0,1.0,,,
1683026927523,98.0,,1.0,1.0,1.0,,,
1683026946237,,100.0,,,,,,
1683026946237,,100.0,,,,,,
1683026946259,99.0,,,,1.0,,,
1683026946259,99.0,,,,1.0,,,
1683026965221,99.0,,,,1.0,,,
1683026965221,99.0,,,,1.0,,,
