timestamp,STILL,TILTING,ON_FOOT,WALKING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,RUNNING
1680892755481,100.0,,,,,,,
1680904028793,100.0,,,,,,,
1680908393645,100.0,,,,,,,
1680910341452,100.0,,,,,,,
1680876833878,,100.0,,,,,,
1680876834140,,,97.0,97.0,3.0,,,
1680876870972,,100.0,,,,,,
1680876870979,100.0,,,,,,,
1680876887300,99.0,,,,1.0,,,
1680876905079,99.0,,,,1.0,,,
1680876928253,,100.0,,,,,,
1680876928277,45.0,,22.0,22.0,2.0,17.0,2.0,
1680876944790,,100.0,,,,,,
1680876944815,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680876963058,,100.0,,,,,,
1680876963081,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680876980102,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680876995326,,100.0,,,,,,
1680876995351,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877012306,,100.0,,,,,,
1680877012348,10.0,,83.0,83.0,2.0,1.0,2.0,2.0
1680877029322,,100.0,,,,,,
1680877029346,2.0,,93.0,93.0,2.0,1.0,1.0,1.0
1680877046319,,100.0,,,,,,
1680877046346,1.0,,92.0,92.0,2.0,,3.0,2.0
1680877063324,99.0,,,,1.0,,,
1680877080324,84.0,,3.0,3.0,1.0,6.0,,
1680877097267,,100.0,,,,,,
1680877097277,7.0,,86.0,86.0,3.0,1.0,3.0,
1680877116062,,,86.0,86.0,2.0,,,12.0
1680877133041,,100.0,,,,,,
1680877133065,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877150031,,100.0,,,,,,
1680877150046,5.0,,82.0,82.0,2.0,1.0,4.0,6.0
1680877168123,,100.0,,,,,,
1680877168141,1.0,,92.0,92.0,2.0,,2.0,3.0
1680877186045,1.0,,97.0,97.0,2.0,,,
1680877203578,1.0,,96.0,96.0,2.0,,1.0,
1680877225291,,100.0,,,,,,
1680877225310,1.0,,96.0,96.0,1.0,,,2.0
1680877242310,1.0,,95.0,95.0,2.0,,,2.0
1680877259892,4.0,,83.0,83.0,2.0,1.0,2.0,8.0
1680877276904,3.0,,85.0,85.0,2.0,3.0,4.0,2.0
1680877293902,,100.0,,,,,,
1680877293928,1.0,,88.0,88.0,1.0,1.0,6.0,3.0
1680863054166,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680863077064,,100.0,,,,,,
1680863077077,50.0,,2.0,2.0,2.0,41.0,,
1680863094979,,100.0,,,,,,
1680863094991,99.0,,,,1.0,,,
1680863111774,,100.0,,,,,,
1680863111813,97.0,,1.0,1.0,2.0,,,
1680863128749,99.0,,,,1.0,,,
1680863145728,96.0,,1.0,1.0,2.0,1.0,,
1680863162721,,100.0,,,,,,
1680863162749,93.0,,3.0,3.0,1.0,2.0,1.0,
1680863179739,99.0,,,,1.0,,,
1680863196728,47.0,,22.0,22.0,2.0,3.0,24.0,
1680863213716,51.0,,29.0,29.0,2.0,4.0,11.0,
1680863230709,97.0,,1.0,1.0,2.0,,,
1680863247723,84.0,,8.0,8.0,1.0,1.0,6.0,
1680863264707,99.0,,,,1.0,,,
1680863281680,99.0,,,,1.0,,,
1680863298644,97.0,,1.0,1.0,2.0,,,
1680863315643,99.0,,,,1.0,,,
1680863332603,98.0,,1.0,1.0,1.0,,,
1680863349582,78.0,,13.0,13.0,2.0,2.0,4.0,
1680863366565,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680863383525,30.0,,22.0,22.0,1.0,25.0,12.0,1.0
1680863400519,76.0,,9.0,9.0,1.0,3.0,9.0,
1680863417510,98.0,,,,2.0,,,
1680863434482,98.0,,,,1.0,1.0,,
1680863454794,97.0,,,,1.0,1.0,,
1680863471768,61.0,,13.0,13.0,2.0,7.0,12.0,
1680863488733,99.0,,,,1.0,,,
1680863505702,99.0,,,,1.0,,,
1680863522667,99.0,,,,1.0,,,
1680863539618,98.0,,,,1.0,1.0,,
1680863556618,97.0,,1.0,1.0,,1.0,,
1680863573587,98.0,,,,2.0,,,
1680863590556,90.0,,1.0,1.0,3.0,3.0,,
1680863607553,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680863629795,,100.0,,,,,,
1680863629809,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680863646778,86.0,,5.0,5.0,2.0,5.0,,
1680863663727,94.0,,1.0,1.0,2.0,3.0,,
1680863680690,96.0,,1.0,1.0,2.0,1.0,,
1680863697658,51.0,,21.0,21.0,2.0,15.0,4.0,
1680863714631,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680863731639,43.0,,32.0,32.0,3.0,13.0,2.0,
1680863748699,97.0,,1.0,1.0,2.0,,,
1680863766788,97.0,,1.0,1.0,1.0,1.0,,
1680863783788,79.0,,14.0,14.0,2.0,2.0,1.0,
1680863800820,99.0,,1.0,1.0,,,,
1680863817825,97.0,,1.0,1.0,1.0,1.0,,
1680863834855,65.0,,16.0,16.0,2.0,9.0,3.0,2.0
1680863851872,39.0,,35.0,35.0,2.0,13.0,3.0,
1680863868856,67.0,,17.0,17.0,2.0,8.0,1.0,
1680863885850,96.0,,1.0,1.0,2.0,1.0,,
1680863902799,96.0,,1.0,1.0,2.0,1.0,,
1680863919760,86.0,,7.0,7.0,3.0,3.0,,
1680863941514,37.0,,30.0,30.0,2.0,17.0,3.0,
1680863958487,43.0,,30.0,30.0,1.0,13.0,3.0,
1680863975499,58.0,,7.0,7.0,3.0,21.0,1.0,
1680863992534,84.0,,5.0,5.0,2.0,5.0,,
1680864009569,52.0,,20.0,20.0,2.0,21.0,1.0,
1680864026566,99.0,,,,1.0,,,
1680864043594,60.0,,5.0,5.0,2.0,17.0,,
1680864060620,51.0,,6.0,6.0,2.0,25.0,,
1680864077579,96.0,,1.0,1.0,1.0,1.0,,
1680864094562,96.0,,1.0,1.0,1.0,1.0,,
1680864111556,77.0,,7.0,7.0,1.0,11.0,1.0,
1680864124443,41.0,,27.0,27.0,3.0,20.0,2.0,
1680864141436,99.0,,,,1.0,,,
1680864158460,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680864175487,44.0,,19.0,19.0,3.0,17.0,5.0,
1680864192512,64.0,,8.0,8.0,1.0,10.0,13.0,
1680864209508,99.0,,,,1.0,,,
1680864226471,67.0,,4.0,4.0,2.0,17.0,1.0,
1680864243444,41.0,,14.0,14.0,1.0,20.0,4.0,1.0
1680864260455,,100.0,,,,,,
1680864260496,64.0,,14.0,14.0,1.0,12.0,2.0,
1680864277482,99.0,,,,1.0,,,
1680864294489,97.0,,,,2.0,1.0,,
1680864307323,97.0,,1.0,1.0,1.0,1.0,,
1680864324300,99.0,,,,1.0,,,
1680864341291,45.0,,4.0,4.0,1.0,42.0,,
1680864358327,61.0,,7.0,7.0,2.0,26.0,,
1680864375312,97.0,,,,1.0,2.0,,
1680864392277,96.0,,,,2.0,2.0,,
1680864409296,72.0,,3.0,3.0,2.0,16.0,1.0,
1680864426284,,100.0,,,,,,
1680864426303,72.0,,3.0,3.0,3.0,19.0,,
1680864444168,99.0,,,,1.0,,,
1680864462169,99.0,,,,1.0,,,
1680864480179,99.0,,,,1.0,,,
1680864497142,99.0,,,,1.0,,,
1680864517182,99.0,,,,1.0,,,
1680864535189,99.0,,,,1.0,,,
1680864552162,99.0,,,,1.0,,,
1680864570170,99.0,,,,1.0,,,
1680864588180,99.0,,,,1.0,,,
1680864605189,99.0,,,,1.0,,,
1680864623179,99.0,,,,1.0,,,
1680864641172,99.0,,,,1.0,,,
1680864659180,99.0,,,,1.0,,,
1680864677168,99.0,,,,1.0,,,
1680867094764,,100.0,,,,,,
1680867094785,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680867113205,1.0,,96.0,96.0,1.0,,,2.0
1680867130154,1.0,,90.0,90.0,2.0,1.0,2.0,4.0
1680867147151,,100.0,,,,,,
1680867147183,41.0,,25.0,25.0,3.0,16.0,7.0,1.0
1680867164170,,100.0,,,,,,
1680867164196,58.0,,19.0,19.0,1.0,9.0,6.0,
1680867181162,,100.0,,,,,,
1680867181177,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680867198156,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680867215155,39.0,,25.0,25.0,3.0,16.0,4.0,
1680867232114,88.0,,6.0,6.0,2.0,2.0,1.0,
1680867249072,96.0,,1.0,1.0,3.0,,,
1680867266028,71.0,,9.0,9.0,1.0,10.0,1.0,
1680867282998,60.0,,15.0,15.0,2.0,13.0,2.0,
1680867300009,58.0,,20.0,20.0,2.0,10.0,5.0,
1680867317016,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680867333977,43.0,,32.0,32.0,2.0,16.0,2.0,
1680867350985,62.0,,14.0,14.0,1.0,14.0,2.0,
1680867372024,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680867390692,71.0,,16.0,16.0,1.0,6.0,3.0,
1680867407674,97.0,,1.0,1.0,1.0,1.0,,
1680867424637,96.0,,1.0,1.0,1.0,1.0,,
1680867441578,99.0,,,,1.0,,,
1680867458572,68.0,,3.0,3.0,2.0,17.0,,
1680867475542,85.0,,6.0,6.0,2.0,5.0,,
1680867492515,30.0,,28.0,28.0,2.0,27.0,2.0,
1680867509489,,100.0,,,,,,
1680867509518,50.0,,25.0,25.0,3.0,11.0,4.0,
1680867526502,,100.0,,,,,,
1680867526527,80.0,,11.0,11.0,2.0,3.0,3.0,
1680867543654,99.0,,,,1.0,,,
1680867565509,99.0,,,,1.0,,,
1680867583147,99.0,,,,1.0,,,
1680867601132,99.0,,,,1.0,,,
1680867618114,99.0,,,,1.0,,,
1680867636144,99.0,,,,1.0,,,
1680867654137,99.0,,,,1.0,,,
1680867672113,99.0,,,,1.0,,,
1680867689091,99.0,,,,1.0,,,
1680867706043,99.0,,,,1.0,,,
1680867730399,99.0,,,,1.0,,,
1680867749145,99.0,,,,1.0,,,
1680867767122,99.0,,,,1.0,,,
1680867785133,99.0,,,,1.0,,,
1680867803143,99.0,,,,1.0,,,
1680867821125,99.0,,,,1.0,,,
1680867839127,99.0,,,,1.0,,,
1680867857142,99.0,,,,1.0,,,
1680867875150,99.0,,,,1.0,,,
1680867933512,,,96.0,96.0,2.0,,1.0,1.0
1680867963556,100.0,,,,,,,
1680867981146,97.0,,1.0,1.0,1.0,1.0,,
1680867999110,97.0,,1.0,1.0,1.0,1.0,,
1680868017125,96.0,,1.0,1.0,2.0,1.0,,
1680868035141,96.0,,1.0,1.0,1.0,1.0,,
1680868053142,99.0,,,,1.0,,,
1680868071126,99.0,,,,1.0,,,
1680868090138,99.0,,,,1.0,,,
1680868106134,99.0,,,,1.0,,,
1680868125152,99.0,,,,1.0,,,
1680868143133,99.0,,,,1.0,,,
1680868161138,96.0,,1.0,1.0,1.0,1.0,,
1680868179149,99.0,,,,1.0,,,
1680868198112,99.0,,,,1.0,,,
1680868216125,99.0,,,,1.0,,,
1680868235127,99.0,,,,1.0,,,
1680868253147,99.0,,,,1.0,,,
1680868271117,99.0,,,,1.0,,,
1680868290176,99.0,,,,1.0,,,
1680868307174,99.0,,,,1.0,,,
1680868324171,99.0,,,,1.0,,,
1680868342602,99.0,,,,1.0,,,
1680868361129,99.0,,,,1.0,,,
1680868379142,99.0,,,,1.0,,,
1680868397151,98.0,,,,2.0,,,
1680868415136,98.0,,1.0,1.0,1.0,,,
1680868433156,99.0,,,,1.0,,,
1680868451326,99.0,,,,1.0,,,
1680837317337,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837334322,,100.0,,,,,,
1680837334336,44.0,,43.0,43.0,2.0,2.0,8.0,1.0
1680837351391,,100.0,,,,,,
1680837351414,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837368387,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837386435,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837404399,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837422463,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680837440469,,,96.0,96.0,2.0,,2.0,
1680837457369,,,96.0,96.0,2.0,1.0,1.0,
1680837475447,,,92.0,92.0,2.0,1.0,5.0,
1680837492522,,100.0,,,,,,
1680837492552,,,92.0,92.0,2.0,2.0,4.0,
1680837508695,1.0,,96.0,96.0,1.0,,1.0,1.0
1680837526137,,,96.0,96.0,2.0,1.0,1.0,
1680837543102,,,97.0,97.0,3.0,,,
1680837560047,,,96.0,96.0,2.0,1.0,1.0,
1680837576986,1.0,,96.0,96.0,2.0,,1.0,
1680837601397,1.0,,96.0,96.0,2.0,,1.0,
1680837618389,,100.0,,,,,,
1680837618418,1.0,,96.0,96.0,2.0,,1.0,
1680837635401,1.0,,96.0,96.0,1.0,,,2.0
1680837652398,,,90.0,90.0,3.0,,2.0,5.0
1680837671798,,,96.0,96.0,2.0,1.0,,
1680837688802,,,97.0,97.0,1.0,,1.0,1.0
1680837707646,,,96.0,96.0,1.0,1.0,1.0,
1680837724689,1.0,,96.0,96.0,1.0,,1.0,1.0
1680837741745,,,96.0,96.0,2.0,1.0,1.0,
1680837758736,,100.0,,,,,,
1680837758756,,,96.0,96.0,3.0,,1.0,
1680837783226,,100.0,,,,,,
1680837783250,,,95.0,95.0,2.0,,1.0,2.0
1680837800267,,,96.0,96.0,2.0,,,2.0
1680837817323,,,97.0,97.0,1.0,,,2.0
1680837834334,,,96.0,96.0,1.0,,,3.0
1680837851324,,,94.0,94.0,3.0,,,3.0
1680837868315,1.0,,96.0,96.0,2.0,,1.0,
1680837885347,,,96.0,96.0,2.0,,1.0,1.0
1680837902341,1.0,,96.0,96.0,2.0,,,1.0
1680837919318,,,96.0,96.0,1.0,,,3.0
1680837936311,,,97.0,97.0,3.0,,,
1680837958186,,,95.0,95.0,2.0,,1.0,2.0
1680837975163,1.0,,92.0,92.0,2.0,1.0,1.0,2.0
1680837992185,,100.0,,,,,,
1680837992196,2.0,,91.0,91.0,2.0,1.0,2.0,2.0
1680838009167,,100.0,,,,,,
1680838009203,1.0,,93.0,93.0,3.0,,1.0,2.0
1680838026198,,100.0,,,,,,
1680838026218,1.0,,96.0,96.0,1.0,,1.0,1.0
1680838043442,,100.0,,,,,,
1680838043458,1.0,,93.0,93.0,2.0,,1.0,3.0
1680838060434,,100.0,,,,,,
1680838060452,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838078516,,100.0,,,,,,
1680838078545,3.0,,89.0,89.0,2.0,1.0,2.0,3.0
1680838096432,,100.0,,,,,,
1680838096460,1.0,,88.0,88.0,3.0,1.0,4.0,3.0
1680838114437,,100.0,,,,,,
1680838114453,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838131465,2.0,,85.0,85.0,2.0,1.0,8.0,1.0
1680838131465,,100.0,,,,,,
1680838149448,,100.0,,,,,,
1680838150224,,,96.0,96.0,1.0,,,3.0
1680838167425,,,98.0,98.0,2.0,,,
1680838184436,,,97.0,97.0,1.0,,,2.0
1680838201426,1.0,,96.0,96.0,2.0,,1.0,
1680838218460,,100.0,,,,,,
1680838218489,1.0,,96.0,96.0,1.0,,,2.0
1680838235480,8.0,,83.0,83.0,2.0,3.0,1.0,2.0
1680838252430,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838269389,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838286374,,100.0,,,,,,
1680838286399,35.0,,23.0,23.0,2.0,12.0,16.0,
1680838303392,38.0,,24.0,24.0,2.0,15.0,6.0,
1680838320357,,100.0,,,,,,
1680838320390,64.0,,18.0,18.0,2.0,7.0,4.0,1.0
1680838332358,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838349344,1.0,,96.0,96.0,1.0,,,2.0
1680838366301,8.0,,83.0,83.0,3.0,3.0,2.0,1.0
1680838383271,,100.0,,,,,,
1680838383321,,,97.0,97.0,3.0,,,
1680838400279,1.0,,96.0,96.0,2.0,,1.0,
1680838417246,1.0,,96.0,96.0,2.0,,,1.0
1680838434199,,,97.0,97.0,3.0,,,
1680838451131,1.0,,96.0,96.0,2.0,,1.0,
1680838468110,1.0,,97.0,97.0,1.0,,1.0,
1680838485058,1.0,,96.0,96.0,2.0,,1.0,
1680838502043,,,97.0,97.0,3.0,,,
1680838516437,1.0,,96.0,96.0,2.0,,1.0,
1680838533394,1.0,,97.0,97.0,2.0,,,
1680838550345,1.0,,96.0,96.0,2.0,,1.0,
1680838568404,1.0,,96.0,96.0,1.0,,1.0,1.0
1680838586411,,,97.0,97.0,3.0,,,
1680838603416,1.0,,96.0,96.0,1.0,,1.0,1.0
1680838620361,,,97.0,97.0,3.0,,,
1680838639934,,100.0,,,,,,
1680838639996,,,97.0,97.0,2.0,,,1.0
1680838657000,,100.0,,,,,,
1680838657016,3.0,,88.0,88.0,2.0,1.0,3.0,3.0
1680838673980,,100.0,,,,,,
1680838674001,2.0,,94.0,94.0,2.0,,1.0,1.0
1680838699340,9.0,,81.0,81.0,2.0,7.0,1.0,
1680838716306,45.0,,36.0,36.0,2.0,12.0,2.0,
1680838733286,,100.0,,,,,,
1680838733314,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838750345,,100.0,,,,,,
1680838750369,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838768433,99.0,,,,1.0,,,
1680838785387,99.0,,,,1.0,,,
1680838802371,,100.0,,,,,,
1680838802390,88.0,,8.0,8.0,2.0,1.0,,
1680838819379,,100.0,,,,,,
1680838819408,56.0,,30.0,30.0,3.0,2.0,7.0,1.0
1680838836449,,100.0,,,,,,
1680838836470,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838853449,,100.0,,,,,,
1680838853471,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838870472,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680838887465,31.0,,20.0,20.0,1.0,20.0,9.0,1.0
1680838904422,96.0,,1.0,1.0,1.0,1.0,,
1680838921387,61.0,,5.0,5.0,1.0,18.0,1.0,
1680838938365,99.0,,,,1.0,,,
1680838955371,91.0,,3.0,3.0,2.0,2.0,1.0,
1680838977418,51.0,,9.0,9.0,1.0,28.0,2.0,
1680838994413,84.0,,3.0,3.0,1.0,10.0,,
1680839011382,,100.0,,,,,,
1680839011401,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839030428,,100.0,,,,,,
1680839030457,3.0,,87.0,87.0,3.0,2.0,3.0,1.0
1680839048397,99.0,,,,1.0,,,
1680839066373,,100.0,,,,,,
1680839066388,86.0,,8.0,8.0,2.0,2.0,1.0,
1680839083329,,100.0,,,,,,
1680839083347,81.0,,6.0,6.0,1.0,7.0,1.0,
1680839100362,98.0,,,,2.0,,,
1680839118401,65.0,,5.0,5.0,3.0,17.0,,
1680839133914,,100.0,,,,,,
1680839133944,81.0,,2.0,2.0,2.0,12.0,,
1680839150944,79.0,,3.0,3.0,2.0,13.0,1.0,
1680839167906,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839184866,46.0,,3.0,3.0,1.0,30.0,1.0,
1680839201815,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839218803,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839235781,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839252743,45.0,,13.0,13.0,2.0,21.0,5.0,
1680839269726,30.0,,11.0,11.0,2.0,29.0,2.0,
1680839286705,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839303666,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839316956,,100.0,,,,,,
1680839316979,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839333977,,100.0,,,,,,
1680839333999,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839350949,,100.0,,,,,,
1680839350969,98.0,,1.0,1.0,1.0,,,
1680839367966,,100.0,,,,,,
1680839367986,52.0,,23.0,23.0,2.0,13.0,6.0,
1680839384937,,100.0,,,,,,
1680839384959,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839403007,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839419973,98.0,,,,2.0,,,
1680839436956,48.0,,12.0,12.0,2.0,25.0,1.0,
1680839453974,67.0,,10.0,10.0,2.0,11.0,1.0,
1680839470931,89.0,,4.0,4.0,2.0,3.0,,
1680839487909,97.0,,1.0,1.0,2.0,,,
1680839504903,83.0,,6.0,6.0,1.0,6.0,1.0,
1680839521857,34.0,,24.0,24.0,3.0,20.0,3.0,
1680839539358,97.0,,,,1.0,2.0,,
1680839556296,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839573255,89.0,,3.0,3.0,2.0,5.0,,
1680839590226,79.0,,7.0,7.0,2.0,9.0,1.0,
1680839607199,83.0,,4.0,4.0,1.0,9.0,1.0,
1680839624181,73.0,,6.0,6.0,1.0,15.0,,
1680839641148,97.0,,1.0,1.0,,2.0,,
1680839658103,41.0,,19.0,19.0,2.0,24.0,2.0,
1680839675110,38.0,,25.0,25.0,2.0,19.0,4.0,
1680839692133,33.0,,25.0,25.0,2.0,26.0,3.0,
1680839709098,45.0,,22.0,22.0,1.0,18.0,3.0,
1680839722345,43.0,,25.0,25.0,1.0,16.0,4.0,
1680839739343,38.0,,30.0,30.0,1.0,14.0,5.0,
1680839756311,45.0,,18.0,18.0,1.0,18.0,3.0,
1680839777897,66.0,,8.0,8.0,3.0,17.0,1.0,
1680839799714,,100.0,,,,,,
1680839799742,84.0,,5.0,5.0,2.0,7.0,1.0,
1680839818125,30.0,,28.0,28.0,1.0,21.0,3.0,
1680839834179,,100.0,,,,,,
1680839834205,84.0,,4.0,4.0,1.0,7.0,,
1680839851221,,100.0,,,,,,
1680839851249,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680839869414,99.0,,,,1.0,,,
1680839886386,99.0,,,,1.0,,,
1680839903388,99.0,,,,1.0,,,
1680839921402,99.0,,,,1.0,,,
1680839939420,72.0,,2.0,2.0,1.0,14.0,,
1680839957403,99.0,,,,1.0,,,
1680839976411,98.0,,,,2.0,,,
1680839994399,99.0,,,,1.0,,,
1680840011369,99.0,,,,1.0,,,
1680840028489,,100.0,,,,,,
1680840028557,97.0,,,,1.0,1.0,,
1680840053498,98.0,,1.0,1.0,1.0,,,
1680840060339,97.0,,1.0,1.0,1.0,1.0,,
1680840079421,99.0,,,,1.0,,,
1680840096280,99.0,,,,1.0,,,
1680840113247,99.0,,,,1.0,,,
1680840131398,99.0,,,,1.0,,,
1680840149395,96.0,,1.0,1.0,1.0,1.0,,
1680840167398,99.0,,,,1.0,,,
1680840185379,99.0,,,,1.0,,,
1680840202334,99.0,,,,1.0,,,
1680840220416,99.0,,,,1.0,,,
1680840234698,96.0,,1.0,1.0,2.0,1.0,,
1680840240049,93.0,,1.0,1.0,2.0,2.0,,
1680840257017,,100.0,,,,,,
1680840257035,96.0,,,,1.0,2.0,,
1680840274390,99.0,,,,1.0,,,
1680840292734,99.0,,,,1.0,,,
1680840311389,97.0,,2.0,2.0,1.0,,,
1680840329350,97.0,,,,1.0,1.0,,
1680840347387,99.0,,,,1.0,,,
1680840365393,99.0,,,,1.0,,,
1680840440158,100.0,,,,,,,
1680841183055,100.0,,,,,,,
1680877310952,4.0,,86.0,86.0,2.0,,2.0,6.0
1680877329121,,100.0,,,,,,
1680877329139,3.0,,90.0,90.0,2.0,1.0,3.0,1.0
1680877347047,,100.0,,,,,,
1680877347064,4.0,,81.0,81.0,2.0,6.0,5.0,1.0
1680877365066,2.0,,92.0,92.0,2.0,1.0,2.0,1.0
1680877383067,6.0,,87.0,87.0,2.0,2.0,1.0,
1680877408972,,100.0,,,,,,
1680877408992,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877427275,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877444252,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877461257,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877478254,7.0,,3.0,3.0,2.0,82.0,2.0,
1680877495244,3.0,,,,2.0,78.0,1.0,
1680877512239,2.0,,5.0,5.0,2.0,71.0,2.0,
1680877529288,3.0,,87.0,87.0,2.0,1.0,4.0,2.0
1680877546255,3.0,,81.0,81.0,2.0,3.0,7.0,3.0
1680877563257,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877580613,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877597609,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877617798,,100.0,,,,,,
1680877617827,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877634799,3.0,,92.0,92.0,1.0,1.0,1.0,1.0
1680877651807,,100.0,,,,,,
1680877651828,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877668797,,100.0,,,,,,
1680877668821,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877687344,1.0,,96.0,96.0,2.0,,1.0,
1680877706918,,,97.0,97.0,2.0,,1.0,
1680877723917,,,91.0,91.0,2.0,,7.0,
1680877742063,,,91.0,91.0,2.0,,7.0,
1680877760040,,100.0,,,,,,
1680877760063,,,96.0,96.0,3.0,,1.0,
1680877778065,,,97.0,97.0,3.0,,,
1680877796021,1.0,,96.0,96.0,2.0,,1.0,
1680877820053,,,95.0,95.0,2.0,,2.0,1.0
1680877839424,,,97.0,97.0,1.0,,2.0,
1680877856383,,100.0,,,,,,
1680877856399,1.0,,91.0,91.0,2.0,1.0,3.0,2.0
1680877873373,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877892046,,100.0,,,,,,
1680877892062,1.0,,91.0,91.0,2.0,1.0,4.0,1.0
1680877909030,1.0,,89.0,89.0,2.0,3.0,3.0,
1680877926005,,100.0,,,,,,
1680877926037,4.0,,85.0,85.0,1.0,4.0,4.0,1.0
1680877942977,37.0,,28.0,28.0,2.0,15.0,8.0,
1680877959955,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680877976950,52.0,,23.0,23.0,2.0,10.0,9.0,
1680877993871,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878013897,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878027837,35.0,,24.0,24.0,4.0,21.0,11.0,
1680878044819,97.0,,1.0,1.0,1.0,1.0,,
1680878061797,98.0,,,,2.0,,,
1680878078771,98.0,,,,2.0,,,
1680878095733,96.0,,2.0,2.0,1.0,1.0,,
1680878112687,98.0,,,,1.0,1.0,,
1680878129660,64.0,,12.0,12.0,1.0,11.0,2.0,
1680878146648,99.0,,,,1.0,,,
1680878163661,96.0,,1.0,1.0,1.0,2.0,,
1680878180694,73.0,,6.0,6.0,2.0,13.0,1.0,
1680878193705,89.0,,5.0,5.0,1.0,3.0,1.0,
1680878210685,99.0,,,,1.0,,,
1680878227688,75.0,,5.0,5.0,2.0,10.0,1.0,
1680878244654,98.0,,,,2.0,,,
1680878261609,98.0,,,,2.0,,,
1680878278581,96.0,,1.0,1.0,1.0,1.0,,
1680878295552,99.0,,,,1.0,,,
1680878312525,96.0,,1.0,1.0,1.0,1.0,,
1680878329528,96.0,,1.0,1.0,1.0,2.0,,
1680878346478,96.0,,1.0,1.0,1.0,2.0,,
1680878363441,84.0,,4.0,4.0,2.0,5.0,,
1680878376607,85.0,,8.0,8.0,2.0,2.0,1.0,
1680878393620,73.0,,10.0,10.0,2.0,10.0,1.0,
1680878410607,96.0,,2.0,2.0,1.0,1.0,,
1680878427616,85.0,,8.0,8.0,1.0,4.0,1.0,
1680878444601,41.0,,34.0,34.0,2.0,13.0,2.0,
1680878461580,10.0,,10.0,10.0,40.0,10.0,10.0,10.0
1680878478592,67.0,,21.0,21.0,2.0,4.0,2.0,
1680878495583,56.0,,34.0,34.0,1.0,4.0,2.0,
