timestamp,STILL,IN_VEHICLE,UNDEFINED,TILTING,ON_FOOT,WALKING,ON_BICYCLE,RUNNING
1682498447994,99.0,,1.0,,,,,
1682486683573,100.0,,,,,,,
1682486700544,40.0,33.0,1.0,,5.0,5.0,2.0,
1682486717712,34.0,23.0,3.0,,16.0,16.0,8.0,
1682486734834,100.0,,,,,,,
1682486785740,,,,100.0,,,,
1682486785827,33.0,17.0,3.0,,19.0,19.0,11.0,1.0
1682489683329,,,,100.0,,,,
1682489683536,1.0,1.0,1.0,,93.0,93.0,2.0,2.0
1682489720760,,,,100.0,,,,
1682489720853,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682489894070,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682489966564,,,,100.0,,,,
1682489966588,34.0,26.0,2.0,,21.0,21.0,3.0,
1682489995416,100.0,,,,,,,
1682490012568,97.0,1.0,1.0,,1.0,1.0,,
1682490030140,97.0,,2.0,,1.0,1.0,,
1682490067830,53.0,14.0,2.0,,12.0,12.0,5.0,
1682490099147,62.0,5.0,1.0,,21.0,21.0,7.0,
1682490120790,70.0,4.0,1.0,,18.0,18.0,5.0,
1682490137758,96.0,1.0,1.0,,1.0,1.0,1.0,
1682490154747,93.0,1.0,1.0,,3.0,3.0,1.0,
1682490171756,98.0,,2.0,,,,,
1682490317668,100.0,,,,,,,
1682490374728,100.0,,,,,,,
1682490391740,100.0,,,,,,,
1682490408828,98.0,,1.0,,1.0,1.0,,
1682490425815,96.0,1.0,2.0,,1.0,1.0,,
1682490442865,98.0,,2.0,,,,,
1682490602276,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682490619440,,,,100.0,,,,
1682490619497,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682490636807,1.0,2.0,2.0,,88.0,88.0,4.0,3.0
1682491752412,3.0,2.0,2.0,,86.0,86.0,5.0,2.0
1682491777368,,,,100.0,,,,
1682491777389,98.0,,2.0,,,,,
1682491794500,99.0,,1.0,,,,,
1682491811406,98.0,,2.0,,,,,
1682491828398,97.0,1.0,1.0,,,,,
1682491845399,99.0,,1.0,,,,,
1682492148274,,,,100.0,,,,
1682492148308,100.0,,,,,,,
1682492172401,96.0,1.0,2.0,,1.0,1.0,,
1682492194389,96.0,1.0,2.0,,1.0,1.0,,
1682492211391,97.0,1.0,1.0,,,,,
1682509821803,43.0,14.0,2.0,,24.0,24.0,5.0,
1682509858508,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682510212018,43.0,21.0,3.0,,13.0,13.0,4.0,
1682510229117,43.0,31.0,2.0,,10.0,10.0,3.0,
1682510428703,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682510444520,,,,100.0,,,,
1682510444554,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682510540244,,,,100.0,,,,
1682510540284,98.0,1.0,1.0,,,,,
1682510921592,100.0,,,,,,,
1682511080271,41.0,20.0,2.0,,11.0,11.0,7.0,
1682511112534,100.0,,,,,,,
1682511161484,100.0,,,,,,,
1682511513963,1.0,,2.0,,93.0,93.0,1.0,3.0
1682511546724,,,,100.0,,,,
1682511546839,70.0,1.0,3.0,,22.0,22.0,2.0,2.0
1682511954538,,,,100.0,,,,
1682511954676,100.0,,,,,,,
1682512388860,100.0,,,,,,,
1682512596315,,,,100.0,,,,
1682512596365,99.0,,1.0,,,,,
1682512765695,,,,100.0,,,,
1682512765802,100.0,,,,,,,
1682504255892,60.0,9.0,2.0,,15.0,15.0,7.0,
1682505026578,99.0,,1.0,,,,,
1682505072657,,,,100.0,,,,
1682505072750,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682505270948,,,,100.0,,,,
1682505271033,99.0,,1.0,,,,,
1682505299900,99.0,,1.0,,,,,
1682505317103,98.0,,1.0,,1.0,1.0,,
1682505852123,96.0,2.0,1.0,,,,,
1682505888903,,,,100.0,,,,
1682505888958,32.0,19.0,2.0,,27.0,27.0,6.0,1.0
1682508093231,,,,100.0,,,,
1682508093261,99.0,,1.0,,,,,
1682508112610,98.0,,2.0,,,,,
1682498481622,100.0,,,,,,,
1682498713801,99.0,,1.0,,,,,
1682498914361,100.0,,,,,,,
1682500214825,100.0,,,,,,,
1682500797978,98.0,,2.0,,,,,
1682501544277,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682501582242,,,,100.0,,,,
1682501582588,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682501989958,,,,100.0,,,,
1682501990085,100.0,,,,,,,
1682502398725,100.0,,,,,,,
1682502427655,100.0,,,,,,,
1682502752696,100.0,,,,,,,
1682503140103,,,,100.0,,,,
1682503140173,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682503178703,,,,100.0,,,,
1682503178705,100.0,,,,,,,
1682503204985,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682503221982,43.0,5.0,2.0,,36.0,36.0,9.0,2.0
1682503239121,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682503422924,99.0,,1.0,,,,,
1682476975589,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477014257,,3.0,2.0,,89.0,89.0,5.0,1.0
1682477030965,,,,100.0,,,,
1682477030995,1.0,1.0,2.0,,91.0,91.0,2.0,3.0
1682477048059,,,2.0,,96.0,96.0,,2.0
1682477065149,1.0,,2.0,,96.0,96.0,,1.0
1682477082130,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477099094,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477124731,97.0,,3.0,,,,,
1682477141742,69.0,5.0,2.0,,18.0,18.0,5.0,
1682477159894,47.0,28.0,2.0,,8.0,8.0,4.0,
1682477184334,60.0,17.0,2.0,,11.0,11.0,5.0,
1682477201374,67.0,12.0,2.0,,5.0,5.0,4.0,
1682477218488,99.0,,1.0,,,,,
1682477240039,42.0,16.0,3.0,,29.0,29.0,4.0,
1682477257031,72.0,9.0,1.0,,12.0,12.0,3.0,
1682477274191,70.0,6.0,1.0,,16.0,16.0,5.0,
1682477291353,97.0,1.0,2.0,,,,,
1682477308535,92.0,3.0,1.0,,1.0,1.0,1.0,
1682477325728,63.0,10.0,1.0,,13.0,13.0,4.0,
1682477342699,43.0,21.0,2.0,,11.0,11.0,5.0,
1682477359651,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477384663,100.0,,,,,,,
1682477401663,62.0,4.0,2.0,,15.0,15.0,15.0,
1682477418853,61.0,9.0,1.0,,17.0,17.0,9.0,
1682477441050,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477458202,99.0,,1.0,,,,,
1682477475415,97.0,1.0,1.0,,1.0,1.0,,
1682477492671,79.0,6.0,2.0,,9.0,9.0,2.0,
1682477509851,97.0,,2.0,,1.0,1.0,,
1682477527076,93.0,2.0,2.0,,2.0,2.0,1.0,
1682477544249,84.0,5.0,2.0,,4.0,4.0,2.0,
1682477561393,97.0,1.0,2.0,,,,,
1682477589048,96.0,3.0,1.0,,,,,
1682477605751,98.0,1.0,1.0,,,,,
1682477622721,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477639822,100.0,,,,,,,
1682477656930,99.0,,1.0,,,,,
1682477673992,99.0,,1.0,,,,,
1682477691106,98.0,,2.0,,,,,
1682477708095,98.0,,2.0,,,,,
1682477725181,97.0,,2.0,,1.0,1.0,,
1682477742227,99.0,,1.0,,,,,
1682477759225,96.0,,2.0,,2.0,2.0,,
1682477776302,71.0,6.0,3.0,,13.0,13.0,4.0,
1682477798342,46.0,14.0,1.0,,16.0,16.0,15.0,1.0
1682477806310,96.0,1.0,3.0,,,,,
1682477811398,100.0,,,,,,,
1682477828463,97.0,1.0,2.0,,,,,
1682477845545,100.0,,,,,,,
1682477878136,48.0,15.0,2.0,,16.0,16.0,7.0,
1682477895305,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477912268,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477929325,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682477946428,94.0,2.0,2.0,,1.0,1.0,,
1682477963496,97.0,1.0,2.0,,,,,
1682477980198,6.0,8.0,2.0,,9.0,9.0,73.0,1.0
1682477997245,45.0,34.0,2.0,,6.0,6.0,4.0,
1682478014127,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682478031166,99.0,,1.0,,,,,
1682478048037,37.0,13.0,3.0,,31.0,31.0,7.0,1.0
1682478065074,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682478111311,11.0,8.0,3.0,,12.0,12.0,61.0,1.0
1682478143514,44.0,5.0,1.0,,28.0,28.0,16.0,1.0
1682478177432,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682479822444,,,,100.0,,,,
1682479822498,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682480400931,,,,100.0,,,,
1682480401042,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682480590502,98.0,,2.0,,,,,
1682480607500,,,,100.0,,,,
1682480607542,100.0,,,,,,,
1682480705598,,,,100.0,,,,
1682480705617,94.0,2.0,2.0,,1.0,1.0,,
1682480729805,99.0,,1.0,,,,,
1682480754072,,,,100.0,,,,
1682480754118,100.0,,,,,,,
1682480833547,,,,100.0,,,,
1682480833571,100.0,,,,,,,
1682480857756,100.0,,,,,,,
1682480881882,96.0,3.0,1.0,,,,,
1682480919078,100.0,,,,,,,
1682480936330,100.0,,,,,,,
1682480953367,100.0,,,,,,,
1682480970334,96.0,1.0,1.0,,1.0,1.0,,
1682480987523,98.0,,2.0,,,,,
1682481004713,96.0,1.0,1.0,,1.0,1.0,,
1682481021992,96.0,1.0,1.0,,1.0,1.0,,
1682481039246,98.0,,2.0,,,,,
1682481056227,99.0,,1.0,,,,,
1682481073393,99.0,,1.0,,,,,
1682518853642,,,,100.0,,,,
1682518853751,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682518885769,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682518928257,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682518952197,100.0,,,,,,,
1682518969162,37.0,32.0,1.0,,8.0,8.0,2.0,
1682518986130,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519003084,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519026880,98.0,1.0,1.0,,,,,
1682519058922,51.0,33.0,2.0,,3.0,3.0,2.0,
1682519087472,98.0,1.0,1.0,,,,,
1682519104422,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519121386,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519138342,100.0,,,,,,,
1682519155318,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519172281,98.0,1.0,1.0,,,,,
1682519189330,99.0,,1.0,,,,,
1682519206435,97.0,1.0,2.0,,,,,
1682519223377,47.0,13.0,3.0,,21.0,21.0,7.0,1.0
1682519240396,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519257359,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519274439,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682519291397,100.0,,,,,,,
1682519315691,99.0,,1.0,,,,,
1682519332842,98.0,,2.0,,,,,
1682519350027,100.0,,,,,,,
1682519367195,96.0,,2.0,,1.0,1.0,1.0,
1682519578722,100.0,,,,,,,
1682520429718,,,,100.0,,,,
1682520429883,100.0,,,,,,,
1682521090708,,,,100.0,,,,
1682521090997,2.0,1.0,3.0,,89.0,89.0,2.0,2.0
1682521145065,,,,100.0,,,,
1682521145326,99.0,,1.0,,,,,
1682521182747,100.0,,,,,,,
1682521201227,63.0,22.0,1.0,,3.0,3.0,1.0,
1682521551640,100.0,,,,,,,
1682521568359,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521585352,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521617496,52.0,18.0,3.0,,9.0,9.0,6.0,
1682521646115,100.0,,,,,,,
1682521663085,97.0,1.0,1.0,,,,,
1682521680084,63.0,28.0,2.0,,2.0,2.0,,
1682521697175,96.0,1.0,2.0,,1.0,1.0,,
1682521714145,42.0,20.0,3.0,,14.0,14.0,5.0,
1682521731131,100.0,,,,,,,
1682521748232,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521765344,100.0,,,,,,,
1682521782290,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521805612,99.0,,1.0,,,,,
1682521822585,96.0,1.0,2.0,,1.0,1.0,,
1682521839838,98.0,,1.0,,1.0,1.0,,
1682521856954,96.0,,2.0,,1.0,1.0,1.0,
1682521873971,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521890934,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682521907986,4.0,79.0,1.0,,4.0,4.0,1.0,
1682521924890,99.0,,1.0,,,,,
1682522199452,57.0,10.0,2.0,,15.0,15.0,6.0,
1682522216204,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682522233215,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682522250178,99.0,,1.0,,,,,
1682522267241,97.0,2.0,1.0,,,,,
1682481758034,100.0,,,,,,,
1682482193573,99.0,,1.0,,,,,
1682483088109,99.0,,1.0,,,,,
1682483675947,99.0,,1.0,,,,,
1682484972605,100.0,,,,,,,
1682485298861,99.0,,1.0,,,,,
1682485606340,,,,100.0,,,,
1682485606400,42.0,14.0,2.0,,26.0,26.0,4.0,
1682485635041,100.0,,,,,,,
1682485915874,,,,100.0,,,,
1682485915914,98.0,,2.0,,,,,
1682486529157,44.0,17.0,2.0,,16.0,16.0,13.0,1.0
1682486565923,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682486580146,100.0,,,,,,,
1682486597111,97.0,1.0,2.0,,,,,
1682524276840,98.0,,2.0,,,,,
1682526851012,,,,100.0,,,,
1682526851034,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682526879559,99.0,,1.0,,,,,
1682526896579,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682526913711,85.0,4.0,1.0,,9.0,9.0,1.0,
1682526933584,99.0,,1.0,,,,,
1682526957501,100.0,,,,,,,
1682526974603,97.0,1.0,2.0,,,,,
1682526991617,98.0,,2.0,,,,,
1682527008668,100.0,,,,,,,
1682527025637,99.0,,1.0,,,,,
1682527042714,97.0,1.0,2.0,,,,,
1682527061711,100.0,,,,,,,
1682527078757,96.0,1.0,1.0,,1.0,1.0,1.0,
1682527095796,82.0,1.0,1.0,,4.0,4.0,12.0,
1682527112919,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682527129909,96.0,1.0,2.0,,,,,
1682527146895,98.0,1.0,1.0,,,,,
1682527164117,97.0,1.0,1.0,,,,1.0,
1682527181290,96.0,1.0,1.0,,1.0,1.0,1.0,
1682527198455,99.0,,1.0,,,,,
1682527215622,98.0,,2.0,,,,,
1682527236759,98.0,,1.0,,,,1.0,
1682527264047,100.0,,,,,,,
1682527281062,100.0,,,,,,,
1682527298091,52.0,7.0,2.0,,9.0,9.0,23.0,1.0
1682527315100,38.0,13.0,2.0,,12.0,12.0,23.0,
1682527332107,73.0,7.0,2.0,,7.0,7.0,10.0,
1682527349133,39.0,12.0,2.0,,12.0,12.0,30.0,
1682527366162,60.0,6.0,2.0,,9.0,9.0,21.0,
1682527383157,66.0,15.0,3.0,,2.0,2.0,12.0,
1682527423846,99.0,,1.0,,,,,
1682527454372,50.0,18.0,2.0,,13.0,13.0,8.0,
1682527480132,96.0,2.0,1.0,,,,,
1682527497212,97.0,2.0,1.0,,,,,
1682527514358,100.0,,,,,,,
1682527531384,53.0,29.0,1.0,,5.0,5.0,3.0,
1682527548506,100.0,,,,,,,
1682527565449,99.0,,1.0,,,,,
1682527582408,100.0,,,,,,,
1682527599471,97.0,1.0,1.0,,,,,
1682527616411,96.0,3.0,1.0,,,,,
1682534448692,100.0,,,,,,,
1682534448836,100.0,,,,,,,
1682547990999,100.0,,,,,,,
1682549090077,,,,100.0,,,,
1682549090107,60.0,11.0,3.0,,13.0,13.0,3.0,
1682549860693,,,,100.0,,,,
1682549860796,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1682550222818,,,,100.0,,,,
1682550222837,100.0,,,,,,,
1682550385276,,,,100.0,,,,
1682550385293,99.0,,1.0,,,,,
1682550467851,100.0,,,,,,,
1682550484663,100.0,,,,,,,
1682550501708,100.0,,,,,,,
1682551153658,,,,100.0,,,,
1682551153822,100.0,,,,,,,
1680235902535,,,,100.0,,,,
1680235902585,2.0,,3.0,,93.0,93.0,1.0,1.0
1680236360398,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680236377468,1.0,,2.0,,97.0,97.0,,
1680236394468,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680236411063,99.0,,1.0,,,,,
1680236428184,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680236444967,1.0,,3.0,,96.0,96.0,,
1680236462088,,,3.0,,97.0,97.0,,
1680236478742,,,3.0,,97.0,97.0,,
1680236495813,,,2.0,,96.0,96.0,1.0,1.0
1680236572837,,,,100.0,,,,
1680236572889,1.0,,3.0,,93.0,93.0,2.0,1.0
1680236603262,3.0,1.0,2.0,,88.0,88.0,2.0,4.0
1680236620350,6.0,,2.0,,89.0,89.0,1.0,2.0
1680236637431,1.0,,1.0,,96.0,96.0,1.0,1.0
1680236654458,,,1.0,,98.0,98.0,,1.0
1680237172664,3.0,73.0,1.0,,2.0,2.0,1.0,
1680237728354,47.0,38.0,1.0,,4.0,4.0,1.0,
1680238024613,68.0,9.0,2.0,,11.0,11.0,6.0,
1680239251447,,,,100.0,,,,
1680239251522,11.0,1.0,3.0,,11.0,11.0,73.0,1.0
1680221603641,,,,100.0,,,,
1680221603675,100.0,,,,,,,
1680222073956,99.0,,1.0,,,,,
1680222163173,99.0,,1.0,,,,,
1680222183128,,,,100.0,,,,
1680222183244,99.0,,1.0,,,,,
1680222239576,,,,100.0,,,,
1680222239715,74.0,6.0,3.0,,10.0,10.0,2.0,
1680222378523,,,,100.0,,,,
1680222378637,100.0,,,,,,,
1680223254934,,,,100.0,,,,
1680223254950,99.0,,1.0,,,,,
1680223617650,4.0,1.0,2.0,,88.0,88.0,3.0,2.0
1680223684414,,,,100.0,,,,
1680223684474,,,2.0,,92.0,92.0,3.0,3.0
1680224108311,,,,100.0,,,,
1680224108378,,,2.0,,95.0,95.0,1.0,2.0
1680224146111,,,,100.0,,,,
1680224146268,,,1.0,,90.0,90.0,2.0,7.0
1680224423342,,,,100.0,,,,
1680224423364,100.0,,,,,,,
1680224452024,100.0,,,,,,,
1680224469054,100.0,,,,,,,
1680224510267,99.0,,1.0,,,,,
1680225358755,100.0,,,,,,,
1680226128658,96.0,2.0,1.0,,,,,
1680226751977,100.0,,,,,,,
1680227844435,100.0,,,,,,,
1680229112008,97.0,,3.0,,,,,
1680229483956,99.0,,1.0,,,,,
1680229678467,96.0,1.0,3.0,,,,,
1680246984593,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680247001560,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680247018570,4.0,,3.0,,87.0,87.0,2.0,4.0
1680247035634,,,,100.0,,,,
1680247035702,2.0,1.0,2.0,,87.0,87.0,5.0,3.0
1680247052935,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680247070171,59.0,1.0,3.0,,34.0,34.0,3.0,
1680247920151,100.0,,,,,,,
1680247937176,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680249497585,96.0,1.0,2.0,,1.0,1.0,,
1680249531450,10.0,73.0,2.0,,2.0,2.0,6.0,
1680249545962,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680249578007,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680249606993,,,,100.0,,,,
1680249607095,98.0,,2.0,,,,,
1680250319233,,,,100.0,,,,
1680250319297,99.0,,1.0,,,,,
1680250357045,,,,100.0,,,,
1680250357188,100.0,,,,,,,
1680250809739,,,,100.0,,,,
1680250809782,99.0,,1.0,,,,,
1680250852246,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680250880689,,,,100.0,,,,
1680250880815,99.0,,1.0,,,,,
1680251274576,35.0,15.0,1.0,,22.0,22.0,13.0,1.0
1680251408121,,,,100.0,,,,
1680251408184,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680251445080,,,,100.0,,,,
1680251445205,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680251462263,,,,100.0,,,,
1680251462395,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680251485938,100.0,,,,,,,
1680251557480,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680251574611,35.0,17.0,3.0,,30.0,30.0,6.0,1.0
1680251893195,,,,100.0,,,,
1680251893317,48.0,7.0,2.0,,27.0,27.0,9.0,
1680252214004,6.0,3.0,3.0,,50.0,30.0,7.0,50.0
1680252447464,,,,100.0,,,,
1680252447571,100.0,,,,,,,
1680266330918,,,,100.0,,,,
1680266330961,2.0,1.0,2.0,,90.0,90.0,3.0,2.0
1680266348043,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680266365149,7.0,1.0,3.0,,83.0,83.0,4.0,2.0
1680266387313,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680266404318,1.0,1.0,1.0,,93.0,93.0,2.0,2.0
1680266421314,3.0,1.0,1.0,,89.0,89.0,3.0,3.0
1680266438449,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680266532729,1.0,1.0,2.0,,93.0,93.0,1.0,1.0
1680266562136,1.0,,3.0,,96.0,96.0,,
1680266720851,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680266737967,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680266755129,4.0,,2.0,,94.0,94.0,,
1680266772317,2.0,,3.0,,94.0,94.0,,1.0
1680266790441,2.0,,2.0,,93.0,93.0,1.0,2.0
1680266822732,,2.0,2.0,,87.0,87.0,7.0,2.0
1680266860473,,,,100.0,,,,
1680266860583,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680267193554,,,,100.0,,,,
1680267193588,97.0,2.0,,,,,,
1680267222477,96.0,1.0,2.0,,,,,
1680267239429,50.0,15.0,2.0,,8.0,8.0,13.0,1.0
1680267256434,37.0,30.0,1.0,,14.0,14.0,5.0,
1680267273423,44.0,22.0,2.0,,12.0,12.0,9.0,
1680267290427,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680267307435,41.0,25.0,2.0,,5.0,5.0,6.0,
1680267324441,77.0,14.0,,,3.0,3.0,1.0,
1680267341445,40.0,31.0,1.0,,9.0,9.0,8.0,
1680267364244,75.0,7.0,1.0,,7.0,7.0,4.0,
1680267381262,56.0,21.0,1.0,,8.0,8.0,4.0,
1680267398395,42.0,35.0,2.0,,10.0,10.0,4.0,
1680267694622,65.0,10.0,2.0,,8.0,8.0,11.0,
1680267711620,43.0,13.0,2.0,,12.0,12.0,21.0,1.0
1680267728695,71.0,6.0,2.0,,4.0,4.0,15.0,
1680267745738,99.0,,1.0,,,,,
1680267762885,99.0,1.0,,,,,,
1680267780027,96.0,3.0,1.0,,,,,
1680267797197,97.0,2.0,1.0,,,,,
1680267814355,98.0,,2.0,,,,,
1680270463601,99.0,,1.0,,,,,
1680252673788,,,,100.0,,,,
1680252673864,96.0,2.0,2.0,,,,,
1680252696824,96.0,2.0,2.0,,,,,
1680253268807,,,2.0,,98.0,98.0,,
1680253300964,5.0,,2.0,,91.0,91.0,1.0,1.0
1680253326678,1.0,,1.0,,96.0,96.0,1.0,1.0
1680253343689,,,,100.0,,,,
1680253343741,3.0,2.0,2.0,,88.0,88.0,2.0,3.0
1680253360792,1.0,,1.0,,95.0,95.0,1.0,2.0
1680253393083,1.0,1.0,2.0,,91.0,91.0,2.0,3.0
1680253421622,,,,100.0,,,,
1680253421709,97.0,1.0,2.0,,,,,
1680253640237,,,,100.0,,,,
1680253640284,1.0,2.0,2.0,,86.0,86.0,5.0,3.0
1680253672359,,,,100.0,,,,
1680253672515,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680253713010,,,,100.0,,,,
1680253713114,35.0,12.0,3.0,,25.0,25.0,16.0,1.0
1680253726124,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680253743160,96.0,1.0,2.0,,1.0,1.0,,
1680253760088,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680253777090,97.0,2.0,1.0,,,,,
1680253793999,35.0,21.0,2.0,,19.0,19.0,4.0,
1680253811062,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680253827887,,,2.0,,95.0,95.0,1.0,2.0
1680253844904,,,3.0,,95.0,95.0,1.0,1.0
1680253863193,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680253879785,100.0,,,,,,,
1680253896771,100.0,,,,,,,
1680253913836,100.0,,,,,,,
1680253995710,99.0,,1.0,,,,,
1680254012721,100.0,,,,,,,
1680254052316,,,,100.0,,,,
1680254052412,47.0,21.0,2.0,,8.0,8.0,3.0,
1680254067838,100.0,,,,,,,
1680254095397,,,,100.0,,,,
1680254095467,48.0,24.0,2.0,,6.0,6.0,3.0,
1680254116749,98.0,,2.0,,,,,
1680254138785,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680254155841,,,,100.0,,,,
1680254155878,100.0,,,,,,,
1680254172876,98.0,,2.0,,,,,
1680254189887,,,,100.0,,,,
1680254189930,96.0,2.0,2.0,,,,,
1680254207039,73.0,12.0,4.0,,2.0,2.0,6.0,
1680254224313,67.0,6.0,1.0,,3.0,3.0,20.0,
1680254241367,97.0,1.0,2.0,,,,,
1680254258413,,,,100.0,,,,
1680254258467,100.0,,,,,,,
1680254275585,,,,100.0,,,,
1680254275639,96.0,1.0,1.0,,1.0,1.0,,
1680254292728,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680254309911,99.0,,1.0,,,,,
1680254327142,96.0,1.0,2.0,,1.0,1.0,,
1680254344365,,,,100.0,,,,
1680254344437,97.0,,3.0,,,,,
1680254401458,,,,100.0,,,,
1680254401507,100.0,,,,,,,
1680254418546,,,,100.0,,,,
1680254418612,100.0,,,,,,,
1680254435823,99.0,,1.0,,,,,
1680254457945,,,,100.0,,,,
1680254457996,100.0,,,,,,,
1680254475067,,,,100.0,,,,
1680254475134,94.0,1.0,1.0,,1.0,1.0,3.0,
1680254492245,,,,100.0,,,,
1680254492307,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680254509355,95.0,2.0,2.0,,1.0,1.0,,
1680254526428,,,,100.0,,,,
1680254526482,97.0,1.0,1.0,,1.0,1.0,,
1680254543501,99.0,,1.0,,,,,
1680254560546,99.0,,1.0,,,,,
1680254577623,99.0,,1.0,,,,,
1680254594742,99.0,,1.0,,,,,
1680254659487,100.0,,,,,,,
1680254676482,100.0,,,,,,,
1680254693516,98.0,,2.0,,,,,
1680254710513,96.0,1.0,1.0,,1.0,1.0,,
1680254727547,99.0,,1.0,,,,,
1680254744603,99.0,,1.0,,,,,
1680254761659,99.0,,1.0,,,,,
1680254778669,99.0,,1.0,,,,,
1680255011353,,,,100.0,,,,
1680255011375,79.0,7.0,2.0,,6.0,6.0,2.0,
1680256355551,,,,100.0,,,,
1680256355731,100.0,,,,,,,
1680303169477,100.0,,,,,,,
1680303954026,44.0,23.0,1.0,,11.0,11.0,2.0,
1680304261685,100.0,,,,,,,
1680304432524,,,,100.0,,,,
1680304432666,100.0,,,,,,,
1680304589175,,,,100.0,,,,
1680304589215,47.0,6.0,2.0,,34.0,34.0,6.0,3.0
1680304626648,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680304643804,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
1680304660815,10.0,10.0,40.0,,10.0,10.0,10.0,10.0
