timestamp,TILTING,STILL,IN_VEHICLE,ON_FOOT,WALKING,ON_BICYCLE,UNDEFINED,RUNNING
1680839124032,,1.0,97.0,,,1.0,1.0,
1680839141438,,1.0,97.0,,,,1.0,
1680839162471,,1.0,97.0,,,,1.0,
1680839180408,,3.0,88.0,2.0,2.0,2.0,2.0,
1680839201420,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839215700,,1.0,94.0,,,,2.0,
1680839232994,,5.0,93.0,,,,1.0,
1680839250260,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839267556,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839285336,,1.0,96.0,,,,2.0,
1680839302450,,,96.0,,,2.0,2.0,
1680839317198,100.0,,,,,,,
1680839317543,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839319475,100.0,,,,,,,
1680839340495,100.0,,,,,,,
1680839340607,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839345930,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839351310,,2.0,1.0,90.0,90.0,3.0,1.0,3.0
1680839369678,100.0,,,,,,,
1680839369683,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839387801,100.0,,,,,,,
1680839387827,,53.0,4.0,29.0,29.0,11.0,2.0,
1680839405023,100.0,,,,,,,
1680839405059,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839422387,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839439520,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839457356,,2.0,4.0,7.0,7.0,84.0,2.0,1.0
1680839475495,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839511425,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839551973,100.0,,,,,,,
1680839551979,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839566135,100.0,,,,,,,
1680839566146,,1.0,3.0,5.0,5.0,89.0,1.0,1.0
1680839590064,100.0,,,,,,,
1680839590077,,98.0,,,,,2.0,
1680839613854,,98.0,1.0,,,,1.0,
1680839650575,,100.0,,,,,,
1680839667549,,97.0,1.0,,,,2.0,
1680839693129,,100.0,,,,,,
1680839710567,,98.0,,1.0,1.0,,1.0,
1680839727531,,98.0,,1.0,1.0,,1.0,
1680839744502,,99.0,,,,,1.0,
1680839761451,,98.0,,1.0,1.0,,1.0,
1680839778594,,97.0,,1.0,1.0,,2.0,
1680839795585,,99.0,,,,,1.0,
1680839812639,100.0,,,,,,,
1680839812694,,98.0,,,,1.0,1.0,
1680839829731,100.0,,,,,,,
1680839829806,,97.0,,1.0,1.0,,2.0,
1680839846864,,74.0,7.0,13.0,13.0,3.0,1.0,
1680839867983,,96.0,1.0,1.0,1.0,,2.0,
1680839885070,100.0,,,,,,,
1680839885099,,98.0,,1.0,1.0,,1.0,
1680839902396,100.0,,,,,,,
1680839902507,,55.0,8.0,25.0,25.0,6.0,2.0,
1680839920989,100.0,,,,,,,
1680839921103,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839938664,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680839960491,100.0,,,,,,,
1680839960545,,49.0,37.0,5.0,5.0,1.0,2.0,
1680839977572,100.0,,,,,,,
1680839977600,,99.0,1.0,,,,,
1680839994669,,99.0,,,,,1.0,
1680840011747,,99.0,,,,,1.0,
1680840028855,,99.0,,,,,1.0,
1680840050851,100.0,,,,,,,
1680840050876,,99.0,,,,,1.0,
1680840067889,,97.0,1.0,1.0,1.0,,1.0,
1680840084942,,87.0,7.0,3.0,3.0,,1.0,
1680840101979,,93.0,4.0,1.0,1.0,,2.0,
1680840118976,,97.0,1.0,1.0,1.0,,1.0,
1680840136034,,97.0,1.0,,,,2.0,
1680840153092,,97.0,2.0,,,,1.0,
1680840170150,,97.0,1.0,,,,1.0,
1680840187309,,64.0,15.0,8.0,8.0,3.0,3.0,
1680840212428,,100.0,,,,,,
1680840229481,,77.0,14.0,5.0,5.0,,2.0,
1680840246549,,96.0,2.0,1.0,1.0,,1.0,
1680840263598,,66.0,19.0,5.0,5.0,3.0,1.0,
1680840280602,,98.0,1.0,,,,1.0,
1680840303249,,77.0,9.0,3.0,3.0,1.0,1.0,
1680840320238,,74.0,13.0,4.0,4.0,1.0,1.0,
1680840337576,,98.0,,,,,2.0,
1680840354545,,98.0,1.0,,,,1.0,
1680840371609,,97.0,1.0,,,,2.0,
1680840393486,,100.0,,,,,,
1680840410485,,97.0,1.0,,,,1.0,
1680840427481,,97.0,1.0,,,,2.0,
1680840444448,,96.0,2.0,1.0,1.0,,1.0,
1680840461430,,97.0,1.0,1.0,1.0,,1.0,
1680849014609,,100.0,,,,,,
1680851407220,,100.0,,,,,,
1680851617505,,100.0,,,,,,
1680851673653,,100.0,,,,,,
1680852054212,,100.0,,,,,,
1680852412760,,100.0,,,,,,
1680853473797,,100.0,,,,,,
1680831686578,,100.0,,,,,,
1680831939300,,100.0,,,,,,
1680832279674,,100.0,,,,,,
1680832501130,,100.0,,,,,,
1680836069937,100.0,,,,,,,
1680836070040,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836087253,100.0,,,,,,,
1680836087352,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836104545,,,97.0,,,2.0,1.0,
1680836121682,,,97.0,,,1.0,2.0,
1680836139305,,1.0,97.0,,,,2.0,
1680836156485,,,97.0,,,,2.0,
1680836173645,,1.0,96.0,1.0,1.0,,1.0,
1680836190925,,1.0,96.0,,,,1.0,
1680836208405,,,94.0,,,,1.0,
1680836225538,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836243485,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836260588,,5.0,85.0,,,,2.0,
1680836278492,,4.0,86.0,1.0,1.0,5.0,2.0,1.0
1680836295709,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836331121,100.0,,,,,,,
1680836331129,,98.0,,,,,2.0,
1680836348339,100.0,,,,,,,
1680836348343,,51.0,4.0,29.0,29.0,12.0,2.0,
1680836365069,,96.0,1.0,1.0,1.0,,1.0,
1680836382043,100.0,,,,,,,
1680836382074,,80.0,2.0,12.0,12.0,2.0,2.0,
1680836399063,100.0,,,,,,,
1680836399221,,83.0,5.0,7.0,7.0,2.0,2.0,
1680836416192,100.0,,,,,,,
1680836416255,,70.0,3.0,17.0,17.0,9.0,1.0,
1680836433620,100.0,,,,,,,
1680836433745,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836451446,,1.0,97.0,,,,1.0,
1680836465137,100.0,,,,,,,
1680836465502,100.0,,,,,,,
1680836465609,,2.0,93.0,,,1.0,2.0,
1680836471355,,2.0,91.0,,,1.0,2.0,
1680836488702,,,97.0,,,,2.0,
1680836508127,,,97.0,1.0,1.0,,2.0,
1680836524839,,1.0,95.0,,,,1.0,
1680836549466,,2.0,93.0,,,1.0,2.0,
1680836566721,,,96.0,,,,2.0,
1680836584465,,,97.0,,,,2.0,
1680836601641,,,96.0,1.0,1.0,,2.0,
1680836618782,,,97.0,,,,2.0,
1680836635907,,1.0,96.0,,,,1.0,
1680836653356,,,96.0,,,,2.0,
1680836670482,,,97.0,,,2.0,1.0,
1680836686161,100.0,,,,,,,
1680836686487,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836691178,100.0,,,,,,,
1680836691419,100.0,,,,,,,
1680836691527,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836697346,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836699156,100.0,,,,,,,
1680836708360,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836733391,100.0,,,,,,,
1680836733457,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836750600,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836767878,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836785118,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680836803434,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680853702257,,100.0,,,,,,
1680854471840,100.0,,,,,,,
1680854471871,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680854489027,,60.0,33.0,3.0,3.0,1.0,1.0,
1680854506227,,51.0,46.0,,,1.0,1.0,
1680854523445,,95.0,2.0,,,1.0,2.0,
1680854540411,,100.0,,,,,,
1680854557369,,100.0,,,,,,
1680854574266,,95.0,,1.0,1.0,2.0,2.0,
1680854591233,,99.0,,,,,1.0,
1680854608234,,96.0,1.0,1.0,1.0,,1.0,
1680854625212,,98.0,,,,,2.0,
1680854642188,,96.0,,2.0,2.0,,2.0,
1680854659196,,96.0,1.0,1.0,1.0,,2.0,
1680854676219,,98.0,1.0,1.0,1.0,,,
1680854693220,,97.0,1.0,,,,2.0,
1680854710413,,96.0,1.0,1.0,1.0,,2.0,
1680854730505,,100.0,,,,,,
1680854747481,,100.0,,,,,,
1680854764450,,96.0,1.0,1.0,1.0,,2.0,
1680854781803,,99.0,,,,,1.0,
1680854798897,,96.0,1.0,1.0,1.0,,1.0,
1680854821030,,99.0,,,,,1.0,
1680854838152,,97.0,,1.0,1.0,,2.0,
1680854855277,100.0,,,,,,,
1680854855334,,65.0,2.0,26.0,26.0,5.0,2.0,
1680854872407,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680854889503,,92.0,1.0,4.0,4.0,1.0,2.0,
1680854911116,,99.0,,,,,1.0,
1680854928212,,99.0,,,,,1.0,
1680854945190,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680854962152,,36.0,6.0,32.0,32.0,18.0,3.0,1.0
1680854978298,,98.0,,,,,2.0,
1680854991797,100.0,,,,,,,
1680854991827,,8.0,1.0,86.0,86.0,2.0,1.0,2.0
1680855008959,100.0,,,,,,,
1680855009030,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855027967,,99.0,,,,,1.0,
1680855044781,,99.0,,,,,1.0,
1680855061807,,97.0,1.0,,,,2.0,
1680855079027,100.0,,,,,,,
1680855079080,,68.0,13.0,8.0,8.0,3.0,1.0,
1680855101108,100.0,,,,,,,
1680855101168,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855118433,100.0,,,,,,,
1680855118616,,,1.0,7.0,7.0,89.0,2.0,1.0
1680855135918,100.0,,,,,,,
1680855136003,,,94.0,,,5.0,1.0,
1680855153129,,,96.0,,,,2.0,
1680855171834,,,97.0,,,1.0,2.0,
1680855188960,,,97.0,,,,2.0,
1680855206098,,,97.0,,,1.0,2.0,
1680855223179,,,97.0,,,1.0,2.0,
1680855240274,,,97.0,,,,2.0,
1680855257395,,1.0,96.0,,,,2.0,
1680855274659,,,97.0,,,,2.0,
1680855291949,,,96.0,,,2.0,1.0,
1680855309260,,,97.0,,,,2.0,
1680855321759,,1.0,96.0,1.0,1.0,,1.0,
1680855339034,,,97.0,,,,2.0,
1680855356265,,,97.0,,,2.0,1.0,
1680855373563,,1.0,96.0,,,,2.0,
1680855390885,,,97.0,,,1.0,2.0,
1680855404174,100.0,,,,,,,
1680855404601,,,91.0,,,6.0,3.0,
1680855421731,,1.0,,96.0,96.0,1.0,2.0,
1680855433706,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855451015,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855468401,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855485500,100.0,,,,,,,
1680855485630,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855502733,100.0,,,,,,,
1680855502794,,100.0,,,,,,
1680855519822,,100.0,,,,,,
1680855537508,,58.0,17.0,10.0,10.0,3.0,2.0,
1680855557233,100.0,,,,,,,
1680855557294,,1.0,2.0,14.0,14.0,81.0,2.0,
1680855574401,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855604092,100.0,,,,,,,
1680855604202,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680855638354,,100.0,,,,,,
1680855662681,,100.0,,,,,,
1680855691761,,100.0,,,,,,
1680855708869,,99.0,,,,,1.0,
1680855726041,,99.0,,,,,1.0,
1680855799457,,100.0,,,,,,
1680855823823,,100.0,,,,,,
1680855853622,,100.0,,,,,,
1680855895648,,100.0,,,,,,
1680855920037,,100.0,,,,,,
1680855944338,,100.0,,,,,,
1680855968539,,100.0,,,,,,
1680855992851,,100.0,,,,,,
1680856022096,,100.0,,,,,,
1680856063468,,100.0,,,,,,
1680856087928,,100.0,,,,,,
1680856129709,,100.0,,,,,,
1680857592701,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857627767,100.0,,,,,,,
1680857627830,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857644871,,60.0,8.0,17.0,17.0,5.0,3.0,
1680857662054,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857694571,,4.0,1.0,88.0,88.0,2.0,1.0,3.0
1680857733000,100.0,,,,,,,
1680857733009,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857749577,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857782426,100.0,,,,,,,
1680857782551,,1.0,88.0,,,10.0,1.0,
1680857821198,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857838722,,,96.0,,,,3.0,
1680857861470,,,98.0,,,1.0,1.0,
1680857894412,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857943571,,,96.0,,,1.0,3.0,
1680857965430,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680857987627,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858012651,,,96.0,,,,3.0,
1680858014776,100.0,,,,,,,
1680858036193,100.0,,,,,,,
1680858036300,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858062462,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858079642,,6.0,2.0,84.0,84.0,2.0,2.0,3.0
1680858096779,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858113884,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858203949,100.0,,,,,,,
1680858203990,,64.0,16.0,10.0,10.0,3.0,2.0,
1680858241708,100.0,,,,,,,
1680858241782,,30.0,25.0,22.0,22.0,4.0,2.0,1.0
1680858260283,100.0,,,,,,,
1680858260329,,99.0,,,,,1.0,
1680858300156,100.0,,,,,,,
1680858300253,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858338507,100.0,,,,,,,
1680858338525,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680858355210,,62.0,8.0,17.0,17.0,5.0,2.0,
1680858372160,,99.0,,,,,1.0,
1680858395947,,99.0,,,,,1.0,
1680858424495,,99.0,,,,,1.0,
1680858447485,100.0,,,,,,,
1680858447589,,100.0,,,,,,
1680858464884,,100.0,,,,,,
1680858497664,,63.0,8.0,14.0,14.0,9.0,3.0,
1680858527249,,100.0,,,,,,
1680858544605,,100.0,,,,,,
1680858561718,,99.0,,,,,1.0,
1680858578835,,97.0,,1.0,1.0,,2.0,
1680858596025,,98.0,,1.0,1.0,,1.0,
1680858613216,,96.0,1.0,1.0,1.0,,2.0,
1680858630446,,98.0,,1.0,1.0,,1.0,
1680858648997,,99.0,,,,,1.0,
1680858666430,,97.0,,2.0,2.0,,1.0,
1680858685280,,96.0,,2.0,2.0,,2.0,
1680858702359,,97.0,,2.0,2.0,,1.0,
1680858720606,,98.0,,1.0,1.0,,1.0,
1680858738440,,96.0,,3.0,3.0,,1.0,
1680858762254,,70.0,6.0,10.0,10.0,6.0,2.0,
1680858780461,,69.0,7.0,11.0,11.0,6.0,2.0,
1680858797601,,98.0,,,,,2.0,
1680858814656,,96.0,1.0,1.0,1.0,,2.0,
1680858831903,,100.0,,,,,,
1680858849166,,89.0,3.0,2.0,2.0,3.0,2.0,
1680859453621,100.0,,,,,,,
1680859453747,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680859547730,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680859580705,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680859618655,100.0,,,,,,,
1680859618773,,,91.0,1.0,1.0,4.0,2.0,
1680859653365,,1.0,89.0,,,6.0,1.0,
1680859670415,,,97.0,,,1.0,2.0,
1680859687642,,,97.0,,,,2.0,
1680859704831,,,97.0,,,1.0,1.0,
1680859722971,,,97.0,,,,2.0,
1680859740190,100.0,,,,,,,
1680859740227,,,96.0,,,2.0,1.0,
1680859757489,,,98.0,,,,2.0,
1680859774750,,,97.0,,,,2.0,
1680859792062,,,97.0,,,,2.0,
1680859809302,,,97.0,,,2.0,1.0,
1680859826618,,1.0,96.0,1.0,1.0,,1.0,
1680859843954,,,89.0,,,7.0,2.0,
1680859862432,,,96.0,,,3.0,1.0,
1680859879500,,,97.0,,,,2.0,
1680859896572,,,98.0,,,,2.0,
1680859914411,,,97.0,,,1.0,2.0,
1680859931545,,,97.0,,,,2.0,
1680859941708,100.0,,,,,,,
1680859941948,,,81.0,,,17.0,2.0,
1680859958128,100.0,,,,,,,
1680859958398,,,83.0,,,15.0,2.0,
1680859965170,100.0,,,,,,,
1680859965404,,,83.0,,,15.0,2.0,
1680859980140,100.0,,,,,,,
1680859980473,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860000883,100.0,,,,,,,
1680860000891,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860004960,,56.0,3.0,30.0,30.0,6.0,1.0,1.0
1680860010102,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860015207,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860020438,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860042460,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860047688,,100.0,,,,,,
1680860052972,,100.0,,,,,,
1680860058342,,99.0,,,,,1.0,
1680860063726,,99.0,,,,,1.0,
1680860069023,,99.0,,,,,1.0,
1680860075361,,99.0,,,,,1.0,
1680860080611,,99.0,,,,,1.0,
1680860090881,100.0,,,,,,,
1680860090969,,65.0,21.0,4.0,4.0,1.0,2.0,
1680860103322,,99.0,,,,,1.0,
1680860108405,,100.0,,,,,,
1680860113474,,100.0,,,,,,
1680860118547,,100.0,,,,,,
1680860123617,,100.0,,,,,,
1680860128699,,100.0,,,,,,
1680860133767,,100.0,,,,,,
1680860138857,,100.0,,,,,,
1680860143947,,99.0,,,,,1.0,
1680860157566,100.0,,,,,,,
1680860157621,,98.0,,,,,2.0,
1680860163614,,99.0,,,,,1.0,
1680860168803,,99.0,,,,,1.0,
1680860174416,,98.0,1.0,,,,1.0,
1680860179535,100.0,,,,,,,
1680860179554,,69.0,9.0,11.0,11.0,4.0,3.0,
1680860184638,,100.0,,,,,,
1680860189734,,100.0,,,,,,
1680860194797,,100.0,,,,,,
1680860199856,,100.0,,,,,,
1680860204917,,100.0,,,,,,
1680860209977,,100.0,,,,,,
1680860222820,,99.0,,,,,1.0,
1680860227879,,100.0,,,,,,
1680860232965,,100.0,,,,,,
1680860238049,,99.0,,,,,1.0,
1680860243127,,100.0,,,,,,
1680860266514,,54.0,3.0,24.0,24.0,5.0,3.0,10.0
1680860271129,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860288095,,,,98.0,98.0,,1.0,1.0
1680860312945,100.0,,,,,,,
1680860313036,,3.0,1.0,90.0,90.0,2.0,1.0,3.0
1680860330324,,2.0,,95.0,95.0,1.0,1.0,1.0
1680860347627,,3.0,,92.0,92.0,1.0,2.0,2.0
1680860364882,,1.0,,96.0,96.0,1.0,2.0,
1680860382115,,1.0,,96.0,96.0,,2.0,1.0
1680860400462,,1.0,,96.0,96.0,,3.0,
1680860417535,,1.0,,95.0,95.0,1.0,2.0,1.0
1680860434813,100.0,,,,,,,
1680860434945,,3.0,,90.0,90.0,1.0,2.0,4.0
1680860452354,,3.0,,87.0,87.0,1.0,3.0,6.0
1680860469502,,1.0,,96.0,96.0,1.0,2.0,
1680860490605,,1.0,,97.0,97.0,,2.0,
1680860507745,,,,98.0,98.0,,1.0,1.0
1680860524999,,,,97.0,97.0,,2.0,1.0
1680860542211,,2.0,,96.0,96.0,,1.0,1.0
1680860559459,,1.0,,96.0,96.0,,2.0,1.0
1680860576610,,,,97.0,97.0,,2.0,1.0
1680860593789,,3.0,,91.0,91.0,3.0,1.0,2.0
1680860610961,,6.0,1.0,86.0,86.0,4.0,2.0,1.0
1680860628128,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860645288,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1680860662438,,44.0,2.0,42.0,42.0,8.0,2.0,
1680860677123,,99.0,,,,,1.0,
1680860694086,,100.0,,,,,,
1680860711069,,99.0,,,,,1.0,
1680860728042,,99.0,,,,,1.0,
1680860745017,,99.0,,,,,1.0,
1680860762215,,99.0,,,,,1.0,
1680860780378,,98.0,1.0,,,,1.0,
1680860798871,100.0,,,,,,,
1680860798888,,93.0,3.0,2.0,2.0,,2.0,
1680860824594,100.0,,,,,,,
1680860824680,,100.0,,,,,,
1680860842446,,99.0,,,,,1.0,
1680860859553,,99.0,,,,,1.0,
1680860877443,,99.0,,,,,1.0,
1680860895357,,99.0,,,,,1.0,
1680860913476,,99.0,,,,,1.0,
1680860931388,,99.0,,,,,1.0,
1680860948526,,100.0,,,,,,
1680860965645,,96.0,1.0,1.0,1.0,,2.0,
1680860982706,100.0,,,,,,,
1680860982765,,59.0,21.0,6.0,6.0,2.0,2.0,
1680860999018,,97.0,1.0,,,,2.0,
1680861015988,,98.0,1.0,,,,1.0,
1680861032965,,96.0,1.0,1.0,1.0,,1.0,
1680861049944,,97.0,1.0,1.0,1.0,,1.0,
1680861066895,,100.0,,,,,,
1680861100977,,99.0,,,,,1.0,
1680861118467,100.0,,,,,,,
1680861118470,,96.0,1.0,1.0,1.0,,1.0,
1680861135322,,98.0,,,,,2.0,
1680861152483,,99.0,,,,,1.0,
1680861169627,,99.0,,,,,1.0,
1681624019311,,96.0,,1.0,1.0,1.0,2.0,
1681624036266,,96.0,1.0,1.0,1.0,,2.0,
1681624058407,,100.0,,,,,,
1681624075354,,97.0,1.0,1.0,1.0,,1.0,
1681624092308,,97.0,1.0,1.0,1.0,,1.0,
1681624109266,,98.0,,,,,2.0,
1681624126347,,98.0,,,,,2.0,
1681624148483,,100.0,,,,,,
1681624165450,,100.0,,,,,,
1681624182456,,98.0,,,,,2.0,
1681624199396,,97.0,1.0,,,,2.0,
1681624216365,,97.0,1.0,1.0,1.0,,1.0,
1681624238994,,99.0,,,,,1.0,
1681624256099,,98.0,,1.0,1.0,,1.0,
1681624273171,,98.0,,,,,2.0,
1681624290134,,96.0,1.0,1.0,1.0,,2.0,
1681624307289,,71.0,10.0,10.0,10.0,1.0,2.0,
1681624329572,100.0,,,,,,,
1681624329640,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1681624346981,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1681624364314,,,,96.0,96.0,1.0,3.0,
1681624381526,100.0,,,,,,,
1681624381530,,10.0,10.0,10.0,10.0,10.0,40.0,10.0
1681624398369,100.0,,,,,,,
1681624398439,,78.0,4.0,8.0,8.0,3.0,3.0,
1681624413771,,99.0,,,,,1.0,
1681624431108,,99.0,,,,,1.0,
