timestamp,stress
1679481287342,2
1679485296835,1
1679493983814,1
1679497802924,3
1679505173827,1
1679517503349,1
1679540375611,3
1679543973359,4
1679548724036,2
1679551627674,1
1679553524245,1
1679555500175,1
1679560074086,1
1679566243777,1
1679568911091,1
1679571746060,5
1679574180097,4
1679578946521,1
1679594241683,1
1679633444091,1
1679635300542,1
1679640830851,2
1679646249570,1
1679648122746,1
1679651477311,1
1679653361177,1
1679655661608,1
1679659393186,1
1679661366242,1
1679663783107,1
1679666499436,1
1679669005840,1
1679673556760,1
1679679431016,1
1679682144963,2
1679720873906,2
1679730073646,5
1679740159614,1
1679746009766,1
1679749441245,4
1679752123713,1
1679755213185,1
1679757519885,1
1679764646616,1
1679772169397,1
1679809221882,1
1679811835547,1
1679815613143,1
1679818244497,4
1679822542929,1
1679824615554,2
1679826882224,1
1679829799196,1
1679833403656,1
1679838085346,1
1679839938087,1
1679842037096,1
1679844074005,5
1679847053719,1
1679855296377,1
1679861913898,2
1679864485921,1
1679897386947,5
1679899446710,4
1679902812826,2
1679906334514,1
1679914489789,1
1679923695761,1
1679928322235,1
1679930464711,1
1679935053934,5
1679936937551,1
1679945570409,1
1679965261605,1
1679967652950,4
1679981225818,1
1679983329727,1
1679988221760,1
1679996027839,1
1679999122157,2
1680002258984,1
1680011575899,5
1680013452021,1
1680015546416,1
1680018977961,4
1680029478242,1
1680057706703,5
1680064509106,1
1680066576322,1
1680068851168,1
1680076336781,1
1680079714619,1
1680081723019,5
1680084806212,1
1680087591526,2
1680090973209,1
1680093254399,1
1680096161113,4
1680099452421,1
1680103835190,1
1680112494854,1
1680138495545,2
1680150633071,4
1680154205889,4
1680161419466,1
1680164283855,1
1680168753451,1
1680174193592,1
1680177500900,1
1680182177728,2
1680184219956,1
1680188716834,1
1680200403986,1
1680236829018,1
1680240377155,1
1680249391697,4
1680255221854,2
1680263300200,4
1680268317554,2
1680271650475,1
1680273707687,2
1680278921573,4
1680283202897,1
1680296856064,1
1680323383354,2
1680326308290,2
1680328809407,2
1680337821501,1
1680340437475,1
1680344674238,2
1680347502306,2
1680362657780,2
1680370399016,5
1680373077912,5
1680379637911,4
1680418076428,2
1680432429789,2
1680436863912,1
1680442276416,2
1680444240623,1
1680446832872,2
1680451783268,2
1680459507032,1
1680461348223,1
1680477258345,2
1680479238123,4
1680482971517,4
1680485977252,2
1680498760720,4
1680502242399,2
1680510584011,2
1680518359269,1
1680523718065,1
1680528889583,2
1680531933904,1
1680533836552,2
1680563875995,1
1680568885075,1
1680571463401,1
1680587178639,2
1680590351469,3
1680592467405,1
1680595191327,2
1680600658381,1
1680602591020,1
1680606022352,1
1680608261595,2
1680610212494,4
1680612226148,1
1680614167933,2
1680620235874,4
1680626244604,2
1680632372564,1
1680638924649,1
1680646038131,4
1680669747740,2
1680676082145,2
1680678945894,2
1680684386768,2
1680687317699,1
1680695487376,2
