timestamp,TILTING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,STILL
1680873047093,100.0,,,,,,,
1680873047162,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680873368222,100.0,,,,,,,
1680873368276,,,,,,,,100.0
1680873405546,,,,,,,,100.0
1680873422559,,1.0,,,,,,99.0
1680873439559,,1.0,,,,,,99.0
1680873463748,,,,,,,,100.0
1680873519997,,3.0,18.0,8.0,15.0,15.0,,42.0
1680873536968,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680873553466,,1.0,,,,,,99.0
1680873570436,,1.0,,,,,,99.0
1680873587424,100.0,,,,,,,
1680873587467,,2.0,,,,,,98.0
1680873604445,,1.0,2.0,2.0,4.0,4.0,,90.0
1680873621462,,1.0,,,,,,99.0
1680873646636,,2.0,,,,,,98.0
1680873663666,,1.0,,,,,,99.0
1680873680619,,2.0,1.0,,1.0,1.0,,96.0
1680873697600,,1.0,8.0,2.0,3.0,3.0,,84.0
1680873714567,,1.0,,,,,,99.0
1680873731536,,1.0,1.0,,1.0,1.0,,97.0
1680873748478,100.0,,,,,,,
1680873748499,,2.0,,1.0,1.0,1.0,,96.0
1680873765508,100.0,,,,,,,
1680873765544,,2.0,,,2.0,2.0,,96.0
1680873782554,,1.0,,,,,,99.0
1680873799544,,1.0,,,3.0,3.0,,96.0
1680873825841,,1.0,,,,,,99.0
1680873842880,,2.0,,,1.0,1.0,,97.0
1680873859874,,2.0,,,1.0,1.0,,97.0
1680873876882,,1.0,,,1.0,1.0,,98.0
1680873893842,,1.0,,,1.0,1.0,,98.0
1680873910822,,1.0,,,,,,99.0
1680873927823,,2.0,,,1.0,1.0,,97.0
1680873944840,,2.0,5.0,4.0,16.0,16.0,,69.0
1680873961848,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680873978841,,2.0,10.0,6.0,12.0,12.0,5.0,58.0
1680874003852,,1.0,1.0,,1.0,1.0,,96.0
1680874020837,,2.0,1.0,,1.0,1.0,,96.0
1680874037869,,1.0,1.0,,1.0,1.0,,97.0
1680874054848,,2.0,,,,,,98.0
1680874071848,,2.0,1.0,,1.0,1.0,,96.0
1680874088840,,1.0,,,1.0,1.0,,98.0
1680874105829,,1.0,,,1.0,1.0,,98.0
1680874122801,,2.0,3.0,9.0,15.0,15.0,1.0,67.0
1680874139816,,3.0,11.0,15.0,31.0,31.0,,34.0
1680874156825,,2.0,1.0,,1.0,1.0,,96.0
1680874183856,,1.0,,,,,,99.0
1680874200840,,1.0,,,,,,99.0
1680874217857,,1.0,32.0,2.0,12.0,12.0,,41.0
1680874234886,,2.0,11.0,1.0,4.0,4.0,,78.0
1680874251902,,2.0,1.0,,1.0,1.0,,96.0
1680874268885,100.0,,,,,,,
1680874268917,,,13.0,14.0,22.0,22.0,1.0,38.0
1680874285903,,2.0,,1.0,1.0,1.0,,96.0
1680874302920,,2.0,,,1.0,1.0,,97.0
1680874319915,,1.0,1.0,,,,,97.0
1680874336904,,1.0,,,,,,99.0
1680874362843,,2.0,1.0,,1.0,1.0,,96.0
1680874379882,100.0,,,,,,,
1680874379919,,2.0,,1.0,1.0,1.0,,96.0
1680874396923,,1.0,7.0,10.0,11.0,11.0,,64.0
1680874413909,,1.0,10.0,3.0,9.0,9.0,,71.0
1680874430929,,2.0,,,,,,98.0
1680874447923,,1.0,,,,,,99.0
1680874464906,,2.0,,,,,,98.0
1680874481894,,1.0,,,,,,99.0
1680874498889,,1.0,,,,,,99.0
1680864070456,100.0,,,,,,,
1680864070542,,1.0,1.0,,,,,98.0
1680867789425,100.0,,,,,,,
1680867789509,,,,,,,,100.0
1680868908735,100.0,,,,,,,
1680868908771,,1.0,,,,,,99.0
1680869032846,,2.0,11.0,9.0,30.0,30.0,1.0,42.0
1680869061723,100.0,,,,,,,
1680869061763,,1.0,,,1.0,1.0,,98.0
1680836819677,,1.0,3.0,5.0,15.0,15.0,,75.0
1680836836699,,2.0,6.0,1.0,26.0,26.0,,62.0
1680836853735,,2.0,5.0,4.0,25.0,25.0,,63.0
1680836870746,,1.0,1.0,,2.0,2.0,,96.0
1680836886663,,1.0,,,1.0,1.0,,98.0
1680836903706,,1.0,1.0,1.0,10.0,10.0,,87.0
1680836920756,,2.0,1.0,,1.0,1.0,,96.0
1680836937775,,1.0,,,,,,99.0
1680836954768,100.0,,,,,,,
1680836954812,,2.0,,,,,,98.0
1680836971784,,2.0,,,,,,98.0
1680836988766,,1.0,1.0,,1.0,1.0,,96.0
1680837005759,,2.0,,,,,,98.0
1680837022793,,2.0,,,,,,98.0
1680837039792,,1.0,,,,,,99.0
1680837056777,,1.0,,,,,,99.0
1680837069577,,2.0,1.0,,1.0,1.0,,96.0
1680837086524,,2.0,1.0,,1.0,1.0,,96.0
1680837103521,,2.0,1.0,,1.0,1.0,,96.0
1680837120489,,1.0,,,1.0,1.0,,98.0
1680837137468,,1.0,,,,,,99.0
1680837154461,,1.0,,,,,,99.0
1680837171454,,1.0,1.0,,,,,98.0
1680837188398,,1.0,,,,,,99.0
1680837205388,,2.0,7.0,4.0,8.0,8.0,,76.0
1680837222399,,3.0,13.0,16.0,22.0,22.0,,41.0
1680837239392,,1.0,1.0,,1.0,1.0,,96.0
1680837833424,,1.0,,,,,,99.0
1680840293673,,1.0,,,,,,99.0
1680840609266,,,,,,,,100.0
1680878843486,100.0,,,,,,,
1680878843538,,2.0,,,,,,98.0
1680878994478,100.0,,,,,,,
1680878994517,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879021768,,,,,,,,100.0
1680879039090,,1.0,1.0,,,,,98.0
1680879055741,,1.0,1.0,,,,,98.0
1680879072740,,2.0,1.0,,1.0,1.0,,96.0
1680879089731,,2.0,1.0,,1.0,1.0,,96.0
1680879106707,,1.0,1.0,,1.0,1.0,,97.0
1680879123681,,1.0,1.0,,1.0,1.0,,97.0
1680879140680,100.0,,,,,,,
1680879140723,,2.0,32.0,1.0,3.0,3.0,,42.0
1680879157733,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879174721,,,81.0,,,,,11.0
1680879192903,,3.0,83.0,,2.0,2.0,,5.0
1680879209882,,1.0,,,1.0,1.0,,98.0
1680879226893,,1.0,2.0,2.0,5.0,5.0,,89.0
1680879243903,,2.0,,,1.0,1.0,,97.0
1680879260872,,1.0,,,2.0,2.0,,97.0
1680879277860,,1.0,,,1.0,1.0,,98.0
1680879294869,,1.0,4.0,11.0,21.0,21.0,,61.0
1680879311843,,1.0,,,,,,99.0
1680881897443,,2.0,22.0,2.0,11.0,11.0,,54.0
1680881913302,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680881983777,,1.0,11.0,1.0,4.0,4.0,,74.0
1680882000792,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680882389906,,1.0,1.0,,1.0,1.0,,96.0
1680882406907,,2.0,6.0,2.0,14.0,14.0,,72.0
1680882423892,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680882440902,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680882457887,,1.0,,,,,,99.0
1680883113376,100.0,,,,,,,
1680883113380,,2.0,21.0,,3.0,3.0,,69.0
1680883129849,,1.0,,,1.0,1.0,,98.0
1680883238945,100.0,,,,,,,
1680883239018,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680883579748,100.0,,,,,,,
1680883579792,,2.0,16.0,3.0,8.0,8.0,,63.0
1680883859978,,2.0,,,1.0,1.0,,97.0
1680883951543,,2.0,1.0,,1.0,1.0,,96.0
1680883968532,,2.0,1.0,,,,,97.0
1680883985506,,1.0,1.0,,1.0,1.0,,96.0
1680884002497,,1.0,12.0,7.0,9.0,9.0,,63.0
1680884019496,,2.0,23.0,3.0,4.0,4.0,,63.0
1680884036475,,1.0,7.0,1.0,10.0,10.0,,75.0
1680884053473,,2.0,,,1.0,1.0,,97.0
1680885598658,100.0,,,,,,,
1680885598683,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885627507,,3.0,,,97.0,97.0,,
1680885644519,,1.0,1.0,1.0,96.0,96.0,,1.0
1680885726241,,2.0,16.0,11.0,30.0,30.0,1.0,33.0
1680886430031,,,,,,,,100.0
1680886468196,100.0,,,,,,,
1680886468246,,2.0,20.0,1.0,8.0,8.0,,50.0
1680886485234,,1.0,,,,,,99.0
1680886502222,,1.0,,,,,,99.0
1680886534864,,2.0,33.0,2.0,4.0,4.0,,40.0
1680886563746,,,,,,,,100.0
1680886580737,,1.0,,,,,,99.0
1680886597728,,1.0,,,,,,99.0
1680886614720,,1.0,,,,,,99.0
1680886638873,,,,,,,,100.0
1680886667764,,,,,,,,100.0
1680886684755,,1.0,,,,,,99.0
1680886701725,,1.0,,,,,,99.0
1680886718725,,1.0,,,,,,99.0
1680886735710,,1.0,,,,,,99.0
1680886752706,,1.0,,,,,,99.0
1680886769693,,1.0,,,,,,99.0
1680886786690,,1.0,,,,,,99.0
1680886808237,,1.0,,,,,,99.0
1680886825255,,1.0,,,,,,99.0
1680886842275,,1.0,,,,,,99.0
1680886859305,,1.0,,,,,,99.0
1680886876280,,1.0,,,,,,99.0
1680886893263,,1.0,,,,,,99.0
1680886910272,,1.0,,,,,,99.0
1680887974977,100.0,,,,,,,
1680887975034,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680888004789,100.0,,,,,,,
1680888004829,,,,,,,,100.0
1680888033679,100.0,,,,,,,
1680888033719,,,,,,,,100.0
1680888050697,,1.0,,,,,,99.0
1680888067675,,1.0,,,,,,99.0
1680888084674,,1.0,,,,,,99.0
1680888101662,,1.0,,,,,,99.0
1680888118631,,1.0,,,,,,99.0
1680888135628,,1.0,,,,,,99.0
1680888152606,,1.0,,,,,,99.0
1680888169579,,1.0,,,,,,99.0
1680888189867,,1.0,,,,,,99.0
1680888206829,,1.0,,,,,,99.0
1680888223818,,1.0,,,,,,99.0
1680888246890,,1.0,,,,,,99.0
1680888263890,,1.0,,,,,,99.0
1680888280884,,1.0,,,,,,99.0
1680888297866,,1.0,,,,,,99.0
1680888314862,,1.0,,,,,,99.0
1680888331833,,1.0,,,,,,99.0
1680888348825,,1.0,,,,,,99.0
1680888365822,,1.0,,,,,,99.0
1680888388915,,1.0,,,,,,99.0
1680888405901,,1.0,,,,,,99.0
1680888422892,,1.0,,,,,,99.0
1680888439877,,1.0,,,,,,99.0
1680888456820,,1.0,,,,,,99.0
1680888473803,,1.0,,,,,,99.0
1680888490776,,2.0,,,,,,98.0
1680845088889,,,,,,,,100.0
1680845402424,,,,,,,,100.0
1680846901541,,1.0,1.0,,1.0,1.0,,97.0
1680846982127,100.0,,,,,,,
1680846982164,,3.0,16.0,4.0,11.0,11.0,,53.0
1680847006523,,,,,,,,100.0
1680849521664,100.0,,,,,,,
1680849521697,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680849559008,,2.0,7.0,9.0,33.0,33.0,1.0,42.0
1680849576058,,1.0,5.0,4.0,17.0,17.0,,69.0
1680849593046,,1.0,,,,,,99.0
1680849610038,,1.0,,,,,,99.0
1680849627038,,1.0,,,,,,99.0
1680849644033,,1.0,,,,,,99.0
1680849661034,,1.0,,,,,,99.0
1680849678055,,1.0,,,,,,99.0
1680849695044,,1.0,,,,,,99.0
1680849712033,,1.0,,,,,,99.0
1680849732750,,1.0,,,,,,99.0
1680849749736,,1.0,,,,,,99.0
1680849766762,,1.0,,,,,,99.0
1680849783759,,1.0,,,,,,99.0
1680849800751,,1.0,,,,,,99.0
1680849817755,,1.0,,,,,,99.0
1680849834748,,1.0,,,,,,99.0
1680849851735,,1.0,,,,,,99.0
1680849868716,,1.0,,,,,,99.0
1680849885720,,1.0,,,,,,99.0
1680849902722,,1.0,,,,,,99.0
1680849919684,,1.0,,,,,,99.0
1680849932773,,1.0,,,,,,99.0
1680849949780,,1.0,,,,,,99.0
1680849966793,,1.0,,,,,,99.0
1680849983762,,1.0,,,,,,99.0
1680850000763,,1.0,,,,,,99.0
1680850017775,,1.0,,,,,,99.0
1680850034771,,1.0,,,,,,99.0
1680850051772,,1.0,,,,,,99.0
1680850068752,,1.0,,,,,,99.0
1680850307361,,2.0,10.0,6.0,29.0,29.0,1.0,46.0
1680850405277,,,,,,,,100.0
1680850530220,,,,,,,,100.0
1680851103602,100.0,,,,,,,
1680851103653,,2.0,10.0,12.0,10.0,10.0,,62.0
1680851336476,100.0,,,,,,,
1680851336513,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680852664442,100.0,,,,,,,
1680852664480,,3.0,9.0,4.0,32.0,32.0,,47.0
1680828330430,,1.0,,,,,,99.0
1680832782190,,,,,,,,100.0
1680833777444,100.0,,,,,,,
1680833777498,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680834316253,100.0,,,,,,,
1680834316330,,1.0,2.0,,,,,96.0
1680834666645,100.0,,,,,,,
1680834666724,,3.0,16.0,2.0,11.0,11.0,,55.0
1680834948366,,,,,,,,100.0
1680835462780,,2.0,1.0,1.0,96.0,96.0,,
1680836229682,100.0,,,,,,,
1680836229685,,2.0,24.0,12.0,11.0,11.0,,38.0
1680836246146,100.0,,,,,,,
1680836246189,,1.0,1.0,2.0,8.0,8.0,,87.0
1680836266561,,1.0,4.0,9.0,35.0,35.0,1.0,48.0
1680836283613,,2.0,,,1.0,1.0,,97.0
1680836300646,,1.0,,,,,,99.0
1680836365375,100.0,,,,,,,
1680836365411,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680836382431,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680836399421,,1.0,1.0,2.0,94.0,94.0,1.0,1.0
1680836416412,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680836433433,,3.0,,1.0,96.0,96.0,,
1680836544945,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680836561977,,2.0,7.0,12.0,24.0,24.0,,53.0
1680836700555,100.0,,,,,,,
1680836700583,,2.0,,1.0,6.0,6.0,,91.0
1680836717571,100.0,,,,,,,
1680836717603,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680836734650,,2.0,12.0,17.0,24.0,24.0,1.0,37.0
1680836751695,,2.0,1.0,5.0,8.0,8.0,,84.0
1680836768665,,1.0,1.0,,1.0,1.0,,97.0
1680836785643,,2.0,2.0,1.0,2.0,2.0,,93.0
1680836802661,,1.0,4.0,13.0,17.0,17.0,,64.0
1680854147351,100.0,,,,,,,
1680854147398,,2.0,18.0,7.0,24.0,24.0,1.0,34.0
1680854177170,100.0,,,,,,,
1680854177213,,,,,,,,100.0
1680854214637,,2.0,29.0,3.0,12.0,12.0,,48.0
1680854231620,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854255776,,1.0,,,,,,99.0
1680854284633,,2.0,1.0,,,,,97.0
1680854301660,,1.0,,,1.0,1.0,,98.0
1680854318738,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854340557,,2.0,11.0,3.0,14.0,14.0,,67.0
1680854357521,,1.0,1.0,,2.0,2.0,,96.0
1680854374519,,1.0,,,1.0,1.0,,98.0
1680854391511,,3.0,,,1.0,1.0,,96.0
1680854415474,,1.0,,,1.0,1.0,,98.0
1680854432490,,1.0,7.0,2.0,12.0,12.0,,75.0
1680854450346,,3.0,,1.0,9.0,9.0,,87.0
1680854466445,,1.0,4.0,2.0,10.0,10.0,,80.0
1680854483446,,1.0,6.0,4.0,15.0,15.0,,72.0
1680854500413,,1.0,,,1.0,1.0,,98.0
1680854524171,,2.0,1.0,,,,,97.0
1680854541127,,1.0,1.0,,1.0,1.0,,97.0
1680854558080,,2.0,1.0,,1.0,1.0,,96.0
1680854575076,,2.0,6.0,,2.0,2.0,,90.0
1680854592040,,1.0,2.0,,1.0,1.0,,96.0
1680854609023,,2.0,2.0,,1.0,1.0,,95.0
1680854625986,,1.0,1.0,,1.0,1.0,,97.0
1680854642937,,,1.0,,1.0,1.0,,98.0
1680854659924,,1.0,,,,,,99.0
1680854676909,,2.0,1.0,,1.0,1.0,,96.0
1680854693943,,2.0,6.0,5.0,14.0,14.0,,71.0
1680854707108,,2.0,13.0,18.0,27.0,27.0,1.0,33.0
1680854724099,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854741085,,2.0,19.0,5.0,28.0,28.0,,37.0
1680854758084,,2.0,8.0,,4.0,4.0,,85.0
1680854775058,,1.0,1.0,,1.0,1.0,,97.0
1680854792032,,1.0,2.0,,1.0,1.0,,96.0
1680854808996,,,2.0,,1.0,1.0,,97.0
1680854825956,,1.0,1.0,,1.0,1.0,,97.0
1680854842953,,,3.0,,1.0,1.0,,96.0
1680854859942,,2.0,10.0,,4.0,4.0,,83.0
1680854876985,,1.0,4.0,,,,,94.0
1680854890001,,2.0,15.0,5.0,18.0,18.0,,56.0
1680854906980,,1.0,2.0,1.0,6.0,6.0,,90.0
1680854923952,,2.0,8.0,3.0,15.0,15.0,,70.0
1680854947307,,2.0,,,2.0,2.0,,96.0
1680854964290,,1.0,,,,,,99.0
1680854981288,,2.0,,,,,,98.0
1680854998248,,1.0,,,2.0,2.0,,97.0
1680855015278,,2.0,1.0,,2.0,2.0,,95.0
1680855032241,,3.0,,,1.0,1.0,,96.0
1680855049193,,2.0,,,1.0,1.0,,97.0
1680855066241,,1.0,1.0,,,,,98.0
1680855083290,,1.0,1.0,,1.0,1.0,,97.0
1680855100289,,1.0,1.0,,1.0,1.0,,97.0
1680855122654,,1.0,25.0,4.0,18.0,18.0,,43.0
1680855144837,,1.0,1.0,,,,,98.0
1680855161813,,2.0,1.0,,1.0,1.0,,96.0
1680855178774,,1.0,1.0,,,,,98.0
1680855195801,,1.0,2.0,,,,,97.0
1680855212780,,2.0,3.0,,,,,95.0
1680855229770,,2.0,1.0,,,,,97.0
1680855246756,,2.0,,,,,,98.0
1680855506191,,,,,,,,100.0
1680857602248,,,,,,,,100.0
1680857796175,100.0,,,,,,,
1680857796206,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681630494416,,,,,,,,100.0
1681652549728,100.0,,,,,,,
1681652549772,,,,,,,,100.0
1681654112445,100.0,,,,,,,
1681654112493,,2.0,7.0,11.0,20.0,20.0,1.0,54.0
1681654141364,,,,,,,,100.0
1681655183156,100.0,,,,,,,
1681655183239,,3.0,13.0,6.0,19.0,19.0,1.0,51.0
1681656108492,100.0,,,,,,,
1681656108536,,,,,,,,100.0
1681659353123,,,,,,,,100.0
1681660454916,100.0,,,,,,,
1681660454980,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681660927384,100.0,,,,,,,
1681660927412,,,,,,,,100.0
1681660956278,,2.0,,,,,,98.0
1681660973253,,2.0,1.0,,1.0,1.0,,96.0
1681660990245,,1.0,,,,,,99.0
1681661007231,,1.0,8.0,1.0,7.0,7.0,,81.0
1681661024232,,1.0,,,1.0,1.0,,98.0
1681661041212,,2.0,,,2.0,2.0,,96.0
1681661058180,,1.0,2.0,,,,,97.0
1681661128111,,2.0,13.0,,5.0,5.0,,73.0
1681661196594,100.0,,,,,,,
1681661196623,,2.0,,,1.0,1.0,,97.0
1681661221912,100.0,,,,,,,
1681661221957,,2.0,,,,,,98.0
1681661238992,100.0,,,,,,,
1681661239059,,1.0,20.0,6.0,14.0,14.0,,46.0
1681661256164,,1.0,1.0,,,,,97.0
1681661811896,,1.0,1.0,,1.0,1.0,,97.0
1681665871070,100.0,,,,,,,
1681665871142,,,,,,,,100.0
1681665996901,100.0,,,,,,,
1681665996991,,1.0,2.0,,,,,96.0
1681667483354,100.0,,,,,,,
1681667483403,,,,,,,,100.0
1681669942184,,,,,,,,100.0
1681670280026,100.0,,,,,,,
1681670280075,,,,,,,,100.0
1681670605462,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681670622477,,2.0,,,,,,98.0
1681670639480,,1.0,8.0,,2.0,2.0,,84.0
1681670656482,,2.0,,,,,,98.0
1681670673498,,2.0,,,1.0,1.0,,97.0
1681670690483,,,2.0,,1.0,1.0,,96.0
1681670707486,,1.0,,,,,,99.0
1681670724466,,1.0,,,,,,99.0
1681670741466,,1.0,1.0,,1.0,1.0,,96.0
1681670758430,,2.0,1.0,,,,,97.0
1681670775385,,1.0,1.0,,,,,98.0
1681670791860,,1.0,,,,,,99.0
1681670808850,,1.0,,,,,,99.0
1681670825820,,1.0,,,,,,99.0
1681670842814,,1.0,,,,,,99.0
1681670859809,,1.0,1.0,,1.0,1.0,,96.0
1681670876805,,1.0,2.0,,,,,97.0
1681670893794,,1.0,1.0,,,,,98.0
1681670910767,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681670927718,,2.0,,,,,,98.0
1681670944693,,1.0,,,,,,99.0
1681670961665,,1.0,,,,,,99.0
1681670974783,,,2.0,,1.0,1.0,,96.0
1681670991770,,1.0,1.0,,1.0,1.0,,96.0
1681671008759,,1.0,,,,,,99.0
1681671025745,,1.0,,,,,,99.0
1681671042697,,1.0,,,,,,99.0
1681671059701,,1.0,,,,,,99.0
1681671076668,,2.0,,,,,,98.0
1681671093634,,1.0,1.0,,1.0,1.0,,96.0
1681671110609,,,2.0,,1.0,1.0,,96.0
1681671127580,,1.0,1.0,,1.0,1.0,,96.0
1681671144555,,1.0,,,,,,99.0
1681671157737,,1.0,,,,,,99.0
1681671174719,,1.0,1.0,,1.0,1.0,,96.0
1681671191700,,1.0,1.0,,1.0,1.0,,96.0
1681671208729,,1.0,,,,,,99.0
1681671225696,,1.0,,,,,,99.0
1681671242665,,1.0,,,,,,99.0
1681671259628,,1.0,,,,,,99.0
1681671276630,,1.0,1.0,,1.0,1.0,,96.0
1681671293621,,1.0,,,,,,99.0
1681671310619,,2.0,1.0,,,,,97.0
1681671327618,,2.0,19.0,2.0,7.0,7.0,,57.0
1681671340675,,1.0,1.0,,2.0,2.0,,95.0
1681671357694,,2.0,,,1.0,1.0,,97.0
1681671374699,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681671391706,,1.0,11.0,6.0,17.0,17.0,,60.0
1681671408712,,2.0,7.0,5.0,16.0,16.0,,65.0
1681671425700,100.0,,,,,,,
1681671425734,,,5.0,8.0,31.0,31.0,1.0,52.0
1681671442714,100.0,,,,,,,
1681671442750,,1.0,29.0,7.0,17.0,17.0,,37.0
1681671459759,,2.0,13.0,19.0,23.0,23.0,,35.0
1681671476778,,3.0,2.0,6.0,4.0,4.0,,84.0
1681671493792,,2.0,14.0,10.0,12.0,12.0,,56.0
1681671510813,,2.0,3.0,1.0,2.0,2.0,,92.0
1681671524043,,2.0,6.0,18.0,7.0,7.0,,65.0
1681671540647,,1.0,,,,,,99.0
1681671557601,,2.0,1.0,,,,,96.0
1681671574614,100.0,,,,,,,
1681671574649,,1.0,,,,,,99.0
1681671591672,,1.0,3.0,,2.0,2.0,,93.0
1681671608652,,1.0,,,,,,99.0
1681671625669,100.0,,,,,,,
1681671625714,,1.0,14.0,,2.0,2.0,,72.0
1681671642677,,1.0,1.0,,1.0,1.0,,96.0
1681671659662,,1.0,,,,,,99.0
1681671676652,,2.0,,,,,,98.0
1681671693651,,1.0,,,,,,99.0
1681671707810,,2.0,,,,,,98.0
1681671724874,,1.0,1.0,,1.0,1.0,,96.0
1681671741872,,1.0,,,,,,99.0
1681671758897,,1.0,3.0,,,,,94.0
1681671775923,,1.0,7.0,4.0,9.0,9.0,,73.0
1681671794272,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681671811329,,1.0,86.0,,4.0,4.0,,7.0
1681671828303,,1.0,,,,,,99.0
1681671845337,,2.0,10.0,,3.0,3.0,,78.0
1681671862354,,1.0,,,,,,99.0
1681671879367,,1.0,,,,,,99.0
1681671891980,,1.0,,,,,,99.0
1681671909006,100.0,,,,,,,
1681671909047,,1.0,2.0,,1.0,1.0,,96.0
1681671926044,100.0,,,,,,,
1681671926115,,3.0,1.0,,,,,96.0
1681671943184,,,2.0,1.0,1.0,1.0,,95.0
1681671960234,,1.0,1.0,,,,,97.0
1681671977257,,1.0,,,,,,99.0
1681671994262,,1.0,1.0,,,,,97.0
1681672011274,,,2.0,,1.0,1.0,,96.0
1681672028302,,1.0,14.0,,2.0,2.0,,78.0
1681672045292,,1.0,1.0,,1.0,1.0,,96.0
1681672062307,,1.0,7.0,,1.0,1.0,,89.0
1681672075996,,1.0,,,,,,99.0
1681672092969,,1.0,,,,,,99.0
1681672109975,100.0,,,,,,,
1681672110027,,2.0,9.0,2.0,7.0,7.0,,74.0
1681672127035,100.0,,,,,,,
1681672127082,,2.0,15.0,7.0,21.0,21.0,,49.0
1681672144092,,2.0,8.0,11.0,29.0,29.0,,46.0
1681672161117,,1.0,8.0,10.0,29.0,29.0,1.0,47.0
1681672178147,,1.0,12.0,10.0,17.0,17.0,,52.0
1681672195162,,1.0,1.0,,,,,98.0
1681672212198,,2.0,30.0,6.0,11.0,11.0,,38.0
1681672229195,,1.0,1.0,,1.0,1.0,,97.0
1681672246219,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681672258937,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681672275951,,2.0,9.0,13.0,33.0,33.0,,35.0
1681672292960,100.0,,,,,,,
1681672293006,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681672310025,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681672327078,100.0,,,,,,,
1681672327117,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681672344123,,1.0,,,,,,99.0
1681672361120,,1.0,,,,,,99.0
1681672378098,,1.0,,,,,,99.0
