timestamp,STILL,IN_VEHICLE,ON_FOOT,WALKING,ON_BICYCLE,UNDEFINED,RUNNING,TILTING
1680889053763,37.0,24.0,23.0,23.0,6.0,2.0,,
1680889081991,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680889097053,59.0,12.0,7.0,7.0,15.0,2.0,,
1680889112128,96.0,2.0,,,,2.0,,
1680889127200,99.0,,,,,1.0,,
1680889142332,64.0,27.0,2.0,2.0,,1.0,,
1680889157411,50.0,31.0,5.0,5.0,3.0,3.0,,
1680889172560,72.0,12.0,3.0,3.0,4.0,3.0,,
1680889187729,55.0,26.0,4.0,4.0,3.0,2.0,,
1680889202867,99.0,,,,,1.0,,
1680889217938,96.0,1.0,1.0,1.0,,1.0,,
1680889228520,99.0,,,,,1.0,,
1680889243583,99.0,,,,,1.0,,
1680889260088,99.0,,,,,1.0,,
1680889275224,96.0,1.0,1.0,1.0,,1.0,,
1680889290286,96.0,2.0,1.0,1.0,,,,
1680889305406,97.0,1.0,,,,2.0,,
1680889320481,98.0,,,,,2.0,,
1680889337044,96.0,1.0,1.0,1.0,,1.0,,
1680889352112,96.0,1.0,1.0,1.0,,1.0,,
1680889368499,97.0,1.0,1.0,1.0,,1.0,,
1680889383650,97.0,1.0,1.0,1.0,,1.0,,
1680889398745,96.0,1.0,,,,3.0,,
1680889413833,96.0,1.0,1.0,1.0,,2.0,,
1680889428952,98.0,1.0,,,,1.0,,
1680889444072,70.0,18.0,4.0,4.0,3.0,2.0,,
1680889459213,44.0,32.0,11.0,11.0,5.0,2.0,,
1680889474322,53.0,37.0,1.0,1.0,1.0,2.0,,
1680889489438,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680889504573,96.0,3.0,,,,1.0,,
1680889519709,85.0,4.0,5.0,5.0,1.0,2.0,,
1680889534866,80.0,4.0,8.0,8.0,3.0,2.0,,
1680889550019,99.0,,,,,1.0,,
1680889565137,99.0,,,,,1.0,,
1680889580256,99.0,,,,,1.0,,
1680889595407,74.0,8.0,8.0,8.0,2.0,1.0,,
1680889610571,53.0,10.0,12.0,12.0,13.0,3.0,,
1680889625693,99.0,,,,,1.0,,
1680889641244,65.0,14.0,6.0,6.0,1.0,2.0,,
1680889656327,61.0,7.0,16.0,16.0,9.0,2.0,,
1680889671453,72.0,6.0,11.0,11.0,6.0,2.0,,
1680889686569,97.0,1.0,,,,2.0,,
1680889701636,99.0,,,,,1.0,,
1680889716705,97.0,,1.0,1.0,,2.0,,
1680889731863,98.0,1.0,,,,1.0,,
1680889747024,,,,,,,,100.0
1680889747050,84.0,3.0,6.0,6.0,3.0,3.0,,
1680889762201,,,,,,,,100.0
1680889762234,90.0,1.0,5.0,5.0,2.0,2.0,,
1680889777355,96.0,1.0,1.0,1.0,,2.0,,
1680889792456,95.0,,2.0,2.0,1.0,2.0,,
1680889807584,,,,,,,,100.0
1680889807620,66.0,5.0,18.0,18.0,4.0,2.0,1.0,
1680889822713,57.0,9.0,15.0,15.0,8.0,2.0,1.0,
1680889837866,61.0,10.0,14.0,14.0,8.0,1.0,1.0,
1680889853005,81.0,7.0,5.0,5.0,2.0,1.0,,
1680889868147,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680889883234,10.0,75.0,1.0,1.0,,2.0,,
1680889898335,98.0,,,,,2.0,,
1680889913462,98.0,,,,,2.0,,
1680889928568,96.0,1.0,1.0,1.0,,2.0,,
1680889943671,97.0,1.0,,,,2.0,,
1680889958823,55.0,21.0,1.0,1.0,,2.0,,
1680889973940,97.0,1.0,,,,2.0,,
1680889989011,99.0,,,,,1.0,,
1680890004079,99.0,,,,,1.0,,
1680890019203,76.0,10.0,3.0,3.0,1.0,2.0,,
1680890034286,52.0,16.0,12.0,12.0,11.0,3.0,,
1680890049367,97.0,2.0,,,,1.0,,
1680890064503,62.0,20.0,10.0,10.0,1.0,1.0,,
1680890079586,85.0,5.0,2.0,2.0,1.0,3.0,,
1680890094509,99.0,,,,,1.0,,
1680890109578,99.0,,,,,1.0,,
1680890124661,99.0,,,,,1.0,,
1680890139801,97.0,1.0,1.0,1.0,,1.0,,
1680890154893,89.0,4.0,2.0,2.0,1.0,2.0,,
1680890169978,51.0,15.0,28.0,28.0,2.0,2.0,,
1680890185094,43.0,23.0,18.0,18.0,6.0,2.0,1.0,
1680890200226,99.0,,,,,1.0,,
1680890215343,55.0,19.0,11.0,11.0,4.0,3.0,,
1680890230448,99.0,,,,,1.0,,
1680890246868,96.0,1.0,1.0,1.0,,2.0,,
1680890261939,96.0,1.0,1.0,1.0,,2.0,,
1680890277072,16.0,78.0,1.0,1.0,,2.0,,
1680890292242,93.0,5.0,1.0,1.0,,,,
1680890307496,97.0,1.0,1.0,1.0,,1.0,,
1680890322564,97.0,2.0,,,,1.0,,
1680890337648,63.0,11.0,12.0,12.0,4.0,3.0,,
1680890352726,,,,,,,,100.0
1680890352754,96.0,1.0,1.0,1.0,,2.0,,
1680890367875,97.0,1.0,,,,2.0,,
1680890382988,59.0,13.0,11.0,11.0,9.0,2.0,,
1680890398143,45.0,11.0,25.0,25.0,6.0,2.0,,
1680890413404,,,,,,,,100.0
1680890413638,84.0,4.0,6.0,6.0,2.0,1.0,,
1680890428758,72.0,11.0,7.0,7.0,4.0,2.0,,
1680890444028,96.0,1.0,,,,3.0,,
1680890458970,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680890474097,72.0,13.0,5.0,5.0,2.0,2.0,,
1680890488565,59.0,16.0,6.0,6.0,3.0,2.0,,
1680890503665,96.0,1.0,,,,3.0,,
1680890518979,52.0,13.0,13.0,13.0,5.0,2.0,4.0,
1680890534094,73.0,18.0,2.0,2.0,1.0,1.0,,
1680890549871,69.0,20.0,2.0,2.0,1.0,1.0,,
1680890564984,98.0,1.0,,,,1.0,,
1680890580075,98.0,1.0,,,,1.0,,
1680890595150,96.0,1.0,,,,3.0,,
1680890610245,98.0,,,,,2.0,,
1680890625362,47.0,17.0,13.0,13.0,6.0,2.0,2.0,
1680890640467,61.0,16.0,6.0,6.0,3.0,2.0,,
1680890655563,90.0,3.0,1.0,1.0,1.0,2.0,,
1680890670665,75.0,7.0,7.0,7.0,4.0,1.0,,
1680890685769,87.0,9.0,1.0,1.0,1.0,1.0,,
1680890700844,98.0,,,,,2.0,,
1680890717774,100.0,,,,,,,
1680890732894,99.0,,,,,1.0,,
1680890743528,99.0,,,,,1.0,,
1680890758635,44.0,27.0,12.0,12.0,6.0,2.0,1.0,
1680890773738,57.0,10.0,16.0,16.0,7.0,3.0,,
1680890788844,47.0,23.0,16.0,16.0,5.0,2.0,1.0,
1680890803940,99.0,,,,,1.0,,
1680890819052,97.0,,1.0,1.0,,2.0,,
1680890834160,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680890849895,99.0,,,,,1.0,,
1680890865025,99.0,,,,,1.0,,
1680890880155,97.0,1.0,,,,2.0,,
1680890895271,97.0,,1.0,1.0,,2.0,,
1680890910393,100.0,,,,,,,
1680890925537,57.0,29.0,5.0,5.0,1.0,1.0,,
1680890940654,59.0,6.0,22.0,22.0,7.0,3.0,1.0,
1680890955806,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680890970932,47.0,15.0,18.0,18.0,5.0,2.0,1.0,
1680890986063,46.0,21.0,10.0,10.0,4.0,2.0,1.0,
1680891001193,98.0,1.0,,,,1.0,,
1680891016335,48.0,17.0,19.0,19.0,8.0,2.0,1.0,
1680891031432,96.0,1.0,1.0,1.0,,2.0,,
1680891046519,97.0,1.0,1.0,1.0,,1.0,,
1680891061605,96.0,,2.0,2.0,,2.0,,
1680891076713,98.0,,1.0,1.0,,1.0,,
1680891091798,99.0,,,,,1.0,,
1680891106542,99.0,,,,,1.0,,
1680891121676,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680891136791,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680891151945,44.0,20.0,17.0,17.0,8.0,1.0,1.0,
1680891167056,60.0,25.0,7.0,7.0,2.0,1.0,,
1680891182220,100.0,,,,,,,
1680891197307,99.0,,,,,1.0,,
1680891212401,99.0,,,,,1.0,,
1680891227508,99.0,,,,,1.0,,
1680891242613,99.0,,,,,1.0,,
1680891257741,99.0,,,,,1.0,,
1680891272889,55.0,24.0,7.0,7.0,3.0,3.0,,
1680891287972,97.0,1.0,,,,2.0,,
1680891303072,98.0,1.0,,,,1.0,,
1680891318177,45.0,22.0,22.0,22.0,4.0,2.0,,
1680891333382,53.0,25.0,10.0,10.0,1.0,2.0,,
1680891348531,43.0,33.0,9.0,9.0,1.0,2.0,,
1680891358555,98.0,1.0,,,,1.0,,
1680891373722,99.0,1.0,,,,,,
1680891388821,56.0,12.0,16.0,16.0,7.0,2.0,1.0,
1680891403919,46.0,16.0,22.0,22.0,6.0,2.0,2.0,
1680891419035,74.0,5.0,10.0,10.0,5.0,3.0,,
1680891434243,60.0,13.0,12.0,12.0,7.0,1.0,,
1680891449324,97.0,1.0,1.0,1.0,,1.0,,
1680891465190,98.0,1.0,,,,1.0,,
1680891480313,82.0,13.0,1.0,1.0,,2.0,,
1680891495442,99.0,,,,,1.0,,
1680891510573,99.0,,,,,1.0,,
1680891525687,99.0,,,,,1.0,,
1680891539578,76.0,10.0,3.0,3.0,,2.0,,
1680891554705,97.0,2.0,,,,1.0,,
1680891569820,97.0,2.0,,,,1.0,,
1680891584966,74.0,15.0,5.0,5.0,,2.0,,
1680891600049,99.0,,,,,1.0,,
1680891615158,99.0,,,,,1.0,,
1680891630287,99.0,,,,,1.0,,
1680891645384,97.0,1.0,1.0,1.0,,1.0,,
1680891660486,96.0,2.0,,,,2.0,,
1680894816431,100.0,,,,,,,
1680894823691,100.0,,,,,,,
1680908795367,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680908826013,,,95.0,95.0,2.0,2.0,1.0,
1680908841149,1.0,,91.0,91.0,3.0,2.0,3.0,
1680908856286,1.0,,96.0,96.0,1.0,2.0,,
1680908871367,,,95.0,95.0,1.0,1.0,3.0,
1680908886448,2.0,,88.0,88.0,2.0,2.0,6.0,
1680908901542,,,91.0,91.0,1.0,2.0,6.0,
1680908916621,,,93.0,93.0,1.0,1.0,5.0,
1680908928824,,,96.0,96.0,,2.0,2.0,
1680908943971,,,96.0,96.0,,2.0,2.0,
1680908959136,,,96.0,96.0,,2.0,2.0,
1680908974327,1.0,,96.0,96.0,,1.0,2.0,
1680908989446,1.0,,97.0,97.0,1.0,1.0,,
1680909004544,1.0,,96.0,96.0,1.0,2.0,,
1680909019704,1.0,,96.0,96.0,,1.0,2.0,
1680909034836,,,96.0,96.0,,2.0,2.0,
1680909049979,1.0,,96.0,96.0,1.0,1.0,1.0,
1680909065088,,,96.0,96.0,1.0,1.0,2.0,
1680909080196,,,96.0,96.0,1.0,2.0,1.0,
1680909095318,1.0,,96.0,96.0,1.0,2.0,,
1680909109844,,,97.0,97.0,,3.0,,
1680909125002,,,96.0,96.0,,1.0,3.0,
1680909291277,2.0,2.0,90.0,90.0,3.0,2.0,1.0,
1680909312347,,,,,,,,100.0
1680909312387,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909327566,,,,,,,,100.0
1680909327588,62.0,17.0,9.0,9.0,4.0,2.0,,
1680909342752,,,,,,,,100.0
1680909342778,32.0,17.0,28.0,28.0,6.0,2.0,,
1680909357922,,,,,,,,100.0
1680909357975,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909373125,,,,,,,,100.0
1680909373173,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909388320,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909405196,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909420338,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909435523,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909450671,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909465810,3.0,78.0,4.0,4.0,1.0,2.0,,
1680909480957,99.0,,,,,1.0,,
1680909493442,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909508625,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909523802,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909538950,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909554091,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909569251,98.0,,,,,2.0,,
1680909584464,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909599815,22.0,21.0,21.0,21.0,15.0,2.0,3.0,
1680909615006,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909630170,34.0,8.0,30.0,30.0,19.0,2.0,1.0,
1680909645331,,,,,,,,100.0
1680909645369,30.0,10.0,21.0,21.0,28.0,1.0,2.0,
1680909660526,,,,,,,,100.0
1680909660575,63.0,13.0,7.0,7.0,13.0,1.0,,
1680909674462,97.0,1.0,,,,1.0,,
1680909689635,96.0,,1.0,1.0,1.0,2.0,,
1680909704717,97.0,1.0,1.0,1.0,,1.0,,
1680909719850,62.0,17.0,10.0,10.0,4.0,1.0,,
1680909734990,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909750132,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909765270,37.0,8.0,36.0,36.0,13.0,1.0,1.0,
1680909780412,77.0,3.0,9.0,9.0,8.0,2.0,,
1680909795552,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680909810690,39.0,4.0,20.0,20.0,30.0,3.0,,
1680909827246,65.0,3.0,11.0,11.0,16.0,3.0,,
1680909842929,98.0,,,,,2.0,,
1680909858071,,,,,,,,100.0
1680909858097,96.0,,1.0,1.0,1.0,2.0,,
1680909873291,47.0,6.0,15.0,15.0,27.0,2.0,1.0,
1680909888424,96.0,1.0,1.0,1.0,,1.0,,
1680909903580,98.0,,,,,2.0,,
1680909918793,,,,,,,,100.0
1680909918841,87.0,5.0,2.0,2.0,1.0,1.0,,
1680909934049,82.0,7.0,3.0,3.0,1.0,1.0,,
1680909949139,56.0,16.0,9.0,9.0,5.0,2.0,,
1680909960293,,,,,,,,100.0
1680909960323,88.0,3.0,3.0,3.0,2.0,2.0,,
1680909975433,87.0,3.0,3.0,3.0,3.0,2.0,,
1680909990573,80.0,4.0,5.0,5.0,9.0,1.0,,
1680910005698,53.0,14.0,15.0,15.0,10.0,3.0,,
1680910020816,79.0,3.0,5.0,5.0,9.0,2.0,,
1680910035910,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680910050982,3.0,4.0,81.0,81.0,5.0,2.0,3.0,
1680910066083,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680910081164,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680910096237,3.0,3.0,85.0,85.0,3.0,2.0,2.0,
1680910111386,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680910126527,96.0,1.0,1.0,1.0,,2.0,,
1680910141611,75.0,9.0,4.0,4.0,4.0,,,
1680910156674,97.0,,1.0,1.0,,2.0,,
1680910171798,96.0,1.0,1.0,1.0,,2.0,,
1680910186917,97.0,1.0,1.0,1.0,,,,
1680910202006,93.0,4.0,1.0,1.0,,1.0,,
1680910218849,71.0,17.0,4.0,4.0,2.0,1.0,,
1680910233887,53.0,23.0,7.0,7.0,7.0,3.0,,
1680910248980,94.0,1.0,1.0,1.0,1.0,2.0,,
1680910264049,40.0,14.0,25.0,25.0,9.0,2.0,1.0,
1680910276862,66.0,9.0,11.0,11.0,5.0,2.0,,
1680910291915,96.0,2.0,,,,1.0,,
1680910312196,74.0,8.0,6.0,6.0,3.0,2.0,,
1680910327330,73.0,9.0,6.0,6.0,4.0,1.0,,
1680910342394,96.0,1.0,,,,2.0,,
1680910359095,96.0,1.0,1.0,1.0,,1.0,,
1680910374230,99.0,1.0,,,,,,
1680910389337,90.0,6.0,1.0,1.0,,2.0,,
1680910404436,98.0,1.0,,,,1.0,,
1680910419589,78.0,13.0,3.0,3.0,1.0,2.0,,
1680910434725,96.0,1.0,,,,2.0,,
1680910449859,97.0,1.0,,,,2.0,,
1680910466633,99.0,,,,,1.0,,
1680910481714,62.0,6.0,18.0,18.0,6.0,3.0,,
1680910496810,78.0,5.0,6.0,6.0,6.0,3.0,,
1680910511891,43.0,25.0,9.0,9.0,3.0,2.0,,
1680910527013,96.0,3.0,,,,1.0,,
1680910542117,59.0,28.0,3.0,3.0,3.0,1.0,,
1680910557197,61.0,24.0,3.0,3.0,1.0,3.0,,
1680910569080,62.0,25.0,4.0,4.0,2.0,2.0,,
1680910584161,96.0,3.0,,,,1.0,,
1680910599244,53.0,40.0,1.0,1.0,,1.0,,
1680910614342,57.0,37.0,1.0,1.0,1.0,1.0,,
1680910629471,77.0,19.0,1.0,1.0,,1.0,,
1680911058557,,,,,,,,100.0
1680911058611,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911094101,,,,,,,,100.0
1680911094137,2.0,1.0,90.0,90.0,2.0,2.0,3.0,
1680911109253,3.0,1.0,89.0,89.0,2.0,2.0,3.0,
1680911130572,6.0,3.0,81.0,81.0,3.0,2.0,3.0,
1680911145697,1.0,,96.0,96.0,1.0,1.0,1.0,
1680911160767,,,96.0,96.0,1.0,2.0,1.0,
1680911175856,1.0,,94.0,94.0,1.0,3.0,1.0,
1680911190935,1.0,1.0,92.0,92.0,1.0,3.0,2.0,
1680911206020,1.0,1.0,91.0,91.0,2.0,1.0,3.0,
1680911221133,,,91.0,91.0,1.0,2.0,6.0,
1680911236280,,,94.0,94.0,,2.0,4.0,
1680911251350,,,96.0,96.0,1.0,3.0,,
1680911266445,1.0,,93.0,93.0,1.0,2.0,3.0,
1680911281531,1.0,,95.0,95.0,1.0,2.0,1.0,
1680911296611,,,95.0,95.0,1.0,3.0,1.0,
1680911311675,,,97.0,97.0,,2.0,1.0,
1680911326754,,,93.0,93.0,1.0,1.0,5.0,
1680911341841,,,96.0,96.0,1.0,2.0,1.0,
1680911356954,,,96.0,96.0,1.0,2.0,1.0,
1680911372038,,,96.0,96.0,2.0,1.0,1.0,
1680911387122,2.0,1.0,89.0,89.0,3.0,1.0,4.0,
1680911402212,1.0,,92.0,92.0,2.0,2.0,3.0,
1680911417293,1.0,,96.0,96.0,1.0,2.0,,
1680911432369,,1.0,96.0,96.0,1.0,2.0,,
1680911447469,1.0,,96.0,96.0,,2.0,1.0,
1680911462552,4.0,1.0,88.0,88.0,4.0,2.0,1.0,
1680911477625,1.0,,96.0,96.0,,2.0,1.0,
1680911493033,,,94.0,94.0,1.0,3.0,2.0,
1680911508195,1.0,,96.0,96.0,1.0,2.0,,
1680911523289,1.0,,94.0,94.0,1.0,2.0,2.0,
1680911538439,2.0,1.0,88.0,88.0,5.0,1.0,3.0,
1680911553540,2.0,,89.0,89.0,3.0,2.0,4.0,
1680911569749,1.0,1.0,89.0,89.0,2.0,2.0,5.0,
1680911590753,,,94.0,94.0,,2.0,4.0,
1680911605837,,,93.0,93.0,2.0,2.0,3.0,
1680911620924,2.0,1.0,87.0,87.0,5.0,1.0,4.0,
1680911636076,2.0,1.0,82.0,82.0,12.0,2.0,1.0,
1680911651211,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911666354,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911681474,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911696610,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911713084,45.0,5.0,30.0,30.0,16.0,1.0,1.0,
1680911728205,96.0,1.0,1.0,1.0,,2.0,,
1680911743299,99.0,,,,,1.0,,
1680911758424,99.0,,,,,1.0,,
1680911771787,98.0,,1.0,1.0,,1.0,,
1680911786901,98.0,,,,,2.0,,
1680911802007,96.0,1.0,1.0,1.0,,1.0,,
1680911818827,96.0,,1.0,1.0,1.0,2.0,,
1680911833899,98.0,,,,,2.0,,
1680911849021,99.0,,,,,1.0,,
1680911864089,98.0,,,,1.0,1.0,,
1680911879294,98.0,,,,,2.0,,
1680911894355,99.0,,,,,1.0,,
1680911909418,97.0,,1.0,1.0,1.0,1.0,,
1680911924500,94.0,1.0,1.0,1.0,1.0,3.0,,
1680911939558,99.0,,,,,1.0,,
1680911954648,,,,,,,,100.0
1680911954673,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911969750,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911984812,99.0,,,,,1.0,,
1680871018986,52.0,16.0,11.0,11.0,6.0,1.0,,
1680871050774,,,,,,,,100.0
1680871050796,49.0,21.0,7.0,7.0,1.0,2.0,,
1680871154915,,,,,,,,100.0
1680871154941,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680871224325,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680871253325,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680871262555,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680871277624,,,,,,,,100.0
1680871277648,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680871292730,,,,,,,,100.0
1680871292754,48.0,14.0,14.0,14.0,13.0,2.0,,
1680871307819,99.0,,,,,1.0,,
1680871322941,99.0,,,,,1.0,,
1680871338804,99.0,,,,,1.0,,
1680871353869,99.0,,,,,1.0,,
1680871368937,99.0,,,,,1.0,,
1680871384048,96.0,2.0,1.0,1.0,,,,
1680871399208,98.0,,,,,2.0,,
1680871414347,99.0,,,,,1.0,,
1680871429468,99.0,,,,,1.0,,
1680871444610,99.0,,,,,1.0,,
1680871459738,97.0,1.0,,,,2.0,,
1680871474841,99.0,,,,,1.0,,
1680871489939,99.0,,,,,1.0,,
1680871505099,99.0,,,,,1.0,,
1680871520238,99.0,,,,,1.0,,
1680871535368,99.0,,,,,1.0,,
1680871550485,99.0,,,,,1.0,,
1680871565594,99.0,,,,,1.0,,
1680871580713,99.0,,,,,1.0,,
1680871595847,99.0,,,,,1.0,,
1680871610989,99.0,,,,,1.0,,
1680871625658,99.0,,,,,1.0,,
1680871640918,99.0,,,,,1.0,,
1680871656052,99.0,,,,,1.0,,
1680871671209,99.0,,,,,1.0,,
1680871686356,99.0,,,,,1.0,,
1680871701510,99.0,,,,,1.0,,
1680871716637,99.0,,,,,1.0,,
1680871731751,99.0,,,,,1.0,,
1680871746916,99.0,,,,,1.0,,
1680871762074,99.0,,,,,1.0,,
1680871777134,,,,,,,,100.0
1680871777156,96.0,2.0,,,,2.0,,
1680871792235,56.0,26.0,5.0,5.0,3.0,4.0,,
1680871807372,84.0,8.0,2.0,2.0,2.0,2.0,,
1680872827143,,,,,,,,100.0
1680872827178,44.0,23.0,11.0,11.0,2.0,1.0,,
1680872850991,100.0,,,,,,,
1680874357852,,,,,,,,100.0
1680874357898,100.0,,,,,,,
1680875106845,,,,,,,,100.0
1680875106873,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680875132400,97.0,2.0,,,,1.0,,
1680875598015,,,,,,,,100.0
1680875598030,98.0,1.0,,,,1.0,,
1680875601655,,,,,,,,100.0
1680875601698,36.0,27.0,10.0,10.0,1.0,2.0,,
1680875605561,56.0,27.0,6.0,6.0,1.0,1.0,,
1680875609366,38.0,35.0,10.0,10.0,5.0,2.0,,
1680875621448,,,,,,,,100.0
1680875621491,63.0,11.0,10.0,10.0,3.0,2.0,,
1680875664602,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680875877237,100.0,,,,,,,
1680875899273,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680875923310,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680876269599,100.0,,,,,,,
1680876576760,100.0,,,,,,,
1680876922977,100.0,,,,,,,
1680864611425,37.0,28.0,13.0,13.0,4.0,3.0,,
1680864636605,99.0,,,,,1.0,,
1680867022553,96.0,,,,2.0,2.0,,
1680867313807,,,,,,,,100.0
1680867313852,15.0,7.0,7.0,7.0,66.0,1.0,1.0,
1680867522969,,,,,,,,100.0
1680867522986,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680867851946,100.0,,,,,,,
1680868159278,100.0,,,,,,,
1680868466413,100.0,,,,,,,
1680869571122,,,,,,,,100.0
1680869571197,99.0,,,,,1.0,,
1680869595975,,,,,,,,100.0
1680869596006,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680869623138,,,,,,,,100.0
1680869623158,3.0,2.0,86.0,86.0,3.0,2.0,3.0,
1680869660379,,,,,,,,100.0
1680869660427,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680869860370,,,,,,,,100.0
1680869860389,2.0,,94.0,94.0,2.0,1.0,1.0,
1680869895738,,,,,,,,100.0
1680869895762,1.0,,92.0,92.0,2.0,2.0,3.0,
1680870800479,,,,,,,,100.0
1680870800512,97.0,1.0,,,,2.0,,
1680870826803,100.0,,,,,,,
1680870841905,37.0,21.0,23.0,23.0,6.0,3.0,,
1680870856988,53.0,11.0,10.0,10.0,17.0,2.0,1.0,
1680870872049,96.0,1.0,1.0,1.0,,1.0,,
1680870887121,97.0,2.0,,,,1.0,,
1680837530717,,,,,,,,100.0
1680837530752,68.0,12.0,8.0,8.0,3.0,2.0,,
1680837563145,,,,,,,,100.0
1680837563187,51.0,22.0,4.0,4.0,2.0,2.0,,
1680837585056,,,,,,,,100.0
1680837585213,46.0,34.0,4.0,4.0,3.0,2.0,,
1680838313799,,,,,,,,100.0
1680838313809,1.0,5.0,84.0,84.0,4.0,1.0,1.0,
1680838328738,,,,,,,,100.0
1680838328762,2.0,3.0,82.0,82.0,6.0,1.0,5.0,
1680838342682,99.0,,,,,1.0,,
1680838354589,31.0,18.0,25.0,25.0,7.0,2.0,,
1680838366744,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838380726,,,,,,,,100.0
1680838380748,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838528978,,,,,,,,100.0
1680838529003,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838540139,,,,,,,,100.0
1680838540177,3.0,,93.0,93.0,1.0,2.0,1.0,
1680838556484,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838571427,,,,,,,,100.0
1680838571465,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838586608,5.0,3.0,87.0,87.0,1.0,1.0,1.0,
1680838601722,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838616845,,,,,,,,100.0
1680838616889,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838632015,84.0,3.0,9.0,9.0,1.0,2.0,,
1680838647103,53.0,29.0,9.0,9.0,4.0,2.0,,
1680838674736,,,,,,,,100.0
1680838674771,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838689906,96.0,1.0,1.0,1.0,,2.0,,
1680838705081,96.0,,2.0,2.0,,2.0,,
1680838720241,90.0,1.0,7.0,7.0,,2.0,,
1680838739268,,,,,,,,100.0
1680838739363,58.0,2.0,34.0,34.0,3.0,2.0,,
1680838788736,,,,,,,,100.0
1680838788759,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838911520,,,,,,,,100.0
1680838911552,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838926701,,,,,,,,100.0
1680838926741,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838941818,96.0,1.0,1.0,1.0,,2.0,,
1680839146342,,,,,,,,100.0
1680839146529,96.0,1.0,2.0,2.0,,1.0,,
1680839161740,,,,,,,,100.0
1680839161770,48.0,23.0,4.0,4.0,1.0,3.0,,
1680839176878,85.0,8.0,1.0,1.0,,1.0,,
1680839192013,98.0,,,,,2.0,,
1680839207167,,,,,,,,100.0
1680839207206,62.0,11.0,8.0,8.0,7.0,2.0,,
1680839222348,97.0,1.0,,,,1.0,,
1680839237664,99.0,,,,,1.0,,
1680839252806,99.0,,,,,1.0,,
