timestamp,TILTING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,STILL
1680869186573,,,,,,,,100.0
1680869250135,,,,,,,,100.0
1680869390201,,,,,,,,100.0
1680869640390,,,,,,,,100.0
1680869720266,,,,,,,,100.0
1680869885638,,,,,,,,100.0
1680870050455,,,,,,,,100.0
1680870611371,,,,,,,,100.0
1680837262667,,,,,,,,100.0
1680837303738,,1.0,2.0,,,,,96.0
1680837557379,,,,,,,,100.0
1680837930902,,2.0,24.0,4.0,8.0,8.0,,42.0
1680837959757,,,,,,,,100.0
1680877294530,,1.0,,,,,,99.0
1680877311532,,1.0,,,,,,99.0
1680877328881,,1.0,,,,,,99.0
1680877345829,,1.0,,,,,,99.0
1680877362943,,1.0,,,,,,99.0
1680877375328,,1.0,,,,,,99.0
1680877392515,,1.0,,,,,,99.0
1680877409624,,1.0,,,,,,99.0
1680877426719,,1.0,,,,,,99.0
1680877443832,,1.0,,,,,,99.0
1680877460952,,1.0,,,,,,99.0
1680877478046,,1.0,,,,,,99.0
1680877495741,,1.0,1.0,,1.0,1.0,,96.0
1680877512122,100.0,,,,,,,
1680877512140,,3.0,4.0,3.0,11.0,11.0,,78.0
1680877529149,100.0,,,,,,,
1680877529167,,2.0,3.0,11.0,32.0,32.0,1.0,49.0
1680877546138,100.0,,,,,,,
1680877546160,,2.0,,,,,,98.0
1680879393391,100.0,,,,,,,
1680879393422,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879422262,,1.0,1.0,,,,,98.0
1680879439137,,2.0,5.0,4.0,13.0,13.0,,73.0
1680879456066,,2.0,1.0,,1.0,1.0,,96.0
1680879473064,,2.0,4.0,2.0,8.0,8.0,,82.0
1680879492024,,3.0,3.0,5.0,24.0,24.0,,65.0
1680879509251,,1.0,1.0,5.0,84.0,84.0,3.0,6.0
1680879526250,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879543302,100.0,,,,,,,
1680879543307,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879560495,,2.0,3.0,5.0,83.0,83.0,2.0,3.0
1680879578656,100.0,,,,,,,
1680879578715,,2.0,2.0,6.0,88.0,88.0,1.0,1.0
1680879595765,100.0,,,,,,,
1680879595773,,2.0,2.0,3.0,84.0,84.0,3.0,5.0
1680879613003,100.0,,,,,,,
1680879613101,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879630289,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879656036,100.0,,,,,,,
1680879656065,,2.0,11.0,5.0,27.0,27.0,,46.0
1680879671160,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879687997,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879705135,100.0,,,,,,,
1680879705188,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879722166,,2.0,10.0,11.0,30.0,30.0,1.0,36.0
1680879739118,,2.0,16.0,10.0,18.0,18.0,,48.0
1680879756112,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879773102,,3.0,1.0,2.0,88.0,88.0,1.0,4.0
1680879790039,,3.0,,,96.0,96.0,,1.0
1680879809866,,1.0,2.0,2.0,89.0,89.0,1.0,5.0
1680879826878,,1.0,2.0,1.0,93.0,93.0,1.0,1.0
1680879843880,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680879860836,,2.0,4.0,11.0,28.0,28.0,,52.0
1680879877815,,1.0,8.0,6.0,23.0,23.0,,55.0
1680879894768,,1.0,1.0,,1.0,1.0,,97.0
1680879911726,,2.0,,,,,,98.0
1680879928928,100.0,,,,,,,
1680879928974,,2.0,3.0,1.0,4.0,4.0,,89.0
1680879954510,100.0,,,,,,,
1680879954522,,2.0,,,1.0,1.0,,97.0
1680879971473,,2.0,1.0,1.0,8.0,8.0,,88.0
1680879988432,,1.0,,1.0,1.0,1.0,,97.0
1680880005415,,,2.0,,1.0,1.0,,96.0
1680880022400,,1.0,,,,,,99.0
1680880039339,,1.0,,,,,,99.0
1680880056288,,1.0,,,,,,99.0
1680880073219,,1.0,,,,,,99.0
1680880090183,,1.0,,,,,,99.0
1680880107118,,1.0,,,,,,99.0
1680880129238,,1.0,,,,,,99.0
1680880146179,,1.0,,,,,,99.0
1680880163134,,1.0,,,,,,99.0
1680880180124,,1.0,,,,,,99.0
1680880197085,,1.0,,,,,,99.0
1680880214055,,1.0,,,,,,99.0
1680880231036,,1.0,,,,,,99.0
1680880248001,,1.0,,,,,,99.0
1680880264970,,1.0,,,,,,99.0
1680880281928,,1.0,,,,,,99.0
1680880298876,,1.0,,,,,,99.0
1680880315830,,1.0,,,,,,99.0
1680880332803,,1.0,,,,,,99.0
1680880349746,,1.0,1.0,,,,,98.0
1680880366687,,2.0,,,,,,98.0
1680880387205,,1.0,1.0,,1.0,1.0,,96.0
1680881014096,,2.0,10.0,4.0,14.0,14.0,,61.0
1680881307304,,,,,,,,100.0
1680881441773,,3.0,6.0,7.0,11.0,11.0,,70.0
1680883488338,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680883505674,,1.0,,,,,,99.0
1680883523734,,1.0,,,,,,99.0
1680883540751,,1.0,,,,,,99.0
1680883560698,,1.0,,,,,,99.0
1680883577687,,1.0,,,,,,99.0
1680883594662,,1.0,,,,,,99.0
1680883611614,,1.0,,,,,,99.0
1680883629721,,1.0,,,,,,99.0
1680883646692,,1.0,,,,,,99.0
1680883664731,,1.0,,,,,,99.0
1680883683752,,1.0,,,,,,99.0
1680883701713,,1.0,,,,,,99.0
1680883719724,,1.0,,,,,,99.0
1680883735747,,1.0,,,,,,99.0
1680883753766,,1.0,1.0,,1.0,1.0,,97.0
1680883771731,,1.0,,,,,,99.0
1680883788756,,1.0,,,,,,99.0
1680883814752,,1.0,,,,,,99.0
1680883832749,,1.0,,,,,,99.0
1680883850719,,1.0,,,,,,99.0
1680883868735,,1.0,,,,,,99.0
1680883886709,,1.0,,,,,,99.0
1680883904773,,1.0,,,,,,99.0
1680883922750,,1.0,,,,,,99.0
1680883940754,,1.0,,,,,,99.0
1680883958720,,1.0,,,,,,99.0
1680883975708,,1.0,,,,,,99.0
1680883988332,,1.0,1.0,,1.0,1.0,,97.0
1680885758384,100.0,,,,,,,
1680885758425,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885795736,100.0,,,,,,,
1680885795759,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885813739,100.0,,,,,,,
1680885813761,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885830709,100.0,,,,,,,
1680885830723,,3.0,3.0,6.0,6.0,6.0,,82.0
1680885848809,100.0,,,,,,,
1680885848835,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885865187,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885882199,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885899146,,3.0,3.0,2.0,90.0,90.0,,1.0
1680885916097,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680885933051,,2.0,5.0,14.0,35.0,35.0,,41.0
1680885949992,,2.0,,,,,,98.0
1680885967031,,2.0,,,1.0,1.0,,97.0
1680885984154,,1.0,1.0,,1.0,1.0,,97.0
1680886000953,100.0,,,,,,,
1680886000983,,2.0,,,,,,98.0
1680886015186,100.0,,,,,,,
1680886015212,,1.0,20.0,2.0,9.0,9.0,,57.0
1680886032200,100.0,,,,,,,
1680886032219,,2.0,8.0,2.0,3.0,3.0,,80.0
1680886051531,,1.0,,,,,,99.0
1680886068503,,1.0,,,,,,99.0
1680886085458,,1.0,,,,,,99.0
1680886102412,,1.0,,,,,,99.0
1680886119374,,1.0,,,,,,99.0
1680886136336,,1.0,,,,,,99.0
1680886153275,,1.0,,,,,,99.0
1680886170713,,1.0,,,,,,99.0
1680886188722,,1.0,,,,,,99.0
1680886205680,,1.0,,,,,,99.0
1680886223706,,1.0,,,,,,99.0
1680886241126,,2.0,1.0,,1.0,1.0,,96.0
1680886258074,,2.0,,,,,,98.0
1680886275032,,2.0,1.0,,1.0,1.0,,96.0
1680886292009,,1.0,1.0,,1.0,1.0,,96.0
1680886309013,,1.0,,,,,,99.0
1680886326040,,1.0,,,,,,99.0
1680886343005,,1.0,,,,,,99.0
1680886361700,,1.0,,,,,,99.0
1680886378701,,1.0,,,,,,99.0
1680886395706,,1.0,,,,,,99.0
1680886413735,,1.0,,,,,,99.0
1680886431699,,1.0,,,,,,99.0
1680842530562,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680842530562,100.0,,,,,,,
1680842567940,100.0,,,,,,,
1680842567976,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680842584911,,2.0,,,1.0,1.0,,97.0
1680842601975,,1.0,1.0,,1.0,1.0,,96.0
1680842620229,,1.0,,,,,,99.0
1680842637331,,1.0,,,,,,99.0
1680842654505,,1.0,,,,,,99.0
1680842671576,,1.0,,,,,,99.0
1680842689217,,1.0,,,,,,99.0
1680842706309,,2.0,,,,,,98.0
1680842724274,,2.0,,,,,,98.0
1680842742232,,1.0,,,,,,99.0
1680842760252,,1.0,,,,,,99.0
1680842777374,,1.0,,,,,,99.0
1680842795225,,1.0,,,,,,99.0
1680842813245,,1.0,,,,,,99.0
1680842831239,,1.0,,,,,,99.0
1680842848350,,1.0,,,,,,99.0
1680842867217,,1.0,,,,,,99.0
1680842880793,,1.0,,,,,,99.0
1680842899221,,1.0,,,,,,99.0
1680842916321,,1.0,,,,,,99.0
1680842934222,,1.0,,,,,,99.0
1680842951316,,1.0,,,,,,99.0
1680842969254,,1.0,,,,,,99.0
1680842986541,,1.0,,,,,,99.0
1680843004172,100.0,,,,,,,
1680843004187,,2.0,38.0,1.0,2.0,2.0,,41.0
1680843021184,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680843038298,,2.0,8.0,5.0,11.0,11.0,,66.0
1680843055337,,2.0,,,1.0,1.0,,97.0
1680843072342,,1.0,,,,,,99.0
1680843089360,,2.0,1.0,,1.0,1.0,,96.0
1680843106362,,2.0,1.0,,,,,97.0
1680843127520,100.0,,,,,,,
1680843127537,,2.0,1.0,,,,,97.0
1680843132576,,2.0,1.0,,1.0,1.0,,96.0
1680843147708,,2.0,,,,,,98.0
1680843164677,,1.0,1.0,,1.0,1.0,,97.0
1680843175683,,1.0,2.0,,1.0,1.0,,96.0
1680843180673,,1.0,2.0,,1.0,1.0,,96.0
1680843185685,,2.0,,,,,,98.0
1680843190677,,,,,,,,100.0
1680843195717,,1.0,1.0,,,,,98.0
1680843212633,,2.0,1.0,,,,,97.0
1680843229604,,1.0,2.0,,,,,97.0
1680843246521,,1.0,10.0,,1.0,1.0,,86.0
1680843263484,,2.0,22.0,1.0,2.0,2.0,,69.0
1680843280441,,2.0,21.0,,1.0,1.0,,69.0
1680843297388,,1.0,2.0,,,,,97.0
1680843314322,,2.0,1.0,,,,,97.0
1680843331509,100.0,,,,,,,
1680843331565,,2.0,10.0,,6.0,6.0,,79.0
1680843348533,100.0,,,,,,,
1680843348550,,1.0,1.0,,1.0,1.0,,97.0
1680843365661,100.0,,,,,,,
1680843365692,,1.0,,,,,,99.0
1680843383636,,1.0,,,,,,99.0
1680843400809,,1.0,,,,,,99.0
1680843417829,100.0,,,,,,,
1680843417845,,1.0,1.0,,,,,98.0
1680843435621,,2.0,1.0,,1.0,1.0,,96.0
1680843452749,,1.0,,,,,,99.0
1680843469876,,1.0,,,,,,99.0
1680843486811,,2.0,,,,,,98.0
1680843503770,100.0,,,,,,,
1680843503806,,,2.0,1.0,2.0,2.0,,95.0
1680843520767,,2.0,,,,,,98.0
1680843871474,,1.0,,,,,,99.0
1680844296360,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844333788,100.0,,,,,,,
1680844333856,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844351041,100.0,,,,,,,
1680844351068,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844368310,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844385484,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844400414,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844417766,100.0,,,,,,,
1680844417879,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844435037,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844452193,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844469471,,3.0,1.0,9.0,84.0,84.0,1.0,2.0
1680844486654,100.0,,,,,,,
1680844486691,,4.0,4.0,5.0,82.0,82.0,2.0,2.0
1680844503641,100.0,,,,,,,
1680844503658,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680844520602,,2.0,9.0,4.0,10.0,10.0,,68.0
1680844537566,,2.0,15.0,1.0,5.0,5.0,,67.0
1680844554530,,2.0,4.0,2.0,5.0,5.0,,84.0
1680844571502,,1.0,5.0,2.0,3.0,3.0,,86.0
1680844588453,,2.0,7.0,2.0,6.0,6.0,,78.0
1680844605424,,1.0,,,,,,99.0
1680844622405,,1.0,1.0,,,,,98.0
1680844639388,,1.0,,,,,,99.0
1680844656363,100.0,,,,,,,
1680844656386,,2.0,,,,,,98.0
1680844677859,100.0,,,,,,,
1680844677888,,2.0,7.0,2.0,5.0,5.0,,82.0
1680844694846,,2.0,6.0,8.0,8.0,8.0,,74.0
1680844711793,,2.0,5.0,9.0,4.0,4.0,,78.0
1680844728738,,2.0,1.0,,1.0,1.0,,96.0
1680844745674,,1.0,,,,,,99.0
1680844762620,,2.0,1.0,,1.0,1.0,,96.0
1680844779550,,2.0,,,1.0,1.0,,97.0
1680844796476,,1.0,,1.0,1.0,1.0,,97.0
1680844813413,,3.0,,,1.0,1.0,,96.0
1680844830346,,1.0,1.0,,1.0,1.0,,96.0
1680844847361,,3.0,,,1.0,1.0,,96.0
1680844860754,,1.0,,,,,,99.0
1680844877731,,2.0,1.0,,1.0,1.0,,96.0
1680844894661,,2.0,,,1.0,1.0,,97.0
1680844911579,,2.0,1.0,,1.0,1.0,,96.0
1680844928556,,2.0,,,1.0,1.0,,97.0
1680844945548,,1.0,1.0,,1.0,1.0,,97.0
1680844962472,,2.0,,,1.0,1.0,,97.0
1680844979414,,1.0,,,1.0,1.0,,98.0
1680844996369,,1.0,,,,,,99.0
1680845013363,,2.0,6.0,4.0,8.0,8.0,,75.0
1680845140236,,3.0,12.0,4.0,11.0,11.0,,61.0
1680845509968,,1.0,,,,,,99.0
1680845648239,,,,,,,,100.0
1680846602025,100.0,,,,,,,
1680846602063,,1.0,2.0,,,,,96.0
1680846872628,100.0,,,,,,,
1680846872648,,,,,,,,100.0
1680847460583,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680847497874,,2.0,15.0,10.0,10.0,10.0,,52.0
1680847514875,,1.0,13.0,12.0,11.0,11.0,,52.0
1680847537382,,2.0,13.0,6.0,8.0,8.0,,65.0
1680847554357,100.0,,,,,,,
1680847554382,,1.0,,,,,,99.0
1680847571346,,1.0,,,3.0,3.0,,96.0
1680847594985,,1.0,,,4.0,4.0,,95.0
1680847611983,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680847628971,,3.0,10.0,10.0,27.0,27.0,,48.0
1680847645986,,2.0,12.0,12.0,17.0,17.0,,53.0
1680847663003,,2.0,1.0,3.0,3.0,3.0,,91.0
1680847679997,,2.0,3.0,15.0,22.0,22.0,,57.0
1680847701382,100.0,,,,,,,
1680847701388,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680847715756,100.0,,,,,,,
1680847715809,,1.0,3.0,,92.0,92.0,1.0,2.0
1680847732795,100.0,,,,,,,
1680847732806,,2.0,3.0,3.0,88.0,88.0,,2.0
1680847749790,,1.0,1.0,,1.0,1.0,,96.0
1680847761820,,1.0,,,,,,99.0
1680847777959,,1.0,,,,,,99.0
1680847794913,,1.0,,,,,,99.0
1680847811882,,1.0,,,,,,99.0
1680847828845,,1.0,,,,,,99.0
1680847845840,,1.0,,,,,,99.0
1680847862812,,1.0,,,,,,99.0
1680847879788,,1.0,,,,,,99.0
1680847896767,,1.0,,,,,,99.0
1680847913742,,1.0,,,,,,99.0
1680847930711,,,1.0,,1.0,1.0,,97.0
1680847949909,,1.0,,,,,,99.0
1680847966898,,1.0,,,,,,99.0
1680847983863,,,1.0,,1.0,1.0,,97.0
1680848000828,,2.0,,,1.0,1.0,,97.0
1680848017814,,1.0,,,,,,99.0
1680848034785,,1.0,,,,,,99.0
1680848051769,,2.0,,,,,,98.0
1680848068753,,1.0,,,,,,99.0
1680848085733,,1.0,,,,,,99.0
1680848102747,,1.0,,,,,,99.0
1680848124426,,1.0,1.0,,2.0,2.0,,96.0
1680848141414,,1.0,,,,,,99.0
1680848158394,,1.0,,,,,,99.0
1680848175343,,1.0,1.0,,,,,97.0
1680848192309,,1.0,,,,,,99.0
1680848209267,,1.0,,,,,,99.0
1680848226622,,1.0,1.0,,,,,97.0
1680848243401,,1.0,1.0,,,,,98.0
1680848999357,,,,,,,,100.0
1680850452017,,,,,,,,100.0
1680853307917,100.0,,,,,,,
1680853308004,,3.0,,3.0,93.0,93.0,1.0,
1680853325011,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680853345029,100.0,,,,,,,
1680853345045,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680853362063,,2.0,2.0,5.0,6.0,6.0,,84.0
1680853379013,,1.0,1.0,1.0,3.0,3.0,,94.0
1680853395946,,2.0,,,,,,98.0
1680853412912,,1.0,,,,,,99.0
1680853429877,,1.0,,3.0,3.0,3.0,,93.0
1680853446895,,2.0,1.0,6.0,5.0,5.0,,86.0
1680853463996,,1.0,,,,,,99.0
1680853481097,,1.0,,,,,,99.0
1680853498199,,1.0,,,,,,99.0
1680853515564,,1.0,,,,,,99.0
1680853528075,,1.0,,,,,,99.0
1680853545206,,1.0,,,,,,99.0
1680853562304,,1.0,,,,,,99.0
1680853579397,,1.0,,,,,,99.0
1680853598983,,1.0,1.0,,1.0,1.0,,97.0
1680853615941,,1.0,1.0,,,,,98.0
1680853632919,,2.0,6.0,2.0,4.0,4.0,,82.0
1680853649875,,1.0,,1.0,1.0,1.0,,97.0
1680853666829,,2.0,,,1.0,1.0,,97.0
1680853683781,,2.0,24.0,4.0,13.0,13.0,,42.0
1680826038926,,3.0,14.0,9.0,10.0,10.0,,58.0
1680826067843,,,,,,,,100.0
1680826656152,,,,,,,,100.0
1680827764803,,,,,,,,100.0
1680828603370,,,,,,,,100.0
1680829318335,,,,,,,,100.0
1680829393391,,,,,,,,100.0
1680833164260,,,,,,,,100.0
1680835537938,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680835566818,,1.0,,,,,,99.0
1680835583764,,3.0,,,1.0,1.0,,96.0
1680835600748,,1.0,,,,,,99.0
1680835625612,,1.0,,,,,,99.0
1680835642558,,2.0,1.0,,1.0,1.0,,96.0
1680835659528,,2.0,,,1.0,1.0,,97.0
1680835682226,,1.0,,,1.0,1.0,,98.0
1680835699160,,2.0,1.0,,1.0,1.0,,96.0
1680835716096,,1.0,,,,,,99.0
1680835733042,,2.0,,,1.0,1.0,,97.0
1680835750003,,1.0,1.0,,1.0,1.0,,97.0
1680835766947,,1.0,,,,,,99.0
1680835783916,,2.0,,,1.0,1.0,,97.0
1680835800892,,1.0,,,,,,99.0
1680835818001,100.0,,,,,,,
1680835818009,,1.0,1.0,4.0,5.0,5.0,,89.0
1680835834874,,1.0,,,,,,99.0
1680835856891,,2.0,1.0,,,,,97.0
1680835878741,,1.0,,,,,,99.0
1680835895725,,1.0,1.0,,1.0,1.0,,97.0
1680835912739,,1.0,1.0,,,,,98.0
1680835929735,,1.0,,,,,,99.0
1680835946715,,2.0,,,,,,98.0
1680835963679,,1.0,,,,,,99.0
1680835981097,,1.0,,,,,,99.0
1680835997662,,1.0,,,,,,99.0
1680836014690,,1.0,,,,,,99.0
1680836031685,,1.0,1.0,,1.0,1.0,,96.0
1680836052690,,2.0,1.0,,,,,97.0
1680853700756,,,9.0,3.0,6.0,6.0,,75.0
1680853717695,,2.0,,,,,,98.0
1680853734629,,2.0,,,1.0,1.0,,97.0
1680853751584,,2.0,2.0,2.0,5.0,5.0,,88.0
1680853773620,,2.0,1.0,,1.0,1.0,,96.0
1680853790573,,1.0,,,,,,99.0
1680853807529,,1.0,,,,,,99.0
1680853824482,,1.0,,1.0,1.0,1.0,,97.0
1680853841420,,2.0,6.0,14.0,15.0,15.0,,61.0
1680853858370,,2.0,1.0,2.0,3.0,3.0,,92.0
1680853991086,,,,,,,,100.0
1680854078447,,2.0,,,,,,98.0
1680854121319,,,,,,,,100.0
1680854265562,100.0,,,,,,,
1680854265601,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854282651,100.0,,,,,,,
1680854282673,,2.0,1.0,5.0,8.0,8.0,,84.0
1680854299630,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854316577,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854333581,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680854350541,,2.0,8.0,4.0,10.0,10.0,,70.0
1680854367474,,1.0,1.0,,1.0,1.0,,97.0
1680854384400,,2.0,,,,,,98.0
1680854401345,,1.0,,,1.0,1.0,,98.0
1680854418314,,2.0,,,1.0,1.0,,97.0
1680854435264,,1.0,2.0,,,,,97.0
1680854452187,,2.0,,,2.0,2.0,,96.0
1680854465524,,1.0,,,,,,99.0
1680854482488,,1.0,,,,,,99.0
1680854499461,,2.0,,,,,,98.0
1680854516440,,1.0,,,1.0,1.0,,98.0
1680854533417,,1.0,1.0,,,,,98.0
1680854550402,,1.0,1.0,,1.0,1.0,,97.0
1680854567356,,1.0,,,,,,99.0
1680854584294,,2.0,,,1.0,1.0,,97.0
1680854601267,,2.0,1.0,,1.0,1.0,,96.0
1680854618234,,1.0,,,,,,99.0
1680854635194,,2.0,,,,,,98.0
1680854648388,,1.0,1.0,,1.0,1.0,,97.0
1680854665330,,1.0,,,,,,99.0
1680854682268,,2.0,,,1.0,1.0,,97.0
1680854699211,,2.0,,,1.0,1.0,,97.0
1680854716164,,1.0,,,,,,99.0
1680854733111,,2.0,,,,,,98.0
1680854750056,,1.0,,,,,,99.0
1680854767027,,2.0,1.0,,,,,97.0
1680854783962,,1.0,,,1.0,1.0,,98.0
1680854800940,,2.0,,,,,,98.0
1680854817894,,1.0,1.0,,,,,98.0
1680854831287,,1.0,1.0,1.0,1.0,1.0,,96.0
1680854914422,,,,,,,,100.0
1680860920172,,,,,,,,100.0
1681624638384,,1.0,17.0,12.0,15.0,15.0,1.0,44.0
1681624667239,,,,,,,,100.0
1681624775645,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1681624792655,,2.0,9.0,10.0,27.0,27.0,,48.0
1681624809574,,2.0,1.0,,1.0,1.0,,96.0
1681624826554,,2.0,2.0,,2.0,2.0,,93.0
1681624838284,100.0,,,,,,,
1681624838301,,1.0,1.0,,,,,98.0
1681624855242,,,1.0,,1.0,1.0,,98.0
1681624872168,,1.0,1.0,1.0,,,,97.0
1681624889118,100.0,,,,,,,
1681624889132,,1.0,,,,,,99.0
1681624906104,,1.0,,,,,,99.0
1681624923112,,1.0,1.0,1.0,1.0,1.0,,96.0
1681624940116,,2.0,1.0,,1.0,1.0,,96.0
1681624957047,100.0,,,,,,,
1681624957095,,1.0,,,,,,99.0
1681624974030,,2.0,,,1.0,1.0,,97.0
1681624990964,,1.0,1.0,,,,,98.0
