timestamp,TILTING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING,STILL
1682486362829,,1.0,,,,,,99.0
1682486380833,,2.0,,,,,,98.0
1682486398348,,2.0,1.0,,,,,97.0
1682486415429,,1.0,,,,,,99.0
1682486433865,,1.0,,,,,,99.0
1682486451823,,1.0,,,,,,99.0
1682486468876,,1.0,,,2.0,2.0,,97.0
1682486485907,,1.0,,,,,,99.0
1682486502944,,1.0,,,,,,99.0
1682486519864,,1.0,1.0,,1.0,1.0,,97.0
1682486536901,100.0,,,,,,,
1682486536943,,1.0,,,1.0,1.0,,98.0
1682486553934,,1.0,,,,,,99.0
1682486570963,,1.0,,,,,,99.0
1682486587996,,1.0,,,,,,99.0
1682486608786,,1.0,,,,,,99.0
1682486625790,,1.0,,,,,,99.0
1682486642788,,1.0,,,,,,99.0
1682541299457,100.0,,,,,,,
1682541299537,,1.0,23.0,2.0,11.0,11.0,,44.0
1682541316813,,1.0,,,,,,99.0
1682545704568,,,,,,,,100.0
1682547676070,,,,,,,,100.0
1680236106155,100.0,,,,,,,
1680236106226,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680236123425,,1.0,3.0,1.0,81.0,81.0,5.0,7.0
1680236140580,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680236157759,100.0,,,,,,,
1680236157836,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680236178988,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680236197232,,1.0,,,,,,99.0
1680236215221,,1.0,,,,,,99.0
1680236234184,,1.0,,,,,,99.0
1680236252202,,1.0,,,,,,99.0
1680236270209,,1.0,,,,,,99.0
1680236287331,,1.0,,,,,,99.0
1680236306187,,1.0,,,,,,99.0
1680236323296,,1.0,,,,,,99.0
1680236341882,,1.0,,,,,,99.0
1680236360185,,1.0,,,,,,99.0
1680236378223,,1.0,,,,,,99.0
1680236396198,,1.0,,,,,,99.0
1680236414181,,1.0,,,,,,99.0
1680236432206,,1.0,,,,,,99.0
1680236451212,,1.0,,,,,,99.0
1680236470204,,1.0,,,,,,99.0
1680236488209,,1.0,,,,,,99.0
1680236505321,,1.0,,,,,,99.0
1680236517107,,1.0,,,,,,99.0
1680236534230,,1.0,,,,,,99.0
1680236552197,,1.0,,,,,,99.0
1680236569640,,1.0,,,,,,99.0
1680236588173,,1.0,,,,,,99.0
1680236606212,,1.0,,,,,,99.0
1680236624208,,1.0,,,,,,99.0
1680236641344,,1.0,,,,,,99.0
1680236658559,,1.0,,,,,,99.0
1680236675700,,1.0,,,,,,99.0
1680236700012,,1.0,,,,,,99.0
1680248071424,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248089985,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248106826,100.0,,,,,,,
1680248106870,,2.0,3.0,4.0,82.0,82.0,4.0,3.0
1680248123767,,3.0,1.0,2.0,84.0,84.0,4.0,6.0
1680248132820,,3.0,1.0,3.0,86.0,86.0,1.0,5.0
1680248151236,,2.0,,,95.0,95.0,1.0,2.0
1680248168215,,3.0,,1.0,96.0,96.0,,
1680248188747,,1.0,,1.0,96.0,96.0,1.0,1.0
1680248193767,,3.0,,,92.0,92.0,1.0,4.0
1680248199002,,2.0,,1.0,88.0,88.0,2.0,7.0
1680248204221,,1.0,,,,,,99.0
1680248221173,,2.0,,1.0,91.0,91.0,4.0,2.0
1680248246627,,1.0,,1.0,93.0,93.0,4.0,1.0
1680248251386,,2.0,,1.0,91.0,91.0,4.0,2.0
1680248256600,,2.0,1.0,3.0,86.0,86.0,4.0,4.0
1680248273631,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248294040,100.0,,,,,,,
1680248294070,,2.0,,,87.0,87.0,10.0,1.0
1680248311086,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248328177,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248350005,100.0,,,,,,,
1680248350050,,2.0,1.0,3.0,87.0,87.0,4.0,2.0
1680248374949,,2.0,,,92.0,92.0,6.0,
1680248391936,,2.0,,1.0,87.0,87.0,10.0,
1680248408910,100.0,,,,,,,
1680248408949,,1.0,,,90.0,90.0,9.0,
1680248425968,100.0,,,,,,,
1680248426029,,3.0,,,93.0,93.0,4.0,
1680248443015,,1.0,,1.0,94.0,94.0,3.0,1.0
1680248459990,,2.0,3.0,4.0,81.0,81.0,2.0,7.0
1680248476957,,2.0,12.0,7.0,24.0,24.0,,52.0
1680248493925,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248514341,,2.0,16.0,4.0,32.0,32.0,,42.0
1680248531334,,1.0,,,1.0,1.0,,98.0
1680248552449,100.0,,,,,,,
1680248552514,,2.0,3.0,1.0,8.0,8.0,,85.0
1680248569562,100.0,,,,,,,
1680248569618,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248589119,100.0,,,,,,,
1680248589167,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248606142,,2.0,8.0,2.0,14.0,14.0,,71.0
1680248623099,,2.0,1.0,,1.0,1.0,,96.0
1680248640076,,1.0,3.0,1.0,4.0,4.0,,89.0
1680248657044,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248674030,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248690990,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248707983,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248724973,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248741976,,3.0,7.0,7.0,38.0,38.0,1.0,40.0
1680248758963,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248775923,,1.0,78.0,,1.0,1.0,,
1680248792893,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248814081,,1.0,82.0,,6.0,6.0,,2.0
1680248831046,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248848002,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248869101,100.0,,,,,,,
1680248869157,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248886159,100.0,,,,,,,
1680248886186,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248903157,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248920124,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248937113,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248954139,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248971130,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680248988080,,2.0,85.0,1.0,3.0,3.0,,4.0
1680249005885,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249022896,100.0,,,,,,,
1680249022933,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249039943,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249056977,,1.0,,,2.0,2.0,,97.0
1680249073949,,2.0,1.0,,1.0,1.0,,96.0
1680249090914,,3.0,2.0,,6.0,6.0,,89.0
1680249107920,,2.0,10.0,3.0,9.0,9.0,,74.0
1680249124956,100.0,,,,,,,
1680249125004,,2.0,27.0,11.0,15.0,15.0,,37.0
1680249142018,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249159030,100.0,,,,,,,
1680249159110,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249176102,100.0,,,,,,,
1680249176147,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249193153,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249210163,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249227149,,1.0,,,1.0,1.0,,98.0
1680249244146,100.0,,,,,,,
1680249244188,,2.0,,,5.0,5.0,,93.0
1680249261187,100.0,,,,,,,
1680249261225,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249278225,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249295220,100.0,,,,,,,
1680249295257,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249312233,100.0,,,,,,,
1680249312266,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249329281,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249346280,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249363305,,2.0,10.0,1.0,9.0,9.0,,76.0
1680249383851,,1.0,10.0,1.0,17.0,17.0,,69.0
1680249400824,,1.0,13.0,5.0,29.0,29.0,,46.0
1680249417822,,2.0,18.0,4.0,26.0,26.0,,45.0
1680249434834,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249451836,100.0,,,,,,,
1680249451865,,2.0,11.0,8.0,33.0,33.0,1.0,41.0
1680249468896,100.0,,,,,,,
1680249468951,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249486165,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249503172,100.0,,,,,,,
1680249503232,,3.0,1.0,4.0,88.0,88.0,2.0,2.0
1680249520248,,2.0,,,96.0,96.0,1.0,1.0
1680249537229,,1.0,1.0,,96.0,96.0,,1.0
1680249554181,,3.0,,,96.0,96.0,,1.0
1680249571154,,2.0,1.0,,96.0,96.0,,
1680249588172,,2.0,,1.0,96.0,96.0,1.0,
1680249605234,,2.0,2.0,1.0,92.0,92.0,,2.0
1680249622210,,1.0,4.0,2.0,14.0,14.0,,78.0
1680249639243,,3.0,7.0,2.0,18.0,18.0,,67.0
1680249656329,,2.0,2.0,2.0,19.0,19.0,,73.0
1680249671138,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680249693814,,3.0,,,96.0,96.0,1.0,
1680249713787,,1.0,,1.0,96.0,96.0,1.0,1.0
1680249730809,,2.0,,1.0,96.0,96.0,1.0,
1680249754610,100.0,,,,,,,
1680249754657,,2.0,,1.0,96.0,96.0,1.0,
1680249771664,100.0,,,,,,,
1680249771694,,2.0,,,96.0,96.0,1.0,1.0
1680249788701,,2.0,,1.0,97.0,97.0,,
1680249805744,,2.0,,1.0,96.0,96.0,1.0,
1680249822727,,2.0,,1.0,97.0,97.0,,
1680249839718,,2.0,,2.0,96.0,96.0,,
1680249856724,,2.0,,1.0,96.0,96.0,1.0,
1680249873802,100.0,,,,,,,
1680249873853,,2.0,,1.0,96.0,96.0,,1.0
1680249890854,100.0,,,,,,,
1680249890903,,1.0,,,96.0,96.0,3.0,
1680249907876,,1.0,,1.0,96.0,96.0,1.0,1.0
1680249929890,,2.0,,,94.0,94.0,1.0,3.0
1680249946864,,2.0,1.0,2.0,91.0,91.0,2.0,2.0
1680249963831,,3.0,3.0,3.0,89.0,89.0,,2.0
1680249980832,,2.0,3.0,2.0,39.0,39.0,,52.0
1680249997860,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250021772,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250038742,,3.0,,1.0,96.0,96.0,,
1680250055735,,1.0,,3.0,96.0,96.0,,
1680250072733,,3.0,,1.0,96.0,96.0,,
1680250089720,,3.0,,1.0,96.0,96.0,,
1680250106704,,2.0,,1.0,97.0,97.0,,
1680250123696,,1.0,,1.0,98.0,98.0,,
1680250140669,,2.0,,1.0,97.0,97.0,,
1680250157636,,1.0,,1.0,96.0,96.0,1.0,1.0
1680250174617,,1.0,,1.0,96.0,96.0,1.0,1.0
1680250199675,,2.0,,1.0,96.0,96.0,,1.0
1680250216782,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250233796,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250250785,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250267817,,1.0,7.0,4.0,37.0,37.0,,44.0
1680250284826,100.0,,,,,,,
1680250284879,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250301888,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250318918,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250335950,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250352997,,2.0,3.0,1.0,89.0,89.0,,3.0
1680250370005,100.0,,,,,,,
1680250370041,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250387018,,1.0,,,,,,99.0
1680250404002,,2.0,,,,,,98.0
1680250420971,,3.0,,,,,,97.0
1680250437942,,1.0,1.0,,1.0,1.0,,97.0
1680250456577,100.0,,,,,,,
1680250457133,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250473513,100.0,,,,,,,
1680250473579,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250491215,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250508959,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250525947,,1.0,1.0,,,,,98.0
1680250544943,,1.0,,,,,,99.0
1680250562977,,2.0,17.0,,3.0,3.0,,73.0
1680250580969,,3.0,30.0,1.0,18.0,18.0,,34.0
1680250598001,100.0,,,,,,,
1680250598046,,2.0,20.0,7.0,17.0,17.0,,44.0
1680250615065,,2.0,14.0,7.0,23.0,23.0,,49.0
1680250639144,,,1.0,,2.0,2.0,,97.0
1680250656112,,1.0,,,,,,99.0
1680250676027,,1.0,,,,,,99.0
1680250693039,,1.0,,,,,,99.0
1680250710061,,1.0,,,,,,99.0
1680250727072,,1.0,,,,,,99.0
1680250741609,,2.0,,,,,,98.0
1680250758619,,1.0,,,,,,99.0
1680250775628,,1.0,,,,,,99.0
1680250792706,,1.0,,,,,,99.0
1680250810667,,1.0,,,,,,99.0
1680250829018,,1.0,,,,,,99.0
1680250846146,,1.0,,,,,,99.0
1680250864042,,1.0,,,,,,99.0
1680250881041,100.0,,,,,,,
1680250881076,,2.0,5.0,,1.0,1.0,,88.0
1680250898098,100.0,,,,,,,
1680250898136,,1.0,1.0,,2.0,2.0,,96.0
1680250915127,,1.0,4.0,,1.0,1.0,,90.0
1680250933765,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680250950819,100.0,,,,,,,
1680250950872,,2.0,2.0,4.0,85.0,85.0,2.0,5.0
1680250967865,100.0,,,,,,,
1680250967900,,2.0,1.0,1.0,91.0,91.0,3.0,2.0
1680250984917,100.0,,,,,,,
1680250984954,,2.0,1.0,3.0,87.0,87.0,4.0,3.0
1680251001940,,2.0,17.0,5.0,23.0,23.0,,50.0
1680251025291,100.0,,,,,,,
1680251025363,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680251042543,100.0,,,,,,,
1680251042607,,3.0,3.0,4.0,81.0,81.0,4.0,3.0
1680251063241,100.0,,,,,,,
1680251063276,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680251080253,,1.0,8.0,1.0,17.0,17.0,,71.0
1680251097217,,1.0,1.0,,1.0,1.0,,97.0
1680251114186,,1.0,2.0,,1.0,1.0,,96.0
1680251131155,,1.0,1.0,,,,,98.0
1680251148099,,1.0,1.0,,2.0,2.0,,96.0
1680251165079,,1.0,1.0,,1.0,1.0,,97.0
1680251182041,,1.0,1.0,,1.0,1.0,,97.0
1680251198998,,1.0,1.0,,1.0,1.0,,97.0
1680251215976,,1.0,1.0,,2.0,2.0,,96.0
1680251238482,,2.0,1.0,,,,,97.0
1680251255456,,2.0,,,,,,98.0
1680251272430,,1.0,,,,,,99.0
1680251289421,,1.0,,,,,,99.0
1680251306497,,1.0,,,,,,99.0
1680251323593,,1.0,,,,,,99.0
1680251340696,,1.0,,,,,,99.0
1680251357829,,1.0,,,,,,99.0
1680251374959,,1.0,,,,,,99.0
1680251392061,,1.0,,,,,,99.0
1680251409161,,1.0,,,,,,99.0
1680251421497,,1.0,,,,,,99.0
1680251438603,,1.0,,,,,,99.0
1680251455701,,1.0,,,,,,99.0
1680251472798,,1.0,,,,,,99.0
1680251489909,,1.0,,,,,,99.0
1680251506983,,1.0,,,,,,99.0
1680251524080,,1.0,,,,,,99.0
1680251541171,,1.0,,,,,,99.0
1680251558267,,1.0,,,,,,99.0
1680251575382,,1.0,,,,,,99.0
1680267197630,100.0,,,,,,,
1680267197684,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267226571,,2.0,,,97.0,97.0,,1.0
1680267243708,,2.0,,1.0,96.0,96.0,1.0,
1680267260696,,2.0,2.0,,94.0,94.0,1.0,1.0
1680267274772,,1.0,2.0,,96.0,96.0,,
1680267299187,100.0,,,,,,,
1680267299236,,1.0,,,86.0,86.0,13.0,
1680267316191,,1.0,,,96.0,3.0,96.0,
1680267333162,100.0,,,,,,,
1680267333196,,1.0,,,87.0,12.0,87.0,
1680267350172,,2.0,,,62.0,35.0,62.0,1.0
1680267367117,100.0,,,,,,,
1680267367158,,2.0,,,56.0,42.0,56.0,
1680267384718,100.0,,,,,,,
1680267384782,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267401796,,2.0,1.0,1.0,91.0,91.0,4.0,1.0
1680267418851,,,,,97.0,97.0,3.0,
1680267436071,100.0,,,,,,,
1680267436129,,1.0,1.0,2.0,91.0,91.0,5.0,
1680267453187,100.0,,,,,,,
1680267453229,,,,,69.0,31.0,69.0,
1680267470268,100.0,,,,,,,
1680267470315,,1.0,,,96.0,3.0,96.0,
1680267487321,,2.0,,1.0,69.0,27.0,69.0,1.0
1680267504342,100.0,,,,,,,
1680267504386,,1.0,,1.0,96.0,96.0,1.0,1.0
1680267521603,,2.0,3.0,6.0,87.0,87.0,1.0,1.0
1680267538947,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267555980,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267574812,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267591899,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267609049,100.0,,,,,,,
1680267609221,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267626287,100.0,,,,,,,
1680267626365,,2.0,9.0,2.0,23.0,23.0,,62.0
1680267643388,100.0,,,,,,,
1680267643472,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267660472,,1.0,97.0,,,,,1.0
1680267677555,,1.0,96.0,,,,,
1680267694844,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267711850,,3.0,16.0,1.0,17.0,17.0,,59.0
1680267728872,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267745829,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267762790,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267779796,,2.0,85.0,,,,,12.0
1680267796796,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267813788,,2.0,86.0,,,,,12.0
1680267830795,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267847778,,1.0,93.0,,,,,4.0
1680267864744,,1.0,88.0,,,,,11.0
1680267885112,,2.0,86.0,,1.0,1.0,,6.0
1680267902094,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267919047,,2.0,15.0,,5.0,5.0,,77.0
1680267936037,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680267953034,,1.0,92.0,,,,,1.0
1680267970019,,2.0,96.0,,,,,2.0
1680267987004,,1.0,85.0,,,,,13.0
1680268003974,,1.0,87.0,,,,,11.0
1680268021257,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268037969,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268054978,,1.0,90.0,,,,,1.0
1680268071958,,1.0,86.0,,,,,10.0
1680268088962,,3.0,18.0,1.0,11.0,11.0,,60.0
1680268105926,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268122901,,1.0,92.0,,,,,7.0
1680268136048,,1.0,91.0,,,,,8.0
1680268153023,,2.0,87.0,,,,,10.0
1680268170016,,1.0,82.0,,,,,1.0
1680268186819,,1.0,87.0,,,,,11.0
1680268203855,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268220926,,2.0,81.0,,,,,16.0
1680268237905,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268254931,,1.0,90.0,,,,,9.0
1680268271920,,1.0,96.0,,,,,2.0
1680268288876,,1.0,94.0,,,,,2.0
1680268305885,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268318965,,2.0,86.0,,1.0,1.0,,3.0
1680268335991,,1.0,87.0,,,,,9.0
1680268352956,,2.0,91.0,,,,,7.0
1680268369934,,1.0,89.0,,,,,5.0
1680268388129,,1.0,97.0,,,,,
1680268403909,,,96.0,,,,,3.0
1680268420921,,1.0,90.0,,,,,5.0
1680268437919,,,95.0,,,,,2.0
1680268454942,,1.0,96.0,,,,,3.0
1680268471938,,1.0,89.0,,,,,4.0
1680268488915,,2.0,96.0,,,,,1.0
1680268501953,,1.0,92.0,,,,,7.0
1680268518930,,1.0,89.0,,,,,10.0
1680268535918,,2.0,86.0,,,,,5.0
1680268552928,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268569918,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268587382,,2.0,96.0,,,,,1.0
1680268603836,,1.0,95.0,,,,,4.0
1680268620810,,1.0,88.0,,,,,4.0
1680268637768,,2.0,82.0,,,,,
1680268654736,,2.0,96.0,,,,,1.0
1680268671757,,1.0,89.0,,,,,4.0
1680268688744,,2.0,97.0,,,,,
1680268705758,,,92.0,,,,,3.0
1680268722743,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268739729,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680268756724,,3.0,27.0,,3.0,3.0,,63.0
1680268777911,,1.0,97.0,,,,,2.0
1680268794905,,2.0,96.0,,,,,1.0
1680268811928,,1.0,93.0,,,,,6.0
1680268828910,,1.0,96.0,,,,,1.0
1680268845873,,1.0,93.0,,,,,1.0
1680268862840,,1.0,87.0,,,,,10.0
1680268879809,,1.0,88.0,,,,,11.0
1680268896777,,1.0,96.0,,,,,2.0
1680268913743,,2.0,96.0,,,,,1.0
1680268930775,,1.0,92.0,,,,,6.0
1680268947739,,1.0,93.0,,,,,3.0
1680268964699,,1.0,86.0,,,,,13.0
1680268977951,,1.0,82.0,,1.0,1.0,,13.0
1680268994971,,2.0,24.0,5.0,11.0,11.0,,53.0
1680269011954,,2.0,4.0,2.0,3.0,3.0,,88.0
1680269028917,,1.0,2.0,,2.0,2.0,,95.0
1680269045924,,1.0,19.0,1.0,8.0,8.0,,69.0
1680269048925,100.0,,,,,,,
1680269069403,,3.0,2.0,2.0,89.0,89.0,2.0,1.0
1680269074529,,2.0,4.0,4.0,82.0,82.0,1.0,6.0
1680269091486,,2.0,1.0,4.0,89.0,89.0,,3.0
1680269108467,,2.0,,,92.0,92.0,1.0,5.0
1680269125422,,2.0,,1.0,96.0,96.0,,1.0
1680269142376,,2.0,,,97.0,97.0,,1.0
1680269160863,,3.0,,1.0,96.0,96.0,,
1680269177877,,3.0,,1.0,96.0,96.0,,
1680269194890,,2.0,,1.0,97.0,97.0,,
1680269211869,,3.0,,1.0,96.0,96.0,,
1680269228870,,1.0,,,94.0,94.0,5.0,
1680269245875,,1.0,,,96.0,96.0,3.0,
1680269262911,,2.0,1.0,1.0,96.0,96.0,,
1680269279897,,3.0,1.0,,96.0,96.0,,
1680269296869,,2.0,,1.0,96.0,96.0,1.0,
1680269313869,,3.0,,1.0,96.0,96.0,,
1680269330846,,2.0,,1.0,96.0,96.0,1.0,
1680269343781,,1.0,,2.0,96.0,96.0,1.0,
1680269360779,,2.0,,1.0,96.0,96.0,,1.0
1680269377761,,3.0,,1.0,96.0,96.0,,
1680269394759,,2.0,,,96.0,96.0,1.0,1.0
1680269411734,,2.0,1.0,1.0,96.0,96.0,,
1680269428717,,3.0,,1.0,96.0,96.0,,
1680269445709,,2.0,1.0,1.0,96.0,96.0,,
1680269462688,,3.0,,1.0,96.0,96.0,,
1680269479685,,2.0,,1.0,96.0,96.0,1.0,
1680269496659,,2.0,,1.0,97.0,97.0,,
1680269513647,,3.0,,1.0,96.0,96.0,,
1680269526678,,2.0,,1.0,96.0,96.0,,1.0
1680269543648,,2.0,,1.0,97.0,97.0,,
1680269560651,,2.0,1.0,1.0,96.0,96.0,,
1680269577638,,3.0,,,97.0,97.0,,
1680269594602,,4.0,,,96.0,96.0,,
1680269611600,,1.0,1.0,1.0,96.0,96.0,,
1680269628581,,2.0,,1.0,97.0,97.0,,
1680269645573,,2.0,1.0,1.0,96.0,96.0,,
1680269662550,,1.0,1.0,1.0,93.0,93.0,1.0,2.0
1680269679587,,1.0,1.0,1.0,95.0,95.0,,1.0
1680269696556,,4.0,,,96.0,96.0,,
1680269715985,,2.0,,,96.0,96.0,1.0,1.0
1680269732933,,2.0,,1.0,96.0,96.0,,1.0
1680269749914,,2.0,,1.0,97.0,97.0,,
1680269766863,,3.0,,,96.0,96.0,,1.0
1680269783833,,3.0,,1.0,96.0,96.0,,
1680269800822,,3.0,,,97.0,97.0,,
1680269817829,,2.0,,1.0,94.0,94.0,,3.0
1680269834835,,2.0,2.0,2.0,87.0,87.0,,7.0
1680269851838,,1.0,1.0,2.0,84.0,84.0,1.0,10.0
1680269868812,,2.0,,1.0,93.0,93.0,1.0,3.0
1680269885796,,3.0,1.0,1.0,87.0,87.0,1.0,7.0
1680269898936,,1.0,1.0,1.0,89.0,89.0,1.0,7.0
1680269915944,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680269932931,,2.0,4.0,,6.0,6.0,,88.0
1680269949913,100.0,,,,,,,
1680269949978,,2.0,13.0,2.0,23.0,23.0,,55.0
1680269969852,,1.0,1.0,,1.0,1.0,,96.0
1680269986859,,2.0,,,,,,98.0
1680270003859,100.0,,,,,,,
1680270003917,,2.0,17.0,,5.0,5.0,,60.0
1680270026932,100.0,,,,,,,
1680270026982,,2.0,,,4.0,4.0,,94.0
1680270043988,,2.0,,,,,,98.0
1680270060978,,1.0,1.0,,,,,98.0
1680270077955,,1.0,2.0,,1.0,1.0,,96.0
1680270094916,,2.0,1.0,,2.0,2.0,,95.0
1680270111901,,2.0,7.0,3.0,10.0,10.0,,76.0
1680270128851,,1.0,,,,,,99.0
1680270145832,,1.0,1.0,,,,,97.0
1680270162807,,1.0,,,,,,99.0
1680270179792,,2.0,1.0,,,,,97.0
1680270196786,,1.0,,,1.0,1.0,,98.0
1680270213759,,2.0,1.0,,1.0,1.0,,96.0
1680270230726,,1.0,1.0,,1.0,1.0,,97.0
1680270247760,,1.0,,,,,,99.0
1680270264731,,1.0,1.0,,1.0,1.0,,97.0
1680270281961,,1.0,1.0,,,,,98.0
1680270298926,,2.0,1.0,,,,,97.0
1680270315876,,2.0,,,,,,98.0
1680270332864,,1.0,1.0,,1.0,1.0,,97.0
1680270349850,,1.0,1.0,,,,,98.0
1680270366831,,2.0,3.0,,3.0,3.0,,91.0
1680270383807,,1.0,,,1.0,1.0,,98.0
1680270402074,,1.0,2.0,1.0,5.0,5.0,,90.0
1680270418867,,1.0,,,,,,99.0
1680299144967,,,,,,,,100.0
1680307159766,,1.0,,,97.0,97.0,1.0,1.0
1680307197104,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231491676,100.0,,,,,,,
1680231491771,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231510384,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231529362,100.0,,,,,,,
1680231529461,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231546698,100.0,,,,,,,
1680231546795,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231565385,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231585969,100.0,,,,,,,
1680231586079,,40.0,10.0,10.0,10.0,10.0,10.0,10.0
1680231603131,,1.0,1.0,,95.0,95.0,1.0,1.0
1680231625502,,2.0,,1.0,94.0,94.0,2.0,1.0
1680231642525,,2.0,,,96.0,96.0,1.0,1.0
1680231659524,,3.0,,,97.0,97.0,,
1680231676562,,3.0,,,96.0,96.0,1.0,
