timestamp,stress
1679453838509,3
1679457648972,1
1679462198922,2
1679464167476,3
1679473180479,4
1679477508696,2
1679480533055,3
1679482361078,4
1679486302090,2
1679489438547,2
1679491789319,3
1679493687836,2
1679496366999,2
1679499310733,1
1679501682190,1
1679530835827,2
1679532679461,4
1679534904043,3
1679538285389,3
1679540213828,1
1679542858573,4
1679544670671,3
1679546757335,2
1679548773240,2
1679550611033,2
1679552668316,3
1679554667337,3
1679556831074,1
1679558875089,2
1679564431933,2
1679566815716,3
1679569653452,3
1679571804969,3
1679581346509,3
1679586129559,2
1679590011439,2
1679592404932,2
1679617790980,3
1679620393695,3
1679624483443,3
1679626300635,2
1679628629109,2
1679631692505,3
1679633706282,3
1679637258469,5
1679639173850,5
1679641504363,3
1679645719229,3
1679647782414,4
1679649786538,2
1679652349608,1
1679654230851,2
1679713655250,2
1679715743935,3
1679719293146,3
1679721985832,2
1679723807201,2
1679725685018,2
1679727900289,2
1679730567815,2
1679734168480,1
1679736409088,1
1679739097772,2
1679742561171,1
1679745879725,1
1679747824713,2
1679749755691,3
1679751694723,3
1679754108071,2
1679757061100,1
1679759496368,1
1679791828945,1
1679794127722,2
1679796085646,1
1679802465868,3
1679805487095,1
1679811921077,2
1679813865492,3
1679816124617,3
1679818192028,2
1679820493325,2
1679823643375,2
1679826602678,4
1679829534711,1
1679832319287,1
1679835606084,1
1679844634772,2
1679847575360,1
1679877017894,2
1679879768692,3
1679882441357,3
1679885719491,2
1679887894464,2
1679893621166,2
1679895700833,2
1679897754208,2
1679912282290,2
1679914268509,2
1679917827385,1
1679919821516,1
1679922821959,3
1679925737588,2
1679928392512,2
1679930800583,1
1679933560353,1
1679963430754,2
1679966042170,1
1679967994786,2
1679971505419,3
1679973435553,2
1679975428049,4
1679977327136,2
1679979218895,2
1679981229680,2
1679986313569,2
1679989330966,2
1679991244731,2
1679994486869,3
1679996877633,2
1679999858395,4
1680002596590,3
1680017822429,1
1680020236803,1
1680024200295,4
1680026476549,2
1680051638836,1
1680060383265,2
1680062639260,4
1680064775093,3
1680066655347,3
1680068779565,2
1680070893784,2
1680072986126,4
1680076422650,3
1680078593615,2
1680084378510,3
1680086697543,3
1680104017055,4
1680105905938,4
1680108602140,3
1680131129448,3
1680133742473,3
1680135855515,2
1680138124658,2
1680143913679,3
1680147078386,1
1680148903425,2
1680150759618,2
1680152660703,2
1680155949348,2
1680157952209,2
1680161895410,2
1680164043689,2
1680167292430,2
1680170041765,3
1680184439808,2
1680189923381,3
1680198136623,2
1680200957334,3
1680222482226,2
1680225110754,2
1680228030919,3
1680230065158,3
1680233168363,2
1680238225740,3
1680240125588,2
1680243617466,3
1680245440884,2
1680247886289,2
1680249953597,2
1680252271080,2
1680254577288,3
1680260830798,2
1680268779077,3
1680276507573,2
1680283504682,3
1680316173427,2
1680319993297,2
1680325219385,2
1680327241330,3
1680329757813,4
1680332345861,3
1680335630190,3
1680343060561,3
1680346208486,3
1680349309662,3
1680352388468,2
1680359579714,2
1680361884327,3
1680365996449,3
1680369755278,2
1680399624680,2
1680402061706,3
1680405305419,2
1680409191293,3
1680417019066,2
1680418966346,2
1680422041348,2
1680425267666,2
1680429649228,2
1680431592175,3
1680434757431,2
1680438290785,3
1680453419344,2
1680455620851,2
1680481832635,3
1680484157431,4
1680488508941,4
1680490843033,3
1680493635518,4
1680498724268,2
1680500768445,3
1680504044401,3
1680506105618,2
1680509067352,2
1680510877108,3
1680515300075,2
1680517312996,2
1680519800926,2
1680524723374,3
1680534088663,3
1680536011692,2
1680567942464,3
1680570003476,2
1680571970253,4
1680575915979,3
1680578124080,2
1680580221725,3
1680582467985,3
1680586008308,2
1680589434621,3
1680591496081,2
1680594687233,4
1680597131364,2
1680602319146,2
1680606824804,2
1680623065555,2
1680627606679,2
1680630287773,2
1680656582670,2
1680659594439,2
1680664035971,2
1680672955318,2
1680675440021,2
1680677945526,4
1680680202848,3
1680683077484,2
1680687047646,3
1680689095937,2
1680692830077,2
1680695705872,3
1680701562926,2
1680706989412,2
1680709678771,2
1680740951604,3
1680744197464,2
1680749705005,2
1680751976845,3
1680754345377,3
1680756377067,2
1680758232367,2
1680760612197,2
