timestamp,TILTING,STILL,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING
1680101062361,,97.0,1.0,2.0,,,,
1680101085851,,96.0,2.0,1.0,,1.0,1.0,
1680101102803,,96.0,2.0,1.0,,1.0,1.0,
1680101119776,,98.0,2.0,,,,,
1680101136749,,97.0,2.0,,,1.0,1.0,
1680101153698,,99.0,1.0,,,,,
1680101170673,,94.0,2.0,2.0,,2.0,2.0,
1680101187611,,98.0,,1.0,,1.0,1.0,
1680101204549,,96.0,2.0,1.0,,1.0,1.0,
1680101221550,,99.0,1.0,,,,,
1680101238510,,99.0,1.0,,,,,
1680101524010,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680101552859,,99.0,1.0,,,,,
1680101569838,,92.0,2.0,1.0,,4.0,4.0,
1680101583275,,97.0,1.0,1.0,,1.0,1.0,
1680101600246,,86.0,2.0,6.0,1.0,3.0,3.0,
1680101617242,,97.0,2.0,1.0,,,,
1680101634217,,93.0,2.0,3.0,,2.0,2.0,
1680101651186,,54.0,2.0,27.0,2.0,12.0,12.0,
1680101668131,,64.0,2.0,14.0,1.0,18.0,18.0,
1680101685079,,97.0,1.0,1.0,,1.0,1.0,
1680101702034,100.0,,,,,,,
1680101702053,,97.0,3.0,,,,,
1680101718995,,99.0,1.0,,,,,
1680101735932,,97.0,1.0,1.0,,1.0,1.0,
1680101752868,,96.0,2.0,1.0,,1.0,1.0,
1680101766154,,96.0,2.0,1.0,,1.0,1.0,
1680101783174,,99.0,1.0,,,,,
1680101800129,100.0,,,,,,,
1680101800144,,96.0,2.0,,,2.0,2.0,
1680101817118,100.0,,,,,,,
1680101817144,,97.0,2.0,,,1.0,1.0,
1680101834125,,98.0,,1.0,,1.0,1.0,
1680101851133,,70.0,2.0,14.0,7.0,5.0,5.0,
1680101868112,100.0,,,,,,,
1680101868135,,96.0,2.0,1.0,,1.0,1.0,
1680101885100,100.0,,,,,,,
1680101885120,,83.0,2.0,4.0,5.0,5.0,5.0,
1680101902092,,97.0,2.0,1.0,,,,
1680101919039,,99.0,1.0,,,,,
1680101936030,,99.0,1.0,,,,,
1680101949043,100.0,,,,,,,
1680101949063,,98.0,2.0,,,,,
1680101966008,,99.0,1.0,,,,,
1680101982986,,90.0,1.0,1.0,,8.0,8.0,
1680101999935,100.0,,,,,,,
1680101999953,,98.0,2.0,,,,,
1680102016956,,96.0,2.0,1.0,,1.0,1.0,
1680102033939,,82.0,2.0,6.0,2.0,5.0,5.0,
1680102658021,100.0,,,,,,,
1680102658048,,99.0,1.0,,,,,
1680104020745,,96.0,1.0,3.0,,,,
1680105532736,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680105574907,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680105591888,,51.0,2.0,21.0,1.0,6.0,6.0,
1680105608862,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680105625856,,55.0,2.0,20.0,2.0,11.0,11.0,
1680105642814,,97.0,1.0,1.0,,1.0,1.0,
1680105659795,,99.0,1.0,,,,,
1680105676759,,75.0,2.0,8.0,2.0,11.0,11.0,
1680105693761,,81.0,,7.0,1.0,5.0,5.0,
1680105710744,,47.0,3.0,21.0,1.0,15.0,15.0,
1680105729866,,89.0,1.0,3.0,1.0,3.0,3.0,
1680105746833,,98.0,2.0,,,,,
1680105763808,,99.0,1.0,,,,,
1680105780805,,96.0,2.0,1.0,,1.0,1.0,
1680105797792,,96.0,1.0,1.0,,1.0,1.0,
1680105814758,,96.0,1.0,1.0,,2.0,2.0,
1680105831730,,97.0,1.0,1.0,,1.0,1.0,
1680105848696,,98.0,1.0,1.0,,,,
1680105865653,,96.0,1.0,2.0,,1.0,1.0,
1680105882616,,94.0,2.0,2.0,,1.0,1.0,
1680105899582,,69.0,2.0,9.0,1.0,11.0,11.0,
1680106986864,100.0,,,,,,,
1680106986887,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680107011318,100.0,,,,,,,
1680107011346,,64.0,2.0,21.0,1.0,6.0,6.0,
1680107028316,,76.0,2.0,11.0,1.0,4.0,4.0,
1680107045290,,64.0,2.0,26.0,1.0,3.0,3.0,
1680107062259,,56.0,1.0,39.0,,2.0,2.0,
1680107079243,100.0,,,,,,,
1680107079269,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680107096257,100.0,,,,,,,
1680107096288,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680107113268,,99.0,1.0,,,,,
1680107130249,100.0,,,,,,,
1680107130274,,97.0,1.0,2.0,,,,
1680107147230,100.0,,,,,,,
1680107147277,,97.0,2.0,1.0,,,,
1680107164257,100.0,,,,,,,
1680107164279,,97.0,2.0,1.0,,,,
1680107186683,100.0,,,,,,,
1680107186704,,97.0,,1.0,,1.0,1.0,
1680107203682,,99.0,1.0,,,,,
1680107220653,,99.0,1.0,,,,,
1680107237613,,99.0,1.0,,,,,
1680107254595,,99.0,1.0,,,,,
1680107271574,,99.0,1.0,,,,,
1680107288560,,99.0,1.0,,,,,
1680107305534,,99.0,1.0,,,,,
1680107322513,,99.0,1.0,,,,,
1680107339487,,99.0,1.0,,,,,
1680107356459,,99.0,1.0,,,,,
1680107373423,,99.0,1.0,,,,,
1680107390401,,99.0,1.0,,,,,
1680107407379,,99.0,1.0,,,,,
1680107424366,,99.0,1.0,,,,,
1680107441342,,99.0,1.0,,,,,
1680107458320,,99.0,1.0,,,,,
1680107475296,,99.0,1.0,,,,,
1680107492280,,99.0,1.0,,,,,
1680107509265,,99.0,1.0,,,,,
1680107892318,,99.0,1.0,,,,,
1680078545792,,98.0,2.0,,,,,
1680079078649,100.0,,,,,,,
1680079078684,,1.0,1.0,,1.0,96.0,96.0,1.0
1680079826990,100.0,,,,,,,
1680079827025,,98.0,1.0,1.0,,,,
1680079855837,,100.0,,,,,,
1680079872862,,96.0,2.0,1.0,,1.0,1.0,
1680079889860,,96.0,1.0,2.0,,1.0,1.0,
1680080183488,100.0,,,,,,,
1680080183510,,90.0,1.0,1.0,1.0,7.0,7.0,
1680080376998,,1.0,3.0,1.0,1.0,92.0,92.0,1.0
1680080416001,100.0,,,,,,,
1680080416037,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080482098,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080492609,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080497850,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080512403,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080527452,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080542523,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680080566094,100.0,,,,,,,
1680080566128,,1.0,2.0,,1.0,93.0,93.0,3.0
1680081056000,100.0,,,,,,,
1680081056036,,100.0,,,,,,
1680081146057,,98.0,2.0,,,,,
1680082942116,100.0,,,,,,,
1680082942170,,27.0,2.0,23.0,9.0,22.0,22.0,1.0
1680083002111,100.0,,,,,,,
1680083002146,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680083041586,100.0,,,,,,,
1680083041608,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076073673,100.0,,,,,,,
1682076073700,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076111128,100.0,,,,,,,
1682076111155,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076128159,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076145204,100.0,,,,,,,
1682076145226,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076162230,100.0,,,,,,,
1682076162249,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076179230,100.0,,,,,,,
1682076179245,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076201147,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076225942,100.0,,,,,,,
1682076225948,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076242945,100.0,,,,,,,
1682076242970,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076260013,,99.0,1.0,,,,,
1682076276991,,99.0,1.0,,,,,
1682076294008,,99.0,1.0,,,,,
1682076310994,,99.0,1.0,,,,,
1682076327988,,99.0,1.0,,,,,
1682076344976,,99.0,1.0,,,,,
1682076361966,,99.0,1.0,,,,,
1682076378945,,99.0,1.0,,,,,
1682076400461,,99.0,1.0,,,,,
1682076417499,100.0,,,,,,,
1682076417521,,66.0,1.0,4.0,6.0,20.0,20.0,1.0
1682076434447,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076451388,100.0,,,,,,,
1682076451404,,4.0,3.0,4.0,5.0,82.0,82.0,1.0
1682076477306,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076494292,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076511331,100.0,,,,,,,
1682076511358,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076528385,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076545422,,1.0,3.0,90.0,2.0,2.0,2.0,
1682076562399,,1.0,1.0,96.0,,1.0,1.0,
1682076579397,,,2.0,97.0,,,,
1682076596389,,,1.0,98.0,,1.0,1.0,
1682076613381,,,2.0,97.0,,1.0,1.0,
1682076630375,,1.0,1.0,97.0,,,,
1682076651606,,,1.0,97.0,2.0,,,
1682076668657,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076685718,,1.0,2.0,89.0,3.0,1.0,1.0,
1682076701721,100.0,,,,,,,
1682076701742,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076718740,,69.0,2.0,10.0,3.0,14.0,14.0,
1682076735746,100.0,,,,,,,
1682076735764,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076755155,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076772086,100.0,,,,,,,
1682076772090,,47.0,2.0,8.0,4.0,35.0,35.0,2.0
1682076788877,,45.0,2.0,11.0,7.0,29.0,29.0,
1682076805889,100.0,,,,,,,
1682076805913,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076824306,100.0,,,,,,,
1682076824335,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076841288,100.0,,,,,,,
1682076841317,,29.0,2.0,24.0,12.0,25.0,25.0,1.0
1682076858287,,52.0,2.0,15.0,5.0,23.0,23.0,
1682076858287,100.0,,,,,,,
1682076875216,,65.0,1.0,17.0,5.0,7.0,7.0,
1682076892238,100.0,,,,,,,
1682076892261,,47.0,2.0,10.0,16.0,20.0,20.0,
1682076910240,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076927088,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076945509,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076961110,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076978243,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682076996394,100.0,,,,,,,
1682076996424,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077013532,100.0,,,,,,,
1682077013566,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077030653,100.0,,,,,,,
1682077030682,,1.0,3.0,7.0,2.0,86.0,86.0,
1682077047821,100.0,,,,,,,
1682077047864,,,2.0,,,96.0,96.0,2.0
1682077064966,100.0,,,,,,,
1682077065006,,,2.0,,1.0,96.0,96.0,1.0
1682077082062,,,2.0,1.0,1.0,96.0,96.0,
1682077099430,,1.0,2.0,3.0,3.0,90.0,90.0,1.0
1682077117851,100.0,,,,,,,
1682077117854,,1.0,1.0,2.0,1.0,94.0,94.0,1.0
1682077135407,,,1.0,3.0,1.0,95.0,95.0,
1682077153422,,,1.0,1.0,1.0,96.0,96.0,1.0
1682077171393,,,3.0,8.0,,89.0,89.0,
1682077189362,,,1.0,2.0,,97.0,97.0,
1682077207401,100.0,,,,,,,
1682077207434,,1.0,2.0,8.0,3.0,84.0,84.0,1.0
1682077224534,100.0,,,,,,,
1682077224557,,1.0,2.0,6.0,2.0,87.0,87.0,1.0
1682077243411,,1.0,2.0,3.0,1.0,93.0,93.0,
1682077261408,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077279365,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077297384,100.0,,,,,,,
1682077297412,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077315367,100.0,,,,,,,
1682077315398,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077337414,,2.0,2.0,2.0,2.0,86.0,86.0,6.0
1682077355394,,1.0,1.0,1.0,1.0,93.0,93.0,3.0
1682077373415,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077391395,,,2.0,5.0,1.0,92.0,92.0,
1682077409396,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077427371,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077445407,,3.0,1.0,4.0,3.0,87.0,87.0,1.0
1682077463384,,1.0,2.0,1.0,1.0,91.0,91.0,4.0
1682077481388,,1.0,2.0,5.0,1.0,90.0,90.0,
1682077498522,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077521396,,1.0,2.0,9.0,1.0,86.0,86.0,
1682077539378,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077557382,,,2.0,12.0,1.0,85.0,85.0,
1682077575389,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077593389,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077611359,,2.0,1.0,5.0,2.0,88.0,88.0,1.0
1682077628460,,,3.0,12.0,2.0,83.0,83.0,
1682077645597,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077662682,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077679802,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077705393,,2.0,1.0,8.0,4.0,82.0,82.0,2.0
1682077723387,,1.0,1.0,,1.0,92.0,92.0,5.0
1682077741392,,1.0,2.0,7.0,2.0,85.0,85.0,2.0
1682077758504,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077777406,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077795375,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077813390,,,2.0,1.0,,95.0,95.0,2.0
1682077831389,,,3.0,9.0,2.0,85.0,85.0,1.0
1682077848503,,1.0,2.0,6.0,2.0,88.0,88.0,1.0
1682077866402,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077889389,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682077907395,,1.0,2.0,5.0,1.0,91.0,91.0,
1682113753879,,100.0,,,,,,
1682117223899,,100.0,,,,,,
1682068511940,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068540827,100.0,,,,,,,
1682068540855,,100.0,,,,,,
1682068559431,,99.0,1.0,,,,,
1682068577410,,99.0,1.0,,,,,
1682068595442,,99.0,1.0,,,,,
1682068613408,,96.0,1.0,1.0,,1.0,1.0,
1682068631419,,99.0,1.0,,,,,
1682068650440,,99.0,1.0,,,,,
1682068668450,,99.0,1.0,,,,,
1682068687424,,99.0,1.0,,,,,
1682068705407,,99.0,1.0,,,,,
1682068723396,,99.0,1.0,,,,,
1682068741414,,99.0,1.0,,,,,
1682068757194,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068774157,,91.0,1.0,1.0,2.0,4.0,4.0,
1682068791290,100.0,,,,,,,
1682068791305,,96.0,1.0,1.0,,1.0,1.0,
1682068808326,100.0,,,,,,,
1682068808359,,27.0,1.0,21.0,17.0,19.0,19.0,
1682068825387,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068842397,100.0,,,,,,,
1682068842416,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068865693,100.0,,,,,,,
1682068865706,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068878549,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068895566,100.0,,,,,,,
1682068895584,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068912595,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068929587,,1.0,2.0,2.0,88.0,7.0,7.0,
1682068946564,,,2.0,9.0,87.0,1.0,1.0,
1682068963602,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068980609,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682068997658,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069014704,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069031654,100.0,,,,,,,
1682069031669,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069048655,100.0,,,,,,,
1682069048665,,2.0,2.0,1.0,3.0,89.0,89.0,3.0
1682069059714,100.0,,,,,,,
1682069059730,,4.0,3.0,1.0,3.0,85.0,85.0,4.0
1682069076752,100.0,,,,,,,
1682069076770,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069093790,,42.0,3.0,9.0,4.0,33.0,33.0,1.0
1682069110761,,99.0,1.0,,,,,
1682069127752,,71.0,2.0,5.0,11.0,10.0,10.0,1.0
1682069144741,,99.0,1.0,,,,,
1682069161731,,99.0,1.0,,,,,
1682069178721,,99.0,1.0,,,,,
1682069195709,,99.0,1.0,,,,,
1682069212763,100.0,,,,,,,
1682069212779,,96.0,1.0,2.0,,,,
1682069229806,,99.0,1.0,,,,,
1682069242587,100.0,,,,,,,
1682069242607,,97.0,2.0,1.0,,,,
1682069259594,,99.0,1.0,,,,,
1682069276576,,99.0,1.0,,,,,
1682069293518,,75.0,2.0,7.0,2.0,8.0,8.0,
1682069315131,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069332068,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069349002,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069365983,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069382939,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069399919,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069416884,,99.0,1.0,,,,,
1682069433891,,99.0,1.0,,,,,
1682069450837,,33.0,3.0,26.0,2.0,13.0,13.0,
1682069467807,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069488259,,33.0,1.0,20.0,6.0,27.0,27.0,1.0
1682069505194,,61.0,1.0,17.0,1.0,14.0,14.0,
1682069522144,,47.0,1.0,12.0,2.0,33.0,33.0,
1682069539114,,98.0,1.0,,,1.0,1.0,
1682069556071,,40.0,2.0,23.0,2.0,11.0,11.0,
1682069573026,,99.0,1.0,,,,,
1682069590045,,99.0,1.0,,,,,
1682069607038,,99.0,1.0,,,,,
1682069624013,,99.0,1.0,,,,,
1682069641008,,99.0,1.0,,,,,
1682069658009,,99.0,1.0,,,,,
1682069675034,,99.0,1.0,,,,,
1682069692011,,99.0,1.0,,,,,
1682069709009,,99.0,1.0,,,,,
1682069726007,,99.0,1.0,,,,,
1682069742978,,99.0,1.0,,,,,
1682069759924,,52.0,3.0,14.0,4.0,16.0,16.0,
1682069776896,,97.0,2.0,,,1.0,1.0,
1682069793862,,79.0,2.0,3.0,1.0,12.0,12.0,
1682069810802,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069827779,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069844767,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069861739,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069878695,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682069895637,,67.0,2.0,9.0,1.0,14.0,14.0,
1682069912594,,89.0,2.0,5.0,,3.0,3.0,
1682069929568,,68.0,1.0,19.0,1.0,6.0,6.0,
1682069946537,,99.0,1.0,,,,,
1682069963999,,99.0,1.0,,,,,
1682069980634,,75.0,1.0,9.0,1.0,8.0,8.0,
1682069997583,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070014584,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070035690,,46.0,2.0,16.0,3.0,28.0,28.0,
1682070052660,,71.0,1.0,7.0,2.0,15.0,15.0,
1682070069655,100.0,,,,,,,
1682070069667,,62.0,1.0,11.0,2.0,18.0,18.0,
1682070086651,,99.0,1.0,,,,,
1682070103623,,99.0,1.0,,,,,
1682070120586,,99.0,1.0,,,,,
1682070137575,,36.0,2.0,26.0,5.0,13.0,13.0,
1682070154537,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070171483,100.0,,,,,,,
1682070171502,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070188446,,93.0,1.0,2.0,,3.0,3.0,
1682070205396,100.0,,,,,,,
1682070205414,,69.0,2.0,7.0,2.0,17.0,17.0,
1682070218588,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070235553,100.0,,,,,,,
1682070235572,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070252527,,63.0,1.0,10.0,2.0,20.0,20.0,
1682070269501,100.0,,,,,,,
1682070269525,,98.0,2.0,,,,,
1682070286485,,99.0,1.0,,,,,
1682070303477,,99.0,1.0,,,,,
1682070320463,,99.0,1.0,,,,,
1682070337458,,99.0,1.0,,,,,
1682070354455,,99.0,1.0,,,,,
1682070371477,,99.0,1.0,,,,,
1682070388453,,99.0,1.0,,,,,
1682070401499,,99.0,1.0,,,,,
1682070418454,,96.0,,1.0,,2.0,2.0,
1682070439807,,55.0,2.0,12.0,2.0,19.0,19.0,
1682070456766,,48.0,2.0,25.0,1.0,14.0,14.0,
1682070473743,,46.0,1.0,20.0,2.0,22.0,22.0,
1682070490797,,47.0,2.0,16.0,4.0,24.0,24.0,
1682070507785,,98.0,2.0,,,,,
1682070524781,,99.0,1.0,,,,,
1682070541770,,99.0,1.0,,,,,
1682070558712,,69.0,2.0,12.0,2.0,7.0,7.0,
1682070575665,,42.0,2.0,14.0,5.0,30.0,30.0,
1682070592630,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070614055,,98.0,1.0,,,1.0,1.0,
1682070630987,,98.0,1.0,1.0,,,,
1682070647953,100.0,,,,,,,
1682070647983,,96.0,2.0,1.0,,1.0,1.0,
1682070664986,,99.0,1.0,,,,,
1682070681962,,99.0,1.0,,,,,
1682070698882,,97.0,1.0,1.0,,1.0,1.0,
1682070715816,100.0,,,,,,,
1682070715821,,40.0,2.0,16.0,5.0,22.0,22.0,
1682070732761,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070749714,,94.0,2.0,2.0,,2.0,2.0,
1682070766654,,51.0,1.0,21.0,2.0,21.0,21.0,
1682070783681,100.0,,,,,,,
1682070783705,,94.0,1.0,2.0,,3.0,3.0,
1682070796965,,97.0,2.0,1.0,,,,
1682070813975,,99.0,1.0,,,,,
1682070830963,,99.0,1.0,,,,,
1682070847952,,96.0,,2.0,,1.0,1.0,
1682070864951,,99.0,1.0,,,,,
1682070881933,,99.0,1.0,,,,,
1682070898929,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682070915927,,99.0,1.0,,,,,
1682070932898,,99.0,1.0,,,,,
1682070949890,,99.0,1.0,,,,,
1682070966848,100.0,,,,,,,
1682070966863,,87.0,2.0,6.0,,3.0,3.0,
1682070983812,,76.0,1.0,14.0,1.0,5.0,5.0,
1682071000748,,97.0,1.0,1.0,,1.0,1.0,
1682071017706,,84.0,2.0,10.0,,3.0,3.0,
1682071034687,100.0,,,,,,,
1682071034723,,99.0,1.0,,,,,
1682071051738,,99.0,1.0,,,,,
1682071068665,,98.0,1.0,,,1.0,1.0,
1682071085647,,94.0,2.0,2.0,,1.0,1.0,
1682071102583,,99.0,1.0,,,,,
1682071119525,,99.0,,1.0,,,,
1682071136475,,99.0,1.0,,,,,
1682071153406,,97.0,1.0,1.0,,1.0,1.0,
1682071170366,100.0,,,,,,,
1682071170393,,99.0,1.0,,,,,
1682071187405,,96.0,1.0,1.0,,1.0,1.0,
1682071202234,100.0,,,,,,,
1682071202245,,92.0,1.0,3.0,,3.0,3.0,
1682071219198,,97.0,,2.0,,1.0,1.0,
1682071236152,,67.0,3.0,8.0,6.0,14.0,14.0,
1682071253082,,96.0,2.0,1.0,,1.0,1.0,
1682071270036,,97.0,1.0,1.0,,1.0,1.0,
1682071293819,,84.0,1.0,3.0,3.0,8.0,8.0,
1682071310829,,99.0,1.0,,,,,
1682071327817,100.0,,,,,,,
1682071327842,,96.0,2.0,,,2.0,2.0,
1682071344864,100.0,,,,,,,
1682071344888,,75.0,3.0,4.0,3.0,13.0,13.0,
1682071361867,,99.0,1.0,,,,,
1682071378852,,99.0,1.0,,,,,
1682071395838,,99.0,1.0,,,,,
1682071412834,,99.0,1.0,,,,,
1682072018257,100.0,,,,,,,
1682072018295,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072055692,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072072689,,1.0,3.0,4.0,5.0,81.0,81.0,2.0
1682072089724,,1.0,2.0,4.0,4.0,85.0,85.0,3.0
1682072106745,,2.0,1.0,4.0,5.0,84.0,84.0,3.0
1682072123736,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072140746,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072157743,,,2.0,96.0,,1.0,1.0,
1682072174732,,,1.0,97.0,,,,
1682072191727,,,2.0,91.0,,,,
1682072208714,,3.0,,96.0,,,,
1682072225695,,,2.0,96.0,,,,
1682072242698,100.0,,,,,,,
1682072242711,,4.0,2.0,85.0,1.0,3.0,3.0,
1682072259694,100.0,,,,,,,
1682072259714,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072276653,100.0,,,,,,,
1682072276668,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072293644,100.0,,,,,,,
1682072293667,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072310709,100.0,,,,,,,
1682072310737,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072327790,100.0,,,,,,,
1682072327820,,1.0,2.0,,1.0,95.0,95.0,1.0
1682072344833,100.0,,,,,,,
1682072344863,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682072362246,,87.0,1.0,2.0,5.0,4.0,4.0,
1682072379464,,99.0,1.0,,,,,
1682072396497,,99.0,1.0,,,,,
1682072413545,,99.0,1.0,,,,,
1682072430674,,99.0,1.0,,,,,
1682072447737,,99.0,1.0,,,,,
1682072464853,,99.0,1.0,,,,,
1682072481990,,99.0,1.0,,,,,
1682072499120,,99.0,1.0,,,,,
1682072516237,,99.0,1.0,,,,,
1682072534434,,99.0,1.0,,,,,
1682072552472,,99.0,1.0,,,,,
1682072569539,,99.0,1.0,,,,,
1682072586658,,99.0,1.0,,,,,
1682072603758,,99.0,1.0,,,,,
1682072620851,,99.0,1.0,,,,,
1682072637971,,99.0,1.0,,,,,
1682072655046,,99.0,1.0,,,,,
1682072672131,,99.0,1.0,,,,,
1682072689214,,99.0,1.0,,,,,
1682072706308,,99.0,1.0,,,,,
1682072723399,,99.0,1.0,,,,,
1682072741432,,99.0,1.0,,,,,
1682072759470,,99.0,1.0,,,,,
1682072777460,,99.0,1.0,,,,,
1682072795475,,99.0,1.0,,,,,
1682072812574,,99.0,1.0,,,,,
1682072831471,,99.0,1.0,,,,,
1682072849442,,99.0,1.0,,,,,
1682035527399,,100.0,,,,,,
1682036427022,,100.0,,,,,,
1682036717428,,100.0,,,,,,
1682037054768,,100.0,,,,,,
1682037342111,,100.0,,,,,,
1682037614353,,100.0,,,,,,
1682037916320,,100.0,,,,,,
1682039854015,,97.0,2.0,1.0,,,,
1682039881669,,100.0,,,,,,
1682040962267,,100.0,,,,,,
1682042034372,,100.0,,,,,,
1682042219779,,100.0,,,,,,
1682042230719,,100.0,,,,,,
1682042892424,,100.0,,,,,,
1682043074752,100.0,,,,,,,
