timestamp,Type,isEntered
1682472157732,STILL,False
1682472157732,WALKING,True
1682472256140,WALKING,False
1682472256140,ON_BICYCLE,True
1682472547242,ON_BICYCLE,False
1682472547242,WALKING,True
1682472621013,WALKING,False
1682472621013,STILL,True
1682477665316,STILL,False
1682477665316,WALKING,True
1682477831284,WALKING,False
1682477831284,STILL,True
1682480520189,STILL,False
1682480520189,IN_VEHICLE,True
1682480585633,IN_VEHICLE,False
1682480585633,WALKING,True
1682480732814,WALKING,False
1682480732814,ON_BICYCLE,True
1682481068135,ON_BICYCLE,False
1682481068135,STILL,True
1682483169184,STILL,False
1682483169184,WALKING,True
1682483465569,WALKING,False
1682483465569,STILL,True
1682483530920,STILL,False
1682483530920,IN_VEHICLE,True
1682484218572,IN_VEHICLE,False
1682484218572,WALKING,True
1682484574624,WALKING,False
1682484574624,ON_BICYCLE,True
1682484789205,ON_BICYCLE,False
1682484789205,WALKING,True
1682484958108,WALKING,False
1682484958108,STILL,True
1682485019714,STILL,False
1682485019714,WALKING,True
1682485134117,WALKING,False
1682485134117,STILL,True
1682486697951,STILL,False
1682486697951,WALKING,True
1682487240461,WALKING,False
1682487240461,STILL,True
1682487273166,STILL,False
1682487273166,IN_VEHICLE,True
1682487820095,IN_VEHICLE,False
1682487820095,STILL,True
1682491815236,STILL,False
1682491815236,WALKING,True
1682492322703,WALKING,False
1682492322703,STILL,True
1682495639607,STILL,False
1682495639607,WALKING,True
1682495762621,WALKING,False
1682495762621,STILL,True
1682497520786,STILL,False
1682497520786,WALKING,True
1682497579617,WALKING,False
1682497579617,ON_BICYCLE,True
1682497889094,ON_BICYCLE,False
1682497889094,WALKING,True
1682498190060,WALKING,False
1682498190060,STILL,True
1682501884841,STILL,False
1682501884841,WALKING,True
1682502292844,WALKING,False
1682502292844,ON_BICYCLE,True
1682502549178,ON_BICYCLE,False
1682502549178,WALKING,True
1682502703936,WALKING,False
1682502703936,STILL,True
1682509971667,STILL,False
1682509971667,WALKING,True
1682510174617,WALKING,False
1682510174617,IN_VEHICLE,True
1682510664321,IN_VEHICLE,False
1682510664321,WALKING,True
1682510747341,WALKING,False
1682510747341,STILL,True
1682515619792,STILL,False
1682515619792,WALKING,True
1682515776735,WALKING,False
1682515776735,STILL,True
1682553437274,STILL,False
1682553437274,WALKING,True
1682381006699,RUNNING,False
1682381006699,ON_BICYCLE,True
1682381039435,ON_BICYCLE,False
1682381039435,RUNNING,True
1682381153530,RUNNING,False
1682381153530,STILL,True
1682381486169,STILL,False
1682381486169,WALKING,True
1682381734801,WALKING,False
1682381734801,STILL,True
1682385431603,STILL,False
1682385431603,WALKING,True
1682386271537,WALKING,False
1682386271537,STILL,True
1682390849774,STILL,False
1682390849774,WALKING,True
1682391643078,WALKING,False
1682391643078,STILL,True
1682391871584,STILL,False
1682391871584,IN_VEHICLE,True
1682392839576,IN_VEHICLE,False
1682392839576,WALKING,True
1682393498109,WALKING,False
1682393498109,STILL,True
1682393784360,STILL,False
1682393784360,WALKING,True
1682393847043,WALKING,False
1682393847043,STILL,True
1682394034778,STILL,False
1682394034778,WALKING,True
1682394122799,WALKING,False
1682394122799,STILL,True
1682399879649,STILL,False
1682399879649,WALKING,True
1682400519081,WALKING,False
1682400519081,STILL,True
1682405416855,STILL,False
1682405416855,WALKING,True
1682405549603,WALKING,False
1682405549603,STILL,True
1682412421052,STILL,False
1682412421052,WALKING,True
1682412530054,WALKING,False
1682412530054,IN_VEHICLE,True
1682412859006,IN_VEHICLE,False
1682412859006,WALKING,True
1682413486494,WALKING,False
1682413486494,STILL,True
1682414572647,STILL,False
1682414572647,WALKING,True
1682415079050,WALKING,False
1682415079050,STILL,True
1682425606725,STILL,False
1682425606725,WALKING,True
1682425835597,WALKING,False
1682425835597,IN_VEHICLE,True
