timestamp,altitude,longitude,latitude,accuracy,speed
1681460163544,87.31721928962179,172.17682936207905,3.8792431876426434,11.661999702453612,0.0
1681460197588,79.11721471198507,172.17681826207905,3.8793012876426474,88.64399719238281,0.0
1681460357275,76.57844095986991,172.17521596207905,3.8801410876426488,25.46299934387207,0.0
1681460423338,83.81721928962179,172.17405906207904,3.8820031876426455,8.0,4.058487415313721
1681460473370,86.2172208155007,172.17390346207904,3.8834773876426496,14.517000198364258,0.0
1681460571815,88.81721928962178,172.17361066207906,3.8832386876426455,20.74399948120117,0.1893192380666732
1681460658676,88.01721623786398,172.17305476207903,3.88349808764265,21.2549991607666,0.0
1681460689178,88.7172208155007,172.17349486207905,3.8831883876426474,88.03700256347656,0.0
1681460868472,88.7172208155007,172.17408646207903,3.883705687642646,128.0,0.0
1681461018177,88.7172208155007,172.17407426207905,3.8838945876426436,12.206000328063965,0.4345332086086273
1681461084897,87.7172208155007,172.17386656207904,3.8840049876426477,96.0,0.0
1681461172019,88.2172208155007,172.17319456207903,3.8837252876426476,20.3700008392334,0.0
1681461379320,94.2172208155007,172.17318376207902,3.883971587642648,12.055999755859377,0.0
1681461467533,94.2172208155007,172.17310766207902,3.883847987642646,11.480999946594238,0.0
1681461498567,94.2172208155007,172.17359026207902,3.883566987642645,41.92699813842773,0.0
1681461676961,88.91721776374288,172.17372016207904,3.883523387642647,6.0,0.0
1681461864485,92.62955796614176,172.17309616207905,3.88383738764265,11.413999557495115,0.0
1681462274072,88.7172208155007,172.17315016207903,3.883820687642647,11.559000015258787,0.4181174039840698
1681462892439,88.7172208155007,172.17308566207902,3.883820887642649,11.486000061035156,0.0
1681463531096,88.7172208155007,172.17316496207906,3.883757287642645,8.0,1.0266218185424805
1681463565406,88.91721776374288,172.17310366207903,3.883824087642644,11.47599983215332,0.0
1681464475321,88.91721776374288,172.17311166207904,3.883931187642645,200.0,0.7119367122650146
1681464510666,88.7172208155007,172.17309946207905,3.8838377876426478,11.48900032043457,0.0
1681465372866,88.7172208155007,172.17302826207904,3.8838474876426474,18.79700088500977,2.2342824935913086
1681465677517,88.7172208155007,172.17311236207905,3.8838414876426484,11.487000465393066,0.0
1681465948460,89.01721623786398,172.17303396207905,3.8838462876426476,8.666000366210938,2.0586752891540527
1681466268820,88.91721776374288,172.17310476207905,3.8838355876426434,11.47599983215332,0.0
1681467834910,91.11721471198507,172.17290616207902,3.8838978876426467,192.0,1.345969319343567
1681467862074,88.91721776374288,172.17310676207904,3.8838370876426467,12.199000358581545,0.1013499423861503
1681468431889,88.7172208155007,172.17292266207903,3.8837423876426485,96.0,1.5547420978546145
1681468733213,88.7172208155007,172.17310886207903,3.8838387876426452,11.47599983215332,0.0
1681469888776,88.91721776374288,172.17303396207905,3.8836374876426447,128.0,2.0054354667663574
1681470191016,88.91721776374288,172.17310886207903,3.8838456876426477,11.47700023651123,0.0
1681472332734,80.1040245838505,172.17305226207904,3.883718987642645,2.0,0.0
1681472605083,89.01721623786398,172.17310006207904,3.883854587642645,10.869999885559082,0.0
1681472641181,88.91721776374288,172.17312106207902,3.8836235876426457,96.0,1.8122310638427728
1681472842804,88.91721776374288,172.17310776207904,3.88383918764265,11.47700023651123,0.0
1681473098241,89.01721623786398,172.17303726207905,3.8838271876426447,417.9800109863281,0.3928089439868927
1681473411850,88.91721776374288,172.17310626207905,3.883847987642646,11.47599983215332,0.0
1681473704467,88.7172208155007,172.17307506207902,3.8838017876426463,96.0,0.3534685969352722
1681473899712,86.20166402139186,172.17309976207903,3.883849787642646,11.482000350952148,0.0
1681474243610,88.91721776374288,172.17316866207904,3.88359658764265,128.0,0.0
1681474496804,88.7172208155007,172.17310366207903,3.8838587876426445,11.58899974822998,0.0
1681474833650,91.11721471198507,172.17299496207903,3.8839910876426487,96.0,0.0
1681474961146,89.01721623786398,172.17309806207902,3.8838495876426435,11.480999946594238,0.0
1681475298973,89.01721623786398,172.17325016207906,3.8838514876426444,64.0,0.0
1681475560377,91.11721471198507,172.17310446207904,3.883855287642646,11.47599983215332,0.0
1681475901231,88.91721776374288,172.17306586207906,3.8837363876426494,64.0,0.0
1681476132681,91.11721471198507,172.17310356207904,3.8838527876426454,11.47599983215332,0.0
1681476165437,91.11721471198507,172.17290166207903,3.883584187642647,128.0,0.0
1681476437793,88.91721776374288,172.17310806207905,3.8838482876426497,11.505000114440918,0.0
1681476491509,88.91721776374288,172.17267336207902,3.883624487642649,200.0,0.0
1681476526845,88.91721776374288,172.17310096207905,3.883849987642648,11.815999984741213,0.0
1681476823599,88.91721776374288,172.17330786207904,3.8837595876426434,128.0,0.0
1681477121864,91.11721471198507,172.17311096207902,3.8838546876426463,11.477999687194824,0.0
1681477391910,91.11721471198507,172.17256756207905,3.8839111876426458,200.0,0.0
1681477427342,91.11721471198507,172.17311196207902,3.883857087642646,11.482000350952148,0.0
1681477751029,88.7172208155007,172.17219756207902,3.8842355876426495,192.0,0.0
1681477786376,91.11721471198507,172.17310076207903,3.8838526876426442,11.508999824523926,0.0
1681478083124,88.91721776374288,172.17288026207905,3.883596087642644,192.0,0.0
1681478118490,89.01721623786398,172.17310816207902,3.883852387642648,11.498000144958496,0.0
1681478419307,88.7172208155007,172.17297486207903,3.8837389876426442,64.0,0.0
