timestamp,STILL,IN_VEHICLE,ON_FOOT,WALKING,ON_BICYCLE,UNDEFINED,RUNNING,TILTING
1680911062475,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911079522,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911096803,,91.0,,,,,,
1680911114375,1.0,92.0,,,,1.0,,
1680911132428,1.0,96.0,,,,2.0,,
1680911150458,,94.0,,,,1.0,,
1680911198196,1.0,95.0,,,,2.0,,
1680911215390,1.0,96.0,,,,2.0,,
1680911232470,1.0,96.0,1.0,1.0,,1.0,,
1680911249661,1.0,96.0,1.0,1.0,,1.0,,
1680911266876,1.0,96.0,,,,2.0,,
1680911284137,,97.0,,,,2.0,,
1680911301380,1.0,97.0,,,,1.0,,
1680911318607,1.0,96.0,1.0,1.0,,1.0,,
1680911335811,1.0,97.0,,,,2.0,,
1680911353079,1.0,96.0,,,,1.0,,
1680911370387,1.0,96.0,1.0,1.0,,1.0,,
1680911389255,1.0,97.0,,,,2.0,,
1680911406509,3.0,94.0,,,,1.0,,
1680911423637,5.0,88.0,,,,2.0,,
1680911441322,5.0,88.0,,,,1.0,,
1680911458425,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911475549,1.0,96.0,,,,1.0,,
1680911492601,1.0,97.0,,,,1.0,,
1680911509659,5.0,94.0,,,,1.0,,
1680911526771,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911544405,1.0,97.0,,,,1.0,,
1680911558987,,,,,,,,100.0
1680911559079,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911564215,,,,,,,,100.0
1680911564245,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911569363,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911574476,33.0,14.0,26.0,26.0,18.0,1.0,1.0,
1680911579618,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911584779,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911589934,,,,,,,,100.0
1680911589967,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911595134,,,,,,,,100.0
1680911595160,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911600357,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911605541,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911610689,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911615891,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911628432,,,,,,,,100.0
1680911628490,2.0,2.0,82.0,82.0,8.0,3.0,2.0,
1680911669685,,,97.0,97.0,,3.0,,
1680911699324,,,97.0,97.0,,3.0,,
1680911716366,,,97.0,97.0,1.0,1.0,1.0,
1680911733370,,,,,,,,100.0
1680911733389,1.0,1.0,92.0,92.0,1.0,2.0,2.0,
1680911750486,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911767620,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680911784606,1.0,,94.0,94.0,1.0,2.0,2.0,
1680911802298,,,,,,,,100.0
1680911802373,,,97.0,97.0,,3.0,,
1680911819410,,,96.0,96.0,1.0,3.0,,
1680911852641,,,,,,,,100.0
1680911852664,1.0,,94.0,94.0,1.0,3.0,1.0,
1680911893706,57.0,29.0,6.0,6.0,1.0,2.0,,
1680911909562,100.0,,,,,,,
1680911926617,97.0,1.0,1.0,1.0,,1.0,,
1680911943584,97.0,1.0,,,,2.0,,
1680911960583,99.0,,,,,1.0,,
1680911977621,97.0,1.0,,,,2.0,,
1680911994636,96.0,1.0,1.0,1.0,,2.0,,
1680873376586,,,,,,,,100.0
1680873376602,100.0,,,,,,,
1680873515931,98.0,1.0,,,,1.0,,
1680838775646,,,95.0,95.0,,2.0,3.0,
1680838792587,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838809686,,,,,,,,100.0
1680838809730,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838826805,,,98.0,98.0,1.0,1.0,,
1680838843933,,,96.0,96.0,3.0,1.0,,
1680838861425,,1.0,94.0,94.0,2.0,2.0,,
1680838879346,,,,,,,,100.0
1680838879376,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680838896515,99.0,,,,,1.0,,
1680838914367,99.0,,,,,1.0,,
1680838931421,,,,,,,,100.0
1680838931466,94.0,2.0,,,,2.0,,
1680838948578,58.0,9.0,21.0,21.0,3.0,2.0,,
1680838965664,99.0,,,,,1.0,,
1680838982741,99.0,,,,,1.0,,
1680838999736,75.0,14.0,2.0,2.0,,1.0,,
1680839016727,83.0,12.0,2.0,2.0,,2.0,,
1680839033832,70.0,18.0,5.0,5.0,1.0,1.0,,
1680839050933,80.0,9.0,3.0,3.0,1.0,2.0,,
1680839067948,57.0,26.0,8.0,8.0,1.0,2.0,,
1680839085033,38.0,19.0,26.0,26.0,6.0,2.0,,
1680839102019,99.0,,,,,1.0,,
1680839119035,98.0,,,,,2.0,,
1680839131436,97.0,1.0,1.0,1.0,,1.0,,
1680839148491,99.0,,,,,1.0,,
1680839165501,97.0,,1.0,1.0,,2.0,,
1680839182474,98.0,1.0,,,,1.0,,
1680839199553,55.0,12.0,13.0,13.0,7.0,3.0,1.0,
1680839216602,97.0,2.0,,,,1.0,,
1680839233671,99.0,,,,,1.0,,
1680839250724,99.0,,,,,1.0,,
1680839267760,99.0,,,,,1.0,,
1680839284811,99.0,,,,,1.0,,
1680839301865,99.0,,,,,1.0,,
1680839314371,99.0,,,,,1.0,,
1680839331436,99.0,,,,,1.0,,
1680839349208,99.0,,,,,1.0,,
1680839365527,97.0,1.0,,,,2.0,,
1680839382580,99.0,,,,,1.0,,
1680839954011,,,,,,,,100.0
1680839954043,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680839991389,2.0,6.0,47.0,36.0,6.0,2.0,47.0,
1680840008420,,17.0,5.0,5.0,73.0,3.0,,
1680840025454,,,,,99.0,1.0,,
1680840044801,,1.0,,,98.0,1.0,,
1680840061816,,1.0,1.0,1.0,97.0,1.0,,
1680840078799,,,,,99.0,1.0,,
1680840095782,,,1.0,1.0,97.0,2.0,,
1680840112778,,,,,98.0,2.0,,
1680840125084,,,,,99.0,1.0,,
1680840142096,,,,,,,,100.0
1680840142116,,,3.0,3.0,96.0,1.0,,
1680840159152,,,,,,,,100.0
1680840159172,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840176168,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840193138,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840215156,50.0,5.0,25.0,25.0,15.0,1.0,1.0,
1680840232197,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840249347,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840265971,5.0,1.0,87.0,87.0,4.0,2.0,,
1680840282748,62.0,2.0,32.0,32.0,2.0,2.0,,
1680840299808,98.0,,,,,2.0,,
1680840316866,97.0,,2.0,2.0,,1.0,,
1680840334225,99.0,,,,,1.0,,
1680840351218,68.0,3.0,23.0,23.0,2.0,3.0,,
1680840368247,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840385231,96.0,,2.0,2.0,,2.0,,
1680840402247,96.0,1.0,1.0,1.0,,2.0,,
1680840419288,60.0,6.0,23.0,23.0,4.0,2.0,,
1680840436253,97.0,1.0,,,,2.0,,
1680840453227,98.0,1.0,,,,1.0,,
1680840465588,98.0,1.0,,,,1.0,,
1680840482628,85.0,3.0,7.0,7.0,,2.0,,
1680840499612,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840516619,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840533660,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680840550679,99.0,,,,,1.0,,
1680840567695,99.0,,,,,1.0,,
1680840584726,99.0,,,,,1.0,,
1680840601739,99.0,,,,,1.0,,
1680840618776,99.0,,,,,1.0,,
1680840635799,99.0,,,,,1.0,,
1680840648526,99.0,,,,,1.0,,
1680840665551,99.0,,,,,1.0,,
1680840682579,99.0,,,,,1.0,,
1680840699603,99.0,,,,,1.0,,
1680840716626,99.0,,,,,1.0,,
1680840733633,99.0,,,,,1.0,,
1680840750680,99.0,,,,,1.0,,
1680840767690,99.0,,,,,1.0,,
1680840784704,99.0,,,,,1.0,,
1680840801742,99.0,,,,,1.0,,
1680840818773,99.0,,,,,1.0,,
1680840831658,99.0,,,,,1.0,,
1680840848670,99.0,,,,,1.0,,
1680840865697,99.0,,,,,1.0,,
1680840882687,99.0,,,,,1.0,,
1680840899729,99.0,,,,,1.0,,
1680840916771,99.0,,,,,1.0,,
1680840933788,99.0,,,,,1.0,,
1680840950808,99.0,,,,,1.0,,
1680840967798,97.0,1.0,1.0,1.0,,1.0,,
1680840984795,96.0,1.0,1.0,1.0,,2.0,,
1680841001813,96.0,1.0,1.0,1.0,,2.0,,
1680841014297,97.0,1.0,,,,2.0,,
1680841031453,79.0,5.0,10.0,10.0,1.0,3.0,,
1680879085867,,,,,,,,100.0
1680879085881,99.0,,,,,1.0,,
1680841681893,,,98.0,98.0,,2.0,,
1680841720345,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841732832,43.0,13.0,29.0,29.0,5.0,2.0,,
1680841753979,35.0,16.0,34.0,34.0,6.0,3.0,,
1680841770978,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841787981,39.0,16.0,23.0,23.0,4.0,2.0,,
1680841804962,96.0,1.0,,,,2.0,,
1680841821972,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841857767,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841874918,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841891760,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680841925539,98.0,1.0,,,,1.0,,
1680841955115,99.0,,,,,1.0,,
1680841972070,99.0,,,,,1.0,,
1680841989091,98.0,,,,,2.0,,
1680842006125,99.0,,,,,1.0,,
1680842023125,97.0,1.0,1.0,1.0,,1.0,,
1680842040147,98.0,1.0,,,,1.0,,
1680842057177,98.0,1.0,,,,1.0,,
1680842074219,96.0,1.0,1.0,1.0,,2.0,,
1680842091201,98.0,1.0,,,,1.0,,
1680842108196,100.0,,,,,,,
1680842125220,98.0,1.0,,,,1.0,,
1680842142207,98.0,1.0,,,,1.0,,
1680842159188,98.0,1.0,,,,1.0,,
1680842176200,94.0,3.0,1.0,1.0,,2.0,,
1680842193201,99.0,,,,,1.0,,
1680842206036,99.0,,,,,1.0,,
1680842223062,99.0,,,,,1.0,,
1680842240110,97.0,1.0,,,,2.0,,
1680842257107,83.0,2.0,12.0,12.0,1.0,1.0,,
1680842274095,97.0,,1.0,1.0,,2.0,,
1680842291100,83.0,4.0,6.0,6.0,2.0,2.0,,
1680842308148,87.0,4.0,6.0,6.0,1.0,2.0,,
1680842325183,86.0,8.0,3.0,3.0,,2.0,,
1680842342232,85.0,6.0,7.0,7.0,,1.0,,
1680842359252,98.0,,,,,2.0,,
1680842376267,98.0,,,,,2.0,,
1680842388982,96.0,1.0,2.0,2.0,,1.0,,
1680848758083,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848774616,99.0,,,,,1.0,,
1680848789517,80.0,5.0,10.0,10.0,2.0,1.0,,
1680848806586,,,,,,,,100.0
1680848806621,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848819083,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848836154,,,,,,,,100.0
1680848836169,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848853211,,,,,,,,100.0
1680848853235,32.0,23.0,17.0,17.0,8.0,2.0,,
1680848870530,,,,,,,,100.0
1680848870607,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848887488,,,,,,,,100.0
1680848887507,98.0,1.0,,,,1.0,,
1680848904466,98.0,,,,,2.0,,
1680848921619,95.0,2.0,1.0,1.0,,1.0,,
1680848938643,54.0,28.0,9.0,9.0,2.0,1.0,,
1680848955636,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680848972681,52.0,27.0,4.0,4.0,,2.0,,
1680848989740,64.0,17.0,5.0,5.0,1.0,1.0,,
1680849006769,59.0,24.0,7.0,7.0,2.0,,,
1680849023774,97.0,2.0,,,,1.0,,
1680849040773,63.0,17.0,6.0,6.0,1.0,2.0,,
1680849057794,97.0,2.0,,,,1.0,,
1680849074795,48.0,31.0,7.0,7.0,2.0,2.0,,
1680849091364,,,,,,,,100.0
1680849091403,,,98.0,98.0,1.0,1.0,,
1680849108683,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849126926,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849143238,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849160494,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849177775,,,,,,,,100.0
1680849177825,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849195112,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849212373,69.0,10.0,9.0,9.0,2.0,2.0,,
1680849229663,60.0,22.0,9.0,9.0,2.0,2.0,,
1680849246921,49.0,38.0,4.0,4.0,1.0,1.0,,
1680849264198,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849281551,,,,,,,,100.0
1680849281595,42.0,30.0,15.0,15.0,4.0,3.0,,
1680849299079,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849316364,,,,,,,,100.0
1680849316403,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849333653,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849350948,,,,,,,,100.0
1680849351005,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849368266,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849385540,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849402865,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849420475,,,,,,,,100.0
1680849420514,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849438520,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849456494,39.0,27.0,16.0,16.0,6.0,2.0,,
1680849474466,39.0,28.0,16.0,16.0,4.0,2.0,,
1680849491569,74.0,13.0,5.0,5.0,1.0,2.0,,
1680849509413,49.0,24.0,14.0,14.0,3.0,2.0,,
1680849526507,53.0,20.0,12.0,12.0,4.0,1.0,,
1680849543604,,,,,,,,100.0
1680849543638,32.0,23.0,22.0,22.0,6.0,1.0,,
1680849561442,,,,,,,,100.0
1680849561476,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849579465,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849596721,,,,,,,,100.0
1680849596774,34.0,22.0,24.0,24.0,7.0,2.0,,
1680849614054,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849631307,28.0,18.0,18.0,18.0,18.0,2.0,1.0,
1680849648537,55.0,32.0,4.0,4.0,2.0,2.0,,
1680849665875,,,,,,,,100.0
1680849665928,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849683201,,,,,,,,100.0
1680849683255,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849700545,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849717771,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849735278,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849753346,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849771503,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849789477,,,,,,,,100.0
1680849789518,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849806625,30.0,20.0,25.0,25.0,4.0,3.0,,
1680849823751,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849849491,50.0,43.0,2.0,2.0,,2.0,,
1680849866761,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849884042,40.0,28.0,6.0,6.0,1.0,2.0,,
1680849901321,63.0,29.0,1.0,1.0,,1.0,,
1680849918381,99.0,,,,,1.0,,
1680849936306,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849954503,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849972503,,,,,,,,100.0
1680849972567,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680849989678,,,,,,,,100.0
1680849989731,35.0,25.0,20.0,20.0,7.0,3.0,,
1680850007393,60.0,13.0,11.0,11.0,4.0,3.0,,
1680850033511,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850050607,52.0,28.0,6.0,6.0,4.0,2.0,,
1680850067717,91.0,4.0,1.0,1.0,,2.0,,
1680850085534,54.0,24.0,5.0,5.0,2.0,2.0,,
1680850102813,79.0,11.0,2.0,2.0,2.0,1.0,,
1680850120101,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850139395,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850156533,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850173624,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850190692,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850208505,39.0,26.0,9.0,9.0,11.0,3.0,,
1680850226526,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850244347,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850261520,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850279523,29.0,21.0,8.0,8.0,25.0,3.0,,
1680850296647,57.0,28.0,5.0,5.0,2.0,1.0,,
1680850322368,49.0,22.0,6.0,6.0,16.0,2.0,,
1680850339640,95.0,3.0,,,,1.0,,
1680850356909,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850374199,60.0,29.0,1.0,1.0,5.0,1.0,,
1680850391441,66.0,20.0,2.0,2.0,7.0,1.0,,
1680850409391,52.0,15.0,11.0,11.0,8.0,2.0,,
1680850427442,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850445484,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850462584,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850479772,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850506314,37.0,24.0,12.0,12.0,5.0,2.0,,
1680850523515,48.0,17.0,10.0,10.0,17.0,2.0,,
1680850540625,38.0,16.0,16.0,16.0,13.0,2.0,,
1680850557882,,,,,,,,100.0
1680850557925,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850575223,,,,,,,,100.0
1680850575280,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850592548,33.0,25.0,12.0,12.0,11.0,1.0,,
1680850609811,77.0,10.0,5.0,5.0,2.0,2.0,,
1680850626920,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850644500,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850662491,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850679596,,,,,,,,100.0
1680850679647,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850697496,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850732447,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850766342,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850804375,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850821442,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850854154,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850892767,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850908485,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850925576,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850942719,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680850999233,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851016535,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851034509,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851052498,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851070519,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851091422,32.0,26.0,14.0,14.0,14.0,3.0,1.0,
1680851108736,,,,,,,,100.0
1680851108779,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851139296,100.0,,,,,,,
1680851170174,100.0,,,,,,,
1680851187454,99.0,,,,,1.0,,
1680851205469,97.0,1.0,1.0,1.0,,1.0,,
1680851222572,20.0,72.0,3.0,3.0,,2.0,,
1680851239690,98.0,1.0,,,,1.0,,
1680851256836,98.0,1.0,,,,1.0,,
1680851274031,97.0,1.0,,,,2.0,,
1680851291386,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851310459,,,,,,,,100.0
1680851310487,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851327782,,,,,,,,100.0
1680851327820,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851345107,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851362374,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851379614,,,,,,,,100.0
1680851379653,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851397419,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851414532,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851432498,,,,,,,,100.0
1680851432540,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851450491,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851468455,37.0,25.0,23.0,23.0,6.0,3.0,,
1680851510449,,,,,,,,100.0
1680851510525,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851527629,,,,,,,,100.0
1680851527679,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851544929,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851562043,,,,,,,,100.0
1680851562106,30.0,10.0,25.0,25.0,25.0,2.0,1.0,
1680851579376,,,,,,,,100.0
1680851579422,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851596698,38.0,11.0,23.0,23.0,19.0,2.0,,
1680851614488,,,,,,,,100.0
1680851614528,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851632479,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851650502,,,,,,,,100.0
1680851650559,35.0,28.0,14.0,14.0,7.0,2.0,,
1680851668480,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851685592,,,,,,,,100.0
1680851685660,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851702764,,,,,,,,100.0
1680851702816,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851720048,,,,,,,,100.0
1680851720115,35.0,24.0,15.0,15.0,9.0,3.0,,
1680851737509,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851754629,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851771729,,,,,,,,100.0
1680851771805,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851788937,41.0,18.0,23.0,23.0,7.0,2.0,,
1680851806205,,,,,,,,100.0
1680851806264,33.0,27.0,13.0,13.0,5.0,2.0,,
1680851823577,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851841319,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851897337,,,,,,,,100.0
1680851897390,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851915501,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851948255,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680851987383,,,,,,,,100.0
1680851987427,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852004538,,,,,,,,100.0
1680852004597,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852025004,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852042280,,1.0,93.0,93.0,3.0,3.0,,
1680852059284,,,,,,,,100.0
1680852059311,42.0,23.0,13.0,13.0,4.0,3.0,,
1680852083397,56.0,18.0,19.0,19.0,2.0,2.0,,
1680852100446,8.0,2.0,84.0,84.0,3.0,1.0,1.0,
1680852122200,,,,,,,,100.0
1680852122272,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852139371,33.0,10.0,27.0,27.0,18.0,2.0,3.0,
1680852156664,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852173932,,,,,,,,100.0
1680852173970,55.0,17.0,8.0,8.0,4.0,1.0,,
1680852191270,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852208557,,,,,,,,100.0
1680852208603,10.0,10.0,10.0,10.0,10.0,40.0,10.0,
1680852225612,,,,,,,,100.0
1680852225636,1.0,1.0,97.0,97.0,,1.0,,
1680852242694,5.0,3.0,85.0,85.0,2.0,2.0,1.0,
