timestamp,Type,isEntered
1682476391634,STILL,False
1682476391634,WALKING,True
1682477549842,WALKING,False
1682477549842,STILL,True
1682478543979,STILL,False
1682478543979,WALKING,True
1682478961530,WALKING,False
1682478961530,STILL,True
1682486063232,STILL,False
1682486063232,WALKING,True
1682486984087,WALKING,False
1682486984087,STILL,True
1682489598989,STILL,False
1682489598989,WALKING,True
1682490836239,WALKING,False
1682490836239,STILL,True
1682490963541,STILL,False
1682490963541,WALKING,True
1682491045235,WALKING,False
1682491045235,STILL,True
1682496108597,STILL,False
1682496108597,WALKING,True
1682497312905,WALKING,False
1682497312905,STILL,True
1682513295605,STILL,False
1682513295605,WALKING,True
1682514535986,WALKING,False
1682514535986,STILL,True
1682514568591,STILL,False
1682514568591,WALKING,True
1682514719429,WALKING,False
1682514719429,STILL,True
1682387768208,STILL,False
1682387768208,WALKING,True
1682389126849,WALKING,False
1682389126849,STILL,True
1682394922408,STILL,False
1682394922408,WALKING,True
1682395510554,WALKING,False
1682395510554,STILL,True
1682401609601,STILL,False
1682401609601,WALKING,True
1682402219302,WALKING,False
1682402219302,STILL,True
1682410012491,STILL,False
1682410012491,WALKING,True
1682410125878,WALKING,False
1682410125878,STILL,True
1682410443045,STILL,False
1682410443045,WALKING,True
1682410488032,WALKING,False
1682410488032,STILL,True
1682412092648,STILL,False
1682412092648,WALKING,True
1682413280545,WALKING,False
1682413280545,STILL,True
1682414453266,STILL,False
1682414453266,WALKING,True
1682415439582,WALKING,False
1682415439582,STILL,True
1682430045912,STILL,False
1682430045912,WALKING,True
1682430159530,WALKING,False
1682430159530,STILL,True
1682042249543,STILL,False
1682042249543,WALKING,True
1682043244628,WALKING,False
1682043244628,STILL,True
1682044932498,STILL,False
1682044932498,WALKING,True
1682045273886,WALKING,False
1682045273886,STILL,True
1682046267764,STILL,False
1682046267764,WALKING,True
1682046615937,WALKING,False
1682046615937,STILL,True
1682047122548,STILL,False
1682047122548,WALKING,True
1682047185144,WALKING,False
1682047185144,STILL,True
1682049596668,STILL,False
1682049596668,WALKING,True
1682049661273,WALKING,False
1682049661273,STILL,True
1682055679574,STILL,False
1682055679574,WALKING,True
1682055751581,WALKING,False
1682055751581,STILL,True
1682060641108,STILL,False
1682060641108,WALKING,True
1682061005202,WALKING,False
1682061005202,STILL,True
1682061045682,STILL,False
1682061045682,WALKING,True
1682061962730,WALKING,False
1682061962730,RUNNING,True
1682061988528,RUNNING,False
1682061988528,WALKING,True
1682062274528,WALKING,False
1682062274528,RUNNING,True
1682062295444,RUNNING,False
1682062295444,WALKING,True
