timestamp,STILL,UNDEFINED,IN_VEHICLE,TILTING,ON_FOOT,WALKING,ON_BICYCLE,RUNNING
1680889234840,99.0,1.0,,,,,,
1680896462760,99.0,1.0,,,,,,
1680906055768,96.0,1.0,3.0,,,,,
1680907640685,99.0,1.0,,,,,,
1680907954219,99.0,1.0,,,,,,
1680908269575,99.0,1.0,,,,,,
1680908584961,99.0,1.0,,,,,,
1680908898500,99.0,1.0,,,,,,
1680909002993,99.0,1.0,,,,,,
1680909319223,,,,100.0,,,,
1680909319277,99.0,1.0,,,,,,
1680909720777,99.0,1.0,,,,,,
1680909901929,99.0,1.0,,,,,,
1680909918948,,,,100.0,,,,
1680909918967,97.0,2.0,1.0,,,,,
1680909935518,97.0,1.0,1.0,,,,,
1680874387606,,,,100.0,,,,
1680874387656,44.0,2.0,25.0,,9.0,9.0,5.0,
1680874421235,,,,100.0,,,,
1680874421310,98.0,2.0,,,,,,
1680874821629,99.0,1.0,,,,,,
1680875221974,99.0,1.0,,,,,,
1680875410597,99.0,1.0,,,,,,
1680875427578,96.0,2.0,1.0,,1.0,1.0,,
1680875756679,100.0,,,,,,,
1680875835645,,,,100.0,,,,
1680875835700,100.0,,,,,,,
1680875864550,98.0,1.0,1.0,,,,,
1680876266812,,,,100.0,,,,
1680876266926,99.0,1.0,,,,,,
1680876580630,99.0,1.0,,,,,,
1680876894558,99.0,1.0,,,,,,
1680877208602,99.0,1.0,,,,,,
1680863393105,97.0,,1.0,,1.0,1.0,,
1680866726935,99.0,1.0,,,,,,
1680867444827,96.0,1.0,1.0,,1.0,1.0,,
1680867461832,,,,100.0,,,,
1680867461887,98.0,1.0,1.0,,,,,
1680867478892,96.0,1.0,2.0,,1.0,1.0,,
1680867495897,44.0,1.0,27.0,,16.0,16.0,4.0,
1680870011575,,,,100.0,,,,
1680870011624,47.0,2.0,24.0,,8.0,8.0,1.0,
1680870028627,,,,100.0,,,,
1680870028658,91.0,,7.0,,1.0,1.0,,
1680870400759,,,,100.0,,,,
1680870400876,,2.0,,,97.0,97.0,,1.0
1680836981974,99.0,1.0,,,,,,
1680837383014,99.0,1.0,,,,,,
1680837697091,99.0,1.0,,,,,,
1680837899056,98.0,1.0,1.0,,,,,
1680837916063,,,,100.0,,,,
1680837916098,99.0,1.0,,,,,,
1680837933124,97.0,1.0,2.0,,,,,
1680837950104,97.0,1.0,1.0,,1.0,1.0,,
1680837967125,96.0,2.0,2.0,,,,,
1680837984104,97.0,2.0,1.0,,,,,
1680838001112,99.0,1.0,,,,,,
1680838018118,96.0,1.0,3.0,,,,,
1680838035156,54.0,2.0,31.0,,5.0,5.0,1.0,
1680838052197,99.0,1.0,,,,,,
1680838069228,99.0,1.0,,,,,,
1680838083418,99.0,1.0,,,,,,
1680838100436,99.0,1.0,,,,,,
1680838117450,99.0,1.0,,,,,,
1680838134476,99.0,1.0,,,,,,
1680838151521,99.0,1.0,,,,,,
1680838361863,97.0,3.0,,,,,,
1680838379416,99.0,1.0,,,,,,
1680838395833,96.0,2.0,1.0,,1.0,1.0,,
1680838412820,98.0,1.0,1.0,,,,,
1680838429813,97.0,1.0,1.0,,1.0,1.0,,
1680838446800,97.0,1.0,1.0,,1.0,1.0,,
1680838463799,96.0,2.0,1.0,,1.0,1.0,,
1680838480763,97.0,2.0,1.0,,,,,
1680838497779,96.0,2.0,1.0,,1.0,1.0,,
1680838514772,97.0,2.0,1.0,,,,,
1680838531767,,,,100.0,,,,
1680838531797,77.0,3.0,12.0,,4.0,4.0,1.0,
1680838548804,,,,100.0,,,,
1680838548843,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838561822,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838578812,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838595798,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838612796,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838629805,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838646785,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838663794,45.0,2.0,10.0,,12.0,12.0,24.0,1.0
1680838680825,71.0,2.0,4.0,,8.0,8.0,13.0,
1680838697851,53.0,3.0,10.0,,16.0,16.0,11.0,
1680838714745,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838731773,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838744709,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838761727,49.0,3.0,3.0,,38.0,38.0,5.0,
1680838778708,77.0,2.0,1.0,,9.0,9.0,11.0,
1680838795688,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838812701,97.0,1.0,,,1.0,1.0,1.0,
1680838829721,51.0,3.0,4.0,,28.0,28.0,11.0,
1680838846725,98.0,1.0,,,1.0,1.0,,
1680838863738,91.0,2.0,,,6.0,6.0,1.0,
1680838880759,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838897788,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838914788,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838927625,33.0,2.0,9.0,,23.0,23.0,26.0,
1680838944689,77.0,3.0,3.0,,13.0,13.0,3.0,
1680838961708,66.0,2.0,2.0,,21.0,21.0,8.0,
1680838978733,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680838995784,44.0,2.0,4.0,,33.0,33.0,14.0,1.0
1680839012805,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839029841,98.0,1.0,,,1.0,1.0,,
1680839046840,96.0,3.0,,,1.0,1.0,,
1680839063807,98.0,1.0,,,1.0,1.0,,
1680839080853,89.0,2.0,,,8.0,8.0,1.0,
1680839097836,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839110535,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839127532,97.0,1.0,,,2.0,2.0,,
1680839144509,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839161523,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839178561,58.0,3.0,1.0,,32.0,32.0,5.0,
1680839195554,68.0,2.0,2.0,,18.0,18.0,9.0,
1680839212576,69.0,2.0,2.0,,6.0,6.0,19.0,
1680839229611,88.0,2.0,2.0,,3.0,3.0,3.0,
1680839246586,59.0,2.0,9.0,,16.0,16.0,10.0,
1680839263605,,,,100.0,,,,
1680839263650,57.0,4.0,4.0,,6.0,6.0,26.0,
1680839280638,33.0,3.0,18.0,,16.0,16.0,11.0,5.0
1680839293420,36.0,2.0,23.0,,4.0,4.0,23.0,1.0
1680839310443,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839327464,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839344477,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839361485,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839378491,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839395512,,,,100.0,,,,
1680839395553,47.0,2.0,7.0,,15.0,15.0,20.0,7.0
1680839412549,84.0,2.0,2.0,,5.0,5.0,5.0,
1680839429543,99.0,1.0,,,,,,
1680839446531,99.0,1.0,,,,,,
1680839464781,99.0,1.0,,,,,,
1680839481803,98.0,1.0,1.0,,,,,
1680839498820,100.0,,,,,,,
1680839515835,99.0,1.0,,,,,,
1680839532844,99.0,1.0,,,,,,
1680839549857,99.0,1.0,,,,,,
1680839566889,99.0,1.0,,,,,,
1680839583888,99.0,1.0,,,,,,
1680839600894,99.0,1.0,,,,,,
1680839617895,99.0,1.0,,,,,,
1680839641954,99.0,1.0,,,,,,
1680839658983,99.0,1.0,,,,,,
1680839676003,99.0,1.0,,,,,,
1680839692999,99.0,1.0,,,,,,
1680839710031,99.0,1.0,,,,,,
1680839727044,99.0,1.0,,,,,,
1680839744067,99.0,1.0,,,,,,
1680839761065,99.0,1.0,,,,,,
1680839778088,99.0,1.0,,,,,,
1680839795100,99.0,1.0,,,,,,
1680839820022,99.0,1.0,,,,,,
1680839837041,99.0,1.0,,,,,,
1680839854076,99.0,1.0,,,,,,
1680839871053,98.0,1.0,1.0,,,,,
1680839888103,97.0,1.0,1.0,,1.0,1.0,,
1680839904143,,,,100.0,,,,
1680839904176,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839921170,,,,100.0,,,,
1680839921205,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680839938200,97.0,1.0,1.0,,1.0,1.0,,
1680839955178,98.0,2.0,,,,,,
1680839972179,85.0,2.0,1.0,,2.0,2.0,10.0,
1680839989177,98.0,1.0,1.0,,,,,
1680840006170,97.0,1.0,1.0,,1.0,1.0,,
1680840023140,98.0,1.0,1.0,,,,,
1680840040139,96.0,1.0,1.0,,1.0,1.0,,
1680840057086,97.0,2.0,1.0,,,,,
1680840074074,97.0,1.0,1.0,,1.0,1.0,,
1680840091100,96.0,1.0,1.0,,1.0,1.0,,
1680840116189,97.0,1.0,1.0,,1.0,1.0,,
1680840141113,,,,100.0,,,,
1680840141137,97.0,1.0,,,2.0,2.0,,
1680840158146,,,,100.0,,,,
1680840158196,85.0,1.0,7.0,,4.0,4.0,2.0,
1680840175202,,,,100.0,,,,
1680840175243,94.0,2.0,2.0,,1.0,1.0,1.0,
1680840192237,96.0,1.0,1.0,,1.0,1.0,,
1680840265451,99.0,1.0,,,,,,
1680840282512,98.0,1.0,,,1.0,1.0,,
1680840299575,90.0,1.0,1.0,,7.0,7.0,1.0,
1680840316607,91.0,1.0,,,8.0,8.0,,
1680840779984,,,,100.0,,,,
1680840780087,98.0,1.0,1.0,,,,,
1680840797172,63.0,3.0,5.0,,19.0,19.0,9.0,
1680840814224,,,,100.0,,,,
1680840814249,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680840831313,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680840848361,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680840865712,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680840882710,47.0,2.0,9.0,,30.0,30.0,9.0,
1680841011287,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680841020418,46.0,2.0,13.0,,24.0,24.0,12.0,
1680877522517,99.0,1.0,,,,,,
1680877662649,97.0,2.0,1.0,,,,,
1680877738871,,,,100.0,,,,
1680877738945,98.0,,2.0,,,,,
1680878033386,,,,100.0,,,,
1680878033474,98.0,1.0,1.0,,,,,
1680878050493,,,,100.0,,,,
1680878050541,97.0,1.0,1.0,,1.0,1.0,,
1680878067508,98.0,2.0,,,,,,
1680878084500,93.0,1.0,4.0,,1.0,1.0,,
1680878101495,97.0,1.0,1.0,,1.0,1.0,,
1680878118496,97.0,2.0,1.0,,,,,
1680878135497,96.0,1.0,1.0,,1.0,1.0,,
1680878179665,99.0,1.0,,,,,,
1680878196666,96.0,,1.0,,2.0,2.0,,
1680878213622,86.0,2.0,4.0,,5.0,5.0,2.0,
1680878311468,,,,100.0,,,,
1680878311559,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680878641219,,,,100.0,,,,
1680878641266,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680878980703,,,,100.0,,,,
1680878980788,8.0,2.0,1.0,,85.0,85.0,2.0,2.0
1680879913305,,,,100.0,,,,
1680879913375,98.0,1.0,1.0,,,,,
1680879950735,100.0,,,,,,,
1680879967646,96.0,2.0,1.0,,1.0,1.0,,
1680879984622,97.0,1.0,1.0,,1.0,1.0,,
1680880001597,82.0,2.0,10.0,,3.0,3.0,2.0,
1680880018596,88.0,3.0,5.0,,2.0,2.0,2.0,
1680880035566,76.0,1.0,7.0,,9.0,9.0,5.0,
1680880052525,97.0,1.0,1.0,,1.0,1.0,,
1680880069527,90.0,2.0,5.0,,2.0,2.0,,
1680880084179,99.0,1.0,,,,,,
1680880101199,99.0,1.0,,,,,,
1680880120275,99.0,1.0,,,,,,
1680880137274,99.0,1.0,,,,,,
1680880154293,99.0,1.0,,,,,,
1680880171323,99.0,1.0,,,,,,
1680880238332,,,,100.0,,,,
1680880238416,97.0,2.0,,,1.0,1.0,,
1680880257516,,,,100.0,,,,
1680880257559,93.0,2.0,2.0,,2.0,2.0,,
1680880274580,96.0,1.0,1.0,,1.0,1.0,1.0,
1680880293287,96.0,2.0,1.0,,,,1.0,
1680880310284,97.0,2.0,,,1.0,1.0,,
1680880328277,97.0,2.0,,,1.0,1.0,,
1680880345238,98.0,1.0,1.0,,,,,
1680880364306,,,,100.0,,,,
1680880364352,93.0,2.0,2.0,,1.0,1.0,2.0,
1680880381334,,,,100.0,,,,
1680880381355,80.0,2.0,9.0,,4.0,4.0,2.0,
1680880398366,42.0,2.0,2.0,,32.0,32.0,20.0,1.0
1680880415352,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680880433703,99.0,1.0,,,,,,
1680880450186,98.0,2.0,,,,,,
1680880467181,97.0,2.0,,,1.0,1.0,,
1680880484483,100.0,,,,,,,
1680880501508,91.0,2.0,2.0,,4.0,4.0,1.0,
1680880518499,,,,100.0,,,,
1680880518538,52.0,2.0,4.0,,27.0,27.0,10.0,1.0
1680880535548,92.0,1.0,1.0,,3.0,3.0,3.0,
1680880552577,99.0,1.0,,,,,,
1680880569565,65.0,1.0,9.0,,15.0,15.0,7.0,
1680880586539,84.0,2.0,2.0,,6.0,6.0,5.0,
1680880603550,41.0,1.0,4.0,,22.0,22.0,27.0,1.0
1680880622348,96.0,2.0,1.0,,1.0,1.0,,
1680880639351,99.0,1.0,,,,,,
1680880656374,98.0,2.0,,,,,,
1680880672567,94.0,1.0,1.0,,3.0,3.0,1.0,
1680880689365,,,,100.0,,,,
1680880689390,51.0,2.0,7.0,,18.0,18.0,15.0,
1680880706374,99.0,1.0,,,,,,
1680880723396,99.0,1.0,,,,,,
1680880740418,99.0,,1.0,,,,,
1680880757438,99.0,1.0,,,,,,
1680880774461,99.0,1.0,,,,,,
1680880791474,99.0,1.0,,,,,,
1680880808480,99.0,1.0,,,,,,
1680880825480,99.0,1.0,,,,,,
1680880842488,99.0,1.0,,,,,,
1680880859472,,,,100.0,,,,
1680880859493,98.0,2.0,,,,,,
1680880876458,97.0,1.0,1.0,,1.0,1.0,,
1680880893437,98.0,2.0,,,,,,
1680880910402,97.0,1.0,1.0,,1.0,1.0,,
1680880927368,99.0,1.0,,,,,,
1680880944368,97.0,2.0,,,1.0,1.0,,
1680880961373,,,,100.0,,,,
1680880961411,96.0,1.0,,,2.0,2.0,1.0,
1680880978429,59.0,1.0,4.0,,27.0,27.0,7.0,
1680880995484,98.0,1.0,,,1.0,1.0,,
1680881016157,85.0,1.0,1.0,,10.0,10.0,2.0,
1680881031389,77.0,1.0,3.0,,13.0,13.0,3.0,
1680881050118,,,,100.0,,,,
1680881050218,97.0,2.0,,,1.0,1.0,,
1680881067913,96.0,2.0,,,2.0,2.0,,
1680881425223,,,,100.0,,,,
1680881425328,96.0,2.0,,,2.0,2.0,,
1680881442398,,,,100.0,,,,
1680881442423,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680881459394,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680881471722,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680881488429,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680881505927,,,,100.0,,,,
1680881505935,33.0,2.0,15.0,,27.0,27.0,14.0,
1680881522682,96.0,2.0,1.0,,1.0,1.0,,
1680881540370,72.0,2.0,6.0,,13.0,13.0,3.0,
1680881557368,98.0,1.0,1.0,,,,,
1680881574404,96.0,2.0,1.0,,1.0,1.0,,
1680881591428,97.0,,2.0,,1.0,1.0,,
1680881608611,96.0,1.0,1.0,,1.0,1.0,,
1680881631377,86.0,2.0,3.0,,5.0,5.0,2.0,
1680881648380,99.0,1.0,,,,,,
1680881666987,97.0,1.0,1.0,,1.0,1.0,,
1680881684008,96.0,2.0,1.0,,1.0,1.0,,
1680881699390,97.0,1.0,1.0,,1.0,1.0,,
1680881716415,76.0,2.0,6.0,,13.0,13.0,1.0,
1680881733418,96.0,1.0,1.0,,2.0,2.0,,
1680881750442,82.0,2.0,4.0,,8.0,8.0,2.0,
1680881767438,79.0,1.0,5.0,,9.0,9.0,4.0,
1680881786323,59.0,1.0,10.0,,13.0,13.0,8.0,
1680881803324,97.0,2.0,,,1.0,1.0,,
1680881820376,95.0,2.0,1.0,,2.0,2.0,,
1680881837380,97.0,1.0,1.0,,1.0,1.0,,
1680881854426,96.0,2.0,1.0,,1.0,1.0,,
1680881871439,84.0,2.0,5.0,,5.0,5.0,1.0,
1680881888463,68.0,2.0,11.0,,10.0,10.0,1.0,
1680881905534,99.0,1.0,,,,,,
1680881922507,97.0,2.0,1.0,,,,,
1680881939668,99.0,1.0,,,,,,
1680881956633,96.0,2.0,1.0,,1.0,1.0,,
1680881973613,96.0,2.0,1.0,,1.0,1.0,,
1680881990593,98.0,2.0,,,,,,
1680882007635,99.0,1.0,,,,,,
1680882024631,,,,100.0,,,,
1680882024663,97.0,2.0,,,1.0,1.0,,
1680882041664,99.0,1.0,,,,,,
1680882058670,99.0,1.0,,,,,,
1680882075658,99.0,1.0,,,,,,
1680882092662,99.0,1.0,,,,,,
1680882109710,99.0,1.0,,,,,,
1680882125966,99.0,1.0,,,,,,
1680882142983,99.0,1.0,,,,,,
1680882160019,99.0,1.0,,,,,,
1680882177003,99.0,1.0,,,,,,
1680882194033,99.0,1.0,,,,,,
1680882211091,61.0,1.0,34.0,,1.0,1.0,,
1680882228117,99.0,1.0,,,,,,
1680882245130,99.0,1.0,,,,,,
1680882262141,99.0,1.0,,,,,,
1680882279145,,,,100.0,,,,
1680882279172,93.0,2.0,1.0,,3.0,3.0,,
1680882296143,88.0,1.0,3.0,,6.0,6.0,1.0,
1680882308852,99.0,1.0,,,,,,
1680882325845,98.0,1.0,,,,,1.0,
1680882342797,98.0,2.0,,,,,,
1680882359773,97.0,1.0,1.0,,1.0,1.0,,
1680882507665,,,,100.0,,,,
1680882507732,84.0,2.0,7.0,,2.0,2.0,,
1680882514503,88.0,1.0,4.0,,5.0,5.0,1.0,
1680882531563,,,,100.0,,,,
1680882531597,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680882548588,,,,100.0,,,,
1680882548621,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680882565632,44.0,3.0,10.0,,23.0,23.0,14.0,
1680882582616,53.0,2.0,12.0,,13.0,13.0,15.0,
1680882599629,86.0,1.0,4.0,,6.0,6.0,2.0,
1680882616612,98.0,2.0,,,,,,
1680882633614,98.0,2.0,,,,,,
1680882650596,98.0,2.0,,,,,,
1680882667606,96.0,2.0,1.0,,1.0,1.0,,
1680882684579,97.0,2.0,,,1.0,1.0,,
1680882699624,98.0,1.0,,,1.0,1.0,,
1680882716630,,,,100.0,,,,
1680882716671,85.0,3.0,2.0,,5.0,5.0,4.0,
1680882733701,44.0,1.0,12.0,,22.0,22.0,14.0,
1680882750735,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680882767769,30.0,1.0,17.0,,28.0,28.0,11.0,1.0
1680882784804,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680882801801,33.0,1.0,15.0,,23.0,23.0,18.0,1.0
1680882818779,42.0,2.0,4.0,,13.0,13.0,37.0,
1680882835803,69.0,2.0,2.0,,11.0,11.0,15.0,
1680882852833,54.0,1.0,2.0,,21.0,21.0,20.0,
1680882869869,100.0,,,,,,,
1680882882539,96.0,1.0,,,2.0,2.0,1.0,
1680882899556,96.0,1.0,,,1.0,1.0,2.0,
1680882916585,98.0,1.0,,,1.0,1.0,,
1680882933642,35.0,3.0,6.0,,23.0,23.0,28.0,1.0
1680882950674,79.0,2.0,1.0,,6.0,6.0,11.0,
1680882967665,98.0,1.0,,,1.0,1.0,,
1680882984677,60.0,2.0,4.0,,6.0,6.0,25.0,1.0
1680883001713,73.0,2.0,2.0,,10.0,10.0,13.0,
1680883018762,83.0,2.0,,,7.0,7.0,8.0,
1680883035779,51.0,2.0,3.0,,18.0,18.0,24.0,
1680883052802,60.0,2.0,5.0,,14.0,14.0,15.0,
1680883065478,42.0,2.0,14.0,,23.0,23.0,11.0,
1680883082496,46.0,3.0,12.0,,13.0,13.0,19.0,
1680883099490,30.0,2.0,10.0,,25.0,25.0,25.0,1.0
1680883116497,77.0,1.0,6.0,,6.0,6.0,6.0,
1680883133501,99.0,1.0,,,,,,
1680883150476,98.0,1.0,,,1.0,1.0,,
1680883167475,99.0,1.0,,,,,,
1680883184442,98.0,1.0,1.0,,,,,
1680883201438,97.0,1.0,1.0,,,,,
1680883218412,99.0,1.0,,,,,,
1680883235407,99.0,1.0,,,,,,
1680883248358,99.0,1.0,,,,,,
1680883265370,99.0,1.0,,,,,,
1680883282380,95.0,2.0,,,3.0,3.0,,
1680883301116,93.0,2.0,,,4.0,4.0,1.0,
1680883318127,99.0,1.0,,,,,,
1680883335096,97.0,2.0,,,1.0,1.0,,
1680883352116,100.0,,,,,,,
1680883369113,99.0,1.0,,,,,,
1680883386143,96.0,1.0,1.0,,2.0,2.0,,
1680883403126,97.0,2.0,1.0,,,,,
1680883420117,99.0,1.0,,,,,,
1680883431245,97.0,1.0,,,2.0,2.0,,
1680883448211,96.0,2.0,,,2.0,2.0,,
1680883465180,97.0,1.0,1.0,,1.0,1.0,,
1680883482204,73.0,2.0,18.0,,3.0,3.0,,
1680883499192,99.0,1.0,,,,,,
1680883516205,98.0,2.0,,,,,,
1680883533209,,,,100.0,,,,
1680883533241,99.0,1.0,,,,,,
1680883550223,,,,100.0,,,,
1680883550250,91.0,2.0,1.0,,4.0,4.0,2.0,
1680883567229,98.0,2.0,,,,,,
1680883584231,98.0,2.0,,,,,,
1680883601195,98.0,2.0,,,,,,
1680883614155,97.0,1.0,1.0,,1.0,1.0,,
1680883631147,85.0,2.0,3.0,,4.0,4.0,4.0,
1680883648127,57.0,1.0,17.0,,11.0,11.0,9.0,
1680883665103,56.0,3.0,10.0,,15.0,15.0,14.0,
1680883682109,96.0,1.0,1.0,,2.0,2.0,,
1680883699094,58.0,2.0,8.0,,18.0,18.0,8.0,
1680883716112,96.0,2.0,,,1.0,1.0,1.0,
1680883733132,,,,100.0,,,,
1680883733174,96.0,2.0,1.0,,1.0,1.0,,
1680883750148,97.0,1.0,1.0,,1.0,1.0,,
1680883767160,76.0,1.0,6.0,,11.0,11.0,4.0,
1680885522644,100.0,,,,,,,
1680885535695,,,,100.0,,,,
1680885535727,100.0,,,,,,,
1680842341284,98.0,1.0,,,1.0,1.0,,
1680842357769,99.0,1.0,,,,,,
1680842374789,40.0,2.0,18.0,,23.0,23.0,8.0,
1680842391856,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842408711,97.0,1.0,1.0,,,,,
1680842425730,99.0,1.0,,,,,,
1680842442650,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842459686,47.0,2.0,25.0,,5.0,5.0,,
1680842476569,99.0,1.0,,,,,,
1680842681347,4.0,1.0,2.0,,87.0,87.0,4.0,1.0
1680842698302,,,,100.0,,,,
1680842698344,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842715361,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842732356,1.0,2.0,2.0,,88.0,88.0,6.0,1.0
1680842749388,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842766375,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842783410,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842804412,1.0,2.0,1.0,,92.0,92.0,4.0,
1680842821378,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842837596,64.0,3.0,26.0,,3.0,3.0,2.0,
1680842854558,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842871483,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680842888711,55.0,1.0,41.0,,1.0,1.0,1.0,
1680842905471,84.0,2.0,14.0,,,,,
1680842922427,78.0,1.0,20.0,,,,,
1680842939391,,,,100.0,,,,
1680842939426,83.0,2.0,14.0,,,,,
1680842956439,62.0,2.0,27.0,,2.0,2.0,1.0,
1680842973272,97.0,1.0,1.0,,1.0,1.0,,
1680842990257,72.0,1.0,22.0,,1.0,1.0,1.0,
1680843007277,84.0,1.0,5.0,,5.0,5.0,1.0,
1680843024266,90.0,1.0,,,9.0,9.0,,
1680843048750,,,,100.0,,,,
1680843048787,98.0,1.0,1.0,,,,,
1680843065780,98.0,1.0,1.0,,,,,
1680843082842,97.0,2.0,1.0,,,,,
1680843099855,96.0,2.0,2.0,,,,,
1680843116881,98.0,1.0,1.0,,,,,
1680843133867,77.0,2.0,17.0,,2.0,2.0,,
1680843150871,,,,100.0,,,,
1680843150907,85.0,1.0,4.0,,7.0,7.0,1.0,
1680843174086,,,,100.0,,,,
1680843174111,99.0,1.0,,,,,,
1680843191145,98.0,1.0,1.0,,,,,
1680843208187,97.0,1.0,1.0,,1.0,1.0,,
1680843227008,97.0,2.0,1.0,,,,,
1680843246162,96.0,1.0,2.0,,1.0,1.0,,
1680843263158,97.0,2.0,1.0,,,,,
1680843280159,98.0,1.0,1.0,,,,,
1680843301172,99.0,1.0,,,,,,
1680843318128,97.0,2.0,1.0,,,,,
1680843335098,96.0,2.0,1.0,,1.0,1.0,,
1680843352052,97.0,1.0,2.0,,,,,
1680843372612,97.0,1.0,2.0,,,,,
1680843389605,97.0,1.0,1.0,,1.0,1.0,,
1680843398083,100.0,,,,,,,
1680843410148,,,,100.0,,,,
1680843410251,100.0,,,,,,,
1680843667624,98.0,1.0,,,1.0,1.0,,
1680843686576,97.0,1.0,1.0,,1.0,1.0,,
1680843705072,,,,100.0,,,,
1680843705107,96.0,2.0,1.0,,1.0,1.0,,
1680843722106,97.0,1.0,1.0,,1.0,1.0,,
1680843739059,99.0,1.0,,,,,,
1680843766591,,,,100.0,,,,
1680843766679,89.0,2.0,,,8.0,8.0,1.0,
1680843783734,,,,100.0,,,,
1680843783835,96.0,2.0,,,2.0,2.0,,
1680843800871,88.0,2.0,5.0,,4.0,4.0,1.0,
1680843870974,97.0,2.0,1.0,,,,,
1680845201029,,,,100.0,,,,
1680845201040,97.0,1.0,,,2.0,2.0,,
1680846039683,96.0,1.0,1.0,,1.0,1.0,,
1680846062425,98.0,2.0,,,,,,
1680846079409,,,,100.0,,,,
1680846079446,98.0,1.0,1.0,,,,,
1680846236067,,,,100.0,,,,
1680846236133,99.0,,,,1.0,1.0,,
1680846253147,,,,100.0,,,,
1680846253193,97.0,1.0,1.0,,1.0,1.0,,
1680846270177,98.0,1.0,,,1.0,1.0,,
1680846287133,98.0,1.0,1.0,,,,,
1680846304104,97.0,1.0,1.0,,1.0,1.0,,
1680846321098,98.0,1.0,1.0,,,,,
1680846835647,,,,100.0,,,,
1680846835703,96.0,1.0,1.0,,1.0,1.0,,
1680847098103,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680847120129,,,,100.0,,,,
1680847120202,43.0,3.0,13.0,,26.0,26.0,3.0,
1680847137187,98.0,2.0,,,,,,
1680847154178,97.0,1.0,1.0,,1.0,1.0,,
1680847171153,98.0,2.0,,,,,,
1680847494624,,,,100.0,,,,
1680847494735,97.0,1.0,1.0,,1.0,1.0,,
1680847515820,,,,100.0,,,,
1680847515937,98.0,2.0,,,,,,
1680847532943,97.0,2.0,,,1.0,1.0,,
1680847545536,96.0,1.0,1.0,,1.0,1.0,,
1680847562548,99.0,1.0,,,,,,
1680847579526,97.0,,1.0,,1.0,1.0,,
1680847596553,99.0,1.0,,,,,,
1680847613563,99.0,1.0,,,,,,
1680847630539,99.0,1.0,,,,,,
1680847647524,99.0,1.0,,,,,,
1680847664543,99.0,1.0,,,,,,
1680847681616,99.0,1.0,,,,,,
1680847698647,99.0,1.0,,,,,,
