timestamp,STILL,UNDEFINED,IN_VEHICLE,TILTING,ON_FOOT,WALKING,ON_BICYCLE,RUNNING
1680971226273,,,,100.0,,,,
1680971226297,82.0,2.0,3.0,,3.0,3.0,8.0,
1680971243329,7.0,2.0,76.0,,4.0,4.0,5.0,
1680971260365,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971277370,2.0,3.0,89.0,,1.0,1.0,4.0,
1680971294370,7.0,2.0,82.0,,3.0,3.0,4.0,
1680971311409,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971328447,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971345477,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971362522,7.0,2.0,81.0,,,,1.0,
1680971379561,5.0,2.0,89.0,,1.0,1.0,,
1680971396562,7.0,1.0,87.0,,1.0,1.0,1.0,
1680971409202,6.0,1.0,83.0,,2.0,2.0,4.0,
1680971426188,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971443318,,,,100.0,,,,
1680971443428,33.0,1.0,12.0,,28.0,28.0,18.0,1.0
1680971460449,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680971482906,60.0,2.0,15.0,,15.0,15.0,3.0,
1680971501732,84.0,2.0,6.0,,4.0,4.0,3.0,
1680971518747,96.0,2.0,1.0,,1.0,1.0,,
1680971535835,89.0,1.0,5.0,,3.0,3.0,1.0,
1680971552846,97.0,2.0,,,1.0,1.0,,
1680971569865,97.0,1.0,1.0,,1.0,1.0,,
1680971586897,98.0,1.0,,,1.0,1.0,,
1680971603905,98.0,2.0,,,,,,
1680971620929,96.0,1.0,2.0,,1.0,1.0,,
1680971637961,96.0,2.0,1.0,,1.0,1.0,,
1680971657586,99.0,1.0,,,,,,
1680971674584,96.0,2.0,1.0,,1.0,1.0,,
1680971691559,98.0,2.0,,,,,,
1680971708566,99.0,1.0,,,,,,
1680971725548,97.0,2.0,1.0,,,,,
1680971742501,96.0,1.0,2.0,,1.0,1.0,,
1680971759497,96.0,2.0,2.0,,,,,
1680971776439,98.0,2.0,,,,,,
1680971793398,97.0,2.0,,,1.0,1.0,,
1680971810347,97.0,2.0,,,1.0,1.0,,
1680971827377,97.0,1.0,1.0,,1.0,1.0,,
1680971840433,98.0,2.0,,,,,,
1680971857482,95.0,2.0,1.0,,2.0,2.0,,
1680971874480,96.0,1.0,1.0,,1.0,1.0,,
1680971891467,96.0,1.0,2.0,,1.0,1.0,,
1680971908433,96.0,2.0,1.0,,1.0,1.0,,
1680971925419,98.0,2.0,,,,,,
1680971942436,97.0,2.0,,,1.0,1.0,,
1680971959447,97.0,2.0,1.0,,,,,
1680971976462,96.0,1.0,2.0,,1.0,1.0,,
1680973641061,100.0,,,,,,,
1680973653194,,,,100.0,,,,
1680973653283,100.0,,,,,,,
1680975692645,,,,100.0,,,,
1680975692816,41.0,2.0,6.0,,34.0,34.0,14.0,1.0
1680975758159,,,,100.0,,,,
1680975758226,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680975775288,,,,100.0,,,,
1680975775329,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680975822914,,,,100.0,,,,
1680975823005,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680975845273,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680975862287,,,,100.0,,,,
1680975862328,61.0,3.0,9.0,,20.0,20.0,4.0,1.0
1680975879280,96.0,1.0,2.0,,1.0,1.0,,
1680975923038,,,,100.0,,,,
1680975923139,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680975940170,,,,100.0,,,,
1680975940222,49.0,2.0,2.0,,39.0,39.0,7.0,
1680975960036,99.0,1.0,,,,,,
1680976031530,,,,100.0,,,,
1680976031648,86.0,1.0,4.0,,6.0,6.0,1.0,
1680976048635,49.0,3.0,19.0,,13.0,13.0,11.0,
1680976065195,56.0,2.0,11.0,,17.0,17.0,7.0,
1680976082241,40.0,2.0,18.0,,26.0,26.0,5.0,
1680976099232,96.0,2.0,,,1.0,1.0,1.0,
1680976116237,97.0,2.0,,,1.0,1.0,,
1680976133247,61.0,2.0,11.0,,9.0,9.0,9.0,
1680976150246,99.0,1.0,,,,,,
1680976167217,97.0,2.0,,,1.0,1.0,,
1680976184230,97.0,2.0,,,1.0,1.0,,
1680976201208,97.0,2.0,,,1.0,1.0,,
1680976218174,99.0,1.0,,,,,,
1680976235210,96.0,,1.0,,1.0,1.0,1.0,
1680976252248,72.0,2.0,6.0,,9.0,9.0,7.0,
1680976269277,99.0,1.0,,,,,,
1680976286756,97.0,2.0,,,1.0,1.0,,
1680976303710,96.0,1.0,1.0,,1.0,1.0,,
1680976320684,97.0,2.0,,,1.0,1.0,,
1680976337666,97.0,,1.0,,1.0,1.0,1.0,
1680976354671,97.0,2.0,1.0,,,,,
1680976371680,98.0,2.0,,,,,,
1680976388687,,,,100.0,,,,
1680976388729,88.0,2.0,2.0,,5.0,5.0,2.0,
1680976405709,96.0,3.0,1.0,,,,,
1680976422679,55.0,1.0,15.0,,13.0,13.0,5.0,
1680976439655,56.0,1.0,13.0,,13.0,13.0,6.0,
1680976456644,58.0,3.0,17.0,,7.0,7.0,5.0,
1680976469677,44.0,3.0,27.0,,13.0,13.0,3.0,
1680976486677,35.0,2.0,21.0,,15.0,15.0,8.0,
1680976503656,,,,100.0,,,,
1680976503688,65.0,1.0,10.0,,11.0,11.0,5.0,
1680976520656,99.0,1.0,,,,,,
1680976537606,97.0,2.0,,,1.0,1.0,,
1680976554601,99.0,1.0,,,,,,
1680976571570,98.0,2.0,,,,,,
1680976588547,96.0,2.0,1.0,,1.0,1.0,,
1680976605537,98.0,1.0,,,1.0,1.0,,
1680976622517,98.0,1.0,1.0,,,,,
1680976639514,98.0,1.0,1.0,,,,,
1680976656486,96.0,2.0,2.0,,,,,
1680976673458,98.0,1.0,1.0,,,,,
1680976690426,96.0,2.0,1.0,,1.0,1.0,,
1680976710204,97.0,1.0,1.0,,1.0,1.0,,
1680976727165,96.0,1.0,2.0,,1.0,1.0,,
1680976744122,52.0,2.0,44.0,,,,,
1680976761119,96.0,2.0,2.0,,,,,
1680976778078,96.0,1.0,1.0,,2.0,2.0,,
1680976795027,97.0,1.0,1.0,,1.0,1.0,,
1680976812000,97.0,1.0,1.0,,1.0,1.0,,
1680976828981,98.0,2.0,,,,,,
1680976845952,98.0,2.0,,,,,,
1680976862913,96.0,2.0,1.0,,1.0,1.0,,
1680976879863,98.0,2.0,,,,,,
1680976893105,98.0,2.0,,,,,,
1680976910994,96.0,2.0,1.0,,1.0,1.0,,
1680976927950,98.0,1.0,1.0,,,,,
1680976944914,96.0,1.0,2.0,,1.0,1.0,,
1680976961869,97.0,2.0,1.0,,,,,
1680976978847,96.0,1.0,2.0,,1.0,1.0,,
1680976995816,98.0,1.0,1.0,,,,,
1680977012792,97.0,1.0,2.0,,,,,
1680977029816,97.0,1.0,2.0,,,,,
1680977046776,97.0,2.0,1.0,,,,,
1680977063732,97.0,2.0,1.0,,,,,
1680977075997,98.0,1.0,1.0,,,,,
1680977092954,98.0,1.0,,,1.0,1.0,,
1680977109909,98.0,2.0,,,,,,
1680977126870,98.0,1.0,1.0,,,,,
1680977143823,97.0,2.0,1.0,,,,,
1680977160806,,,,100.0,,,,
1680977160851,85.0,1.0,11.0,,1.0,1.0,,
1680977177852,98.0,1.0,1.0,,,,,
1680977194869,47.0,3.0,22.0,,6.0,6.0,17.0,
1680977211841,83.0,2.0,6.0,,3.0,3.0,5.0,
1680977228808,98.0,2.0,,,,,,
1680977245774,,,,100.0,,,,
1680977245798,96.0,2.0,2.0,,,,,
1680977258934,81.0,2.0,11.0,,4.0,4.0,1.0,
1680977278171,96.0,2.0,1.0,,1.0,1.0,,
1680977295162,87.0,1.0,9.0,,2.0,2.0,,
1680977312184,,,,100.0,,,,
1680977312247,98.0,1.0,1.0,,,,,
1680977329267,,,,100.0,,,,
1680977329315,87.0,2.0,6.0,,2.0,2.0,1.0,
1680977346341,35.0,3.0,17.0,,21.0,21.0,7.0,1.0
1680977363393,45.0,3.0,13.0,,22.0,22.0,6.0,
1680977380422,98.0,2.0,,,,,,
1680977397415,96.0,1.0,1.0,,1.0,1.0,,
1680977414480,95.0,2.0,1.0,,,,1.0,
1680977431480,98.0,2.0,,,,,,
1680977452862,99.0,1.0,,,,,,
1680977469880,97.0,1.0,1.0,,1.0,1.0,,
1680977486878,97.0,2.0,,,1.0,1.0,,
1680977503902,88.0,2.0,3.0,,4.0,4.0,2.0,
1680977520935,99.0,1.0,,,,,,
1680977537998,100.0,,,,,,,
1680977555031,98.0,2.0,,,,,,
1680977572086,98.0,1.0,,,1.0,1.0,,
1680977589135,96.0,2.0,1.0,,1.0,1.0,,
1680977606113,98.0,2.0,,,,,,
1680977623093,97.0,,1.0,,1.0,1.0,,
1680977635728,96.0,1.0,1.0,,1.0,1.0,,
1680977652709,96.0,1.0,1.0,,1.0,1.0,,
1680977669690,99.0,1.0,,,,,,
1680977686730,99.0,1.0,,,,,,
1680977703811,,,,100.0,,,,
1680977703876,52.0,3.0,14.0,,15.0,15.0,4.0,
1680977720884,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680977737887,35.0,3.0,15.0,,26.0,26.0,10.0,1.0
1680977754885,69.0,1.0,9.0,,8.0,8.0,5.0,
1680977771954,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680977788954,87.0,1.0,2.0,,3.0,3.0,6.0,
1680977805949,50.0,3.0,8.0,,13.0,13.0,19.0,
1680977818674,52.0,2.0,7.0,,10.0,10.0,22.0,
1680977835694,99.0,1.0,,,,,,
1680977852731,,,,100.0,,,,
1680977852789,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680977869831,38.0,2.0,20.0,,18.0,18.0,12.0,
1680977886833,69.0,2.0,9.0,,8.0,8.0,6.0,
1680977903893,,,,100.0,,,,
1680977903930,84.0,2.0,7.0,,3.0,3.0,1.0,
1680977920960,98.0,1.0,1.0,,,,,
1680977937955,99.0,1.0,,,,,,
1680977954966,,,,100.0,,,,
1680977955047,76.0,2.0,11.0,,3.0,3.0,,
1680977972068,55.0,3.0,11.0,,18.0,18.0,6.0,
1680977989360,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680978001577,37.0,2.0,35.0,,8.0,8.0,3.0,
1680978018575,32.0,1.0,24.0,,13.0,13.0,6.0,1.0
1680978035568,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680978052560,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680978069551,87.0,3.0,3.0,,1.0,1.0,4.0,
1680978086574,63.0,2.0,16.0,,5.0,5.0,5.0,
1680978489074,,,,100.0,,,,
1680978489177,99.0,1.0,,,,,,
1680978805878,99.0,1.0,,,,,,
1680979121948,99.0,1.0,,,,,,
1680979436305,99.0,1.0,,,,,,
1680979750780,99.0,1.0,,,,,,
1680980088717,100.0,,,,,,,
1680922705959,,,,100.0,,,,
1680922706053,1.0,3.0,1.0,,91.0,91.0,3.0,1.0
1680922729098,,,,100.0,,,,
1680922729179,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680923070845,,,,100.0,,,,
1680923071015,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680923088022,3.0,3.0,3.0,,81.0,81.0,4.0,5.0
1680923162190,,,,100.0,,,,
1680923162247,1.0,3.0,,,95.0,95.0,,1.0
1680923179331,,,,100.0,,,,
1680923179380,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680923336211,,,,100.0,,,,
1680923336220,96.0,1.0,1.0,,1.0,1.0,,
1680923502203,,,,100.0,,,,
1680923502268,97.0,2.0,1.0,,,,,
1680923519198,,,,100.0,,,,
1680923519219,97.0,1.0,1.0,,1.0,1.0,,
1680923536204,97.0,1.0,2.0,,,,,
1680923553159,,,,100.0,,,,
1680923553196,96.0,1.0,2.0,,,,,
1680923570143,98.0,1.0,1.0,,,,,
1680923587158,,,,100.0,,,,
1680923587203,98.0,2.0,,,,,,
1680923604193,99.0,1.0,,,,,,
1680923621224,99.0,1.0,,,,,,
1680923640025,,,,100.0,,,,
1680923640061,96.0,2.0,2.0,,,,,
1680923829171,,,,100.0,,,,
1680923829338,1.0,2.0,,,93.0,93.0,2.0,2.0
1680923915996,1.0,1.0,,,92.0,92.0,2.0,4.0
1680925163488,,,,100.0,,,,
1680925163517,97.0,2.0,,,1.0,1.0,,
1680925187788,86.0,2.0,8.0,,2.0,2.0,1.0,
1680925204827,,,,100.0,,,,
1680925204874,70.0,2.0,14.0,,6.0,6.0,4.0,
1680925221849,76.0,1.0,7.0,,9.0,9.0,5.0,
1680925238635,,,,100.0,,,,
1680925238664,69.0,2.0,3.0,,15.0,15.0,10.0,
1680925255662,63.0,3.0,10.0,,13.0,13.0,7.0,
1680925272640,95.0,1.0,2.0,,2.0,2.0,,
1680925289606,95.0,2.0,2.0,,1.0,1.0,,
1680925669693,,,,100.0,,,,
1680925669796,71.0,2.0,8.0,,10.0,10.0,5.0,
1680925812789,,,,100.0,,,,
1680925812868,99.0,1.0,,,,,,
1680925864606,97.0,2.0,1.0,,,,,
1680926919773,,,,100.0,,,,
1680926919868,96.0,1.0,1.0,,1.0,1.0,,
1680926936874,,,,100.0,,,,
1680926936945,96.0,2.0,1.0,,1.0,1.0,,
1680926952982,,,,100.0,,,,
1680926953094,99.0,1.0,,,,,,
1680927001571,97.0,1.0,1.0,,,,,
1680927080601,98.0,1.0,1.0,,,,,
1680928194745,97.0,2.0,1.0,,,,,
1680928209027,82.0,2.0,6.0,,5.0,5.0,3.0,
1680928541080,,,,100.0,,,,
1680928541115,99.0,1.0,,,,,,
1680948244100,,,,100.0,,,,
1680948244226,96.0,1.0,1.0,,1.0,1.0,,
1680948263537,,,,100.0,,,,
1680948263584,97.0,1.0,2.0,,,,,
1680948280568,97.0,1.0,2.0,,,,,
1680948291403,,,,100.0,,,,
1680948291416,95.0,1.0,3.0,,1.0,1.0,,
1680948308317,,,,100.0,,,,
1680948308364,98.0,1.0,1.0,,,,,
1680948715512,,,,100.0,,,,
1680948715587,97.0,2.0,,,1.0,1.0,,
1680948754036,,,,100.0,,,,
1680948754101,52.0,2.0,27.0,,6.0,6.0,2.0,
1680949172920,,,,100.0,,,,
1680949173024,97.0,2.0,1.0,,,,,
1680949546597,,,,100.0,,,,
1680949546637,1.0,1.0,2.0,,91.0,91.0,3.0,1.0
1680949747339,,,,100.0,,,,
1680949747419,1.0,2.0,,,96.0,96.0,,1.0
1680951944913,,2.0,,,95.0,95.0,1.0,2.0
1680934599779,,,,100.0,,,,
1680934599829,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680934609549,,,,100.0,,,,
1680934609588,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680934619873,97.0,1.0,2.0,,,,,
1680934641942,,,,100.0,,,,
1680934641984,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680934786236,,,,100.0,,,,
1680934786259,,1.0,,,89.0,89.0,,10.0
1680934791232,,,,100.0,,,,
1680934791261,1.0,2.0,,,95.0,95.0,1.0,1.0
1680934899541,,,,100.0,,,,
1680934899593,1.0,2.0,6.0,,85.0,85.0,6.0,
1680934929447,,,,100.0,,,,
1680934929498,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680934943836,,,,100.0,,,,
1680934943883,2.0,2.0,3.0,,84.0,84.0,6.0,2.0
1680935006908,,3.0,,,97.0,97.0,,
1680935012945,1.0,1.0,1.0,,96.0,96.0,1.0,
1680935025987,,,,100.0,,,,
1680935026040,1.0,2.0,,,96.0,96.0,,1.0
1680935104844,,,,100.0,,,,
1680935104910,,2.0,,,96.0,96.0,1.0,1.0
1680935111841,,2.0,,,96.0,96.0,1.0,1.0
1680935116870,,,,100.0,,,,
1680935116929,,2.0,,,96.0,96.0,1.0,1.0
1680935197614,,,,100.0,,,,
1680935197668,,3.0,3.0,,90.0,90.0,4.0,
1680935205468,,,,100.0,,,,
1680935205493,2.0,2.0,6.0,,85.0,85.0,4.0,
1680935210708,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680935231244,,,,100.0,,,,
1680935231286,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680935465053,,,,100.0,,,,
1680935465118,1.0,1.0,,,96.0,96.0,1.0,1.0
1680935471602,,,,100.0,,,,
1680935471671,,2.0,,,96.0,96.0,,2.0
1680935644058,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680935768409,,,,100.0,,,,
1680935768445,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680936033768,,,,100.0,,,,
1680936034006,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680939829895,100.0,,,,,,,
1680939990989,,,,100.0,,,,
1680939991058,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680940023477,,,,100.0,,,,
1680940023514,40.0,2.0,15.0,,28.0,28.0,12.0,
1680940040488,28.0,2.0,21.0,,23.0,23.0,7.0,1.0
1680940654408,,,,100.0,,,,
1680940654464,4.0,3.0,2.0,,87.0,87.0,3.0,1.0
1680928855125,97.0,1.0,1.0,,,,,
1680929169117,99.0,1.0,,,,,,
1680929312661,100.0,,,,,,,
1680929312687,100.0,,,,,,,
1680929324288,100.0,,,,,,,
1680929604415,,,,100.0,,,,
1680929604465,97.0,1.0,1.0,,,,,
1680929684390,,,,100.0,,,,
1680929684434,98.0,2.0,,,,,,
1680930084609,99.0,1.0,,,,,,
1680930400215,99.0,1.0,,,,,,
1680930714220,99.0,1.0,,,,,,
1680930896325,96.0,1.0,1.0,,1.0,1.0,,
1680931127765,96.0,1.0,1.0,,1.0,1.0,,
1680931254989,97.0,2.0,1.0,,,,,
1680931331355,96.0,,2.0,,1.0,1.0,,
1680931681832,99.0,1.0,,,,,,
1680932030398,97.0,2.0,,,1.0,1.0,,
1680932049168,96.0,1.0,1.0,,1.0,1.0,,
1680932066204,99.0,1.0,,,,,,
1680932085018,97.0,2.0,,,1.0,1.0,,
1680932102037,,,,100.0,,,,
1680932102072,85.0,1.0,11.0,,1.0,1.0,,
1680932219346,,,,100.0,,,,
1680932219432,61.0,2.0,6.0,,21.0,21.0,7.0,
1680932236429,,,,100.0,,,,
1680932236456,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932325717,,,,100.0,,,,
1680932325764,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932342775,,,,100.0,,,,
1680932342817,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932359801,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932367427,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932430244,,,,100.0,,,,
1680932430257,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932492674,,,,100.0,,,,
1680932492708,66.0,3.0,10.0,,9.0,9.0,4.0,
1680932554102,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932561208,,,,100.0,,,,
1680932561261,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932591879,,,,100.0,,,,
1680932591923,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680932846315,,,,100.0,,,,
1680932846344,,,96.0,,,,,
1680932859216,,,,100.0,,,,
1680932859317,,1.0,96.0,,,,,
1680933019683,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680933036766,51.0,2.0,37.0,,5.0,5.0,1.0,
1680933134442,,,,100.0,,,,
1680933134539,91.0,3.0,2.0,,2.0,2.0,2.0,
1680933189456,,,,100.0,,,,
1680933189527,96.0,1.0,2.0,,1.0,1.0,,
1680933204623,94.0,2.0,3.0,,1.0,1.0,,
1680933209614,97.0,2.0,1.0,,,,,
1680933214648,89.0,1.0,4.0,,4.0,4.0,1.0,
1680933219630,100.0,,,,,,,
1680933224653,100.0,,,,,,,
1680933229698,56.0,2.0,20.0,,7.0,7.0,3.0,
1680933244691,98.0,1.0,1.0,,,,,
1680933284719,,,,100.0,,,,
1680933284769,53.0,3.0,7.0,,26.0,26.0,7.0,
1680933301794,,,,100.0,,,,
1680933301852,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680933313585,2.0,2.0,,,89.0,89.0,2.0,5.0
1680933333177,,,,100.0,,,,
1680933333269,4.0,2.0,1.0,,84.0,84.0,5.0,4.0
1680933425303,,,,100.0,,,,
1680933425331,,2.0,,,96.0,96.0,,2.0
1680933442321,5.0,3.0,1.0,,82.0,82.0,8.0,1.0
1680933456147,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680933473123,68.0,2.0,18.0,,4.0,4.0,5.0,
1680933590542,,,,100.0,,,,
1680933590609,8.0,2.0,2.0,,83.0,83.0,3.0,1.0
1680933605550,,,,100.0,,,,
1680933605643,6.0,1.0,2.0,,82.0,82.0,5.0,2.0
1680933609633,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680933616830,,,,100.0,,,,
1680933616858,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680933773069,,,,100.0,,,,
1680933773157,1.0,1.0,,,94.0,94.0,2.0,2.0
1680959657420,96.0,1.0,1.0,,1.0,1.0,,
1680959674443,,,,100.0,,,,
1680959674497,97.0,1.0,1.0,,1.0,1.0,,
1680959697472,66.0,2.0,20.0,,6.0,6.0,1.0,
1680959714738,96.0,1.0,1.0,,1.0,1.0,,
1680959844264,,,,100.0,,,,
1680959844355,98.0,2.0,,,,,,
1680959923451,97.0,2.0,1.0,,,,,
1680959940456,,,,100.0,,,,
1680959940524,96.0,1.0,1.0,,2.0,2.0,,
1680959957510,99.0,1.0,,,,,,
1680960056696,,,,100.0,,,,
1680960056787,44.0,1.0,14.0,,26.0,26.0,2.0,
1680960074401,,,,100.0,,,,
1680960074443,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680960091477,,,,100.0,,,,
1680960091529,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680960408052,1.0,3.0,5.0,,84.0,84.0,3.0,1.0
1680960424725,,,,100.0,,,,
1680960425581,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680960435827,2.0,3.0,5.0,,85.0,85.0,3.0,1.0
1680960452796,1.0,2.0,4.0,,91.0,91.0,,
1680961386940,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961405992,,,,100.0,,,,
1680961406000,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961422953,,,,100.0,,,,
1680961423014,3.0,2.0,1.0,,89.0,89.0,2.0,3.0
1680961456743,,,,100.0,,,,
1680961456836,2.0,2.0,1.0,,85.0,85.0,2.0,8.0
1680961472460,,,,100.0,,,,
1680961472573,3.0,1.0,,,90.0,90.0,1.0,5.0
1680961495501,,,,100.0,,,,
1680961495669,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961513092,,,,100.0,,,,
1680961513157,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961522811,1.0,2.0,,,88.0,88.0,2.0,7.0
1680961539805,,,,100.0,,,,
1680961539864,5.0,1.0,4.0,,81.0,81.0,4.0,4.0
1680961577731,,,,100.0,,,,
1680961577798,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961594808,,,,100.0,,,,
1680961594833,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961611848,,,,100.0,,,,
1680961611898,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961628874,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961645807,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961662803,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961682067,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961705410,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961722427,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961739427,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961756438,26.0,2.0,24.0,,20.0,20.0,5.0,
1680961773475,29.0,3.0,24.0,,20.0,20.0,3.0,
1680961790394,32.0,1.0,29.0,,9.0,9.0,3.0,
1680961807399,29.0,2.0,19.0,,26.0,26.0,6.0,
1680961824365,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961841363,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961858361,,,,100.0,,,,
1680961858401,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961875393,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961892324,,,,100.0,,,,
1680961892362,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961909360,96.0,1.0,2.0,,1.0,1.0,,
1680961926307,64.0,1.0,19.0,,9.0,9.0,3.0,
1680961943288,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680961960287,51.0,1.0,35.0,,5.0,5.0,1.0,
1680961977279,64.0,1.0,27.0,,4.0,4.0,1.0,
1680961994226,96.0,2.0,2.0,,,,,
1680962011213,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962028197,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962045176,75.0,1.0,14.0,,4.0,4.0,3.0,
1680962062151,52.0,2.0,43.0,,,,,
1680962079139,55.0,2.0,41.0,,,,,
1680962096119,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962113094,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962130072,50.0,1.0,48.0,,,,,
1680962147030,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962164010,54.0,3.0,37.0,,2.0,2.0,1.0,
1680962180974,99.0,1.0,,,,,,
1680962197933,96.0,2.0,2.0,,,,,
1680962214907,83.0,2.0,15.0,,,,,
1680962231863,97.0,1.0,2.0,,,,,
1680962248822,90.0,2.0,8.0,,,,,
1680962265807,87.0,2.0,7.0,,1.0,1.0,,
1680962282762,98.0,1.0,1.0,,,,,
1680962299734,77.0,1.0,19.0,,1.0,1.0,,
1680962316712,82.0,,16.0,,1.0,1.0,,
1680962333686,76.0,2.0,21.0,,,,,
1680962350693,65.0,1.0,33.0,,,,,
1680962367702,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962384697,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962401659,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962420500,97.0,3.0,,,,,,
1680962437481,95.0,2.0,1.0,,1.0,1.0,1.0,
1680962454485,96.0,1.0,3.0,,,,,
1680962471429,64.0,1.0,28.0,,2.0,2.0,,
1680962488472,,,,100.0,,,,
1680962488498,68.0,1.0,18.0,,7.0,7.0,1.0,
1680962507008,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962523982,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962540962,50.0,2.0,17.0,,15.0,15.0,3.0,
1680962558180,49.0,3.0,10.0,,26.0,26.0,3.0,
1680962575164,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962592163,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962609156,10.0,40.0,10.0,,10.0,10.0,10.0,10.0
1680962655983,,,,100.0,,,,
1680962656001,97.0,1.0,1.0,,1.0,1.0,,
1680962673035,,,,100.0,,,,
1680962673080,41.0,2.0,5.0,,35.0,35.0,14.0,1.0
1680962699965,,,,100.0,,,,
1680962700051,51.0,1.0,14.0,,21.0,21.0,7.0,
1680962755543,,,,100.0,,,,
1680962755617,60.0,2.0,17.0,,5.0,5.0,,
1680962772629,,,,100.0,,,,
1680962772653,54.0,2.0,9.0,,22.0,22.0,7.0,
1680962788703,34.0,3.0,16.0,,20.0,20.0,10.0,1.0
1680962805700,97.0,2.0,,,1.0,1.0,,
1680962822673,98.0,2.0,,,,,,
1680962839651,88.0,1.0,2.0,,4.0,4.0,4.0,
1680962856638,,,,100.0,,,,
1680962856670,94.0,2.0,2.0,,1.0,1.0,1.0,
