timestamp,STILL,TILTING,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING
1680909038346,100.0,,,,,,,
1680909785958,,100.0,,,,,,
1680909785963,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909820081,,100.0,,,,,,
1680909820206,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909837334,55.0,,1.0,4.0,7.0,31.0,31.0,
1680909854476,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909871542,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909888661,58.0,,2.0,12.0,2.0,21.0,21.0,
1680909909561,98.0,,1.0,,,1.0,1.0,
1680909926539,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909943831,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909961120,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680909983951,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910001230,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910018266,2.0,,1.0,75.0,4.0,3.0,3.0,
1680910035474,2.0,,3.0,75.0,,7.0,7.0,
1680910052771,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910070066,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910089428,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910106867,38.0,,2.0,24.0,2.0,12.0,12.0,
1680910124116,47.0,,2.0,28.0,5.0,11.0,11.0,
1680910141268,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910169208,57.0,,3.0,14.0,2.0,14.0,14.0,
1680910186700,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910203957,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910221186,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910238349,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910255378,29.0,,1.0,15.0,20.0,25.0,25.0,1.0
1680910272705,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910290175,41.0,,1.0,26.0,5.0,16.0,16.0,
1680910307361,65.0,,2.0,10.0,7.0,9.0,9.0,
1680910324590,49.0,,3.0,18.0,5.0,10.0,10.0,
1680910341834,37.0,,1.0,14.0,16.0,22.0,22.0,1.0
1680910359131,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910376484,1.0,,,86.0,,,,
1680910396050,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910413340,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910430628,98.0,,2.0,,,,,
1680910447798,40.0,,2.0,14.0,10.0,22.0,22.0,
1680910464812,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910486748,,100.0,,,,,,
1680910486783,53.0,,2.0,17.0,12.0,11.0,11.0,
1680910503960,96.0,,2.0,1.0,,1.0,1.0,
1680910521169,98.0,,2.0,,,,,
1680910541965,99.0,,1.0,,,,,
1680910559126,99.0,,1.0,,,,,
1680910593136,100.0,,,,,,,
1680910610180,74.0,,3.0,6.0,1.0,14.0,14.0,
1680910627169,91.0,,2.0,1.0,,6.0,6.0,
1680910644331,60.0,,3.0,4.0,2.0,28.0,28.0,
1680910661595,,100.0,,,,,,
1680910661735,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910678822,,100.0,,,,,,
1680910678943,100.0,,,,,,,
1680910697963,,100.0,,,,,,
1680910697975,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910713327,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910724786,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910742164,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910759581,76.0,,1.0,7.0,,15.0,15.0,
1680910777014,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910794378,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910811795,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910829073,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910846483,93.0,,2.0,,,5.0,5.0,
1680910863860,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910881247,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910898624,51.0,,2.0,9.0,1.0,36.0,36.0,
1680910916075,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910933267,14.0,,4.0,,5.0,64.0,13.0,64.0
1680910950545,4.0,,2.0,1.0,2.0,61.0,30.0,61.0
1680910967760,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680910985016,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911002400,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911021168,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911037173,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911054525,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911071912,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911089344,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911106756,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911124147,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911141330,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911158784,,100.0,,,,,,
1680911158850,62.0,,2.0,4.0,2.0,27.0,27.0,
1680911176063,99.0,,1.0,,,,,
1680911193259,99.0,,1.0,,,,,
1680911210482,99.0,,1.0,,,,,
1680911227672,99.0,,1.0,,,,,
1680911244829,99.0,,1.0,,,,,
1680911262423,99.0,,1.0,,,,,
1680911280400,99.0,,1.0,,,,,
1680911297520,99.0,,1.0,,,,,
1680911314692,99.0,,1.0,,,,,
1680911333543,99.0,,1.0,,,,,
1680911350735,100.0,,,,,,,
1680911367891,99.0,,1.0,,,,,
1680911385188,99.0,,1.0,,,,,
1680911402292,99.0,,1.0,,,,,
1680911420387,99.0,,1.0,,,,,
1680911437546,99.0,,1.0,,,,,
1680911456418,99.0,,1.0,,,,,
1680911482022,99.0,,1.0,,,,,
1680911498598,99.0,,1.0,,,,,
1680911515758,,100.0,,,,,,
1680911515934,97.0,,2.0,,,1.0,1.0,
1680911533097,,100.0,,,,,,
1680911533239,53.0,,2.0,3.0,1.0,41.0,41.0,
1680911551342,4.0,,3.0,1.0,1.0,88.0,88.0,3.0
1680911569422,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911586891,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911604106,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680911621235,,100.0,,,,,,
1680911621332,60.0,,2.0,1.0,1.0,35.0,35.0,
1680911640238,99.0,,1.0,,,,,
1680911664234,99.0,,1.0,,,,,
1680911681412,99.0,,1.0,,,,,
1680911701806,99.0,,1.0,,,,,
1680911718664,99.0,,1.0,,,,,
1680911735820,100.0,,,,,,,
1680911753027,100.0,,,,,,,
1680911770368,99.0,,1.0,,,,,
1680911792566,100.0,,,,,,,
1680911809897,100.0,,,,,,,
1680911827303,99.0,,1.0,,,,,
1680911844499,99.0,,1.0,,,,,
1680911862316,99.0,,1.0,,,,,
1680911879505,99.0,,1.0,,,,,
1680911896751,99.0,,1.0,,,,,
1680911914389,99.0,,1.0,,,,,
1680911931785,99.0,,1.0,,,,,
1680911949351,99.0,,1.0,,,,,
1680911966553,99.0,,1.0,,,,,
1680911983856,99.0,,1.0,,,,,
1680871303585,,100.0,,,,,,
1680871303777,99.0,,1.0,,,,,
1680872440528,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680872478144,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680872495334,99.0,,1.0,,,,,
1680872512593,99.0,,1.0,,,,,
1680873042669,,100.0,,,,,,
1680873042694,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680873443469,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680874023654,100.0,,,,,,,
1680874041355,99.0,,1.0,,,,,
1680874058444,58.0,,1.0,19.0,3.0,4.0,4.0,
1680874075675,80.0,,2.0,10.0,1.0,2.0,2.0,
1680874093057,55.0,,2.0,22.0,3.0,1.0,1.0,
1680874110509,37.0,,2.0,33.0,3.0,4.0,4.0,
1680874127943,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680874145337,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680874167602,100.0,,,,,,,
1680874184845,29.0,,2.0,25.0,3.0,21.0,21.0,
1680874196737,96.0,,1.0,1.0,,1.0,1.0,
1680874213923,96.0,,1.0,1.0,,1.0,1.0,
1680874231062,97.0,,1.0,1.0,,,,
1680874248253,100.0,,,,,,,
1680874265552,97.0,,2.0,1.0,,,,
1680874282572,100.0,,,,,,,
1680874299593,98.0,,1.0,1.0,,,,
1680874316655,98.0,,1.0,1.0,,,,
1680874333750,97.0,,2.0,1.0,,,,
1680874351015,63.0,,2.0,23.0,1.0,2.0,2.0,
1680874368241,49.0,,2.0,21.0,2.0,7.0,7.0,
1680874379680,53.0,,2.0,15.0,2.0,16.0,16.0,
1680874396945,99.0,,1.0,,,,,
1680874414176,99.0,,1.0,,,,,
1680874431400,99.0,,1.0,,,,,
1680874448601,,100.0,,,,,,
1680874448630,69.0,,1.0,10.0,3.0,8.0,8.0,
1680874465797,67.0,,2.0,7.0,12.0,8.0,8.0,
1680874482996,98.0,,2.0,,,,,
1680874500184,96.0,,1.0,1.0,,1.0,1.0,
1680874517208,98.0,,2.0,,,,,
1680874534238,100.0,,,,,,,
1680874551265,97.0,,2.0,1.0,,,,
1680874562422,99.0,,1.0,,,,,
1680874579461,62.0,,3.0,20.0,1.0,3.0,3.0,
1680874596685,74.0,,2.0,6.0,5.0,8.0,8.0,
1680874613957,,100.0,,,,,,
1680874614035,98.0,,2.0,,,,,
1680874634507,99.0,,1.0,,,,,
1680874639584,100.0,,,,,,,
1680874656650,,100.0,,,,,,
1680874656758,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680874673796,99.0,,1.0,,,,,
1680874690841,97.0,,1.0,1.0,,,,
1680874707878,98.0,,2.0,,,,,
1680874725088,97.0,,2.0,1.0,,,,
1680874742295,96.0,,1.0,1.0,,1.0,1.0,
1680874759542,98.0,,2.0,,,,,
1680874776771,98.0,,2.0,,,,,
1680874793981,86.0,,1.0,4.0,1.0,4.0,4.0,
1680874811206,83.0,,2.0,8.0,1.0,4.0,4.0,
1680874827727,100.0,,,,,,,
1680874845015,54.0,,3.0,5.0,5.0,28.0,28.0,
1680874862224,97.0,,1.0,,,2.0,2.0,
1680874879448,,100.0,,,,,,
1680874879548,84.0,,1.0,3.0,2.0,8.0,8.0,
1680874896779,70.0,,2.0,20.0,,1.0,1.0,
1680874913809,97.0,,2.0,1.0,,,,
1680874930840,96.0,,1.0,1.0,,1.0,1.0,
1680874947873,97.0,,1.0,1.0,,1.0,1.0,
1680874964961,97.0,,2.0,1.0,,,,
1680874982217,96.0,,1.0,3.0,,,,
1680875005528,98.0,,2.0,,,,,
1680875022765,,100.0,,,,,,
1680875022820,80.0,,1.0,4.0,1.0,13.0,13.0,
1680875040090,99.0,,1.0,,,,,
1680875057317,96.0,,2.0,,,2.0,2.0,
1680875074546,99.0,,1.0,,,,,
1680875091813,96.0,,1.0,1.0,,1.0,1.0,
1680875109118,98.0,,2.0,,,,,
1680875126306,100.0,,,,,,,
1680875143583,100.0,,,,,,,
1680875160896,99.0,,1.0,,,,,
1680863148927,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680863283523,97.0,,2.0,1.0,,,,
1680863312717,100.0,,,,,,,
1680863381936,,100.0,,,,,,
1680863382087,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680863955729,,100.0,,,,,,
1680863955894,100.0,,,,,,,
1680865267303,74.0,,2.0,6.0,2.0,10.0,10.0,
1680867174794,35.0,,2.0,16.0,7.0,32.0,32.0,1.0
1680867929821,,100.0,,,,,,
1680867929821,40.0,,2.0,33.0,1.0,15.0,15.0,
1680868136947,,100.0,,,,,,
1680868137027,44.0,,2.0,29.0,4.0,7.0,7.0,
1680868288417,67.0,,3.0,9.0,4.0,12.0,12.0,
1680868549335,51.0,,1.0,19.0,5.0,12.0,12.0,
1680869724626,,100.0,,,,,,
1680869724669,41.0,,3.0,25.0,3.0,10.0,10.0,
1680869762070,30.0,,2.0,19.0,14.0,19.0,19.0,1.0
1680870044301,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870061349,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870078437,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870095461,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870249734,99.0,,1.0,,,,,
1680870269158,73.0,,1.0,12.0,3.0,5.0,5.0,
1680870285600,34.0,,2.0,18.0,13.0,20.0,20.0,
1680870302650,36.0,,2.0,24.0,5.0,13.0,13.0,
1680870319670,26.0,,1.0,20.0,18.0,19.0,19.0,1.0
1680870336873,58.0,,2.0,10.0,12.0,9.0,9.0,
1680870358919,39.0,,3.0,25.0,2.0,9.0,9.0,
1680870375921,97.0,,2.0,1.0,,,,
1680870392947,96.0,,1.0,2.0,,1.0,1.0,
1680870455416,98.0,,2.0,,,,,
1680870472500,57.0,,3.0,5.0,5.0,27.0,27.0,
1680870489563,35.0,,2.0,16.0,19.0,16.0,16.0,1.0
1680870731778,,100.0,,,,,,
1680870731876,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870748913,,100.0,,,,,,
1680870749000,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680870766071,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680836829127,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680836829127,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680836854113,,100.0,,,,,,
1680836854113,,100.0,,,,,,
1680836854280,1.0,,2.0,,2.0,92.0,92.0,3.0
1680836854280,1.0,,2.0,,2.0,92.0,92.0,3.0
1680836871492,1.0,,2.0,,1.0,96.0,96.0,
1680836871492,1.0,,2.0,,1.0,96.0,96.0,
1680836893720,,,3.0,,,97.0,97.0,
1680836893720,,,3.0,,,97.0,97.0,
1680836906015,,,2.0,,,98.0,98.0,
1680836906015,,,2.0,,,98.0,98.0,
1680836945439,,,2.0,,1.0,96.0,96.0,1.0
1680836945439,,,2.0,,1.0,96.0,96.0,1.0
1680836962674,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680836962674,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680836987797,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837004998,,,3.0,,,97.0,97.0,
1680837064332,,,4.0,,,96.0,96.0,
1680837114246,1.0,,2.0,1.0,,96.0,96.0,
1680837142858,,,2.0,,5.0,89.0,89.0,4.0
1680837160079,,,1.0,,6.0,93.0,93.0,
1680837179317,,100.0,,,,,,
1680837179330,3.0,,2.0,1.0,3.0,89.0,89.0,2.0
1680837196493,11.0,,1.0,1.0,1.0,81.0,81.0,5.0
1680837218547,,,3.0,,,96.0,96.0,1.0
1680837235595,,,3.0,,,96.0,96.0,1.0
1680837256567,,100.0,,,,,,
1680837256729,,,2.0,,,98.0,98.0,
1680837273870,,,2.0,,,98.0,98.0,
1680837291054,1.0,,2.0,,,97.0,97.0,
1680837308232,,100.0,,,,,,
1680837308316,,,1.0,,,97.0,97.0,2.0
1680837341708,,100.0,,,,,,
1680837341903,1.0,,2.0,,2.0,93.0,93.0,2.0
1680837388180,,100.0,,,,,,
1680837388372,2.0,,1.0,,3.0,88.0,88.0,6.0
1680837405527,,100.0,,,,,,
1680837405640,7.0,,2.0,1.0,3.0,84.0,84.0,2.0
1680837427878,,100.0,,,,,,
1680837428051,42.0,,2.0,10.0,5.0,35.0,35.0,1.0
1680837445223,,100.0,,,,,,
1680837445387,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837462536,4.0,,2.0,1.0,3.0,87.0,87.0,2.0
1680837479639,,,2.0,,1.0,96.0,96.0,1.0
1680837496846,,,1.0,,,95.0,95.0,4.0
1680837513969,,,2.0,,1.0,94.0,94.0,3.0
1680837531044,,100.0,,,,,,
1680837531096,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837550382,,100.0,,,,,,
1680837550513,,,1.0,,,95.0,95.0,4.0
1680837567677,,,1.0,,,96.0,96.0,3.0
1680837589029,,100.0,,,,,,
1680837589202,1.0,,3.0,1.0,1.0,92.0,92.0,2.0
1680837606377,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837623611,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837640800,,100.0,,,,,,
1680837640955,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837658138,99.0,,1.0,,,,,
1680837710271,100.0,,,,,,,
1680837734656,100.0,,,,,,,
1680837763721,100.0,,,,,,,
1680837780878,,100.0,,,,,,
1680837781031,85.0,,2.0,7.0,,2.0,2.0,
1680837805990,99.0,,1.0,,,,,
1680837836417,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837876254,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837895280,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837912092,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837929104,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837946152,44.0,,2.0,19.0,4.0,12.0,12.0,
1680837963145,88.0,,1.0,5.0,1.0,2.0,2.0,
1680837980145,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680837997325,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838014539,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838031746,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838064310,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838093374,97.0,,2.0,1.0,,,,
1680838110559,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838127749,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838144928,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838162118,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838179279,12.0,,2.0,78.0,1.0,6.0,6.0,
1680838196449,8.0,,2.0,77.0,1.0,6.0,6.0,
1680838214636,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838231800,7.0,,2.0,72.0,,10.0,10.0,
1680838248976,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838266173,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838283167,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838300385,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838317567,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838334747,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838351999,,100.0,,,,,,
1680838352046,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838369257,99.0,,1.0,,,,,
1680838386465,,100.0,,,,,,
1680838386538,60.0,,2.0,11.0,1.0,15.0,15.0,
1680838397542,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838414738,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838431925,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838449092,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838466258,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838483485,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838500479,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838517642,31.0,,2.0,15.0,20.0,17.0,17.0,1.0
1680838534811,24.0,,2.0,19.0,17.0,22.0,22.0,1.0
1680838552157,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838569328,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838580469,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838597646,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838614813,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838632009,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838649241,25.0,,1.0,24.0,5.0,23.0,23.0,
1680838666438,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838683615,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838698845,36.0,,2.0,21.0,9.0,18.0,18.0,1.0
1680838716078,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838733028,51.0,,2.0,20.0,6.0,13.0,13.0,1.0
1680838750111,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838763282,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838780330,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838797342,50.0,,3.0,11.0,8.0,23.0,23.0,
1680838814362,38.0,,2.0,15.0,11.0,26.0,26.0,1.0
1680838831351,33.0,,1.0,11.0,13.0,31.0,31.0,1.0
1680838849126,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838866137,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838883196,,100.0,,,,,,
1680838883282,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838900301,74.0,,1.0,5.0,5.0,9.0,9.0,1.0
1680838917380,57.0,,2.0,13.0,9.0,9.0,9.0,
1680838934549,44.0,,1.0,10.0,13.0,22.0,22.0,1.0
1680838946250,57.0,,2.0,10.0,12.0,13.0,13.0,
1680838963385,46.0,,2.0,15.0,10.0,19.0,19.0,1.0
1680838980548,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680838997739,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839014877,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839032027,,100.0,,,,,,
1680839032148,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839049235,38.0,,1.0,20.0,9.0,11.0,11.0,1.0
1680839066296,,100.0,,,,,,
1680839066336,38.0,,3.0,20.0,16.0,11.0,11.0,1.0
1680839083390,,100.0,,,,,,
1680839083445,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839100523,45.0,,2.0,27.0,7.0,13.0,13.0,
1680839117582,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839129189,,100.0,,,,,,
1680839129277,62.0,,3.0,11.0,16.0,7.0,7.0,
1680839146319,,100.0,,,,,,
1680839146360,67.0,,1.0,5.0,9.0,14.0,14.0,
1680839163371,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839180375,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839197379,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839214381,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839233600,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839250662,,100.0,,,,,,
1680839250758,40.0,,2.0,10.0,4.0,37.0,37.0,
1680839267784,,100.0,,,,,,
1680839267834,97.0,,2.0,,,1.0,1.0,
1680839284858,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839301906,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839319039,42.0,,4.0,19.0,6.0,24.0,24.0,
1680839336901,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839354103,32.0,,3.0,18.0,8.0,21.0,21.0,1.0
1680839371192,40.0,,3.0,17.0,13.0,13.0,13.0,
1680839388305,,100.0,,,,,,
1680839388404,37.0,,2.0,20.0,8.0,23.0,23.0,
1680839408848,,100.0,,,,,,
1680839408923,50.0,,2.0,12.0,13.0,13.0,13.0,
1680839413494,,100.0,,,,,,
1680839413598,71.0,,3.0,6.0,7.0,8.0,8.0,
1680839432278,99.0,,1.0,,,,,
1680839450500,56.0,,2.0,8.0,4.0,25.0,25.0,
1680839468419,75.0,,3.0,12.0,,3.0,3.0,
1680839486457,99.0,,1.0,,,,,
1680839504757,98.0,,1.0,1.0,,,,
1680839521943,,100.0,,,,,,
1680839521979,98.0,,1.0,1.0,,,,
1680839539191,30.0,,3.0,24.0,11.0,9.0,9.0,
1680839547230,,100.0,,,,,,
1680839547233,56.0,,2.0,21.0,2.0,9.0,9.0,
1680839563513,,100.0,,,,,,
1680839563603,87.0,,1.0,,2.0,10.0,10.0,
1680839580701,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839593202,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839609931,1.0,,1.0,1.0,3.0,92.0,92.0,1.0
1680839627096,,,1.0,6.0,2.0,82.0,82.0,7.0
1680839644380,,100.0,,,,,,
1680839644389,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839664896,,100.0,,,,,,
1680839665027,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680839679023,,100.0,,,,,,
1680839679128,1.0,,2.0,1.0,2.0,94.0,94.0,
1680839696230,1.0,,2.0,,1.0,96.0,96.0,
1680839713331,,,3.0,,,97.0,97.0,
1680839730440,,,3.0,,1.0,96.0,96.0,
1680839750671,,100.0,,,,,,
1680839750805,3.0,,2.0,2.0,6.0,84.0,84.0,1.0
1680839766905,99.0,,1.0,,,,,
1680839784062,99.0,,1.0,,,,,
1680839801205,47.0,,1.0,14.0,6.0,22.0,22.0,
1680839818358,96.0,,1.0,1.0,,1.0,1.0,
1680839835563,98.0,,1.0,,,1.0,1.0,
1680839852754,98.0,,1.0,,,1.0,1.0,
1680839869904,99.0,,1.0,,,,,
1680839887107,100.0,,,,,,,
1680839904334,100.0,,,,,,,
1680839926352,100.0,,,,,,,
1680839943692,92.0,,1.0,4.0,,1.0,1.0,
1680839961385,99.0,,1.0,,,,,
1680839978513,99.0,,1.0,,,,,
1680839995687,62.0,,2.0,16.0,1.0,12.0,12.0,
1680840012867,98.0,,2.0,,,,,
1680840030053,96.0,,1.0,1.0,,1.0,1.0,
1680840047244,96.0,,1.0,2.0,,,,
1680840064423,97.0,,1.0,1.0,,1.0,1.0,
1680840086449,,100.0,,,,,,
1680840086476,51.0,,2.0,22.0,7.0,9.0,9.0,
1680840109213,78.0,,2.0,6.0,2.0,8.0,8.0,
1680840126589,71.0,,2.0,12.0,2.0,6.0,6.0,
1680840143465,76.0,,1.0,8.0,1.0,7.0,7.0,
1680840160529,55.0,,2.0,17.0,4.0,8.0,8.0,
1680840177609,81.0,,2.0,8.0,1.0,2.0,2.0,
1680840194687,66.0,,2.0,11.0,3.0,10.0,10.0,
1680840211704,67.0,,1.0,15.0,3.0,8.0,8.0,
1680840229050,87.0,,2.0,2.0,2.0,5.0,5.0,
1680840246108,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840263137,97.0,,1.0,1.0,,,,
1680840280172,67.0,,2.0,19.0,1.0,3.0,3.0,
1680840292129,45.0,,3.0,17.0,9.0,12.0,12.0,
1680840309175,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840331370,100.0,,,,,,,
1680840348370,97.0,,1.0,1.0,,,,
1680840365428,97.0,,1.0,1.0,,,,
1680840382483,51.0,,2.0,10.0,14.0,12.0,12.0,1.0
1680840399510,39.0,,3.0,21.0,6.0,11.0,11.0,
1680840416735,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840434004,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840451252,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840475171,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840492456,42.0,,2.0,32.0,1.0,5.0,5.0,
1680840509689,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840526925,10.0,,40.0,10.0,10.0,10.0,10.0,10.0
1680840544127,99.0,,1.0,,,,,
1680840566291,72.0,,2.0,5.0,2.0,15.0,15.0,
1680840583529,99.0,,1.0,,,,,
1680840600566,98.0,,1.0,1.0,,,,
1680840617649,96.0,,2.0,1.0,,1.0,1.0,
