timestamp,Type,isEntered
1682468131354,STILL,False
1682468131354,WALKING,True
1682472127829,WALKING,False
1682472127829,STILL,True
1682477454663,STILL,False
1682477454663,WALKING,True
1682477971229,WALKING,False
1682477971229,STILL,True
1682483032337,STILL,False
1682483032337,WALKING,True
1682487485712,WALKING,False
1682487485712,STILL,True
1682491601831,STILL,False
1682491601831,WALKING,True
1682492331859,WALKING,False
1682492331859,RUNNING,True
1682492368708,RUNNING,False
1682492368708,WALKING,True
1682495994821,WALKING,False
1682495994821,STILL,True
1682498765112,STILL,False
1682498765112,WALKING,True
1682499633941,WALKING,False
1682499633941,STILL,True
1682500137569,STILL,False
1682500137569,WALKING,True
1682500964528,WALKING,False
1682500964528,STILL,True
1682505653796,STILL,False
1682505653796,WALKING,True
1682506249672,WALKING,False
1682506249672,STILL,True
1682529363024,STILL,False
1682529363024,WALKING,True
1682530615180,WALKING,False
1682530615180,STILL,True
1682381175418,STILL,False
1682381175418,WALKING,True
1682381278684,WALKING,False
1682381278684,STILL,True
1682381312774,STILL,False
1682381312774,WALKING,True
1682381432042,WALKING,False
1682381432042,STILL,True
1682381466026,STILL,False
1682381466026,WALKING,True
1682382446576,WALKING,False
1682382446576,STILL,True
1682385242452,STILL,False
1682385242452,WALKING,True
1682387541050,WALKING,False
1682387541050,STILL,True
1682390741596,STILL,False
1682390741596,WALKING,True
1682391099346,WALKING,False
1682391099346,STILL,True
1682391527499,STILL,False
1682391527499,WALKING,True
1682392139579,WALKING,False
1682392139579,STILL,True
1682393746977,STILL,False
1682393746977,WALKING,True
1682394598546,WALKING,False
1682394598546,STILL,True
1682404114270,STILL,False
1682404114270,WALKING,True
1682404257803,WALKING,False
1682404257803,STILL,True
1682404274816,STILL,False
1682404274816,WALKING,True
1682405414444,WALKING,False
1682405414444,STILL,True
1682405823145,STILL,False
1682405823145,IN_VEHICLE,True
1682406785479,IN_VEHICLE,False
1682406785479,WALKING,True
1682407819742,WALKING,False
1682407819742,STILL,True
1682408534900,STILL,False
1682408534900,WALKING,True
1682409921562,WALKING,False
1682409921562,STILL,True
1682426713325,STILL,False
1682426713325,WALKING,True
1682427517602,WALKING,False
1682427517602,STILL,True
1682445039643,STILL,False
1682445039643,WALKING,True
1682445684128,WALKING,False
1682445684128,STILL,True
1682042390902,STILL,False
1682042390902,WALKING,True
1682042619503,WALKING,False
1682042619503,STILL,True
1682042704290,STILL,False
1682042704290,IN_VEHICLE,True
1682042889493,IN_VEHICLE,False
1682042889493,WALKING,True
1682043605712,WALKING,False
1682043605712,STILL,True
1682043622725,STILL,False
1682043622725,WALKING,True
1682045473076,WALKING,False
