timestamp,altitude,longitude,latitude,accuracy,speed
1681461191872,74.49433321670529,157.46320614906622,-2.273774658300063,34.167999267578125,0.0478925183415412
1681461220278,74.39433474258419,157.46319794906623,-2.2738496583000654,17.378999710083008,1.5691949129104614
1681461380307,74.39433474258419,157.46320714906622,-2.273429758300068,18.190000534057617,0.0
1681461554136,86.7943362684631,157.46321624906622,-2.2736097583000685,12.685999870300291,0.0
1681461836380,74.99433321670529,157.46316734906623,-2.2736323583000626,19.55599975585937,1.2399847507476809
1681461905306,74.99433321670529,157.46258704906623,-2.2737742583000653,14.272000312805176,0.0
1681462009224,74.99433321670529,157.46306594906622,-2.273630558300063,11.616999626159668,0.0
1681462147291,74.99433321670529,157.4628832490662,-2.273778858300062,19.457000732421875,0.0
1681462193690,75.09433169082638,157.46319574906622,-2.273629358300063,15.736000061035156,0.0
1681462233298,75.09433169082638,157.4631284490662,-2.2736104583000625,60.90599822998047,0.0
1681462318288,75.09433169082638,157.46305764906623,-2.273616058300064,23.13800048828125,0.070120096206665
1681462386280,75.09433169082638,157.46282224906622,-2.273874658300066,35.53799819946289,0.0
1681462497354,74.39433474258419,157.4631618490662,-2.2738596583000685,18.554000854492188,0.0
1681462878253,74.39433474258419,157.46319554906623,-2.273807658300065,13.831000328063965,0.0
1681462917815,74.39433474258419,157.46319094906622,-2.2738610583000636,17.179000854492188,0.5184779167175293
1681465535235,74.49433321670529,157.46320534906621,-2.2738082583000647,17.488000869750977,0.0
1681465909101,74.99433321670529,157.4631825490662,-2.2736295583000654,13.446999549865724,0.0
1681466081269,74.69433016494747,157.46231514906623,-2.2738373583000637,228.0229949951172,0.0
1681466321437,74.99433321670529,157.4627434490662,-2.2734477583000654,10.829999923706056,0.0
1681466792582,74.39433474258419,157.46300894906622,-2.2733413583000655,22.16200065612793,0.0
1681466861314,88.89433474258419,157.46285344906622,-2.2733645583000666,29.035999298095703,1.340000033378601
1681466926283,88.89433474258419,157.46289504906622,-2.2736144583000666,16.756000518798828,0.7699999809265137
1681467001899,89.2943362684631,157.46307584906623,-2.2735490583000626,12.682000160217283,0.0
1681467042290,89.2943362684631,157.46265374906622,-2.272583558300063,27.89999961853028,0.0
1681467109287,74.69433016494747,157.46311324906623,-2.2735238583000665,22.24399948120117,3.934506416320801
1681467343152,74.39433474258419,157.46323784906622,-2.2738743583000627,17.990999221801758,0.0
1681467623306,74.39433474258419,157.46320464906623,-2.2738258583000643,16.16900062561035,0.0
1681468943488,74.49433321670529,157.46321144906622,-2.273762158300066,15.44499969482422,0.0
1681468978950,74.39433474258419,157.4632361490662,-2.273867158300064,17.16900062561035,0.0
1681469133300,74.39433474258419,157.46364574906622,-2.2739106583000677,51.01399993896485,0.0
1681469164318,74.39433474258419,157.46322344906622,-2.273825558300068,34.89099884033203,0.0
1681470203119,74.39433474258419,157.4650796490662,-2.274782158300063,1600.0,0.0
1681470353293,74.39433474258419,157.46283364906623,-2.273833058300063,4.554999828338623,0.959999978542328
1681470386110,74.59433169082638,157.46303084906623,-2.273910158300062,22.78499984741211,0.0
1681470413868,74.59433169082638,157.4629704490662,-2.273953158300067,7.300000190734863,0.887154757976532
