timestamp,TILTING,STILL,UNDEFINED,IN_VEHICLE,ON_BICYCLE,ON_FOOT,WALKING,RUNNING
1682506317066,100.0,,,,,,,
1682506317098,,98.0,1.0,,,1.0,1.0,
1682506334059,,100.0,,,,,,
1682506350984,,100.0,,,,,,
1682506367970,,100.0,,,,,,
1682506384937,100.0,,,,,,,
1682506384974,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682506404137,,53.0,1.0,19.0,2.0,6.0,6.0,
1682506569044,,96.0,1.0,1.0,1.0,1.0,1.0,
1682506575454,,99.0,1.0,,,,,
1682506592470,,96.0,2.0,1.0,,1.0,1.0,
1682506609478,,99.0,1.0,,,,,
1682506626465,,97.0,1.0,1.0,,1.0,1.0,
1682506643786,100.0,,,,,,,
1682506643802,,90.0,2.0,3.0,1.0,3.0,3.0,
1682506666961,100.0,,,,,,,
1682506666976,,54.0,1.0,16.0,2.0,13.0,13.0,
1682506709049,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682507195796,100.0,,,,,,,
1682507195832,,86.0,2.0,5.0,,4.0,4.0,
1682507214859,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682507231825,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682507248850,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682507333054,,98.0,1.0,1.0,,,,
1682507350057,,93.0,1.0,4.0,,1.0,1.0,
1682507367026,,100.0,,,,,,
1682507383939,,96.0,1.0,2.0,,,,
1682507400867,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682507417842,,63.0,1.0,19.0,2.0,6.0,6.0,
1682507434796,,100.0,,,,,,
1682507451789,,100.0,,,,,,
1682507468803,,99.0,1.0,,,,,
1682507485781,,99.0,1.0,,,,,
1682507502778,,99.0,1.0,,,,,
1682507519780,,99.0,1.0,,,,,
1682507536768,,99.0,1.0,,,,,
1682507553766,,99.0,1.0,,,,,
1682507570766,,99.0,1.0,,,,,
1682507587722,,99.0,1.0,,,,,
1682507604719,,99.0,1.0,,,,,
1682507621711,,99.0,1.0,,,,,
1682507638713,,99.0,1.0,,,,,
1682507655688,,99.0,1.0,,,,,
1682507672698,,99.0,1.0,,,,,
1682507689679,,99.0,1.0,,,,,
1682507706667,,99.0,1.0,,,,,
1682507723657,,99.0,1.0,,,,,
1682507738225,,99.0,1.0,,,,,
1682507755214,,99.0,1.0,,,,,
1682507772207,,99.0,1.0,,,,,
1682507789202,,99.0,1.0,,,,,
1682507806199,,99.0,1.0,,,,,
1682507823196,,99.0,1.0,,,,,
1682507840186,,99.0,1.0,,,,,
1682507857195,,99.0,1.0,,,,,
1682507880972,,99.0,1.0,,,,,
1682507897995,,99.0,1.0,,,,,
1682509183974,100.0,,,,,,,
1682509183988,,99.0,1.0,,,,,
1682498639138,,47.0,1.0,27.0,3.0,7.0,7.0,
1682498676449,100.0,,,,,,,
1682498676483,,41.0,3.0,31.0,2.0,10.0,10.0,
1682498723281,100.0,,,,,,,
1682498723312,,99.0,1.0,,,,,
1682498765018,100.0,,,,,,,
1682498765054,,,2.0,,,98.0,98.0,
1682498824040,100.0,,,,,,,
1682498824068,,,2.0,1.0,1.0,95.0,95.0,1.0
1682498860828,,,2.0,1.0,,96.0,96.0,1.0
1682498877754,,,1.0,1.0,1.0,94.0,94.0,3.0
1682498893550,,,2.0,1.0,1.0,93.0,93.0,3.0
1682498910489,,,2.0,,,97.0,97.0,1.0
1682498927468,,,2.0,,,98.0,98.0,
1682498944417,,,2.0,,,98.0,98.0,
1682498961405,,,3.0,,1.0,96.0,96.0,
1682498978349,,,2.0,,1.0,95.0,95.0,2.0
1682498995283,,,2.0,,,97.0,97.0,1.0
1682499012219,,,3.0,1.0,1.0,92.0,92.0,3.0
1682499029163,,,2.0,,,97.0,97.0,1.0
1682499046092,,,2.0,,,96.0,96.0,2.0
1682499063098,,1.0,1.0,3.0,1.0,88.0,88.0,3.0
1682499080024,,1.0,3.0,,,96.0,96.0,
1682499096965,,1.0,2.0,,,97.0,97.0,
1682499113938,,,3.0,1.0,,96.0,96.0,
1682499130908,,1.0,2.0,,,97.0,97.0,
1682499147860,,,1.0,,,97.0,97.0,2.0
1682499168287,,,3.0,,,97.0,97.0,
1682499189190,,,2.0,1.0,,95.0,95.0,1.0
1682499206145,,,2.0,,,98.0,98.0,
1682499223148,,2.0,2.0,2.0,3.0,86.0,86.0,3.0
1682499240150,100.0,,,,,,,
1682499240178,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499257151,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499273604,,1.0,2.0,2.0,2.0,88.0,88.0,4.0
1682499290547,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499307520,,1.0,2.0,,,96.0,96.0,1.0
1682499324521,,,2.0,1.0,,97.0,97.0,
1682499341489,,,2.0,,,96.0,96.0,2.0
1682499358428,,,2.0,1.0,,96.0,96.0,1.0
1682499376806,,1.0,2.0,1.0,1.0,94.0,94.0,1.0
1682499393737,,,2.0,,1.0,95.0,95.0,2.0
1682499410705,,1.0,2.0,,,97.0,97.0,
1682499427695,,,2.0,,,97.0,97.0,1.0
1682499445037,,,2.0,,,97.0,97.0,1.0
1682499461610,,,3.0,,1.0,92.0,92.0,4.0
1682499479246,,,3.0,1.0,,96.0,96.0,
1682499495619,,,2.0,,,98.0,98.0,
1682499512536,,1.0,2.0,1.0,,95.0,95.0,
1682499529484,,96.0,2.0,1.0,,,,
1682499546424,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499563371,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499580341,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499597282,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499633805,,96.0,1.0,,,3.0,3.0,
1682499650735,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499667715,,43.0,2.0,21.0,3.0,12.0,12.0,
1682499684669,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499765735,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499847692,,96.0,2.0,,,2.0,2.0,
1682499864643,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499881656,100.0,,,,,,,
1682499881691,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682499898699,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682500137462,100.0,,,,,,,
1682500137502,,1.0,2.0,4.0,5.0,86.0,86.0,
1682500154481,,,2.0,,,98.0,98.0,
1682500171462,,,2.0,,2.0,95.0,95.0,1.0
1682500188396,,,1.0,,1.0,95.0,95.0,3.0
1682500293636,,47.0,2.0,6.0,3.0,37.0,37.0,1.0
1682500310598,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682500327540,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682500344474,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682500964190,,84.0,2.0,2.0,1.0,10.0,10.0,
1682500981206,,76.0,1.0,5.0,4.0,13.0,13.0,
1682500998200,100.0,,,,,,,
1682500998230,,67.0,1.0,9.0,7.0,12.0,12.0,
1682501015281,,39.0,2.0,15.0,19.0,20.0,20.0,
1682501694770,,97.0,1.0,,,2.0,2.0,
1682503586021,,100.0,,,,,,
1682477454580,100.0,,,,,,,
1682477454610,,2.0,3.0,,1.0,93.0,93.0,1.0
1682477551814,,,2.0,,,97.0,97.0,1.0
1682477568738,,,2.0,,4.0,92.0,92.0,2.0
1682477585683,,,3.0,,,97.0,97.0,
1682477602628,,1.0,2.0,,1.0,93.0,93.0,3.0
1682477619592,,,2.0,,,96.0,96.0,2.0
1682477636594,,,2.0,,,96.0,96.0,2.0
1682477653550,,,3.0,,,97.0,97.0,
1682477670480,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682477687409,,,2.0,2.0,2.0,92.0,92.0,2.0
1682477702039,,,1.0,,,98.0,98.0,1.0
1682477717572,,,2.0,,,98.0,98.0,
1682477734524,,1.0,1.0,3.0,2.0,90.0,90.0,2.0
1682477751483,,,2.0,,,98.0,98.0,
1682477768239,,1.0,2.0,1.0,2.0,91.0,91.0,2.0
1682477785171,,,1.0,1.0,1.0,93.0,93.0,4.0
1682477801562,,1.0,1.0,,1.0,96.0,96.0,1.0
1682477818534,,,2.0,,1.0,96.0,96.0,1.0
1682477835509,,,3.0,,,97.0,97.0,
1682477852463,,,2.0,1.0,,97.0,97.0,
1682477870038,,,1.0,,1.0,95.0,95.0,3.0
1682477886310,,,3.0,,,97.0,97.0,
1682477904262,,1.0,2.0,,,96.0,96.0,1.0
1682477920311,,1.0,2.0,,,96.0,96.0,1.0
1682477937200,,,3.0,,,97.0,97.0,
1682477954195,,100.0,,,,,,
1682477971190,,100.0,,,,,,
1682477988186,,100.0,,,,,,
1682478005146,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682478022081,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682478879645,,99.0,1.0,,,,,
1682478917048,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682478934100,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682478951084,,97.0,1.0,2.0,,,,
1682478983783,,99.0,1.0,,,,,
1682479012678,,98.0,,1.0,,,,
1682479029651,,89.0,1.0,7.0,,1.0,1.0,
1682479046618,,67.0,2.0,12.0,2.0,8.0,8.0,
1682479063639,,43.0,2.0,22.0,2.0,17.0,17.0,
1682479080619,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682519966161,100.0,,,,,,,
1682519966189,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520004187,,100.0,,,,,,
1682520290864,100.0,,,,,,,
1682520290892,,50.0,3.0,19.0,3.0,8.0,8.0,
1682520328228,,99.0,,1.0,,,,
1682520345188,,70.0,1.0,15.0,1.0,8.0,8.0,
1682520362209,,96.0,2.0,2.0,,,,
1682520379187,,96.0,1.0,3.0,,,,
1682520403453,,99.0,1.0,,,,,
1682520440811,100.0,,,,,,,
1682520440848,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520454843,,99.0,1.0,,,,,
1682520471863,100.0,,,,,,,
1682520471886,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520488894,,53.0,2.0,9.0,3.0,31.0,31.0,
1682520505930,,39.0,2.0,23.0,4.0,17.0,17.0,
1682520554699,,96.0,2.0,1.0,,1.0,1.0,
1682520571653,,54.0,2.0,18.0,2.0,10.0,10.0,
1682520588626,,34.0,2.0,30.0,4.0,19.0,19.0,1.0
1682520612535,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520629525,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520646507,,99.0,1.0,,,,,
1682520663521,,55.0,2.0,15.0,1.0,17.0,17.0,
1682520680537,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520697619,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682520714646,,99.0,1.0,,,,,
1682520731670,,96.0,1.0,1.0,,1.0,1.0,
1682520748628,,99.0,1.0,,,,,
1682520765592,,99.0,1.0,,,,,
1682520789799,,99.0,1.0,,,,,
1682520806792,,99.0,1.0,,,,,
1682520823795,,99.0,1.0,,,,,
1682520840771,,99.0,1.0,,,,,
1682520857784,,99.0,1.0,,,,,
1682520874766,,99.0,1.0,,,,,
1682520891758,,99.0,1.0,,,,,
1682520908749,,99.0,1.0,,,,,
1682520925745,,99.0,1.0,,,,,
1682520942734,,99.0,1.0,,,,,
1682520959724,,99.0,1.0,,,,,
1682520976724,,99.0,1.0,,,,,
1682520998151,,99.0,1.0,,,,,
1682521015166,,99.0,1.0,,,,,
1682521032164,,99.0,1.0,,,,,
1682521049503,,99.0,1.0,,,,,
1682521066815,,99.0,1.0,,,,,
1682521083188,,99.0,1.0,,,,,
1682521100303,,99.0,1.0,,,,,
1682521117251,100.0,,,,,,,
1682521117278,,96.0,1.0,1.0,,1.0,1.0,
1682521134277,,32.0,3.0,31.0,1.0,9.0,9.0,
1682521151285,,99.0,1.0,,,,,
1682521168311,,54.0,2.0,16.0,2.0,12.0,12.0,
1682521185335,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682521202956,,99.0,1.0,,,,,
1682521219437,,99.0,1.0,,,,,
1682521236446,,56.0,1.0,16.0,2.0,12.0,12.0,
1682521250565,,94.0,2.0,2.0,,1.0,1.0,
1682521279260,,73.0,2.0,8.0,4.0,10.0,10.0,
1682521296195,100.0,,,,,,,
1682521296237,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682521317205,,35.0,3.0,19.0,5.0,28.0,28.0,1.0
1682521334212,,98.0,1.0,1.0,,,,
1682521351251,,84.0,2.0,6.0,1.0,4.0,4.0,
1682521368257,,99.0,1.0,,,,,
1682521385207,,100.0,,,,,,
1682521402194,,100.0,,,,,,
1682482475224,,96.0,1.0,1.0,,1.0,1.0,
1682482498254,,97.0,2.0,,,1.0,1.0,
1682482712516,,92.0,2.0,2.0,1.0,2.0,2.0,
1682482729507,,74.0,1.0,12.0,2.0,8.0,8.0,
1682482746471,,69.0,2.0,8.0,3.0,13.0,13.0,
1682483032254,,5.0,2.0,1.0,2.0,89.0,89.0,
1682483162038,,,2.0,,,97.0,97.0,1.0
1682483552792,,3.0,2.0,,3.0,90.0,90.0,2.0
1682483569830,,,3.0,,1.0,92.0,92.0,4.0
1682483743587,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682483768115,100.0,,,,,,,
1682483768175,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682483784055,100.0,,,,,,,
1682483784082,,3.0,1.0,2.0,5.0,86.0,86.0,1.0
1682483989388,,2.0,1.0,1.0,1.0,92.0,92.0,2.0
1682484006389,,3.0,2.0,2.0,2.0,89.0,89.0,1.0
1682484023368,,1.0,1.0,1.0,,96.0,96.0,
1682484040387,100.0,,,,,,,
1682484040414,,1.0,2.0,,,95.0,95.0,2.0
1682484286753,100.0,,,,,,,
1682484286792,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682484483773,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682484500788,,1.0,1.0,,1.0,91.0,91.0,6.0
1682484517774,,1.0,2.0,,,96.0,96.0,1.0
1682484534790,,1.0,1.0,,,95.0,95.0,3.0
1682484551791,,1.0,2.0,,,96.0,96.0,1.0
1682484568754,,1.0,1.0,,1.0,95.0,95.0,2.0
1682484585747,,1.0,2.0,2.0,1.0,91.0,91.0,1.0
1682484602748,,4.0,2.0,2.0,3.0,87.0,87.0,1.0
1682484619725,,3.0,1.0,1.0,1.0,91.0,91.0,2.0
1682484636721,,1.0,2.0,1.0,1.0,91.0,91.0,4.0
1682484653715,,1.0,2.0,,,86.0,86.0,11.0
1682484667920,,1.0,1.0,,,95.0,95.0,3.0
1682484684931,,1.0,2.0,,1.0,92.0,92.0,4.0
1682484701971,,1.0,1.0,,1.0,96.0,96.0,1.0
1682484718972,,2.0,2.0,1.0,1.0,92.0,92.0,2.0
1682484735974,,3.0,2.0,1.0,2.0,91.0,91.0,1.0
1682485776670,100.0,,,,,,,
1682485776679,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682485791658,100.0,,,,,,,
1682485791690,,3.0,2.0,1.0,4.0,88.0,88.0,2.0
1682485808723,,4.0,1.0,1.0,1.0,92.0,92.0,1.0
1682486623181,,11.0,2.0,1.0,1.0,85.0,85.0,
1682524401642,,98.0,2.0,,,,,
1682524615187,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524652651,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524665073,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524682711,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524699217,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524716230,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524733250,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682524750212,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682525319012,100.0,,,,,,,
1682525322335,,96.0,2.0,,,2.0,2.0,
1682525335170,100.0,,,,,,,
1682525335198,,97.0,1.0,1.0,,,,
1682525352130,,100.0,,,,,,
1682525953226,,97.0,1.0,,,2.0,2.0,
1682526848496,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682526885549,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682526902585,,51.0,3.0,16.0,6.0,19.0,19.0,
1682526919519,,48.0,2.0,13.0,8.0,17.0,17.0,
1682526936453,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682526961003,,97.0,2.0,1.0,,,,
1682527612407,100.0,,,,,,,
1682527612454,,96.0,2.0,,,2.0,2.0,
1682527629468,100.0,,,,,,,
1682527629479,,93.0,2.0,,,5.0,5.0,
1682529362993,,2.0,3.0,2.0,2.0,86.0,86.0,4.0
1682529395925,,,2.0,2.0,1.0,92.0,92.0,2.0
1682529593454,,,2.0,,1.0,96.0,96.0,1.0
1682529747213,100.0,,,,,,,
1682529747263,,,3.0,,,97.0,97.0,
1682529764267,,,2.0,,1.0,94.0,94.0,3.0
1682529781296,,,3.0,,,95.0,95.0,2.0
1682529798283,,,2.0,,1.0,96.0,96.0,1.0
1682529815266,100.0,,,,,,,
1682529815292,,1.0,2.0,,1.0,96.0,96.0,
1682529832261,,,3.0,,,97.0,97.0,
1682529849238,,1.0,1.0,,1.0,96.0,96.0,1.0
1682529866251,,,3.0,,,97.0,97.0,
1682529883257,,,2.0,1.0,,96.0,96.0,1.0
1682529900264,,1.0,2.0,2.0,,87.0,87.0,7.0
1682529917269,,,3.0,,,94.0,94.0,3.0
1682529934278,,,2.0,1.0,,96.0,96.0,
1682529951239,,,3.0,,,97.0,97.0,
1682529968253,,,3.0,1.0,,96.0,96.0,
1682529985405,,1.0,2.0,,1.0,96.0,96.0,
1682530002222,,,2.0,1.0,,96.0,96.0,1.0
1682530019192,,,3.0,,1.0,96.0,96.0,
1682530036206,,,2.0,,,97.0,97.0,1.0
1682530053193,,,3.0,,,96.0,96.0,1.0
1682530070821,,1.0,1.0,,1.0,97.0,97.0,
1682530087155,,,2.0,,1.0,96.0,96.0,1.0
1682530104148,,,2.0,,,97.0,97.0,1.0
1682530121124,100.0,,,,,,,
1682530121154,,1.0,2.0,,1.0,96.0,96.0,
1682530138166,,1.0,2.0,,,96.0,96.0,1.0
1682530155213,,2.0,2.0,,2.0,93.0,93.0,1.0
1682530172239,100.0,,,,,,,
1682530172274,,1.0,1.0,,1.0,96.0,96.0,1.0
1682530189324,,,2.0,,,96.0,96.0,2.0
1682530206337,,3.0,2.0,,1.0,93.0,93.0,1.0
1682530223366,,2.0,2.0,5.0,1.0,86.0,86.0,1.0
1682530240380,,2.0,1.0,1.0,1.0,94.0,94.0,
1682530257389,,,3.0,1.0,,96.0,96.0,
1682530326314,,1.0,2.0,5.0,1.0,88.0,88.0,1.0
1682530343261,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530529492,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530546545,100.0,,,,,,,
1682530546560,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530563570,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530580567,,59.0,2.0,12.0,2.0,17.0,17.0,
1682530598058,,35.0,2.0,22.0,1.0,32.0,32.0,
1682530615084,100.0,,,,,,,
1682530615130,,83.0,2.0,6.0,,8.0,8.0,
1682530632152,,54.0,1.0,12.0,3.0,20.0,20.0,
1682530649134,,32.0,3.0,14.0,13.0,27.0,27.0,1.0
1682530666157,100.0,,,,,,,
1682530666184,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530683192,100.0,,,,,,,
1682530683225,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530700230,100.0,,,,,,,
1682530700270,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530717287,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530734268,,96.0,2.0,1.0,,1.0,1.0,
1682530751288,100.0,,,,,,,
1682530751323,,55.0,2.0,18.0,3.0,7.0,7.0,
1682530768357,100.0,,,,,,,
1682530768382,,32.0,3.0,14.0,9.0,27.0,27.0,1.0
1682530785365,100.0,,,,,,,
1682530785388,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530802351,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530819520,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530839867,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530850492,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530867536,,48.0,2.0,14.0,3.0,20.0,20.0,
1682530884557,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682530901594,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531269716,,66.0,2.0,10.0,4.0,10.0,10.0,
1682531286023,100.0,,,,,,,
1682531286055,,97.0,2.0,,,1.0,1.0,
1682531303072,,52.0,2.0,14.0,3.0,19.0,19.0,
1682531320106,,65.0,3.0,16.0,2.0,7.0,7.0,
1682531337138,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531354174,,34.0,2.0,23.0,12.0,22.0,22.0,1.0
1682531371203,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531388185,100.0,,,,,,,
1682531388236,,43.0,2.0,10.0,11.0,25.0,25.0,1.0
1682531405211,,67.0,1.0,18.0,2.0,6.0,6.0,
1682531422172,,50.0,1.0,29.0,1.0,7.0,7.0,
1682531439134,,57.0,2.0,30.0,,4.0,4.0,
1682531454238,100.0,,,,,,,
1682531454270,,70.0,3.0,10.0,4.0,7.0,7.0,
1682531471286,100.0,,,,,,,
1682531471316,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531488319,100.0,,,,,,,
1682531488363,,27.0,2.0,17.0,22.0,24.0,24.0,1.0
1682531505415,100.0,,,,,,,
1682531505449,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531522419,100.0,,,,,,,
1682531522438,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531539441,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531556449,100.0,,,,,,,
1682531556484,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531573504,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531590503,,52.0,2.0,10.0,3.0,27.0,27.0,
1682531607494,,51.0,2.0,21.0,2.0,17.0,17.0,
1682531624510,,88.0,3.0,2.0,,5.0,5.0,
1682531641488,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531699902,100.0,,,,,,,
1682531699908,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531713526,,41.0,2.0,27.0,3.0,11.0,11.0,
1682531730628,,34.0,1.0,27.0,4.0,17.0,17.0,
1682531747658,,27.0,2.0,23.0,11.0,19.0,19.0,1.0
1682531764630,,49.0,2.0,28.0,4.0,7.0,7.0,
1682531781603,,34.0,1.0,23.0,7.0,16.0,16.0,1.0
1682531798623,,52.0,2.0,22.0,5.0,8.0,8.0,
1682531815593,,99.0,1.0,,,,,
1682531832561,,99.0,1.0,,,,,
1682531849879,,91.0,2.0,6.0,,,,
1682531867364,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531883547,,98.0,1.0,1.0,,,,
1682531903613,,99.0,1.0,,,,,
1682531927994,,51.0,1.0,20.0,2.0,8.0,8.0,
1682531944985,,41.0,1.0,29.0,1.0,6.0,6.0,
1682531961972,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682531978949,,48.0,2.0,29.0,3.0,7.0,7.0,
1682531995940,,99.0,1.0,,,,,
1682532012940,,99.0,1.0,,,,,
1682532029936,,92.0,1.0,6.0,,,,
1682532046940,,98.0,2.0,,,,,
1682532063936,,79.0,1.0,14.0,,1.0,1.0,
1682532080903,,53.0,2.0,19.0,1.0,6.0,6.0,
1682532102153,,97.0,2.0,1.0,,,,
1682532119147,,96.0,2.0,1.0,1.0,,,
1682532136122,,98.0,2.0,,,,,
1682532153098,,99.0,1.0,,,,,
1682532170100,,97.0,2.0,1.0,,,,
1682532193610,,94.0,2.0,3.0,,,,
1682532210578,,99.0,1.0,,,,,
1682532235584,,81.0,1.0,11.0,,1.0,1.0,
1682532252561,,99.0,1.0,,,,,
1682532269557,,99.0,1.0,,,,,
1682532286557,,91.0,2.0,4.0,,1.0,1.0,
1682532303524,,99.0,1.0,,,,,
1682532320565,,99.0,1.0,,,,,
1682532337543,,99.0,1.0,,,,,
1682532354543,,74.0,2.0,12.0,2.0,3.0,3.0,
1682532371503,,99.0,1.0,,,,,
1682532388461,100.0,,,,,,,
1682532388485,,65.0,2.0,13.0,3.0,5.0,5.0,
1682532410186,100.0,,,,,,,
1682532410219,,73.0,2.0,16.0,2.0,3.0,3.0,
1682532427191,,99.0,1.0,,,,,
1682532444208,,90.0,2.0,8.0,,,,
1682532461222,,49.0,1.0,18.0,6.0,9.0,9.0,
1682532478196,100.0,,,,,,,
1682532478239,,71.0,2.0,7.0,6.0,9.0,9.0,
1682534995062,,100.0,,,,,,
1682534995082,,100.0,,,,,,
1682549543038,,100.0,,,,,,
1682551108315,,100.0,,,,,,
1680234861869,,100.0,,,,,,
1680235634275,,100.0,,,,,,
1680236180382,,100.0,,,,,,
1680236627399,,100.0,,,,,,
1680238367006,,100.0,,,,,,
1680239757279,100.0,,,,,,,
1680239757336,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680239793035,100.0,,,,,,,
1680239793083,,44.0,1.0,23.0,2.0,11.0,11.0,
1680223308015,100.0,,,,,,,
1680223308067,,96.0,3.0,1.0,,,,
1680223816116,100.0,,,,,,,
1680223816141,,44.0,2.0,19.0,5.0,13.0,13.0,
1680223853443,100.0,,,,,,,
1680223853476,,48.0,3.0,20.0,2.0,11.0,11.0,
1680223870479,,76.0,1.0,9.0,7.0,4.0,4.0,
1680246957511,,98.0,,1.0,,,,
1680246974513,,98.0,1.0,1.0,,,,
1680249364805,,96.0,2.0,,,2.0,2.0,
1680250330222,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680250367622,,36.0,3.0,25.0,4.0,22.0,22.0,
1680250384622,,48.0,3.0,16.0,4.0,18.0,18.0,
1680250427702,,99.0,1.0,,,,,
1680250444712,,99.0,1.0,,,,,
1680250475224,,96.0,2.0,1.0,,1.0,1.0,
1680252178841,,88.0,2.0,5.0,,2.0,2.0,
1680265850104,100.0,,,,,,,
1680265850820,,44.0,1.0,23.0,2.0,11.0,11.0,
1680267054428,100.0,,,,,,,
1680267054470,,64.0,1.0,14.0,4.0,8.0,8.0,
1680267618403,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680267674543,,39.0,3.0,20.0,4.0,25.0,25.0,
1680267911671,100.0,,,,,,,
1680267911702,,75.0,3.0,1.0,1.0,19.0,19.0,
1680267928678,,1.0,1.0,,1.0,97.0,97.0,
1680267945695,100.0,,,,,,,
1680267945737,,1.0,2.0,,2.0,94.0,94.0,1.0
1680268365527,100.0,,,,,,,
1680268365583,,1.0,1.0,,1.0,96.0,96.0,1.0
1680268406617,100.0,,,,,,,
1680268406658,,1.0,2.0,,,97.0,97.0,
1680269133882,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680269150913,100.0,,,,,,,
1680269150960,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680269167936,100.0,,,,,,,
1680269167967,,4.0,1.0,,1.0,93.0,93.0,1.0
1680269184937,,3.0,2.0,1.0,4.0,88.0,88.0,1.0
1680269201915,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680269218885,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680269235865,,4.0,4.0,3.0,1.0,85.0,85.0,1.0
