timestamp,TILTING,STILL,IN_VEHICLE,UNDEFINED,ON_FOOT,WALKING,ON_BICYCLE,RUNNING
1680891477232,100.0,,,,,,,
1680891477267,,100.0,,,,,,
1680905917907,,100.0,,,,,,
1680909064036,100.0,,,,,,,
1680909064076,,100.0,,,,,,
1680909315274,,100.0,,,,,,
1680910569266,100.0,,,,,,,
1680910569285,,96.0,2.0,1.0,,,,
1680870956310,,98.0,1.0,1.0,,,,
1680870961363,,50.0,20.0,2.0,8.0,8.0,1.0,
1680870966394,,100.0,,,,,,
1680870971403,,100.0,,,,,,
1680870976480,,100.0,,,,,,
1680870981471,,100.0,,,,,,
1680870986520,,100.0,,,,,,
1680870991531,,100.0,,,,,,
1680870996569,,100.0,,,,,,
1680871001614,,100.0,,,,,,
1680871006630,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871011671,,,92.0,1.0,,,,
1680871028682,,,93.0,1.0,,,,
1680871045683,,,96.0,2.0,,,,
1680871062699,,,97.0,2.0,,,,
1680871079691,,,97.0,1.0,,,,
1680871096721,,,96.0,,,,,
1680871113760,,,91.0,1.0,,,,
1680871120151,,,96.0,1.0,,,,
1680871125205,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871142200,,,96.0,,,,,
1680871159120,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871176089,,,96.0,2.0,,,,
1680871196172,,,89.0,1.0,,,,
1680871201214,,,92.0,1.0,,,,
1680871206236,,,84.0,,,,,
1680871211259,,100.0,,,,,,
1680871216285,,100.0,,,,,,
1680871221317,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871226331,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871231372,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871248365,,,97.0,1.0,,,,
1680871265363,,,97.0,1.0,,,,
1680871282387,,,96.0,1.0,,,,
1680871299112,,,96.0,1.0,,,,
1680871305186,,,96.0,1.0,,,,
1680871310192,,,96.0,,,,,
1680871315246,,,90.0,,,,,
1680871320224,,100.0,,,,,,
1680871325252,,100.0,,,,,,
1680871330317,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871335343,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871352373,,,85.0,1.0,,,,
1680871371141,,,96.0,2.0,,,,
1680871376215,,,92.0,1.0,,,,
1680871381215,,,90.0,1.0,,,,
1680871386249,,1.0,92.0,1.0,,,,
1680871391255,,100.0,,,,,,
1680871396292,,100.0,,,,,,
1680871401321,,100.0,,,,,,
1680871406364,,48.0,20.0,1.0,12.0,12.0,2.0,
1680871411411,,,86.0,1.0,,,,
1680871425164,,,98.0,1.0,,,,
1680871430168,,1.0,96.0,1.0,,,,
1680871435204,,,96.0,1.0,,,,
1680871452195,,,96.0,1.0,,,,
1680871469091,,,96.0,2.0,,,,
1680871476145,,1.0,96.0,1.0,,,,
1680871481200,,2.0,96.0,,,,,
1680871486235,,,98.0,1.0,,,,
1680871491203,,100.0,,,,,,
1680871496248,,100.0,,,,,,
1680871501285,,100.0,,,,,,
1680871506315,,100.0,,,,,,
1680871511321,,100.0,,,,,,
1680871516364,,100.0,,,,,,
1680871521402,,100.0,,,,,,
1680871526426,,100.0,,,,,,
1680871531423,,100.0,,,,,,
1680871536488,,100.0,,,,,,
1680871541528,,100.0,,,,,,
1680871546566,,100.0,,,,,,
1680871551629,,100.0,,,,,,
1680871556617,,100.0,,,,,,
1680871561655,,100.0,,,,,,
1680871566714,,100.0,,,,,,
1680871571752,,100.0,,,,,,
1680871576776,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871581800,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871598836,,,91.0,1.0,,,,
1680871615871,,,97.0,1.0,,,,
1680871632203,,,96.0,1.0,,,,
1680871637227,,,97.0,,,,,
1680871642283,,,92.0,1.0,,,,
1680871647256,,100.0,,,,,,
1680871652312,,100.0,,,,,,
1680871657336,,100.0,,,,,,
1680871662365,,100.0,,,,,,
1680871667414,,100.0,,,,,,
1680871672423,,100.0,,,,,,
1680871677480,,100.0,,,,,,
1680871682494,,100.0,,,,,,
1680871687554,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871692571,,1.0,90.0,2.0,,,,
1680871709110,,,97.0,2.0,,,,
1680871726099,,,96.0,2.0,,,,
1680871738182,,,97.0,,,,,
1680871743201,,,95.0,1.0,,,,
1680871760188,,,97.0,,,,,
1680871771201,,,93.0,,,,,
1680871776207,,,96.0,1.0,,,,
1680871781270,,,96.0,1.0,,,,
1680871786290,,,96.0,,,,,
1680871803310,,,97.0,,,,,
1680871820298,,,96.0,2.0,,,,
1680871837294,,,97.0,2.0,,,,
1680871854092,,,97.0,,,,,
1680871871099,,,97.0,1.0,,,,
1680871888086,,,96.0,1.0,,,,
1680871905069,,,96.0,,,,,
1680871926164,,,90.0,1.0,,,,
1680871931180,,,91.0,1.0,,,,
1680871936210,,,90.0,1.0,,,,
1680871941186,,100.0,,,,,,
1680871946237,,100.0,,,,,,
1680871951268,,100.0,,,,,,
1680871956294,,100.0,,,,,,
1680871961294,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680871966362,,1.0,94.0,1.0,,,,
1680871983316,,,97.0,1.0,,,,
1680872000116,,,97.0,2.0,,,,
1680872018145,,,97.0,2.0,,,,
1680872039162,,1.0,96.0,1.0,,,,
1680872044177,,,96.0,1.0,,,,
1680872049220,,,97.0,1.0,,,,
1680872054227,,100.0,,,,,,
1680872059286,,44.0,23.0,1.0,11.0,11.0,2.0,
1680872064276,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872081277,,,96.0,1.0,,,,
1680872095137,,,96.0,2.0,,,,
1680872100395,,1.0,96.0,1.0,,,,
1680872105425,,,96.0,2.0,,,,
1680872110441,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872115460,,,92.0,2.0,,,,
1680872120512,,,97.0,1.0,,,,
1680872125570,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872130591,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872135619,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872140680,,,93.0,1.0,,,,
1680872145680,,1.0,89.0,1.0,,,,
1680872159622,100.0,,,,,,,
1680872159742,,,93.0,1.0,,,,
1680872164644,100.0,,,,,,,
1680872164775,100.0,,,,,,,
1680872164835,,,84.0,1.0,,,,
1680872169967,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872186756,100.0,,,,,,,
1680872186845,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872191945,,32.0,22.0,2.0,31.0,31.0,4.0,
1680872203284,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872223250,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872261829,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872317253,,34.0,31.0,3.0,12.0,12.0,3.0,
1680872322329,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872327285,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872332282,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872337368,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872342401,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872347398,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872352464,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872357504,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872362517,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872367538,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872372568,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872373014,100.0,,,,,,,
1680872385952,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872418547,100.0,,,,,,,
1680872418602,,2.0,89.0,2.0,1.0,1.0,,
1680872435533,,5.0,90.0,1.0,1.0,1.0,,
1680872457618,,1.0,95.0,2.0,,,,
1680872474631,,1.0,97.0,,,,,
1680872491622,,8.0,90.0,2.0,,,,
1680872503191,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872508206,,8.0,91.0,1.0,,,,
1680872525206,,16.0,83.0,1.0,,,,
1680872540041,100.0,,,,,,,
1680872540124,,16.0,81.0,2.0,,,,
1680872562445,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872577516,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872592670,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872607734,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872622838,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872637909,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872653107,,1.0,94.0,2.0,,,,
1680872670081,100.0,,,,,,,
1680872670104,,1.0,96.0,2.0,,,,
1680872675245,,1.0,95.0,1.0,,,,
1680872685180,,6.0,92.0,1.0,,,,
1680872690193,,9.0,87.0,2.0,,,,
1680872695256,,3.0,91.0,1.0,1.0,1.0,,
1680872700206,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872705453,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872722093,,,97.0,1.0,,,,
1680872739072,,1.0,96.0,1.0,,,,
1680872756059,,1.0,97.0,1.0,,,,
1680872774132,,1.0,96.0,1.0,,,,
1680872778413,100.0,,,,,,,
1680872778529,,3.0,95.0,1.0,,,,
1680872792504,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872814579,,1.0,92.0,2.0,,,,
1680872831145,,4.0,95.0,1.0,,,,
1680872848139,,,96.0,1.0,,,,
1680872856232,100.0,,,,,,,
1680872856358,,4.0,94.0,1.0,,,,
1680872862762,100.0,,,,,,,
1680872862884,,1.0,95.0,1.0,,,,
1680872876497,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872891543,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872910103,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872913481,100.0,,,,,,,
1680872913598,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872918746,,12.0,83.0,1.0,1.0,1.0,,
1680872923187,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872928189,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872933205,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872938198,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872943231,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872947600,100.0,,,,,,,
1680872947653,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872961637,100.0,,,,,,,
1680872961671,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680872971701,,100.0,,,,,,
1680872981733,,100.0,,,,,,
1680872996944,,,92.0,2.0,,,,
1680873002083,,,96.0,1.0,,,,
1680873019138,,,88.0,,,,,
1680873034522,100.0,,,,,,,
1680873034646,,,92.0,1.0,,,,
1680873051672,100.0,,,,,,,
1680873051706,,2.0,91.0,2.0,,,,
1680873056844,,5.0,85.0,2.0,,,,
1680873073878,,1.0,86.0,1.0,1.0,1.0,,
1680873087124,,5.0,93.0,1.0,,,,
1680873092146,,5.0,93.0,,,,,
1680873097212,,2.0,93.0,2.0,,,1.0,
1680873102198,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873107210,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873112266,,51.0,40.0,2.0,2.0,2.0,,
1680873117272,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873122304,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873127318,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873132340,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873137386,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873142411,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873147411,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873152474,,98.0,1.0,1.0,,,,
1680873157469,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873162497,,49.0,37.0,2.0,4.0,4.0,1.0,
1680873167523,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873172581,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873177617,,1.0,94.0,2.0,,,,
1680873194658,,4.0,93.0,2.0,,,,
1680873211645,,5.0,91.0,1.0,,,,
1680873221138,100.0,,,,,,,
1680873221229,,7.0,86.0,1.0,1.0,1.0,,
1680873227466,100.0,,,,,,,
1680873266075,100.0,,,,,,,
1680873266115,,44.0,23.0,1.0,11.0,11.0,2.0,
1680873276166,,100.0,,,,,,
1680873286240,,100.0,,,,,,
1680873296287,,100.0,,,,,,
1680873306375,,100.0,,,,,,
1680873316436,,100.0,,,,,,
1680873326512,,100.0,,,,,,
1680873336576,,100.0,,,,,,
1680873346541,100.0,,,,,,,
1680873346609,,96.0,3.0,,,,,
1680873368726,100.0,,,,,,,
1680873368765,,3.0,88.0,1.0,,,,
1680873373928,,4.0,84.0,2.0,1.0,1.0,,
1680873390950,,,88.0,,,,,
1680873407945,,,97.0,2.0,,,,
1680873440598,,7.0,90.0,1.0,,,,
1680873477958,,,93.0,1.0,,,,
1680873494954,,1.0,96.0,1.0,,,,
1680873500142,,1.0,95.0,,,,,
1680873505176,,,96.0,1.0,,,,
1680873522170,,1.0,97.0,1.0,,,,
1680873531132,,,96.0,2.0,,,,
1680873536229,,1.0,94.0,,,,,
1680873562625,,1.0,86.0,2.0,1.0,1.0,,
1680873583235,100.0,,,,,,,
1680873600061,100.0,,,,,,,
1680873600089,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873690061,100.0,,,,,,,
1680873814809,100.0,,,,,,,
1680873814845,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873831881,,100.0,,,,,,
1680873848911,,100.0,,,,,,
1680873865953,,99.0,,1.0,,,,
1680873873230,100.0,,,,,,,
1680873873308,,96.0,,2.0,2.0,2.0,,
1680873946506,100.0,,,,,,,
1680873946555,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873951690,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873956825,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873961972,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873967102,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873972196,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873976823,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680873992850,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874009834,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874026820,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874043806,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874060811,,6.0,87.0,1.0,1.0,1.0,,
1680874077844,,4.0,88.0,2.0,1.0,1.0,,
1680874094863,,3.0,92.0,1.0,,,,
1680874111871,,1.0,96.0,2.0,,,,
1680874115267,100.0,,,,,,,
1680874115381,,2.0,90.0,2.0,,,,
1680874132399,,99.0,,1.0,,,,
1680874149372,,99.0,,1.0,,,,
1680874166365,,96.0,1.0,1.0,1.0,1.0,,
1680874168337,100.0,,,,,,,
1680874188789,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874193913,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874199018,,35.0,17.0,3.0,33.0,33.0,4.0,
1680874204123,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874209229,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874214354,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874219461,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874236454,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874253441,,99.0,,1.0,,,,
1680874270423,,99.0,,1.0,,,,
1680874287406,,99.0,,1.0,,,,
1680874304384,,99.0,,1.0,,,,
1680874319489,100.0,,,,,,,
1680874319567,,95.0,1.0,1.0,1.0,1.0,1.0,
1680874324693,,43.0,14.0,3.0,20.0,20.0,7.0,
1680874329826,,49.0,9.0,3.0,28.0,28.0,6.0,
1680874334933,,89.0,1.0,1.0,7.0,7.0,2.0,
1680874340058,,96.0,1.0,1.0,1.0,1.0,,
1680874345163,,98.0,,1.0,1.0,1.0,,
1680874350272,,98.0,,1.0,1.0,1.0,,
1680874355386,,96.0,1.0,1.0,1.0,1.0,,
1680874360508,,99.0,,1.0,,,,
1680874365637,,97.0,1.0,1.0,1.0,1.0,,
1680874370761,,97.0,1.0,1.0,1.0,1.0,,
1680874375846,,98.0,,1.0,1.0,1.0,,
1680874380952,,62.0,13.0,3.0,8.0,8.0,1.0,
1680874386078,,62.0,4.0,2.0,20.0,20.0,11.0,
1680874391205,,69.0,3.0,1.0,23.0,23.0,3.0,
1680874396321,,58.0,7.0,2.0,18.0,18.0,14.0,
1680874401450,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874406590,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874423608,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874440638,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680874457633,,99.0,,1.0,,,,
1680874474623,,99.0,,1.0,,,,
1680874491605,,99.0,,1.0,,,,
1680874508616,,99.0,,1.0,,,,
1680874525628,,99.0,,1.0,,,,
1680874542625,,96.0,1.0,1.0,1.0,1.0,,
1680874559592,,99.0,,1.0,,,,
1680874576597,,99.0,,1.0,,,,
1680874593604,,99.0,,1.0,,,,
1680874606479,,99.0,,1.0,,,,
1680874623455,,69.0,13.0,2.0,4.0,4.0,1.0,
1680874640473,,79.0,4.0,1.0,10.0,10.0,2.0,
1680874657456,,99.0,,1.0,,,,
1680874674438,,97.0,1.0,1.0,1.0,1.0,,
1680874691397,,99.0,,1.0,,,,
1680874708386,,99.0,,1.0,,,,
1680874725361,,99.0,,1.0,,,,
1680874739005,,99.0,,1.0,,,,
1680874755987,,99.0,,1.0,,,,
1680874772981,,99.0,,1.0,,,,
1680874789967,,99.0,,1.0,,,,
1680874806936,,99.0,,1.0,,,,
1680874823936,,99.0,,1.0,,,,
1680874840929,,99.0,,1.0,,,,
1680874857908,,96.0,2.0,,1.0,1.0,,
1680874874886,,99.0,,1.0,,,,
1680874891905,,99.0,,1.0,,,,
1680874908910,,99.0,,1.0,,,,
1680874921943,,96.0,1.0,1.0,1.0,1.0,,
1680874938998,,99.0,,1.0,,,,
1680863111948,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863149303,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863166567,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863183508,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863200521,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863217500,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863234462,,5.0,82.0,2.0,,,,
1680863251444,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863268397,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863285395,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863302708,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863319734,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863336737,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863347673,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863352704,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863357751,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863368138,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863373166,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863378173,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863383231,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863388221,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863393273,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863398314,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863403356,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863408348,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680863413392,,35.0,28.0,2.0,8.0,8.0,3.0,
1680865310502,100.0,,,,,,,
1680865310563,,28.0,21.0,2.0,26.0,26.0,9.0,1.0
1680865915313,,3.0,5.0,2.0,83.0,83.0,2.0,1.0
1680865944280,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865949286,100.0,,,,,,,
1680865949332,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865954312,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865959310,,98.0,1.0,1.0,,,,
1680865964326,,100.0,,,,,,
1680865969353,,100.0,,,,,,
1680865974401,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865979409,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865984452,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865989456,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865994496,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680865999507,,,88.0,1.0,,,,
1680866004521,,,93.0,1.0,,,,
1680866009753,,,91.0,1.0,,,,
1680866015006,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866020214,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866025443,,,88.0,1.0,,,,
1680866030664,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866035893,,,88.0,1.0,,,,
1680866041139,,1.0,89.0,2.0,,,,
1680866046385,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866051624,,,88.0,1.0,,,,
1680866067155,,,88.0,1.0,,,,
1680866072200,,,81.0,,,,,
1680866077464,,,87.0,1.0,,,,
1680866082741,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866099732,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866116754,,,86.0,1.0,,,,
1680866133765,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866150799,,,83.0,,,,,
1680866167836,,,89.0,,,,,
1680866188205,,,83.0,,,,,
1680866193177,,,87.0,,,,,
1680866198228,,,89.0,1.0,,,,
1680866203228,,100.0,,,,,,
1680866208250,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866213265,,,94.0,,,,,
1680866219145,,,99.0,,,,,
1680866224179,,,90.0,1.0,,,,
1680866241195,,,95.0,,,,,
1680866254130,,,96.0,1.0,,,,
1680866264184,,,95.0,1.0,,,,
1680866269209,,,96.0,,,,,
1680866274216,,,90.0,1.0,,,,
1680866279263,,,89.0,1.0,,,,
1680866284259,,1.0,89.0,2.0,,,,
1680866289338,,,86.0,1.0,,,,
1680866294345,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866299352,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866304373,,,89.0,2.0,,,,
1680866309392,,,97.0,,,,,
1680866314435,,1.0,95.0,1.0,,,,
1680866318520,100.0,,,,,,,
1680866318572,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866336250,100.0,,,,,,,
1680866336293,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680866395579,100.0,,,,,,,
1680866395640,,,1.0,2.0,91.0,91.0,2.0,4.0
1680867691489,100.0,,,,,,,
1680867691489,100.0,,,,,,,
1680867691512,,56.0,21.0,1.0,8.0,8.0,4.0,
1680867691512,,56.0,21.0,1.0,8.0,8.0,4.0,
1680867720413,,99.0,1.0,,,,,
1680867720413,,99.0,1.0,,,,,
1680867737353,,80.0,12.0,3.0,3.0,3.0,,
1680867737353,,80.0,12.0,3.0,3.0,3.0,,
1680867754353,,74.0,23.0,1.0,1.0,1.0,,
1680867754353,,74.0,23.0,1.0,1.0,1.0,,
1680867771309,,75.0,23.0,1.0,,,,
1680867771309,,75.0,23.0,1.0,,,,
1680867788266,,68.0,17.0,1.0,6.0,6.0,1.0,
1680867788266,,68.0,17.0,1.0,6.0,6.0,1.0,
1680867805312,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680867805312,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680867822311,,2.0,1.0,1.0,90.0,90.0,3.0,3.0
1680867822311,,2.0,1.0,1.0,90.0,90.0,3.0,3.0
1680867905887,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680867905887,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680867921888,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680867921888,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680870562938,100.0,,,,,,,
1680870562948,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680870630227,100.0,,,,,,,
1680870630258,,3.0,3.0,1.0,83.0,83.0,5.0,4.0
1680870635274,100.0,,,,,,,
1680870635303,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680870640301,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680870657306,100.0,,,,,,,
1680870657343,,4.0,84.0,2.0,3.0,3.0,1.0,
1680870675164,,,97.0,2.0,,,,
1680870680153,,,97.0,2.0,,,,
1680870697137,,,97.0,,,,,
1680870714098,,,96.0,2.0,,,,
1680870731107,,,93.0,1.0,,,,
1680870748093,,,96.0,1.0,,,,
1680870765089,,,97.0,1.0,,,,
1680870782091,,,96.0,1.0,,,,
1680870799088,,,97.0,2.0,,,,
1680870816095,,,97.0,1.0,,,,
1680870833091,,,96.0,,,,,
1680870852142,,,96.0,1.0,,,,
1680870857168,,,86.0,1.0,,,,
1680870862235,,,94.0,,,,,
1680870867209,,100.0,,,,,,
1680870872249,,100.0,,,,,,
1680870877236,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680870882297,,50.0,20.0,2.0,8.0,8.0,1.0,
1680870887330,,100.0,,,,,,
1680870892360,,2.0,90.0,1.0,,,,
1680870897391,,,96.0,1.0,,,,
1680870914099,,,97.0,2.0,,,,
1680870926151,,,97.0,1.0,,,,
1680870931230,,,98.0,1.0,,,,
1680870936233,,1.0,97.0,1.0,,,,
1680870941499,,100.0,,,,,,
1680870946272,,100.0,,,,,,
1680870951286,,57.0,23.0,1.0,8.0,8.0,2.0,
1680836816354,,,96.0,1.0,,,,
1680836833128,,,97.0,1.0,,,,
1680836850163,,,93.0,,,,,
1680836867191,,,91.0,,,,,
1680836875148,,,96.0,2.0,,,,
1680836880184,,,95.0,1.0,,,,
1680836885207,,1.0,93.0,1.0,,,,
1680836890249,,3.0,87.0,1.0,,,,
1680836895267,,100.0,,,,,,
1680836900286,,100.0,,,,,,
1680836905311,,100.0,,,,,,
1680836910347,,100.0,,,,,,
1680836915376,,100.0,,,,,,
1680836920399,,100.0,,,,,,
1680836925416,,100.0,,,,,,
1680836930444,,100.0,,,,,,
1680836935457,,100.0,,,,,,
1680836940506,,100.0,,,,,,
1680836945569,,100.0,,,,,,
1680836950564,,100.0,,,,,,
1680836955620,,100.0,,,,,,
1680836960679,,100.0,,,,,,
1680836965675,,100.0,,,,,,
1680836970709,,100.0,,,,,,
1680836975758,,100.0,,,,,,
1680836980779,,10.0,10.0,40.0,10.0,10.0,10.0,10.0
1680836985837,,,98.0,1.0,,,,
1680837002878,,,93.0,1.0,,,,
1680837024190,,,88.0,,,,,
1680837041154,,1.0,96.0,2.0,,,,
1680837058143,,,96.0,1.0,,,,
1680837075125,,,96.0,1.0,,,,
1680837092104,,,96.0,1.0,,,,
1680837109120,,,91.0,1.0,,,,
1680837126098,,,97.0,2.0,,,,
1680837143080,,,97.0,2.0,,,,
1680837160078,,,97.0,2.0,,,,
1680837177077,,,97.0,2.0,,,,
1680837194086,,1.0,97.0,1.0,,,,
