timestamp,ON_FOOT,WALKING,RUNNING,ON_BICYCLE,STILL,UNDEFINED,TILTING,IN_VEHICLE
1680914421968,,,,,99.0,1.0,,
1680914439012,,,,,99.0,1.0,,
1680916015313,,,,,100.0,,,
1680916261323,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680916290168,,,,,99.0,1.0,,
1680916307149,9.0,9.0,,4.0,65.0,2.0,,11.0
1680916350395,,,,,97.0,1.0,,2.0
1680916367387,,,,,99.0,1.0,,
1680916384368,,,,,99.0,1.0,,
1680916401354,,,,,99.0,1.0,,
1680916418329,,,,,99.0,1.0,,
1680916435313,,,,,99.0,1.0,,
1680916452302,,,,,99.0,1.0,,
1680916473154,,,,,99.0,1.0,,
1680916490130,,,,,99.0,1.0,,
1680916507099,1.0,1.0,,,96.0,1.0,,1.0
1680916524068,,,,,99.0,1.0,,
1680916541075,,,,,99.0,1.0,,
1680916558046,,,,,99.0,1.0,,
1680916575034,,,,,99.0,1.0,,
1680916592014,,,,,99.0,1.0,,
1680916608995,,,,,99.0,1.0,,
1680916625985,,,,,99.0,1.0,,
1680916642973,,,,,99.0,1.0,,
1680916656051,,,,,99.0,1.0,,
1680916673015,,,,,99.0,1.0,,
1680916690002,,,,,99.0,1.0,,
1680916706976,,,,,99.0,1.0,,
1680916723956,,,,,99.0,1.0,,
1680916740923,,,,,99.0,1.0,,
1680916757932,,,,,99.0,1.0,,
1680916774915,,,,,99.0,1.0,,
1680918250268,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918267483,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918284481,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918301461,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918318439,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918335478,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918352488,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680918369475,1.0,1.0,,,96.0,1.0,,1.0
1680918386462,,,,,99.0,1.0,,
1680918403447,,,,,99.0,1.0,,
1680918420444,,,,,99.0,1.0,,
1680918437409,,,,,99.0,1.0,,
1680918450460,,,,,99.0,1.0,,
1680918467631,,,,,99.0,1.0,,
1680918484404,,,,,99.0,1.0,,
1680918501389,,,,,99.0,1.0,,
1680918518359,,,,,99.0,1.0,,
1680918535317,,,,,99.0,1.0,,
1680918552291,,,,,99.0,1.0,,
1680918569269,,,,,99.0,1.0,,
1680918586255,,,,,99.0,1.0,,
1680918603234,,,,,99.0,1.0,,
1680918620229,,,,,99.0,1.0,,
1680918633366,,,,,99.0,1.0,,
1680918650341,,,,,99.0,1.0,,
1680918667308,,,,,99.0,1.0,,
1680918684276,,,,,99.0,1.0,,
1680918701240,1.0,1.0,,,96.0,1.0,,1.0
1680918718224,,,,,99.0,1.0,,
1680918735212,,,,,99.0,1.0,,
1680918752184,,,,,99.0,1.0,,
1680918769147,,,,,98.0,2.0,,
1680918786159,,,,,99.0,1.0,,
1680919341412,6.0,6.0,,1.0,74.0,1.0,,11.0
1680921632859,,,,,,,100.0,
1680921632897,92.0,92.0,1.0,1.0,2.0,2.0,,1.0
1680922005646,,,,,,,100.0,
1680922005668,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680922034550,,,,,100.0,,,
1680922051549,,,,,99.0,1.0,,
1680922068522,,,,,99.0,1.0,,
1680922085485,,,,,99.0,1.0,,
1680922102456,,,,,99.0,1.0,,
1680922119460,,,,,99.0,1.0,,
1680922136446,,,,,99.0,1.0,,
1680922153421,,,,,99.0,1.0,,
1680922169287,,,,,99.0,1.0,,
1680922186269,,,,,99.0,1.0,,
1680922203225,,,,,99.0,1.0,,
1680922220210,,,,,99.0,1.0,,
1680922237184,,,,,99.0,1.0,,
1680922254170,,,,,99.0,1.0,,
1680922271146,,,,,99.0,1.0,,
1680922288124,,,,,99.0,1.0,,
1680922305106,,,,,99.0,1.0,,
1680922322092,,,,,99.0,1.0,,
1680922339075,,,,,99.0,1.0,,
1680922352198,,,,,99.0,1.0,,
1680922369171,,,,,99.0,1.0,,
1680922386149,,,,,99.0,1.0,,
1680922403128,,,,,99.0,1.0,,
1680922420110,,,,,99.0,1.0,,
1680922437097,,,,,99.0,1.0,,
1680922454091,,,,,99.0,1.0,,
1680922471077,,,,,99.0,1.0,,
1680922488045,,,,,99.0,1.0,,
1680922505029,,,,,99.0,1.0,,
1680922522011,,,,,99.0,1.0,,
1680941001343,,,,,97.0,1.0,,2.0
1680941014389,,,,,99.0,1.0,,
1680941031362,,,,,95.0,,,4.0
1680941048378,,,,,96.0,1.0,,3.0
1680941065314,,,,,97.0,2.0,,1.0
1680941082288,3.0,3.0,,,81.0,1.0,,13.0
1680941099268,15.0,15.0,,2.0,57.0,1.0,,21.0
1680941116278,9.0,9.0,,1.0,72.0,1.0,,11.0
1680941133254,12.0,12.0,,3.0,67.0,2.0,,10.0
1680941150192,1.0,1.0,,,96.0,,,2.0
1680941243699,6.0,6.0,,3.0,76.0,2.0,,9.0
1680941259198,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941276169,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941293193,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941311127,29.0,29.0,1.0,13.0,31.0,2.0,,16.0
1680941327173,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941344210,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941361247,24.0,24.0,,4.0,61.0,3.0,,6.0
1680941378262,17.0,17.0,,4.0,61.0,1.0,,14.0
1680941395258,18.0,18.0,,6.0,47.0,2.0,,20.0
1680941412256,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941426606,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941443634,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941460632,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941477630,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941494638,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941511641,29.0,29.0,1.0,21.0,33.0,1.0,,11.0
1680941528674,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941545708,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941562718,28.0,28.0,,13.0,41.0,2.0,,11.0
1680941579712,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941596701,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941609488,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941626463,24.0,24.0,,9.0,30.0,2.0,,26.0
1680941643433,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941660445,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941677465,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941694460,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941711480,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941728465,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941745493,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941762503,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941779533,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941792419,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941809435,30.0,30.0,,8.0,37.0,2.0,,17.0
1680941826399,23.0,23.0,,6.0,39.0,2.0,,24.0
1680941843402,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941860379,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941877364,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941894371,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941911398,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680941928392,6.0,6.0,,1.0,72.0,2.0,,17.0
1680942112424,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680942129433,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680942541369,2.0,2.0,,,81.0,2.0,,9.0
1680942741112,,,,,,,100.0,
1680942741134,92.0,92.0,4.0,1.0,1.0,2.0,,
1680943041292,,,,,,,100.0,
1680943041319,88.0,88.0,5.0,2.0,1.0,2.0,,1.0
1680943058368,94.0,94.0,1.0,1.0,2.0,2.0,,
1680943075405,88.0,88.0,2.0,3.0,1.0,3.0,,2.0
1680943092396,,,,,,,100.0,
1680943092427,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943109393,22.0,22.0,,7.0,55.0,1.0,,9.0
1680943126364,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943143373,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943356647,,,,,,,100.0,
1680943356659,15.0,15.0,,2.0,61.0,2.0,,13.0
1680943373663,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943390649,,,,,,,100.0,
1680943390677,14.0,14.0,,2.0,80.0,3.0,,1.0
1680943407665,,,,,,,100.0,
1680943407689,21.0,21.0,,7.0,66.0,1.0,,3.0
1680943492552,89.0,89.0,,1.0,3.0,3.0,,2.0
1680943509520,86.0,86.0,2.0,4.0,2.0,2.0,,3.0
1680943526507,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943850878,85.0,85.0,3.0,6.0,2.0,1.0,,2.0
1680943867844,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680943917945,84.0,84.0,1.0,2.0,4.0,3.0,,4.0
1680943935001,95.0,95.0,2.0,,1.0,2.0,,
1680944015853,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680944032844,90.0,90.0,3.0,2.0,1.0,2.0,,1.0
1680944049850,87.0,87.0,1.0,3.0,5.0,3.0,,1.0
1680944066864,,,,,98.0,1.0,,1.0
1680944083851,1.0,1.0,,,96.0,1.0,,1.0
1680944100899,87.0,87.0,1.0,2.0,5.0,3.0,,1.0
1680944117912,97.0,97.0,,,,3.0,,
1680944134927,94.0,94.0,,1.0,1.0,1.0,,2.0
1680944151927,82.0,82.0,1.0,1.0,9.0,2.0,,3.0
1680944168916,,,,,98.0,2.0,,
1680993294806,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993438032,,,,,,,100.0,
1680993438076,94.0,94.0,1.0,,3.0,2.0,,
1680993814653,38.0,38.0,1.0,3.0,47.0,1.0,,6.0
1680993831722,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993848762,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993874100,3.0,3.0,,1.0,94.0,2.0,,
1680993896088,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993913086,34.0,34.0,,5.0,40.0,2.0,,10.0
1680993930101,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993947085,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993964067,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993981042,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680993998027,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994015027,25.0,25.0,1.0,17.0,39.0,2.0,,9.0
1680994032031,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994049008,23.0,23.0,,6.0,38.0,3.0,,20.0
1680994065979,24.0,24.0,1.0,14.0,32.0,2.0,,15.0
1680994082937,20.0,20.0,,8.0,27.0,2.0,,22.0
1680994099954,26.0,26.0,,11.0,29.0,2.0,,25.0
1680994116943,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994133927,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994150928,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994167263,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994188656,25.0,25.0,,7.0,37.0,2.0,,20.0
1680994205651,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994222691,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994239685,22.0,22.0,,12.0,35.0,3.0,,21.0
1680994256686,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994273762,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994290800,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994307823,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994324865,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994341864,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994363960,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994380955,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994397952,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994414940,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994431931,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994448905,30.0,30.0,,13.0,34.0,2.0,,15.0
1680994465894,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994482943,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994499992,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994517018,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994534010,29.0,29.0,,11.0,33.0,3.0,,18.0
1680994546893,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994563879,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994580899,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994597911,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994614930,13.0,13.0,,7.0,68.0,2.0,,9.0
1680994631925,21.0,21.0,,8.0,45.0,3.0,,17.0
1680994648895,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994665915,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994682904,19.0,19.0,,6.0,44.0,2.0,,23.0
1680994699889,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994716884,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994729799,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994746778,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994763768,23.0,23.0,,6.0,41.0,2.0,,20.0
1680994780763,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994797756,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994814753,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994831726,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994848715,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994865727,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994882771,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994899795,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994916792,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994933798,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994950786,20.0,20.0,,8.0,38.0,3.0,,25.0
1680994967846,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680994984848,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995004199,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995021180,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995038192,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995055184,1.0,1.0,,,96.0,,,2.0
1680995072235,,,,,97.0,2.0,,1.0
1680995089281,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995106281,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680995594752,92.0,92.0,,2.0,1.0,3.0,,1.0
1680995914581,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996240101,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996256518,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996273506,28.0,28.0,,3.0,47.0,2.0,,12.0
1680996324328,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996341336,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996842750,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996859479,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680996876434,1.0,1.0,,,96.0,2.0,,1.0
1680996893411,1.0,1.0,,,96.0,1.0,,1.0
1680996910411,,,,,99.0,1.0,,
1680996927376,,,,,98.0,1.0,,1.0
1680996944341,1.0,1.0,,,98.0,1.0,,
1680996961297,2.0,2.0,,,96.0,1.0,,1.0
1680996978275,,,,,98.0,1.0,,1.0
1680996995250,1.0,1.0,,,96.0,2.0,,1.0
1680997012234,,,,,97.0,2.0,,1.0
1680997025468,,,,,98.0,2.0,,
1680997042449,,,,,99.0,1.0,,
1680997059425,,,,,98.0,2.0,,
1680997076396,1.0,1.0,,,97.0,1.0,,1.0
1680997093386,,,,,98.0,1.0,,1.0
1680997110341,,,,,98.0,2.0,,
1680997127331,,,,,98.0,2.0,,
1680997144307,,,,,98.0,1.0,,1.0
1680997161276,,,,,97.0,2.0,,1.0
1680997178247,,,,,97.0,1.0,,2.0
1680997195215,,,,,98.0,1.0,,1.0
1680997208382,1.0,1.0,,,96.0,1.0,,1.0
1680997225348,1.0,1.0,,,96.0,2.0,,1.0
1680997242342,,,,,97.0,1.0,,1.0
1680997259323,,,,,99.0,1.0,,
1680997276305,,,,,100.0,,,
1680997293293,,,,,99.0,1.0,,
1680997310274,,,,,99.0,1.0,,
1680997327250,,,,,99.0,1.0,,
1680997344241,,,,,99.0,1.0,,
1680997361235,,,,,99.0,1.0,,
1680997715037,,,,,,,100.0,
1680997715092,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680997743950,,,,,,,100.0,
1680997743988,,,,,100.0,,,
1680997760965,1.0,1.0,,,96.0,1.0,,2.0
1680997777955,23.0,23.0,,2.0,69.0,2.0,,3.0
1680997794958,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680997811951,95.0,95.0,,2.0,1.0,1.0,,1.0
1680997828903,98.0,98.0,,,,2.0,,
1680997845857,96.0,96.0,,1.0,1.0,1.0,,1.0
1680997862843,96.0,96.0,,1.0,,2.0,,1.0
1680997879806,95.0,95.0,1.0,1.0,,2.0,,1.0
1680997896766,94.0,94.0,1.0,1.0,2.0,2.0,,
1680997915005,96.0,96.0,1.0,,,3.0,,
1680997931987,95.0,95.0,1.0,2.0,,2.0,,
1680997948980,94.0,94.0,,4.0,,2.0,,
1680997965952,97.0,97.0,1.0,1.0,,1.0,,
1680997982933,96.0,96.0,,2.0,,2.0,,
1680997999924,96.0,96.0,,2.0,,2.0,,
1680998016977,93.0,93.0,1.0,4.0,,2.0,,
1680998033967,86.0,86.0,1.0,5.0,4.0,2.0,,2.0
1680998051891,91.0,91.0,1.0,2.0,3.0,2.0,,1.0
1680998067934,85.0,85.0,1.0,3.0,7.0,3.0,,1.0
1680998084923,96.0,96.0,,,1.0,2.0,,1.0
1680998097934,96.0,96.0,,1.0,,1.0,,1.0
1680998114897,91.0,91.0,1.0,1.0,1.0,3.0,,2.0
1680998131857,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680998148844,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680998165821,2.0,2.0,,,93.0,1.0,,2.0
1680998182825,14.0,14.0,,3.0,50.0,2.0,,17.0
1680998199826,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680998216827,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680998233837,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680998250788,,,,,98.0,2.0,,
1680998267749,,,,,98.0,2.0,,
1680998280822,,,,,,,100.0,
1680998280852,1.0,1.0,,,95.0,2.0,,1.0
1680998297817,15.0,15.0,,3.0,54.0,2.0,,16.0
1680998314778,1.0,1.0,,,91.0,2.0,,5.0
1680998331805,,,,,97.0,2.0,,1.0
1680998348783,,,,,99.0,1.0,,
1680998365756,2.0,2.0,,,89.0,3.0,,4.0
1680998382733,,,,,96.0,2.0,,2.0
1680998399672,1.0,1.0,,,96.0,1.0,,1.0
1680952454858,11.0,11.0,,1.0,43.0,2.0,,24.0
1680952471834,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952488798,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952505833,29.0,29.0,,6.0,47.0,1.0,,10.0
1680952522815,13.0,13.0,,3.0,66.0,2.0,,10.0
1680952546338,14.0,14.0,,2.0,65.0,1.0,,14.0
1680952563306,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952580307,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952597274,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952614258,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952631206,2.0,2.0,,1.0,84.0,2.0,,10.0
1680952655521,1.0,1.0,,,97.0,1.0,,1.0
1680952692845,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952709813,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952721261,4.0,4.0,,,71.0,2.0,,21.0
1680952738244,3.0,3.0,,,60.0,2.0,,32.0
1680952755229,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952772291,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680952789269,30.0,30.0,,3.0,41.0,1.0,,19.0
1680952806288,13.0,13.0,,2.0,52.0,1.0,,27.0
1680952823256,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680954380260,,,,,97.0,1.0,,1.0
1680954395685,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682470820255,,,,,99.0,1.0,,
1682471373058,2.0,2.0,,,96.0,1.0,,1.0
1682471907644,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682472417021,,,,,,,100.0,
1682472417046,98.0,98.0,1.0,,,1.0,,
1682472455991,96.0,96.0,1.0,1.0,1.0,1.0,,
1682472781901,93.0,93.0,3.0,2.0,1.0,1.0,,
1682473171391,,,,,,,100.0,
1682473171413,,,,,100.0,,,
1682473200316,,,,,100.0,,,
1682473386593,,,,,99.0,1.0,,
1682473403564,,,,,99.0,1.0,,
1682473420596,,,,,99.0,1.0,,
1682473444742,,,,,100.0,,,
1682473473612,,,,,100.0,,,
1682473490626,,,,,99.0,1.0,,
1682473507612,,,,,97.0,2.0,,1.0
1682473524602,,,,,99.0,1.0,,
1682473541588,,,,,99.0,1.0,,
1682473782458,,,,,96.0,2.0,,2.0
1682474030692,,,,,100.0,,,
1682474212585,,,,,100.0,,,
1682474998574,29.0,29.0,,4.0,36.0,3.0,,16.0
1682475273003,,,,,100.0,,,
1682476066156,,,,,100.0,,,
1682476183972,,,,,100.0,,,
1682476217257,,,,,,,100.0,
1682476217312,86.0,86.0,3.0,3.0,2.0,2.0,,2.0
1682476240729,96.0,96.0,,1.0,,2.0,,1.0
1682476324640,,,,,,,100.0,
1682476324668,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682476362028,35.0,35.0,,4.0,38.0,2.0,,15.0
1682476379041,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682476396002,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682476412967,21.0,21.0,,9.0,47.0,1.0,,14.0
1682476430000,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682476461361,96.0,96.0,1.0,1.0,,2.0,,
1682476597583,96.0,96.0,1.0,1.0,,2.0,,
1682476614569,97.0,97.0,1.0,1.0,,1.0,,
1682476737996,98.0,98.0,,,,2.0,,
1682476835745,97.0,97.0,,,1.0,2.0,,
1682476857546,96.0,96.0,3.0,,,1.0,,
1682494438387,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682494467283,,,,,99.0,1.0,,
1682494484280,10.0,10.0,,1.0,53.0,3.0,,17.0
1682494501320,17.0,17.0,,2.0,42.0,1.0,,28.0
1682496639395,1.0,1.0,,,97.0,1.0,,1.0
1682496758675,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682496775677,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682497302061,,,,,100.0,,,
1682497939325,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682497939325,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498079869,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498079869,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498097691,84.0,84.0,2.0,2.0,6.0,3.0,,2.0
1682498097691,84.0,84.0,2.0,2.0,6.0,3.0,,2.0
1682498114725,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498114725,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498131721,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498131721,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498148702,16.0,16.0,,4.0,42.0,1.0,,31.0
1682498148702,16.0,16.0,,4.0,42.0,1.0,,31.0
1682498165681,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498165681,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682498400324,96.0,96.0,,2.0,,2.0,,
1682498400324,96.0,96.0,,2.0,,2.0,,
1682498417286,97.0,97.0,,1.0,,2.0,,
1682498417286,97.0,97.0,,1.0,,2.0,,
1682498433614,93.0,93.0,1.0,3.0,,1.0,,1.0
1682498433614,93.0,93.0,1.0,3.0,,1.0,,1.0
1682498450623,96.0,96.0,,1.0,1.0,2.0,,
1682498450623,96.0,96.0,,1.0,1.0,2.0,,
1682486666487,,,,,,,100.0,
1682486666511,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682486718549,,,,,99.0,1.0,,
1682486735581,34.0,34.0,,3.0,40.0,,,12.0
1682488905526,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489368094,,,,,,,100.0,
1682489368124,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489385145,,,,,,,100.0,
1682489385189,94.0,94.0,3.0,1.0,,2.0,,
1682489402166,97.0,97.0,,1.0,,2.0,,
1682489419177,96.0,96.0,,1.0,,3.0,,
1682489436217,92.0,92.0,4.0,1.0,,3.0,,
1682489453244,,,,,,,100.0,
1682489453263,83.0,83.0,3.0,8.0,1.0,4.0,,1.0
1682489471046,,,,,,,100.0,
1682489471089,90.0,90.0,2.0,2.0,3.0,1.0,,1.0
1682489508404,96.0,96.0,,1.0,1.0,2.0,,
1682489525430,93.0,93.0,,1.0,2.0,3.0,,1.0
1682489542442,,,,,,,100.0,
1682489542468,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489559428,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489576396,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489593408,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489610388,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489627365,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489644367,13.0,13.0,,3.0,56.0,1.0,,19.0
1682489656016,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489673010,13.0,13.0,,2.0,50.0,2.0,,18.0
1682489689983,11.0,11.0,,2.0,71.0,1.0,,9.0
1682489706987,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682489876003,96.0,96.0,1.0,2.0,,1.0,,
1682489892361,96.0,96.0,,1.0,,3.0,,
1682490212725,92.0,92.0,3.0,1.0,1.0,2.0,,1.0
1682490229779,83.0,83.0,3.0,3.0,7.0,2.0,,1.0
1682490300984,10.0,10.0,,2.0,34.0,2.0,,26.0
1682490317876,19.0,19.0,,2.0,53.0,1.0,,13.0
1682490334867,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682490351858,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682490368888,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682490385853,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1682490474030,5.0,5.0,,1.0,61.0,2.0,,20.0
