timestamp,ON_FOOT,WALKING,RUNNING,ON_BICYCLE,STILL,UNDEFINED,TILTING,IN_VEHICLE
1680907263493,91.0,91.0,6.0,1.0,1.0,1.0,,
1680907471984,,,,,,,100.0,
1680907472013,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680907509371,,,,,100.0,,,
1680907526363,13.0,13.0,,16.0,57.0,1.0,,9.0
1680907543448,4.0,4.0,,6.0,85.0,1.0,,2.0
1680907560436,16.0,16.0,1.0,27.0,35.0,2.0,,10.0
1680907577495,,,,,98.0,2.0,,
1680907594492,9.0,9.0,,9.0,76.0,3.0,,2.0
1680907611471,12.0,12.0,1.0,13.0,60.0,2.0,,6.0
1680907634505,1.0,1.0,,,96.0,1.0,,1.0
1680907651455,,,,,98.0,2.0,,
1680907668450,,,,1.0,97.0,2.0,,
1680907685402,9.0,9.0,,11.0,73.0,3.0,,2.0
1680907702401,15.0,15.0,1.0,23.0,40.0,2.0,,11.0
1680907719386,3.0,3.0,,6.0,80.0,2.0,,6.0
1680907736369,,,,,97.0,3.0,,
1680907753372,1.0,1.0,,1.0,96.0,2.0,,
1680907770340,2.0,2.0,,1.0,95.0,1.0,,1.0
1680907787351,,,,,98.0,2.0,,
1680907804352,,,,,98.0,2.0,,
1680907817470,1.0,1.0,,,97.0,,,1.0
1680907834451,1.0,1.0,,,97.0,2.0,,
1680907851451,1.0,1.0,,,96.0,2.0,,1.0
1680907868438,9.0,9.0,,10.0,64.0,2.0,,8.0
1680907885512,12.0,12.0,1.0,22.0,46.0,1.0,,10.0
1680907902532,1.0,1.0,,1.0,96.0,2.0,,
1680907919545,,,,,98.0,1.0,,1.0
1680907936522,,,,,97.0,2.0,,1.0
1680907953523,2.0,2.0,,1.0,96.0,1.0,,
1680907970477,,,,,98.0,1.0,,1.0
1680907987445,2.0,2.0,,3.0,89.0,2.0,,2.0
1680910425630,,,,,,,100.0,
1680910425654,,,,,100.0,,,
1680910855048,86.0,86.0,2.0,4.0,2.0,3.0,,2.0
1680910883961,,,,,100.0,,,
1680910900943,10.0,10.0,,5.0,70.0,2.0,,10.0
1680910917953,27.0,27.0,,10.0,32.0,3.0,,19.0
1680910934940,26.0,26.0,,7.0,46.0,2.0,,11.0
1680910951908,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680910968878,14.0,14.0,,8.0,63.0,2.0,,11.0
1680910985859,28.0,28.0,,7.0,51.0,2.0,,10.0
1680911002847,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911019870,21.0,21.0,,11.0,41.0,2.0,,20.0
1680911036918,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911053911,27.0,27.0,,17.0,36.0,3.0,,13.0
1680911070927,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911087925,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911104904,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911121922,27.0,27.0,,7.0,47.0,3.0,,12.0
1680911138905,18.0,18.0,,6.0,63.0,1.0,,7.0
1680911155917,12.0,12.0,,8.0,47.0,2.0,,24.0
1680911172939,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911189988,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911206954,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911219789,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911236749,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911253704,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911270685,29.0,29.0,1.0,17.0,41.0,1.0,,6.0
1680911287722,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911304716,27.0,27.0,,10.0,47.0,2.0,,9.0
1680911321690,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911338671,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911355654,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911372665,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911389650,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680911402726,21.0,21.0,,9.0,54.0,1.0,,13.0
1680911419758,35.0,35.0,1.0,7.0,41.0,,,12.0
1680911686073,82.0,82.0,1.0,2.0,9.0,2.0,,3.0
1680911703033,97.0,97.0,,,,3.0,,
1680876778589,,,,,98.0,1.0,,1.0
1680876807555,,,,,100.0,,,
1680876824559,8.0,8.0,,1.0,41.0,2.0,,25.0
1680876841534,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680876858555,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680876875548,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680876892523,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680876916663,,,,,98.0,,,1.0
1680876954012,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680876970982,15.0,15.0,1.0,12.0,32.0,2.0,,30.0
1680876987952,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877004987,16.0,16.0,,5.0,45.0,2.0,,16.0
1680877021953,19.0,19.0,,4.0,35.0,3.0,,21.0
1680877038990,6.0,6.0,,1.0,51.0,3.0,,35.0
1680877056011,3.0,3.0,,,49.0,2.0,,43.0
1680877072978,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877089945,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877106895,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877123859,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877140830,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680877153883,,,,,95.0,2.0,,2.0
1680877170846,6.0,6.0,,1.0,52.0,2.0,,32.0
1680868595853,,,,,,,100.0,
1680868595889,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868633265,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868650268,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868667322,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868684315,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868701278,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868718251,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868735219,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868752205,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868769181,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868783712,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868800669,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868817670,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868834638,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868851606,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868868577,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868885556,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868902566,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868919547,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868936534,6.0,6.0,,,45.0,1.0,,42.0
1680868953514,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868966622,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680868983602,12.0,12.0,,2.0,41.0,2.0,,25.0
1680869000572,11.0,11.0,,2.0,36.0,1.0,,31.0
1680869017540,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869034512,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869051480,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869068448,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869411002,6.0,6.0,,1.0,86.0,1.0,,3.0
1680869428020,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869444965,97.0,97.0,,,,2.0,,1.0
1680869543502,94.0,94.0,1.0,1.0,1.0,2.0,,1.0
1680869560486,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869577455,3.0,3.0,,,79.0,3.0,,12.0
1680869594496,9.0,9.0,,2.0,38.0,2.0,,28.0
1680869611468,,,,,99.0,1.0,,
1680869628493,9.0,9.0,,1.0,53.0,1.0,,21.0
1680869645492,1.0,1.0,,,97.0,,,1.0
1680869662460,1.0,1.0,,,96.0,1.0,,2.0
1680869679411,12.0,12.0,,1.0,59.0,3.0,,20.0
1680869696418,7.0,7.0,,2.0,61.0,3.0,,19.0
1680869721612,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869738609,9.0,9.0,,2.0,61.0,2.0,,17.0
1680869755599,,,,,99.0,1.0,,
1680869772568,1.0,1.0,,,96.0,1.0,,2.0
1680869789555,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869806625,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869823598,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869840615,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869857634,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869874672,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869891631,2.0,2.0,,,53.0,1.0,,42.0
1680869904541,1.0,1.0,,,76.0,1.0,,21.0
1680869921565,1.0,1.0,,,96.0,2.0,,1.0
1680869938579,,,,,99.0,1.0,,
1680869955540,3.0,3.0,,,55.0,2.0,,30.0
1680869972514,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680869989568,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870006595,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870023566,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870040609,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870057587,,,,,3.0,2.0,,81.0
1680870074562,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870087414,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870104397,6.0,6.0,,1.0,55.0,1.0,,30.0
1680870121382,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870138402,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870173085,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870190059,22.0,22.0,,2.0,48.0,2.0,,18.0
1680870207038,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870224016,4.0,4.0,,2.0,70.0,1.0,,12.0
1680870240998,11.0,11.0,,2.0,42.0,1.0,,33.0
1680870257965,11.0,11.0,,4.0,46.0,3.0,,23.0
1680870270327,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870287313,9.0,9.0,,1.0,60.0,2.0,,22.0
1680870304291,7.0,7.0,,,70.0,1.0,,18.0
1680870321278,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870338249,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870355207,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870372176,4.0,4.0,,1.0,72.0,1.0,,16.0
1680870389169,9.0,9.0,,2.0,66.0,3.0,,16.0
1680870406173,2.0,2.0,,,89.0,2.0,,5.0
1680870423150,3.0,3.0,,1.0,65.0,3.0,,20.0
1680870440116,6.0,6.0,,3.0,36.0,1.0,,31.0
1680870453259,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870470233,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870487228,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870504227,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870521281,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680870538263,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680837126799,,,,,,,100.0,
1680837126843,4.0,4.0,,1.0,83.0,2.0,,8.0
1680837144721,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680837161726,20.0,20.0,1.0,26.0,28.0,2.0,,14.0
1680837178698,16.0,16.0,,12.0,61.0,2.0,,5.0
1680837195668,,,,,98.0,2.0,,
1680837212661,5.0,5.0,,19.0,61.0,3.0,,10.0
1680837229665,10.0,10.0,,22.0,51.0,3.0,,9.0
1680837246658,8.0,8.0,,7.0,81.0,1.0,,2.0
1680837263679,1.0,1.0,,,98.0,1.0,,
1680837280726,,,,,99.0,1.0,,
1680837297771,,,,,99.0,1.0,,
1680837314818,19.0,19.0,,9.0,55.0,2.0,,8.0
1680837327718,1.0,1.0,,,98.0,1.0,,
1680837344740,3.0,3.0,,7.0,69.0,3.0,,14.0
1680837361752,1.0,1.0,,,98.0,1.0,,
1680837378769,,,,,98.0,2.0,,
1680837395788,1.0,1.0,,,97.0,2.0,,
1680837412751,,,,,98.0,2.0,,
1680837429759,1.0,1.0,,1.0,96.0,2.0,,
1680837446785,1.0,1.0,,,97.0,,,1.0
1680837463761,,,,,98.0,1.0,,1.0
1680837480726,,,,,99.0,1.0,,
1680837497779,1.0,1.0,,,95.0,2.0,,1.0
1680837510661,11.0,11.0,,7.0,78.0,1.0,,2.0
1680837527618,1.0,1.0,,1.0,96.0,1.0,,1.0
1680837544610,,,,,98.0,2.0,,
1680837561616,,,,,98.0,2.0,,
1680837578597,,,,,98.0,2.0,,
1680837595601,,,,2.0,96.0,1.0,,1.0
1680837612597,,,,,98.0,2.0,,
1680837629580,,,,1.0,97.0,2.0,,
1680837646544,1.0,1.0,,1.0,96.0,1.0,,1.0
1680837663541,,,,,96.0,2.0,,2.0
1680840443969,,,,,,,100.0,
1680840444009,7.0,7.0,,4.0,62.0,1.0,,20.0
1680841488519,,,,,,,100.0,
1680841488574,92.0,92.0,1.0,1.0,3.0,3.0,,
1680877572633,3.0,3.0,,,75.0,2.0,,14.0
1680877593605,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680878437037,1.0,1.0,,,97.0,1.0,,1.0
1680878454027,25.0,25.0,,2.0,41.0,2.0,,19.0
1680879731907,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680879748955,89.0,89.0,2.0,4.0,1.0,3.0,,1.0
1680879766049,93.0,93.0,1.0,2.0,1.0,2.0,,1.0
1680879791686,93.0,93.0,3.0,2.0,,2.0,,
1680879808688,95.0,95.0,2.0,1.0,,2.0,,
1680879825656,96.0,96.0,,1.0,,3.0,,
1680879842655,96.0,96.0,,2.0,,2.0,,
1680879859669,96.0,96.0,1.0,1.0,,2.0,,
1680879897139,96.0,96.0,3.0,,,1.0,,
1680880107857,55.0,43.0,55.0,,,2.0,,
1680880210380,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680880224915,64.0,34.0,64.0,,1.0,1.0,,
1680880230046,64.0,31.0,64.0,2.0,,3.0,,
1680880235134,1.0,,1.0,,98.0,1.0,,
1680880240268,26.0,13.0,26.0,2.0,53.0,3.0,,3.0
1680880830331,88.0,88.0,2.0,3.0,2.0,1.0,,2.0
1680880867697,89.0,89.0,2.0,2.0,3.0,2.0,,1.0
1680880888557,86.0,86.0,1.0,5.0,2.0,2.0,,3.0
1680880905544,97.0,97.0,,,,3.0,,
1680880922552,95.0,95.0,2.0,1.0,,2.0,,
1680880939542,89.0,89.0,8.0,,2.0,1.0,,
1680881102548,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680881346034,61.0,39.0,61.0,,,,,
1680881990037,92.0,92.0,3.0,1.0,1.0,2.0,,1.0
1680882043135,96.0,96.0,1.0,,1.0,2.0,,
1680882060176,95.0,95.0,3.0,,,2.0,,
1680882084196,,,,,,,100.0,
1680882084235,96.0,96.0,2.0,1.0,,1.0,,
1680882165360,,,,,,,100.0,
1680882165392,98.0,98.0,1.0,,,1.0,,
1680882202761,93.0,93.0,4.0,1.0,,2.0,,
1680882230356,96.0,96.0,2.0,,,2.0,,
1680882247375,95.0,95.0,,1.0,1.0,2.0,,1.0
1680882271519,96.0,96.0,,,1.0,3.0,,
1680882499587,18.0,18.0,,1.0,53.0,2.0,,20.0
1680882516642,21.0,21.0,,1.0,70.0,2.0,,3.0
1680882533626,4.0,4.0,,,93.0,2.0,,1.0
1680882550641,4.0,4.0,,,92.0,2.0,,2.0
1680883082174,,,,,98.0,1.0,,1.0
1680883082232,,,,,100.0,,,
1680883207159,,,,,,,100.0,
1680883207195,97.0,97.0,1.0,,,2.0,,
1680883307704,,,,,,,100.0,
1680883307731,,,,,100.0,,,
1680883345048,10.0,10.0,,3.0,50.0,2.0,,19.0
1680883362066,1.0,1.0,,,92.0,3.0,,2.0
1680883486762,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680883503739,96.0,96.0,,1.0,1.0,2.0,,
1680883520738,94.0,94.0,,2.0,1.0,2.0,,1.0
1680883954865,,,,,98.0,1.0,,1.0
1680883971450,1.0,1.0,,,98.0,1.0,,
1680883988455,,,,,99.0,1.0,,
1680884005473,2.0,2.0,,,90.0,1.0,,4.0
1680884022466,,,,,,,100.0,
1680884022487,10.0,10.0,,33.0,39.0,2.0,,12.0
1680884039454,32.0,32.0,2.0,9.0,48.0,1.0,,6.0
1680884056438,14.0,14.0,,11.0,54.0,3.0,,10.0
1680884073474,7.0,7.0,,11.0,74.0,3.0,,3.0
1680884090487,1.0,1.0,,,97.0,2.0,,
1680884107468,1.0,1.0,,,96.0,2.0,,1.0
1680884124435,1.0,1.0,,,97.0,1.0,,1.0
1680884137301,1.0,1.0,,,97.0,2.0,,
1680884154337,2.0,2.0,,3.0,90.0,3.0,,2.0
1680884171305,1.0,1.0,,,96.0,1.0,,1.0
1680884188309,6.0,6.0,,2.0,75.0,2.0,,10.0
1680884205276,1.0,1.0,,1.0,96.0,2.0,,
1680884222229,1.0,1.0,,,97.0,1.0,,1.0
1680884239212,,,,,99.0,1.0,,
1680884256251,6.0,6.0,1.0,10.0,73.0,1.0,,6.0
1680884273253,13.0,13.0,1.0,22.0,34.0,2.0,,18.0
1680884290232,3.0,3.0,,9.0,77.0,1.0,,8.0
1680884307219,1.0,1.0,,5.0,88.0,2.0,,3.0
1680884320211,8.0,8.0,1.0,17.0,48.0,1.0,,16.0
1680884337215,6.0,6.0,,6.0,76.0,3.0,,5.0
1680884354227,1.0,1.0,,1.0,96.0,1.0,,1.0
1680884371238,15.0,15.0,1.0,20.0,51.0,3.0,,5.0
1680884388226,6.0,6.0,,16.0,62.0,2.0,,12.0
1680884405216,12.0,12.0,1.0,21.0,50.0,2.0,,8.0
1680884422196,11.0,11.0,,26.0,54.0,2.0,,4.0
1680884439165,1.0,1.0,,,97.0,2.0,,
1680886798684,,,,,100.0,,,
1680841517459,,,,,,,100.0,
1680841517505,,,,,97.0,2.0,,1.0
1680841534494,,,,,,,100.0,
1680841534520,14.0,14.0,1.0,13.0,37.0,3.0,,18.0
1680841551505,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680841572390,7.0,7.0,,74.0,14.0,2.0,,2.0
1680841589372,1.0,1.0,,,96.0,3.0,,
1680841606344,1.0,1.0,,,96.0,1.0,,1.0
1680841623372,,,,,99.0,,,1.0
1680841640383,,,,,,,100.0,
1680841640417,,,,,98.0,2.0,,
1680841657372,,,,,99.0,1.0,,
1680841674346,1.0,1.0,,,96.0,2.0,,1.0
1680841691332,1.0,1.0,,,96.0,1.0,,1.0
1680841708301,1.0,1.0,,1.0,97.0,1.0,,
1680841725297,,,,,,,100.0,
1680841725330,5.0,5.0,,7.0,84.0,1.0,,2.0
1680841742297,1.0,1.0,,,96.0,2.0,,1.0
1680841755278,,,,,99.0,1.0,,
1680841772291,,,,,98.0,2.0,,
1680841789249,,,,,99.0,1.0,,
1680841806237,,,,,99.0,1.0,,
1680841823217,,,,,99.0,1.0,,
1680841840190,1.0,1.0,,,97.0,,,1.0
1680841857152,,,,,97.0,1.0,,1.0
1680841874127,,,,,98.0,1.0,,1.0
1680841891101,1.0,1.0,,,96.0,2.0,,1.0
1680841908070,1.0,1.0,,,96.0,1.0,,1.0
1680841925069,,,,,99.0,1.0,,
1680841938182,,,,,99.0,1.0,,
1680841955177,,,,,99.0,1.0,,
1680841972155,,,,,,,100.0,
1680841972185,25.0,25.0,,5.0,60.0,2.0,,7.0
1680841989158,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842006145,,,,,,,100.0,
1680842006187,89.0,89.0,1.0,2.0,5.0,1.0,,1.0
1680842023179,96.0,96.0,,1.0,,2.0,,1.0
1680842040174,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842057156,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842074125,,,,,,,100.0,
1680842074151,,,,,98.0,2.0,,
1680842091132,20.0,20.0,,2.0,68.0,2.0,,5.0
1680842108092,,,,,99.0,1.0,,
1680842121091,,,,,99.0,1.0,,
1680842138091,4.0,4.0,,2.0,63.0,3.0,,19.0
1680842155067,20.0,20.0,,3.0,42.0,1.0,,27.0
1680842172049,20.0,20.0,,2.0,43.0,2.0,,26.0
1680842189028,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842206018,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842223029,,,,,,,100.0,
1680842223059,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842240051,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842257053,,,,,,,100.0,
1680842257086,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680842274090,,,,,99.0,1.0,,
1680842291055,,,,,99.0,1.0,,
1680842304002,,,,,99.0,1.0,,
1680842320967,,,,,99.0,1.0,,
1680842337942,,,,,99.0,1.0,,
1680842354933,,,,,99.0,1.0,,
1680842371918,,,,,99.0,1.0,,
1680842388913,,,,,99.0,1.0,,
1680842405908,,,,,99.0,1.0,,
1680842422901,,,,,99.0,1.0,,
1680842439897,,,,,99.0,1.0,,
1680842456899,,,,,99.0,1.0,,
1680842473891,,,,,99.0,1.0,,
1680842486913,,,,,99.0,1.0,,
1680842503897,,,,,99.0,1.0,,
1680842520881,,,,,99.0,1.0,,
1680842537893,,,,,99.0,1.0,,
1680842554892,,,,,99.0,1.0,,
1680842571887,,,,,99.0,1.0,,
1680842588870,,,,,99.0,1.0,,
1680842605868,,,,,99.0,1.0,,
1680842622871,,,,,99.0,1.0,,
1680842639864,,,,,99.0,1.0,,
1680842656863,,,,,99.0,1.0,,
1680842669832,,,,,99.0,1.0,,
1680842686822,,,,,99.0,1.0,,
1680842703821,,,,,99.0,1.0,,
1680842720804,,,,,99.0,1.0,,
1680842737790,,,,,99.0,1.0,,
1680842754777,,,,,99.0,1.0,,
1680843895805,,,,,,,100.0,
1680843895847,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680843933118,,,,,,,100.0,
1680843933159,11.0,11.0,,2.0,44.0,1.0,,23.0
1680843950141,1.0,1.0,,1.0,96.0,1.0,,1.0
1680843967153,2.0,2.0,,6.0,87.0,2.0,,2.0
1680843984126,1.0,1.0,,2.0,94.0,2.0,,1.0
1680844001100,1.0,1.0,,,96.0,1.0,,1.0
1680844018095,1.0,1.0,,,96.0,1.0,,1.0
1680844035070,,,,,99.0,1.0,,
1680844058997,1.0,1.0,,,97.0,2.0,,
1680844075969,,,,1.0,97.0,2.0,,
1680844092933,6.0,6.0,,14.0,72.0,2.0,,4.0
1680844109907,,,,,98.0,2.0,,
1680844126913,,,,,,,100.0,
1680844126948,5.0,5.0,,6.0,86.0,2.0,,1.0
1680844143886,,,,,97.0,2.0,,1.0
1680844160880,2.0,2.0,,3.0,92.0,2.0,,1.0
1680844177868,8.0,8.0,,30.0,53.0,2.0,,5.0
1680844194865,12.0,12.0,1.0,22.0,52.0,1.0,,8.0
1680844211850,2.0,2.0,,2.0,94.0,1.0,,1.0
1680844228837,1.0,1.0,,,97.0,2.0,,
1680844241887,,,,,99.0,1.0,,
1680844258891,1.0,1.0,,,97.0,1.0,,1.0
1680844275855,,,,,99.0,1.0,,
1680844292847,3.0,3.0,,7.0,81.0,1.0,,6.0
1680844309811,,,,,98.0,1.0,,1.0
1680844326805,1.0,1.0,,,97.0,2.0,,
1680844343793,1.0,1.0,,2.0,94.0,2.0,,1.0
1680844360783,5.0,5.0,,14.0,63.0,3.0,,10.0
1680844377803,6.0,6.0,,12.0,77.0,2.0,,2.0
1680844394771,,,,,98.0,2.0,,
1680844411735,,,,,98.0,2.0,,
1680844424803,1.0,1.0,,1.0,97.0,1.0,,
1680844441774,1.0,1.0,,,97.0,2.0,,
1680845786135,,,,,,,100.0,
1680845786178,,,,,100.0,,,
1680849752629,,,,,,,100.0,
1680849752673,28.0,28.0,,4.0,32.0,3.0,,23.0
1680850066247,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680850249211,,,,,,,100.0,
1680850249216,97.0,97.0,1.0,1.0,,1.0,,
1680850332493,14.0,14.0,,2.0,68.0,1.0,,10.0
1680850751974,94.0,94.0,2.0,1.0,1.0,2.0,,
1680850770321,89.0,89.0,4.0,4.0,1.0,2.0,,
1680850939887,6.0,6.0,,1.0,86.0,1.0,,4.0
1680850953254,,,,,,,100.0,
1680850953287,11.0,11.0,,1.0,64.0,2.0,,11.0
1680851222879,1.0,1.0,,,96.0,1.0,,1.0
1680851597832,,,,,97.0,2.0,,1.0
1680851598285,,,,,100.0,,,
1680825607650,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680825624622,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680825641593,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680825658579,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680825675557,22.0,22.0,,3.0,28.0,2.0,,26.0
1680825692533,1.0,1.0,,,96.0,1.0,,1.0
1680825950753,,,,,99.0,1.0,,
1680825967709,,,,,99.0,1.0,,
1680825984697,,,,,98.0,2.0,,
1680826001651,1.0,1.0,,,96.0,1.0,,1.0
1680826018642,2.0,2.0,,,7.0,2.0,,81.0
1680826035661,3.0,3.0,,1.0,15.0,1.0,,72.0
1680826052632,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826069902,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826091768,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826108751,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826125725,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826142715,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826159700,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826176705,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826193676,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826234994,,,,,98.0,1.0,,1.0
1680826256427,11.0,11.0,,1.0,63.0,2.0,,14.0
1680826273451,10.0,10.0,10.0,10.0,10.0,40.0,,10.0
1680826290462,3.0,3.0,,1.0,53.0,2.0,,34.0
1680826307462,,,,,97.0,1.0,,1.0
1680826324461,,,,,91.0,1.0,,6.0
1680826341443,,,,,99.0,1.0,,
1680826358422,,,,,98.0,1.0,,1.0
1680826375457,,,,,96.0,2.0,,2.0
1680826392507,2.0,2.0,,1.0,68.0,1.0,,22.0
1680826409505,,,,,96.0,1.0,,2.0
1680826431148,,,,,97.0,1.0,,1.0
1680826448113,,,,,99.0,1.0,,
1680826465120,2.0,2.0,,,72.0,1.0,,14.0
1680826482125,6.0,6.0,,1.0,43.0,1.0,,28.0
1680826499117,,,,,97.0,2.0,,1.0
1680826516090,,,,,97.0,2.0,,1.0
1680826533065,,,,,96.0,1.0,,2.0
1680826550038,,,,,98.0,1.0,,1.0
1680826567042,1.0,1.0,,,83.0,2.0,,11.0
1680826584054,2.0,2.0,,,69.0,2.0,,19.0
1680826601084,2.0,2.0,,,45.0,1.0,,29.0
1680826614086,6.0,6.0,,,50.0,2.0,,35.0
1680826631100,1.0,1.0,,,84.0,2.0,,7.0
1680826648131,,,,,99.0,1.0,,
1680826665101,9.0,9.0,,1.0,49.0,2.0,,24.0
