timestamp,TILTING,STILL,UNDEFINED,IN_VEHICLE,ON_FOOT,WALKING,ON_BICYCLE,RUNNING
1680580940928,,83.0,2.0,13.0,2.0,2.0,,
1680580957958,,97.0,1.0,2.0,,,,
1680580974879,,78.0,2.0,11.0,7.0,7.0,1.0,
1680580992004,,94.0,1.0,2.0,2.0,2.0,1.0,
1680581008751,,54.0,3.0,8.0,23.0,23.0,5.0,
1680581025780,,86.0,1.0,2.0,10.0,10.0,1.0,
1680581042844,,41.0,2.0,16.0,30.0,30.0,9.0,
1680581060249,,80.0,2.0,2.0,11.0,11.0,5.0,
1680581076722,,80.0,2.0,4.0,8.0,8.0,6.0,
1680581107457,,85.0,1.0,4.0,7.0,7.0,2.0,
1680581124452,,97.0,2.0,1.0,,,,
1680581141495,100.0,,,,,,,
1680581141604,,98.0,1.0,1.0,,,,
1680581158465,,96.0,2.0,,1.0,1.0,1.0,
1680581227074,,38.0,2.0,16.0,22.0,22.0,16.0,1.0
1680581244177,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680581261283,100.0,,,,,,,
1680581261325,,60.0,2.0,23.0,7.0,7.0,2.0,
1680581278405,,97.0,2.0,1.0,,,,
1680581295315,,82.0,2.0,6.0,5.0,5.0,2.0,
1680581312346,,77.0,2.0,11.0,4.0,4.0,1.0,
1680581329094,,70.0,2.0,13.0,5.0,5.0,1.0,
1680581346101,,76.0,1.0,7.0,6.0,6.0,4.0,
1680581363167,100.0,,,,,,,
1680581363239,,76.0,2.0,9.0,6.0,6.0,5.0,
1680581380268,100.0,,,,,,,
1680581380310,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680581397053,,30.0,2.0,26.0,19.0,19.0,7.0,
1680581414179,,57.0,2.0,31.0,8.0,8.0,1.0,
1680581431101,,67.0,1.0,10.0,11.0,11.0,4.0,
1680581448196,,76.0,2.0,10.0,5.0,5.0,1.0,
1680581464938,,75.0,2.0,12.0,6.0,6.0,2.0,
1680581481917,,99.0,1.0,,,,,
1680581498897,,97.0,2.0,1.0,,,,
1680581516028,,84.0,2.0,5.0,4.0,4.0,2.0,
1680581539188,,78.0,2.0,9.0,4.0,4.0,,
1680581556287,,86.0,1.0,7.0,2.0,2.0,1.0,
1680581572095,,94.0,1.0,3.0,1.0,1.0,1.0,
1680581589157,,37.0,3.0,29.0,19.0,19.0,4.0,
1680581605906,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680581622909,,43.0,2.0,25.0,18.0,18.0,5.0,
1680581640032,,80.0,2.0,11.0,5.0,5.0,1.0,
1680581657188,,90.0,2.0,3.0,2.0,2.0,,
1680581673892,,94.0,1.0,3.0,2.0,2.0,,
1680581690881,,97.0,1.0,2.0,,,,
1680581707833,,92.0,1.0,6.0,1.0,1.0,,
1680581725022,,89.0,1.0,9.0,1.0,1.0,,
1680581742130,,99.0,,1.0,,,,
1680581759294,,99.0,1.0,,,,,
1680581835319,100.0,,,,,,,
1680581835462,,60.0,3.0,14.0,8.0,8.0,5.0,
1680581852530,100.0,,,,,,,
1680581852598,,91.0,1.0,3.0,3.0,3.0,1.0,
1680581869768,,97.0,,2.0,1.0,1.0,,
1680581927250,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680581944442,,55.0,1.0,21.0,6.0,6.0,2.0,
1680581961703,100.0,,,,,,,
1680581961826,,44.0,2.0,39.0,4.0,4.0,2.0,
1680581978950,,99.0,1.0,,,,,
1680581995842,,99.0,1.0,,,,,
1680582012979,100.0,,,,,,,
1680582013099,,8.0,2.0,85.0,1.0,1.0,,
1680582030038,,10.0,1.0,77.0,4.0,4.0,1.0,
1680582047173,100.0,,,,,,,
1680582047227,,84.0,2.0,9.0,2.0,2.0,,
1680582064305,100.0,,,,,,,
1680582064307,,96.0,1.0,2.0,1.0,1.0,,
1680582080742,100.0,,,,,,,
1680582080806,,98.0,1.0,1.0,,,,
1680582097863,,85.0,1.0,10.0,2.0,2.0,,
1680582114915,,96.0,2.0,2.0,,,,
1680582131955,,91.0,1.0,4.0,3.0,3.0,1.0,
1680582148986,,96.0,2.0,1.0,1.0,1.0,,
1680582166072,,97.0,1.0,1.0,1.0,1.0,,
1680582183203,,97.0,1.0,1.0,,,,
1680582200191,,96.0,1.0,2.0,1.0,1.0,,
1680582217197,,96.0,1.0,2.0,1.0,1.0,,
1680582234249,,97.0,1.0,1.0,1.0,1.0,,
1680582251360,,91.0,2.0,5.0,2.0,2.0,,
1680582506603,,96.0,2.0,1.0,,,,
1680582523675,,79.0,2.0,14.0,3.0,3.0,,
1680582539454,,98.0,1.0,1.0,,,,
1680583154306,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680583191659,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680583208693,,67.0,1.0,14.0,4.0,4.0,1.0,
1680583225798,,44.0,2.0,24.0,14.0,14.0,3.0,
1680583242791,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680583259844,,55.0,2.0,22.0,6.0,6.0,2.0,
1680583276723,,25.0,2.0,24.0,23.0,23.0,6.0,
1680583293899,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680583310759,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680583327772,,42.0,1.0,22.0,19.0,19.0,5.0,
1680583344630,,66.0,2.0,21.0,7.0,7.0,1.0,
1680583361723,,46.0,2.0,37.0,9.0,9.0,1.0,
1680583379671,,58.0,2.0,17.0,12.0,12.0,4.0,
1680583396751,,91.0,1.0,7.0,1.0,1.0,,
1680583413897,,70.0,2.0,17.0,5.0,5.0,1.0,
1680583430675,,99.0,1.0,,,,,
1680583447762,,51.0,1.0,22.0,11.0,11.0,2.0,
1680583464741,,93.0,1.0,4.0,,,,
1680583700259,,77.0,1.0,10.0,5.0,5.0,1.0,
1680583717327,,75.0,1.0,4.0,14.0,14.0,4.0,
1680583734329,,96.0,3.0,,1.0,1.0,,
1680583751162,,97.0,1.0,1.0,1.0,1.0,,
1680583768178,,98.0,1.0,1.0,,,,
1680583785210,,97.0,1.0,1.0,1.0,1.0,,
1680583857214,,97.0,1.0,1.0,1.0,1.0,,
1680584995487,,43.0,3.0,13.0,22.0,22.0,8.0,
1680585021788,,100.0,,,,,,
1680585490514,100.0,,,,,,,
1680585490640,,44.0,1.0,23.0,11.0,11.0,2.0,
1680585534800,100.0,,,,,,,
1680585534974,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680585556193,100.0,,,,,,,
1680585556242,,96.0,1.0,1.0,1.0,1.0,,
1680585573719,,99.0,1.0,,,,,
1680585590830,,96.0,1.0,2.0,1.0,1.0,,
1680585607920,,96.0,2.0,,2.0,2.0,,
1680585625097,,96.0,1.0,2.0,1.0,1.0,,
1680585642290,,98.0,1.0,1.0,,,,
1680585659452,,97.0,1.0,2.0,,,,
1680585676674,,97.0,1.0,2.0,,,,
1680585693730,,43.0,2.0,32.0,15.0,15.0,2.0,
1680585710771,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680585727864,,71.0,1.0,15.0,9.0,9.0,1.0,
1680585884097,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680585901191,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680585918402,,46.0,2.0,14.0,15.0,15.0,19.0,
1680585935518,,96.0,1.0,1.0,1.0,1.0,1.0,
1680603477509,100.0,,,,,,,
1680603477620,,100.0,,,,,,
1680608278910,100.0,,,,,,,
1680608278972,,98.0,2.0,,,,,
1680608554638,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680608592104,,4.0,2.0,,7.0,7.0,86.0,1.0
1680608762353,100.0,,,,,,,
1680608762487,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680608945204,100.0,,,,,,,
1680608945356,,1.0,2.0,,88.0,88.0,2.0,7.0
1680609301555,100.0,,,,,,,
1680609301711,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680609368173,100.0,,,,,,,
1680609368308,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610339024,100.0,,,,,,,
1680610339097,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610402220,100.0,,,,,,,
1680610402382,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610458137,100.0,,,,,,,
1680610458212,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610496334,,45.0,2.0,20.0,24.0,24.0,5.0,
1680610776754,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610793823,,6.0,2.0,3.0,81.0,81.0,2.0,3.0
1680610810882,,3.0,2.0,5.0,82.0,82.0,2.0,2.0
1680610827918,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610844971,,77.0,2.0,4.0,10.0,10.0,6.0,
1680610874651,,99.0,1.0,,,,,
1680610890426,,99.0,1.0,,,,,
1680610907500,,66.0,2.0,14.0,13.0,13.0,3.0,
1680610924611,,52.0,2.0,26.0,11.0,11.0,3.0,
1680610952390,100.0,,,,,,,
1680610952413,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610969391,100.0,,,,,,,
1680610969408,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680610986498,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611003521,,5.0,1.0,3.0,88.0,88.0,1.0,1.0
1680611020597,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611037632,,60.0,2.0,13.0,15.0,15.0,4.0,
1680611054676,100.0,,,,,,,
1680611054727,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611073428,100.0,,,,,,,
1680611073526,,34.0,2.0,27.0,19.0,19.0,10.0,
1680611090623,,64.0,3.0,31.0,1.0,1.0,,
1680611107690,,50.0,2.0,35.0,9.0,9.0,1.0,
1680611124752,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611141799,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611158814,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611175890,,53.0,3.0,7.0,15.0,15.0,19.0,
1680611192959,,51.0,3.0,7.0,30.0,30.0,2.0,
1680611209984,,61.0,2.0,9.0,17.0,17.0,5.0,
1680611227079,,68.0,2.0,13.0,7.0,7.0,2.0,
1680611244129,,49.0,1.0,15.0,27.0,27.0,3.0,
1680611256230,,38.0,1.0,24.0,26.0,26.0,3.0,
1680611273256,,59.0,3.0,20.0,11.0,11.0,2.0,
1680611290365,,66.0,3.0,6.0,10.0,10.0,8.0,1.0
1680611307381,,30.0,2.0,27.0,15.0,15.0,5.0,
1680611324431,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611341511,,39.0,2.0,24.0,24.0,24.0,3.0,
1680611358503,,98.0,1.0,1.0,,,,
1680611375413,,83.0,2.0,7.0,3.0,3.0,1.0,
1680611392497,100.0,,,,,,,
1680611392563,,55.0,1.0,25.0,9.0,9.0,2.0,
1680611409445,,96.0,1.0,1.0,1.0,1.0,,
1680611426557,,99.0,1.0,,,,,
1680611443603,100.0,,,,,,,
1680611443633,,83.0,2.0,9.0,1.0,1.0,,
1680611460694,,37.0,2.0,27.0,13.0,13.0,6.0,
1680611477753,,61.0,1.0,26.0,5.0,5.0,2.0,
1680611494854,,57.0,2.0,21.0,10.0,10.0,4.0,
1680611512000,,56.0,1.0,18.0,9.0,9.0,4.0,
1680611529072,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1680611546102,,37.0,1.0,33.0,16.0,16.0,6.0,
1680611563192,,71.0,2.0,11.0,7.0,7.0,2.0,
1680611580344,,83.0,1.0,7.0,5.0,5.0,1.0,
1680611597431,,45.0,1.0,33.0,9.0,9.0,2.0,
1680611614455,,82.0,2.0,12.0,2.0,2.0,,
1682240355348,,30.0,3.0,20.0,27.0,27.0,3.0,
1682240372334,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240389317,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240406389,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240423455,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240440549,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240457654,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240474705,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240491733,,45.0,2.0,29.0,12.0,12.0,3.0,
1682240508767,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240528728,,33.0,2.0,29.0,25.0,25.0,2.0,
1682240545759,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240795587,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682240812625,,53.0,3.0,22.0,11.0,11.0,3.0,
1682241034940,,99.0,1.0,,,,,
1682241051942,,53.0,2.0,29.0,6.0,6.0,1.0,
1682241068957,,61.0,2.0,18.0,10.0,10.0,2.0,
1682241331786,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682241348862,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682241365873,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682241436669,,44.0,2.0,13.0,21.0,21.0,7.0,
1682241453654,,96.0,2.0,1.0,1.0,1.0,,
1682241470633,,99.0,1.0,,,,,
1682241487628,,93.0,1.0,2.0,2.0,2.0,,
1682241764886,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682241781988,,3.0,1.0,5.0,87.0,87.0,2.0,1.0
1682241799005,,2.0,1.0,5.0,81.0,81.0,7.0,2.0
1682241816323,,3.0,1.0,3.0,89.0,89.0,2.0,2.0
1682242483696,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242500724,,30.0,2.0,26.0,21.0,21.0,13.0,1.0
1682242517720,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242534697,,1.0,,96.0,,,,
1682242551769,,3.0,1.0,84.0,,,,
1682242568764,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242585805,,,1.0,87.0,1.0,1.0,,
1682242602949,100.0,,,,,,,
1682242603048,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242620182,100.0,,,,,,,
1682242620272,,52.0,2.0,18.0,7.0,7.0,5.0,
1682242637365,,89.0,1.0,8.0,1.0,1.0,,
1682242654377,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242672186,,,,97.0,,,,
1682242689206,,1.0,,96.0,,,,
1682242706298,,2.0,2.0,88.0,,,,
1682242723340,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242740361,,35.0,3.0,19.0,27.0,27.0,7.0,
1682242757420,,,1.0,96.0,,,,
1682242774464,,,,97.0,,,,
1682242791124,100.0,,,,,,,
1682242791284,,,1.0,92.0,,,,
1682242794070,100.0,,,,,,,
1682242814558,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242819732,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682242824882,,62.0,1.0,24.0,3.0,3.0,2.0,
1682242841961,,7.0,2.0,82.0,3.0,3.0,1.0,
1682242865720,,,2.0,96.0,,,,
1682242882879,,,1.0,97.0,,,,
1682242899902,,21.0,1.0,72.0,2.0,2.0,1.0,
1682242917015,,67.0,3.0,17.0,7.0,7.0,3.0,
1682242934132,,96.0,1.0,1.0,1.0,1.0,,
1682242951132,,3.0,,83.0,,,,
1682242968110,,,1.0,97.0,,,,
1682242985163,,,,97.0,,,,
1682243002193,,,1.0,96.0,,,,
1682243019239,,,1.0,95.0,,,,
1682243036303,,74.0,2.0,17.0,2.0,2.0,1.0,
1682243053674,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243070765,,,1.0,97.0,,,,
1682243087782,,,,96.0,,,,
1682243104887,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243121895,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243138893,,42.0,1.0,32.0,12.0,12.0,2.0,
1682243156041,,2.0,1.0,89.0,,,,
1682243173175,,,1.0,97.0,,,,
1682243190193,,,1.0,94.0,,,,
1682243207206,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243225672,,90.0,2.0,3.0,3.0,3.0,1.0,
1682243242695,,18.0,2.0,72.0,3.0,3.0,3.0,
1682243259710,,4.0,1.0,91.0,,,,
1682243276712,,5.0,2.0,88.0,2.0,2.0,,
1682243293686,,50.0,2.0,25.0,9.0,9.0,2.0,
1682243313852,,100.0,,,,,,
1682243330922,,81.0,2.0,11.0,2.0,2.0,,
1682243349573,,11.0,1.0,83.0,1.0,1.0,,
1682243366564,,2.0,2.0,83.0,,,,
1682243383620,,67.0,2.0,14.0,8.0,8.0,3.0,
1682243400630,,90.0,3.0,6.0,1.0,1.0,,
1682243417653,,71.0,2.0,11.0,6.0,6.0,3.0,
1682243434689,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243451707,,,2.0,96.0,,,,
1682243468726,,,,97.0,,,,
1682243485862,,3.0,1.0,90.0,,,,
1682243502992,,1.0,1.0,95.0,,,,
1682243520033,,10.0,1.0,79.0,1.0,1.0,1.0,
1682243537047,,13.0,2.0,82.0,,,,
1682243553724,,3.0,1.0,93.0,,,,
1682243570751,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243587454,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243605193,,42.0,1.0,33.0,9.0,9.0,3.0,
1682243620789,,82.0,1.0,7.0,3.0,3.0,2.0,
1682243637784,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243654594,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243671603,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243689773,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243706801,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243723817,,59.0,1.0,22.0,5.0,5.0,3.0,
1682243740821,,96.0,2.0,2.0,,,,
1682243757832,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243774934,,1.0,1.0,91.0,,,,
1682243792093,,,1.0,97.0,,,,
1682243809207,,1.0,2.0,96.0,,,,
1682243826185,,27.0,2.0,24.0,23.0,23.0,5.0,1.0
1682243843186,,74.0,2.0,15.0,5.0,5.0,1.0,
1682243860268,,42.0,2.0,12.0,21.0,21.0,13.0,1.0
1682243874598,100.0,,,,,,,
1682243874830,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243949087,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682243954187,,99.0,1.0,,,,,
1682243959291,,100.0,,,,,,
1682243964408,,98.0,2.0,,,,,
1682243969557,,68.0,2.0,12.0,8.0,8.0,6.0,
1682243974819,,74.0,2.0,9.0,5.0,5.0,7.0,
1682243979999,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682244000011,,1.0,2.0,86.0,,,,
1682244017187,,1.0,1.0,96.0,,,,
1682244024461,100.0,,,,,,,
1682261342922,100.0,,,,,,,
1682261342996,,99.0,1.0,,,,,
1682233335719,100.0,,,,,,,
1682233335889,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682233390949,100.0,,,,,,,
1682233391036,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682233426955,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682233439774,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682233456833,,1.0,1.0,1.0,96.0,96.0,1.0,
1682233473771,,2.0,2.0,1.0,94.0,94.0,1.0,
1682233490776,,5.0,2.0,2.0,86.0,86.0,3.0,1.0
1682233507787,,2.0,2.0,1.0,95.0,95.0,,
1682233524780,,1.0,2.0,1.0,96.0,96.0,,
1682233541800,,1.0,2.0,3.0,90.0,90.0,1.0,1.0
1682233558808,,1.0,3.0,2.0,94.0,94.0,,
1682233576059,,3.0,1.0,3.0,88.0,88.0,2.0,2.0
1682233593155,,2.0,1.0,,96.0,96.0,1.0,
1682233710066,100.0,,,,,,,
1682233710119,,4.0,2.0,5.0,81.0,81.0,6.0,1.0
1682234030747,100.0,,,,,,,
1682234030773,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234047772,,2.0,1.0,2.0,87.0,87.0,3.0,3.0
1682234064770,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234081747,,70.0,2.0,10.0,14.0,14.0,3.0,
1682234098770,,28.0,2.0,23.0,21.0,21.0,5.0,
1682234237408,,99.0,1.0,,,,,
1682234372814,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234389852,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234403936,,2.0,1.0,6.0,86.0,86.0,3.0,
1682234421093,,9.0,2.0,2.0,81.0,81.0,4.0,1.0
1682234456795,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234473867,,1.0,2.0,2.0,90.0,90.0,3.0,1.0
1682234490912,,1.0,1.0,1.0,97.0,97.0,,
1682234508001,,2.0,2.0,1.0,95.0,95.0,,
1682234525038,,1.0,2.0,1.0,94.0,94.0,1.0,1.0
1682234666709,,54.0,3.0,12.0,17.0,17.0,11.0,
1682234683937,,49.0,3.0,36.0,7.0,7.0,1.0,
1682234797746,,53.0,4.0,15.0,16.0,16.0,6.0,
1682234864874,100.0,,,,,,,
1682234864911,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234881914,,55.0,1.0,17.0,9.0,9.0,4.0,
1682234969734,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682234986753,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235003824,,45.0,2.0,23.0,13.0,13.0,4.0,
1682235020846,,73.0,1.0,12.0,7.0,7.0,5.0,
1682235037857,,60.0,3.0,7.0,15.0,15.0,10.0,
1682235142123,,54.0,3.0,5.0,31.0,31.0,5.0,
1682235398556,100.0,,,,,,,
1682235398587,,100.0,,,,,,
1682235415556,,100.0,,,,,,
1682235432566,,69.0,3.0,14.0,7.0,7.0,3.0,
1682235449564,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235466581,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235483587,,71.0,1.0,13.0,7.0,7.0,1.0,
1682235500598,,44.0,3.0,33.0,10.0,10.0,2.0,
1682235523433,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235540458,,100.0,,,,,,
1682235557511,,70.0,1.0,14.0,5.0,5.0,2.0,
1682235574512,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235591508,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235608582,,63.0,2.0,17.0,6.0,6.0,4.0,
1682235630639,,45.0,2.0,33.0,5.0,5.0,2.0,
1682235647733,,97.0,1.0,2.0,,,,
1682235664773,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235681828,,59.0,1.0,26.0,4.0,4.0,2.0,
1682235781865,,78.0,2.0,10.0,4.0,4.0,1.0,
1682235801934,,50.0,1.0,20.0,7.0,7.0,2.0,
1682235818962,,43.0,2.0,24.0,6.0,6.0,1.0,
1682235836079,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235853140,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682235869539,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236099153,,2.0,2.0,5.0,84.0,84.0,5.0,1.0
1682236116255,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236133331,,55.0,2.0,21.0,5.0,5.0,1.0,
1682236150336,,72.0,1.0,15.0,3.0,3.0,1.0,
1682236167348,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236184460,100.0,,,,,,,
1682236184535,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236201583,100.0,,,,,,,
1682236201608,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236218621,,78.0,2.0,8.0,9.0,9.0,1.0,
1682236235636,,82.0,1.0,4.0,11.0,11.0,1.0,
1682236252685,,88.0,2.0,6.0,4.0,4.0,,
1682236269796,,70.0,2.0,8.0,14.0,14.0,3.0,
1682236286827,,98.0,1.0,1.0,,,,
1682236303851,,98.0,1.0,,1.0,1.0,,
1682236320932,,100.0,,,,,,
1682236337912,,96.0,2.0,1.0,1.0,1.0,,
1682236354966,,88.0,1.0,5.0,3.0,3.0,1.0,
1682236375290,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236393251,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682236410517,,57.0,2.0,21.0,14.0,14.0,3.0,
1682236427220,,97.0,1.0,1.0,1.0,1.0,,
1682236444223,,96.0,2.0,1.0,1.0,1.0,,
1682236461260,,96.0,1.0,1.0,1.0,1.0,,
1682236478289,,96.0,2.0,1.0,1.0,1.0,,
1682236495297,,97.0,1.0,1.0,1.0,1.0,,
1682236512295,,96.0,1.0,1.0,2.0,2.0,,
1682236529359,,98.0,1.0,,1.0,1.0,,
1682236546476,,96.0,2.0,,2.0,2.0,,
1682236558273,,97.0,1.0,1.0,1.0,1.0,,
1682236575319,,44.0,2.0,40.0,7.0,7.0,2.0,
1682236592402,,72.0,1.0,12.0,7.0,7.0,2.0,
1682236609410,,92.0,1.0,4.0,1.0,1.0,1.0,
1682236626411,,96.0,1.0,2.0,,,,
1682236643530,,85.0,1.0,11.0,2.0,2.0,,
1682236660564,,80.0,2.0,14.0,3.0,3.0,,
1682226907105,,32.0,1.0,27.0,16.0,16.0,8.0,
1682226924252,,55.0,3.0,29.0,6.0,6.0,3.0,
1682226941263,,74.0,2.0,18.0,3.0,3.0,,
1682226958302,,73.0,2.0,17.0,6.0,6.0,,
1682226975337,,89.0,1.0,7.0,2.0,2.0,,
1682226992479,,96.0,2.0,2.0,,,,
1682227009621,,97.0,2.0,1.0,,,,
1682227027497,,94.0,2.0,4.0,,,,
1682227044505,,98.0,1.0,1.0,,,,
1682227061515,,96.0,1.0,2.0,1.0,1.0,,
1682227078533,,68.0,2.0,20.0,4.0,4.0,1.0,
1682227095547,,36.0,1.0,30.0,17.0,17.0,4.0,
1682227112571,,69.0,1.0,24.0,5.0,5.0,,
1682227129649,100.0,,,,,,,
1682227129705,,61.0,1.0,23.0,9.0,9.0,3.0,
1682227153979,100.0,,,,,,,
1682227154014,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682227188196,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682227222406,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682227239416,,47.0,3.0,34.0,9.0,9.0,2.0,
1682227256424,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682227333168,,1.0,2.0,,96.0,96.0,,1.0
1682227833773,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682229320559,100.0,,,,,,,
1682229320636,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682229337734,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682229371134,100.0,,,,,,,
1682229371226,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230195292,100.0,,,,,,,
1682230195417,,38.0,2.0,17.0,24.0,24.0,4.0,
1682230336752,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230361044,,100.0,,,,,,
1682230389886,,97.0,1.0,2.0,,,,
1682230412169,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230429183,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230446213,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230463213,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230480233,,73.0,2.0,20.0,2.0,2.0,,
1682230497274,,10.0,40.0,10.0,10.0,10.0,10.0,10.0
1682230529853,,50.0,3.0,12.0,13.0,13.0,16.0,1.0
1682230567935,,44.0,2.0,26.0,12.0,12.0,5.0,
1682230585078,,45.0,1.0,21.0,10.0,10.0,4.0,
1682230602264,,38.0,2.0,31.0,4.0,4.0,1.0,
1682230639312,100.0,,,,,,,
1682230639347,,100.0,,,,,,
1682231046888,,100.0,,,,,,
